Feature	Mean Rank
3692	4.7
25996	5.8
22803	6.7
10607	6.8
6949	7.6
10199	9.0
1736	10.6
56000	11.8
26354	14.8
55505	14.8
55127	16.2
2091	16.7
10171	17.9
10528	19.1
29107	19.7
55651	20.3
6880	21.1
51096	24.0
254958	25.0
10799	25.9
84135	27.2
23195	27.3
84128	27.3
51367	28.4
4931	28.7
55131	29.8
10775	30.0
10940	30.0
27341	31.0
54913	31.8
57455	32.6
56001	33.3
10482	33.4
1459	34.3
10813	35.6
54552	37.1
83732	37.2
138716	37.8
51068	40.6
65083	40.7
54464	40.9
54433	41.0
51602	41.2
29889	42.2
55998	42.9
55272	43.7
5901	45.3
79631	46.0
55226	47.5
5822	48.3
166378	49.2
10436	50.2
10556	52.5
84916	52.9
9790	53.7
10248	54.9
55341	55.3
1457	55.7
55916	56.1
51119	56.2
55813	57.4
10885	58.1
29102	58.5
23160	58.5
51077	59.9
28987	60.2
10557	60.2
4809	60.9
1460	61.6
7514	62.1
55781	62.4
92856	63.1
134430	64.7
9724	66.8
23560	67.3
