Feature	Mean Rank
4173	2.3
10213	3.3
1026	5.5
5714	8.6
6117	11.8
5424	14.0
4174	14.1
5001	14.2
6119	14.6
4998	15.4
1017	16.1
10714	16.8
8318	17.5
5718	17.6
5717	17.7
5684	18.0
5689	21.3
5682	24.0
5982	24.1
9491	25.0
5702	26.8
5985	27.6
51659	28.4
4175	30.3
3978	30.5
5721	30.8
5704	31.2
5707	31.8
23649	33.6
5696	33.9
5691	34.5
5686	36.9
990	37.4
9861	40.8
4171	41.3
84296	41.7
1763	42.2
5692	42.5
5426	43.0
5984	43.3
5711	44.0
5694	44.4
2237	44.8
890	45.5
5425	45.6
84515	45.9
5427	46.4
4176	47.5
5716	48.5
6118	48.9
5000	50.8
5983	51.3
5690	53.7
5720	54.3
5693	54.6
5558	54.8
5715	57.2
5701	58.0
5713	58.6
5700	60.2
5706	60.8
9837	61.5
5719	61.9
23595	62.9
5981	63.2
5111	63.3
5557	63.4
51343	63.5
5685	63.9
5695	64.1
5698	65.3
5683	67.1
5925	67.7
8900	68.0
57804	68.2
5708	69.1
7314	69.5
5709	69.7
5687	69.9
5422	70.5
5705	71.0
81620	71.3
4172	71.7
4999	72.4
10197	74.0
5710	75.1
23594	75.5
5688	75.9
5699	79.2
