Feature	Mean Rank
3728	3.9
10686	4.7
1008	5.2
7122	5.7
5818	7.4
1000	12.7
1003	13.7
23562	14.9
5010	14.9
56288	15.4
5817	15.6
81607	16.5
9076	16.9
1010	17.2
1005	17.5
1012	19.0
9071	19.1
84552	20.3
137075	20.6
9074	21.3
84612	24.8
9080	26.0
5819	26.1
253559	26.8
1366	26.9
1016	27.4
1002	28.0
4301	28.4
50855	28.9
49861	29.8
10207	31.8
1007	31.9
1499	34.6
24146	34.7
51208	35.3
25945	36.8
64403	37.9
1495	38.7
50848	38.7
1009	39.1
1364	39.9
26285	40.0
9075	40.2
9069	42.3
1004	42.8
5584	43.4
53842	44.4
9073	45.1
1001	45.4
149461	45.6
64398	45.7
1500	46.0
1013	46.1
1006	46.4
23705	46.5
57863	46.9
999	48.4
1365	49.3
92359	50.5
