Feature	Mean Rank
1594	2.7
1586	5.4
340665	6.5
124	6.7
1544	10.3
1562	10.4
4128	10.4
84532	12.1
54905	12.7
1580	12.9
2327	14.0
125	14.8
1577	14.9
1545	15.7
1571	17.7
57834	18.1
4129	19.3
1584	20.3
1559	20.7
1592	24.0
4051	24.9
51302	27.4
1558	28.2
1582	28.4
1585	28.4
6916	29.0
56603	29.1
1593	31.3
130	32.1
1589	32.3
2326	33.3
113612	33.4
1591	33.4
1553	34.5
2328	35.1
10858	39.4
1543	39.6
66002	40.4
1548	40.8
216	41.3
64816	41.7
131	41.9
54498	42.2
11283	42.2
5740	42.8
126	44.2
1581	44.2
29785	45.7
120227	48.5
1555	49.0
1565	49.2
1576	49.2
1557	49.4
1588	49.5
1583	49.9
1551	50.9
5743	51.6
1595	52.1
9420	53.3
1572	54.0
127	54.4
8529	54.6
1579	56.0
55902	56.1
5742	56.8
217	57.3
1573	59.4
