Feature	Mean Rank
10941	6.6
124	7.3
2940	7.8
2954	8.1
54578	8.2
54576	9.3
4128	9.4
1549	9.8
4258	10.4
1544	10.8
54575	11.1
1559	12.0
2327	13.5
125	14.4
2949	16.2
2952	19.1
2944	19.9
221357	20.5
4129	20.7
222	22.0
7367	23.8
54577	25.8
2947	27.9
4259	28.5
4257	29.3
54579	32.3
1562	32.3
2329	32.7
221	33.8
220	35.0
1557	36.1
1577	36.5
54600	38.3
2941	38.4
2938	38.9
1571	39.4
2953	40.2
64816	40.2
2328	40.8
2939	41.1
1565	41.2
7363	41.9
2950	42.6
2326	44.8
119391	44.8
130	45.1
1558	46.6
7366	46.8
54490	47.2
1548	47.2
7365	47.5
54658	47.8
2946	48.4
7364	50.4
54659	50.7
10720	51.7
1553	52.5
316	52.9
1555	53.8
128	54.6
79799	55.5
131	56.2
127	56.6
1551	57.9
373156	59.8
2330	60.0
9446	60.0
1576	60.2
126	62.0
218	62.7
54657	62.8
2948	67.4
