Feature	Mean Rank
9229	1.8
108	4.8
27165	9.6
116444	10.1
5568	10.1
2905	10.6
246213	12.8
2899	14.1
6512	17.0
2901	17.4
2904	17.5
50487	17.5
2792	18.7
2770	18.7
2898	19.5
6511	21.7
57084	24.0
5338	25.5
5331	26.4
114	26.6
2752	26.6
2900	27.0
10681	27.4
2783	27.6
9454	28.4
2784	29.2
2912	32.3
156	32.5
5567	33.5
59345	34.1
5566	37.0
2918	38.3
123745	39.6
2775	40.4
776	42.5
26279	44.1
116443	44.2
23236	45.3
391013	45.8
5320	46.2
2773	46.6
10991	46.7
5578	47.4
2791	48.6
11261	49.4
2893	53.0
2788	53.3
63928	54.0
22941	54.4
2890	54.6
2914	55.3
6507	57.2
5579	57.9
5530	58.4
94235	58.8
8681	59.1
3708	59.3
2916	59.8
112	60.6
6505	60.8
54407	60.9
2782	61.9
2744	64.8
50944	67.3
2793	68.1
57030	68.2
2903	68.4
5322	68.7
2915	70.2
5321	72.3
5535	74.4
2790	75.5
5330	75.7
2787	75.8
115	76.2
9456	77.8
85358	79.4
775	79.6
5337	79.7
2897	82.8
2913	82.9
1742	83.3
64600	83.4
7220	83.6
6506	83.8
8399	84.5
3709	85.4
2917	86.4
5594	87.1
8398	87.4
5319	88.9
107	89.2
113	89.5
5533	89.6
55970	89.8
2891	90.5
157	90.5
30814	90.7
5613	91.9
5534	92.1
2911	92.9
2778	94.0
9455	94.2
81579	95.0
773	95.7
2776	96.1
3760	96.4
84647	96.9
2785	98.2
51764	98.5
54331	99.4
111	100.2
2906	100.2
2892	101.1
5582	101.9
109	101.9
5532	102.9
2902	103.1
2786	103.4
5332	106.2
3710	107.5
81539	109.2
2771	111.5
196883	113.0
5595	115.8
