Feature	Mean Rank
10219	5.7
917	8.1
3683	9.0
567	11.4
131450	12.4
644076	12.9
3386	13.6
10990	15.0
10859	15.3
79465	15.5
5819	15.6
2213	15.6
11024	16.9
10225	17.2
3821	19.5
925	19.6
6402	19.7
7305	19.8
3695	19.9
3384	20.6
3802	22.0
958	25.4
3806	25.6
56253	28.6
926	30.4
3383	31.7
3803	31.7
975	31.8
3688	33.2
3824	33.3
2214	34.2
11006	34.3
5817	35.6
3385	35.7
3107	36.3
3812	37.1
947	37.2
959	38.0
3811	38.8
80329	38.9
3805	39.4
3689	39.6
8519	39.6
1525	39.6
135250	42.5
10666	43.7
718	43.9
3133	44.5
11025	44.7
916	44.9
22914	50.4
120425	51.3
8174	52.1
3804	52.5
3676	52.8
10288	52.8
3106	52.8
11126	52.9
4345	52.9
919	53.8
7412	53.9
3105	54.1
4277	54.9
3135	55.6
999	55.7
3134	57.8
930	60.3
10870	60.4
915	61.1
4276	61.4
