Feature	Mean Rank
4173	3.8
993	5.1
1026	7.0
10926	9.5
5001	9.7
4331	14.0
10213	14.9
898	15.0
8318	15.1
1869	15.2
4998	16.4
983	16.7
902	17.2
6119	18.0
5714	20.8
79923	21.5
5717	22.0
5718	23.7
55388	24.3
1017	24.4
4174	26.7
6502	28.2
1719	28.4
1022	28.5
5707	29.0
9491	29.5
5704	30.5
8900	30.6
23649	30.9
7298	30.9
5460	35.2
26271	35.7
8317	35.9
1163	37.7
4171	37.9
5691	38.0
6241	38.1
5702	38.6
5686	39.4
5711	39.4
5684	39.7
5689	46.4
5694	47.9
29935	48.0
4172	48.9
6117	49.6
5721	51.2
5719	51.5
5111	51.6
5692	51.8
6500	51.9
84515	52.0
5682	53.4
1871	53.9
5696	58.9
4175	58.9
5698	60.4
5557	62.5
5558	62.9
891	65.1
5422	66.3
9861	66.4
5708	66.7
990	67.7
5716	67.8
6118	68.3
9134	68.5
5683	68.9
7314	69.8
5713	71.8
5706	72.0
23594	72.2
5695	72.3
23595	72.4
7465	72.7
5715	73.0
7084	73.7
10197	73.9
5701	74.8
5426	75.2
5685	76.3
5688	76.8
5693	77.5
5925	77.9
5000	78.3
8454	78.5
1870	78.5
6657	78.6
5705	78.9
4176	78.9
5720	79.9
5427	80.9
5709	81.6
4999	82.1
890	82.7
5710	82.7
7027	82.8
5687	84.7
81620	84.9
5690	86.1
5700	87.9
5699	92.2
