Feature	Mean Rank
108	3.7
5605	7.2
11211	9.5
2770	10.2
89780	11.9
5568	12.6
10488	14.1
5331	14.8
6932	16.0
7299	18.0
54361	18.3
1906	19.1
5567	19.2
8322	19.2
5578	19.7
7479	21.6
2535	22.8
148327	23.2
5604	24.3
5613	26.9
7471	26.9
7474	27.5
5594	28.7
6934	29.0
7855	29.9
84699	31.0
23236	31.1
1387	31.9
83439	32.1
5566	34.5
434	34.8
7472	37.7
4286	40.2
817	40.5
7475	42.1
64764	42.3
7478	42.5
2771	43.3
7483	43.3
1638	46.2
51806	46.4
163688	47.6
114	48.0
8321	48.3
1855	49.0
2778	49.1
818	49.5
2775	50.1
112	51.1
816	51.4
3265	53.3
7481	53.8
2773	53.8
8325	53.9
90993	53.9
5330	55.3
7976	56.3
7476	56.6
1910	57.0
196883	58.2
805	58.7
7473	59.4
3815	60.1
3845	62.2
2776	62.6
7482	66.0
5443	66.7
801	66.8
5579	67.0
5894	69.5
81029	69.9
113	70.2
115	71.1
1499	71.1
51176	71.7
4157	72.4
111	72.8
109	73.2
4254	74.9
107	75.0
2932	75.6
5332	76.3
5595	76.3
80326	77.4
8323	77.7
5582	78.2
4893	78.5
2033	78.8
51384	79.2
1857	79.8
810	80.4
1385	80.5
7306	80.8
7484	81.2
8326	81.2
815	82.4
7480	84.5
1856	85.3
7477	87.0
8324	87.3
808	90.9
