Feature	Mean Rank
5568	4.7
108	4.7
8503	5.2
993	7.8
5293	8.0
5567	9.0
3326	9.9
1432	10.4
6196	12.7
51433	13.4
23533	14.1
983	14.3
996	16.1
5241	17.5
245711	18.7
5290	19.3
1017	20.1
5604	21.8
5602	23.6
114	25.0
5566	25.0
3480	26.3
5140	27.7
10459	27.9
8379	28.6
85417	29.1
246184	30.0
2770	30.8
5594	32.2
51529	35.4
196883	36.2
207	37.7
5139	38.7
995	39.3
9133	39.8
5295	40.2
10393	40.4
5601	40.6
5296	42.2
64682	43.8
8881	45.2
2773	45.5
4085	46.4
29882	46.9
10000	47.0
5294	47.1
4342	48.1
112	48.4
387778	48.8
5603	49.1
2771	49.2
890	49.2
5347	52.7
8900	54.0
51343	55.9
8697	56.0
5291	56.5
113	57.3
673	59.1
6197	60.4
3845	60.5
3630	60.6
208	60.9
111	61.7
891	61.8
6300	62.1
5894	63.4
3320	64.5
5600	64.5
369	64.7
699	64.7
27330	65.2
5613	66.5
64506	66.6
5599	67.0
115	67.3
3479	67.9
9088	68.8
6195	69.8
51434	71.4
107	72.3
994	72.4
5595	73.2
29945	76.4
25847	77.0
109	78.8
