Feature	Mean Rank
3955	5.3
4855	5.8
196403	5.9
4854	6.6
9794	7.8
182	11.1
5663	12.6
1387	12.7
23220	13.1
6868	14.1
8850	15.6
51107	17.0
9541	17.7
22938	17.9
5664	18.1
11317	19.0
9253	19.3
4242	19.6
3714	20.1
9612	20.7
84441	20.8
23385	20.8
388585	21.3
4851	21.5
5986	24.4
2033	25.0
10683	26.0
3065	26.8
151636	28.5
1488	30.4
3280	30.5
1487	30.6
3516	32.2
3066	32.5
4853	32.6
113878	32.9
55851	33.0
28514	33.7
171558	35.3
54567	35.4
1856	37.8
1857	38.5
2648	38.6
1840	39.0
1855	39.3
8650	40.3
55534	40.3
