Feature	Mean Rank
4159	3.7
59340	5.2
4987	7.2
2561	9.7
185	10.1
187	12.2
116444	17.4
2905	17.4
5733	17.6
1268	19.3
56923	19.5
1901	21.3
4829	24.0
5024	24.3
5029	24.4
136	24.9
3355	25.2
2859	26.4
2587	27.0
56413	30.1
5027	30.8
1133	32.5
8811	33.5
150	35.9
2899	36.0
5746	37.6
1395	40.4
2898	41.2
2692	42.1
2568	42.5
1137	43.5
5025	43.8
2908	44.9
6865	46.6
2832	49.4
728	49.7
623	50.3
2925	50.9
9170	51.1
5023	52.0
5724	52.4
9248	55.0
10161	55.1
2912	55.7
2904	55.7
3973	56.3
3357	56.5
5617	58.5
147	58.6
4544	62.0
1442	65.5
680	66.6
3953	66.7
319100	68.3
116443	68.7
117	73.3
3952	73.9
6870	75.4
9038	75.5
140	78.1
5031	79.0
4543	79.4
1081	80.6
1146	81.3
4160	83.5
2359	83.7
10316	85.9
2690	87.0
56288	87.3
706	87.3
5340	87.3
135	87.3
1128	88.0
2741	89.8
2895	90.2
4986	91.3
2557	91.7
3269	91.8
9002	92.3
2900	93.2
3972	93.6
4988	94.7
186	96.5
4889	97.4
5618	97.5
3274	98.0
7068	98.3
2558	98.6
2554	98.7
134860	100.5
4886	100.8
2901	102.9
7067	103.0
9568	104.1
2555	104.8
134864	108.7
153	110.3
1814	111.1
5028	111.5
5026	112.9
2740	113.5
84539	115.1
6869	118.0
2566	118.3
3352	118.8
5734	119.1
2914	119.2
5646	120.2
1815	120.3
2488	120.9
6754	121.3
1241	121.5
2798	122.7
134	124.5
2743	126.8
2894	127.4
5745	127.9
3062	128.0
154	128.2
1136	128.2
5732	130.9
2689	130.9
53637	131.3
2696	131.7
3363	132.5
554	132.8
10886	134.2
2911	134.8
2492	135.0
165829	135.8
1129	136.6
10203	139.0
4142	139.3
1144	139.7
4985	139.9
155	143.2
2567	143.4
1909	146.2
4158	147.0
1511	147.2
3358	147.3
22953	148.1
5645	149.8
152	150.0
4887	150.8
2890	151.0
6344	151.5
2570	151.9
3350	153.4
59350	153.4
5032	153.6
2564	155.0
8484	155.6
1394	155.8
2151	155.8
3354	155.8
2903	156.3
148	161.3
9934	161.9
2562	161.9
27334	163.2
53829	163.7
5737	164.3
2918	164.3
2693	164.7
2563	165.1
2897	165.3
1813	165.8
2834	166.0
2550	167.2
7201	167.8
6915	168.2
1142	168.6
122042	169.3
11255	170.3
887	171.1
9127	172.1
2846	172.5
1139	173.8
799	174.5
1135	174.9
624	175.2
3351	176.5
1145	176.8
7433	177.9
2569	179.0
57105	179.8
3001	179.8
2556	181.1
2831	183.8
2565	184.4
146	184.7
2862	185.9
1812	186.1
9340	186.9
55879	187.3
1140	187.5
719	187.7
3061	187.9
7442	188.3
1816	188.7
2915	188.9
7252	189.1
2358	190.4
886	191.1
1902	191.1
6753	191.5
3361	193.3
84634	194.0
6755	195.3
1910	197.0
5540	197.1
3356	198.7
2892	198.9
9287	198.9
5729	200.2
1134	200.6
2913	202.2
64106	204.2
2917	204.4
3360	204.7
2916	205.6
552	205.9
2688	206.4
1903	206.6
8973	206.8
1269	207.3
5021	207.4
286530	208.4
2893	209.6
2642	209.9
2847	210.8
2837	211.3
3362	212.9
2150	213.9
2742	215.3
4923	215.5
4157	217.0
2902	217.0
5030	218.5
151	219.2
2559	219.5
8001	219.6
1131	220.5
83551	221.6
1141	222.2
6752	223.4
2357	223.5
23620	223.8
2891	226.9
57053	226.9
2560	227.3
8698	227.6
10800	228.1
5644	228.3
4161	229.6
1138	231.6
10888	232.0
2906	232.4
7253	232.8
553	233.4
5739	234.2
1132	234.4
9294	235.7
6751	236.8
55584	237.5
23566	239.4
2149	239.6
5731	242.4
7434	246.4
