Feature	Mean Rank
54575	3.3
5834	4.2
10941	4.3
178	4.4
6476	6.5
54576	6.7
54578	7.6
2548	10.6
2595	10.7
3099	12.1
80201	12.5
279	13.8
2645	17.6
54657	17.9
8972	18.5
7363	19.9
7367	21.3
2997	21.4
3101	21.8
9365	22.4
280	26.3
5167	26.9
5169	27.4
7366	27.6
7365	28.9
54577	29.5
2632	30.4
277	30.8
11181	31.6
54658	31.6
80146	31.7
7364	32.0
79799	32.0
7358	32.9
10720	33.7
2998	34.6
5837	36.0
5836	38.2
283209	38.4
7360	38.7
54659	39.1
57818	39.5
54490	39.7
5236	39.7
2538	40.0
2990	40.1
3098	40.8
276	40.9
54600	42.3
2821	43.3
54579	43.8
278	45.4
55276	46.4
57733	47.3
