Feature	Mean Rank
5933	1.0
4085	2.0
4609	3.0
7533	4.0
991	5.0
2033	6.0
4089	7.0
6500	8.0
1032	9.0
896	10.0
9232	11.0
7272	12.0
8555	13.0
9126	14.0
7529	15.0
10971	16.0
993	17.0
7042	18.0
5934	19.0
23594	20.0
994	21.0
246184	22.0
996	23.0
5000	24.0
1021	25.0
10393	26.0
891	27.0
7709	28.0
7043	29.0
1026	30.0
23595	31.0
7532	32.0
1870	33.0
898	34.0
51433	35.0
9088	36.0
1387	37.0
8900	38.0
51529	39.0
8243	40.0
10735	41.0
472	42.0
25	43.0
1647	44.0
7534	45.0
1111	46.0
3065	47.0
9700	48.0
990	49.0
8697	50.0
9134	51.0
7531	52.0
1017	53.0
8317	54.0
4173	55.0
27127	56.0
4998	57.0
8379	58.0
8556	59.0
10926	60.0
8454	61.0
29945	62.0
1874	63.0
595	64.0
4616	65.0
1028	66.0
6502	67.0
4172	68.0
995	69.0
3066	70.0
9978	71.0
7029	72.0
5111	73.0
4087	74.0
11200	75.0
85417	76.0
7040	77.0
894	78.0
4175	79.0
983	80.0
7027	81.0
64682	82.0
10459	83.0
4193	84.0
4176	85.0
5885	86.0
7157	87.0
5591	88.0
1031	89.0
5001	90.0
51434	91.0
8318	92.0
699	93.0
1027	94.0
10274	95.0
1869	96.0
545	97.0
1022	98.0
29882	99.0
8881	100.0
7465	101.0
4171	102.0
1871	103.0
701	104.0
1019	105.0
10912	106.0
2932	107.0
4999	108.0
5925	109.0
4174	110.0
51343	111.0
1029	112.0
902	113.0
1030	114.0
9133	115.0
494551	116.0
4088	117.0
890	118.0
2810	119.0
25847	120.0
1875	121.0
9184	122.0
