Feature	Mean Rank
3459	1.0
3597	2.0
5296	3.0
1441	4.0
51561	5.0
8027	6.0
3588	7.0
6776	8.0
3594	9.0
5617	10.0
122809	11.0
3567	12.0
53832	13.0
3586	14.0
3601	15.0
2056	16.0
10252	17.0
3953	18.0
4609	19.0
10254	20.0
23529	21.0
3458	22.0
338376	23.0
3562	24.0
7297	25.0
30837	26.0
3568	27.0
3976	28.0
3717	29.0
50616	30.0
1440	31.0
3460	32.0
1271	33.0
3561	34.0
10401	35.0
5295	36.0
3600	37.0
5294	38.0
896	39.0
3565	40.0
200734	41.0
161742	42.0
6655	43.0
3952	44.0
59067	45.0
3587	46.0
3559	47.0
85480	48.0
23624	49.0
3456	50.0
3977	51.0
8503	52.0
3572	53.0
9180	54.0
3442	55.0
3718	56.0
3569	57.0
5292	58.0
51588	59.0
9063	60.0
867	61.0
50604	62.0
282618	63.0
29949	64.0
23533	65.0
3454	66.0
116379	67.0
598	68.0
5291	69.0
3560	70.0
3716	71.0
6774	72.0
163702	73.0
2690	74.0
7173	75.0
3592	76.0
3445	77.0
6778	78.0
3440	79.0
55801	80.0
1154	81.0
3558	82.0
3455	83.0
208	84.0
11009	85.0
81848	86.0
5008	87.0
595	88.0
5781	89.0
149233	90.0
1439	91.0
3595	92.0
3574	93.0
10379	94.0
53833	95.0
4352	96.0
3566	97.0
1489	98.0
8835	99.0
2033	100.0
6654	101.0
6772	102.0
6775	103.0
3578	104.0
207	105.0
56832	106.0
8651	107.0
6777	108.0
58985	109.0
10000	110.0
2885	111.0
3596	112.0
5777	113.0
5293	114.0
9021	115.0
6773	116.0
2689	117.0
3448	118.0
1387	119.0
3593	120.0
9655	121.0
1437	122.0
5618	123.0
3589	124.0
5290	125.0
894	126.0
868	127.0
8554	128.0
3575	129.0
3467	130.0
50615	131.0
3590	132.0
2057	133.0
