Feature	Mean Rank
5595	1.0
6452	2.0
3459	3.0
836	4.0
135250	5.0
3384	6.0
5551	7.0
3454	8.0
3812	9.0
51744	10.0
3456	11.0
8795	12.0
3683	13.0
27040	14.0
369	15.0
80328	16.0
3458	17.0
5296	18.0
5578	19.0
7305	20.0
5294	21.0
2185	22.0
3809	23.0
8743	24.0
8797	25.0
4776	26.0
6850	27.0
3448	28.0
3937	29.0
5533	30.0
8794	31.0
962	32.0
637	33.0
5579	34.0
5336	35.0
9436	36.0
4068	37.0
6655	38.0
5894	39.0
399694	40.0
355	41.0
10870	42.0
10725	43.0
353091	44.0
63928	45.0
5335	46.0
3689	47.0
3805	48.0
5291	49.0
2214	50.0
7410	51.0
3932	52.0
3460	53.0
8503	54.0
5605	55.0
3133	56.0
5881	57.0
7124	58.0
5058	59.0
356	60.0
5295	61.0
5532	62.0
6464	63.0
5880	64.0
4893	65.0
3811	66.0
5293	67.0
5604	68.0
4772	69.0
3135	70.0
5781	71.0
80329	72.0
154064	73.0
8793	74.0
5290	75.0
3265	76.0
3802	77.0
25759	78.0
6654	79.0
10451	80.0
9437	81.0
3383	82.0
2207	83.0
2885	84.0
5530	85.0
4775	86.0
3824	87.0
5879	88.0
7535	89.0
5777	90.0
3445	91.0
4773	92.0
5534	93.0
11261	94.0
5582	95.0
259197	96.0
7409	97.0
673	98.0
3442	99.0
3455	100.0
3440	101.0
3804	102.0
919	103.0
23533	104.0
53358	105.0
4277	106.0
3823	107.0
1437	108.0
2534	109.0
3845	110.0
79465	111.0
5594	112.0
