Feature	Mean Rank
1487	1.0
8607	2.0
5515	3.0
4089	4.0
7484	5.0
387	6.0
7473	7.0
51176	8.0
7483	9.0
6423	10.0
8323	11.0
7480	12.0
2535	13.0
7479	14.0
1499	15.0
5599	16.0
10023	17.0
5330	18.0
7475	19.0
56998	20.0
7474	21.0
10297	22.0
1857	23.0
5568	24.0
57680	25.0
11197	26.0
4609	27.0
6425	28.0
64321	29.0
85407	30.0
7481	31.0
7477	32.0
896	33.0
1457	34.0
5526	35.0
23401	36.0
51701	37.0
5879	38.0
8326	39.0
1459	40.0
11261	41.0
1452	42.0
6932	43.0
9978	44.0
5880	45.0
27101	46.0
6907	47.0
1488	48.0
2033	49.0
54361	50.0
6500	51.0
7471	52.0
4040	53.0
7157	54.0
8061	55.0
7476	56.0
8322	57.0
7976	58.0
122011	59.0
6885	60.0
6422	61.0
1856	62.0
22943	63.0
5516	64.0
894	65.0
8321	66.0
59343	67.0
7472	68.0
1387	69.0
595	70.0
23002	71.0
5663	72.0
8945	73.0
7855	74.0
9475	75.0
81029	76.0
8324	77.0
4316	78.0
7482	79.0
79718	80.0
5529	81.0
5332	82.0
5567	83.0
324	84.0
5582	85.0
3725	86.0
5532	87.0
144165	88.0
23236	89.0
818	90.0
5578	91.0
1460	92.0
5331	93.0
90665	94.0
815	95.0
11211	96.0
816	97.0
51384	98.0
5613	99.0
5579	100.0
2932	101.0
7478	102.0
83439	103.0
4772	104.0
6093	105.0
5602	106.0
81839	107.0
10725	108.0
5566	109.0
5530	110.0
80326	111.0
6934	112.0
9350	113.0
27123	114.0
4041	115.0
57216	116.0
5467	117.0
1855	118.0
1454	119.0
5533	120.0
5527	121.0
4773	122.0
80319	123.0
4087	124.0
8312	125.0
5528	126.0
5881	127.0
6477	128.0
8325	129.0
8313	130.0
63928	131.0
4088	132.0
85409	133.0
5601	134.0
4775	135.0
817	136.0
166336	137.0
4776	138.0
5519	139.0
89780	140.0
23500	141.0
23291	142.0
6424	143.0
64840	144.0
27121	145.0
5525	146.0
5534	147.0
5518	148.0
8454	149.0
