Feature	Mean Rank
4144	1.0
191	2.0
3945	3.0
51074	4.0
4507	5.0
10768	6.0
1491	7.0
4357	8.0
23382	9.0
6723	10.0
262	11.0
92483	12.0
3939	13.0
84245	14.0
1036	15.0
7263	16.0
1789	17.0
160287	18.0
29947	19.0
1786	20.0
4548	21.0
6898	22.0
1787	23.0
4143	24.0
259307	25.0
2805	26.0
635	27.0
1788	28.0
10993	29.0
2806	30.0
6611	31.0
58478	32.0
27430	33.0
55256	34.0
875	35.0
