Feature	Mean Rank
5294	1.0
5595	2.0
5290	3.0
2271	4.0
369	5.0
5296	6.0
8453	7.0
1399	8.0
4893	9.0
6921	10.0
57144	11.0
2033	12.0
6655	13.0
2277	14.0
7423	15.0
10000	16.0
4233	17.0
7039	18.0
5906	19.0
201163	20.0
2113	21.0
5781	22.0
5894	23.0
1387	24.0
9915	25.0
5295	26.0
5291	27.0
7042	28.0
112398	29.0
1398	30.0
7428	31.0
54583	32.0
9978	33.0
5062	34.0
56924	35.0
5594	36.0
208	37.0
5228	38.0
2889	39.0
5908	40.0
112399	41.0
6654	42.0
3265	43.0
5605	44.0
3725	45.0
5155	46.0
5879	47.0
2034	48.0
2885	49.0
7040	50.0
3845	51.0
2549	52.0
998	53.0
3082	54.0
5063	55.0
5058	56.0
5293	57.0
5604	58.0
6923	59.0
8503	60.0
7422	61.0
673	62.0
7424	63.0
23533	64.0
3091	65.0
207	66.0
10298	67.0
405	68.0
7043	69.0
6513	70.0
