Feature	Mean Rank
7484	1.0
2735	2.0
7473	3.0
7480	4.0
51176	5.0
7481	6.0
27148	7.0
2535	8.0
8323	9.0
7479	10.0
8326	11.0
8313	12.0
7483	13.0
1499	14.0
7475	15.0
6932	16.0
7474	17.0
8324	18.0
7471	19.0
6469	20.0
81029	21.0
51384	22.0
1857	23.0
89780	24.0
2736	25.0
8322	26.0
83439	27.0
8325	28.0
7477	29.0
5727	30.0
7472	31.0
54361	32.0
6608	33.0
324	34.0
10297	35.0
650	36.0
51684	37.0
7157	38.0
7855	39.0
7476	40.0
80326	41.0
8312	42.0
7482	43.0
8321	44.0
11211	45.0
7976	46.0
652	47.0
6934	48.0
2737	49.0
1855	50.0
7478	51.0
8643	52.0
64399	53.0
1856	54.0
2932	55.0
