Feature	Mean Rank
1399	1.0
5294	2.0
10718	3.0
5595	4.0
369	5.0
5599	6.0
5894	7.0
1839	8.0
4609	9.0
9542	10.0
5747	11.0
5296	12.0
2069	13.0
5295	14.0
3084	15.0
57144	16.0
867	17.0
7039	18.0
1956	19.0
23624	20.0
5578	21.0
572	22.0
6199	23.0
4893	24.0
27	25.0
1950	26.0
56924	27.0
685	28.0
6416	29.0
53358	30.0
4690	31.0
6714	32.0
1978	33.0
5335	34.0
6776	35.0
5604	36.0
5579	37.0
208	38.0
5293	39.0
6655	40.0
5336	41.0
5063	42.0
6198	43.0
8503	44.0
23533	45.0
3845	46.0
25	47.0
5602	48.0
2549	49.0
5594	50.0
5062	51.0
1398	52.0
816	53.0
2475	54.0
5290	55.0
673	56.0
2066	57.0
2932	58.0
5582	59.0
207	60.0
817	61.0
818	62.0
815	63.0
2002	64.0
5609	65.0
399694	66.0
10298	67.0
5605	68.0
25759	69.0
5058	70.0
2065	71.0
868	72.0
3265	73.0
1027	74.0
3725	75.0
6777	76.0
6654	77.0
5291	78.0
2885	79.0
2064	80.0
5601	81.0
1026	82.0
145957	83.0
10000	84.0
8440	85.0
6464	86.0
