# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
5595	1.0
7297	2.0
8517	3.0
5515	4.0
5599	5.0
5294	6.0
24146	7.0
51588	8.0
23586	9.0
572	10.0
369	11.0
5603	12.0
10379	13.0
5296	14.0
3434	15.0
9075	16.0
10401	17.0
26285	18.0
49861	19.0
137075	20.0
8503	21.0
3456	22.0
3646	23.0
3845	24.0
10686	25.0
1950	26.0
1956	27.0
3659	28.0
1965	29.0
5516	30.0
3448	31.0
9063	32.0
4938	33.0
5894	34.0
5465	35.0
5295	36.0
6041	37.0
4893	38.0
7122	39.0
148022	40.0
5970	41.0
57506	42.0
1432	43.0
5518	44.0
53842	45.0
23562	46.0
10000	47.0
208	48.0
4940	49.0
6773	50.0
7124	51.0
7098	52.0
7157	53.0
6256	54.0
4950	55.0
5602	56.0
10197	57.0
55844	58.0
5522	59.0
3716	60.0
1364	61.0
7186	62.0
5293	63.0
6300	64.0
3442	65.0
1366	66.0
440275	67.0
6655	68.0
8717	69.0
2932	70.0
5290	71.0
5010	72.0
10062	73.0
23533	74.0
1147	75.0
5519	76.0
3949	77.0
149461	78.0
439996	79.0
5594	80.0
8737	81.0
8554	82.0
4939	83.0
9021	84.0
9641	85.0
6654	86.0
27102	87.0
5520	88.0
5291	89.0
1365	90.0
9080	91.0
5601	92.0
4790	93.0
207	94.0
5600	95.0
29110	96.0
3440	97.0
2885	98.0
3661	99.0
1026	100.0
6774	101.0
3551	102.0
7187	103.0
949	104.0
7189	105.0
673	106.0
5521	107.0
6772	108.0
9076	109.0
51208	110.0
3576	111.0
3265	112.0
5610	113.0
3455	114.0
9451	115.0
7132	116.0
4792	117.0
975	118.0
3454	119.0
3665	120.0
3445	121.0
9073	122.0
9071	123.0
