# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
2308	1.0555555555555556
57761	4.611111111111111
2475	4.944444444444445
8660	6.555555555555555
5290	6.944444444444445
3164	7.444444444444445
2309	7.555555555555555
5295	11.277777777777779
387	11.833333333333334
4303	12.777777777777779
23239	13.0
10000	13.61111111111111
84335	15.38888888888889
1027	15.5
4914	15.555555555555555
5728	16.22222222222222
5296	16.38888888888889
4193	16.444444444444443
7249	16.88888888888889
79109	20.0
117145	20.77777777777778
4803	23.666666666666668
5291	24.5
5170	25.11111111111111
64223	25.333333333333332
253260	25.61111111111111
572	25.666666666666668
2932	27.77777777777778
1385	28.333333333333332
842	29.27777777777778
1026	29.444444444444443
2931	29.666666666666668
207	29.72222222222222
208	29.88888888888889
3667	30.166666666666668
1147	32.0
6199	32.05555555555556
