# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
5894	2.5555555555555554
2889	4.833333333333333
10000	6.833333333333333
8453	7.388888888888889
5294	8.444444444444445
7040	8.88888888888889
1387	9.61111111111111
5058	10.666666666666666
5879	11.61111111111111
9978	12.222222222222221
5155	12.666666666666666
10298	13.944444444444445
3082	14.5
7042	15.5
2271	16.5
3725	17.944444444444443
57144	20.61111111111111
23533	20.666666666666668
112399	21.555555555555557
5594	22.0
56924	22.72222222222222
5296	22.88888888888889
5063	23.72222222222222
405	23.944444444444443
54583	27.444444444444443
6654	28.38888888888889
7428	29.055555555555557
2034	30.0
5295	30.055555555555557
207	32.166666666666664
1399	33.666666666666664
2277	33.888888888888886
5062	34.0
3091	34.05555555555556
4893	35.611111111111114
5291	35.94444444444444
5290	36.166666666666664
998	38.55555555555556
3845	39.55555555555556
5906	39.888888888888886
7039	41.72222222222222
7043	42.166666666666664
112398	43.27777777777778
2033	43.388888888888886
7422	43.388888888888886
7424	43.5
5781	46.833333333333336
8503	47.0
5293	47.111111111111114
2549	47.27777777777778
3265	48.55555555555556
369	50.388888888888886
5228	50.55555555555556
5595	50.611111111111114
4233	52.0
673	52.22222222222222
6655	53.44444444444444
2113	54.72222222222222
201163	55.0
7423	55.5
208	56.833333333333336
9915	57.05555555555556
5605	57.55555555555556
2885	58.72222222222222
1398	59.5
6513	62.0
