# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
3551	1.3
7205	4.85
9051	5.5
8517	6.5
3326	7.45
5602	7.65
4790	8.65
7128	8.7
1432	11.1
331	12.55
23118	12.55
3569	12.6
7189	14.0
4210	16.3
4671	16.55
7124	19.35
29108	19.5
64127	20.5
6885	21.8
257397	22.65
838	22.95
114548	23.35
10454	23.6
841	24.0
59082	25.2
22900	26.6
7184	29.15
10910	29.25
2920	30.0
58484	31.4
260434	31.85
22861	33.8
5600	33.85
5601	34.05
5595	34.5
5594	37.05
6300	37.95
2919	38.05
4793	38.95
3320	39.0
6347	40.45
5599	41.15
834	41.4
84674	41.6
6352	41.9
5603	43.1
8767	43.8
5970	44.8
329	45.8
4792	46.9
10392	48.9
3576	48.95
55914	50.5
1147	50.95
64170	51.0
330	51.15
3553	51.7
3606	52.35
