# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
23205	1.0
948	2.0
4312	3.0
5105	4.0
345	5.0
10998	6.0
2173	7.0
23305	8.0
2169	9.0
33	10.0
3158	11.0
30	12.0
1579	13.0
9370	14.0
284541	15.0
79966	16.0
2167	17.0
1582	18.0
8309	19.0
9415	20.0
2180	21.0
51129	22.0
5465	23.0
4973	24.0
4199	25.0
7350	26.0
7316	27.0
5468	28.0
2168	29.0
2710	30.0
1962	31.0
364	32.0
34	33.0
2181	34.0
6319	35.0
1581	36.0
5170	37.0
4023	38.0
1374	39.0
8310	40.0
2170	41.0
6342	42.0
81616	43.0
51	44.0
1376	45.0
10999	46.0
28965	47.0
6256	48.0
116519	49.0
1622	50.0
5106	51.0
6257	52.0
1593	53.0
5467	54.0
2172	55.0
10580	56.0
11001	57.0
10062	58.0
335	59.0
2171	60.0
376497	61.0
5346	62.0
5360	63.0
2712	64.0
3611	65.0
126129	66.0
51703	67.0
336	68.0
2182	69.0
