# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
84701	3.35
4718	4.65
56901	7.15
2904	11.05
1349	11.2
489	12.35
824	13.0
4723	13.3
4711	13.6
4698	14.7
22926	14.7
4023	15.35
2905	17.85
1327	18.7
5331	19.1
518	19.15
2597	19.2
3416	20.85
4311	21.35
487	21.4
322	21.8
10476	22.6
1346	23.45
506	26.5
63928	29.6
348	30.6
776	31.1
7124	32.1
513	32.6
355	32.6
4704	33.8
7384	34.7
125965	34.7
4137	37.3
4694	37.9
11261	38.6
6392	39.9
4842	41.45
163688	41.55
7388	42.95
5532	42.95
7381	44.1
522	44.2
5594	44.95
2903	45.6
1350	47.0
778	47.85
5530	50.3
6622	50.8
6868	52.45
440567	53.05
29796	53.2
4714	55.3
4731	56.4
1337	56.5
5535	59.05
4709	59.05
5663	59.85
1345	60.75
9451	64.3
4728	65.0
2081	67.05
1340	67.35
841	67.6
23236	67.6
1347	68.7
6389	70.0
55967	71.2
637	71.4
4726	72.4
341947	72.6
779	73.8
1351	74.95
801	78.1
23621	79.05
2906	79.25
6391	79.65
317	81.6
4710	81.95
572	82.9
509	83.5
4707	85.05
842	85.2
7385	85.8
2776	85.95
840	86.3
23385	87.5
4702	87.95
8851	89.45
4697	90.0
4724	90.9
4706	92.25
4712	92.5
4716	94.5
4696	98.4
5595	99.05
515	99.4
3708	99.5
10975	100.1
775	100.25
25825	101.35
4708	101.35
51806	102.65
7132	103.65
805	104.8
8883	105.8
4719	106.25
836	107.95
3710	108.2
823	111.0
6263	111.1
351	111.3
4720	112.1
4035	112.15
4717	113.0
514	113.5
9377	114.05
3028	116.0
1020	117.65
5533	118.0
4705	118.45
1329	118.85
5332	120.75
6390	121.25
170712	122.6
539	123.1
54205	123.7
488	124.4
1339	125.9
2902	126.2
516	126.4
3709	128.0
810	128.5
2932	128.95
55851	130.5
3553	131.5
51079	131.7
517	132.25
4713	133.25
27089	133.5
51107	133.6
374291	133.8
54539	135.25
102	135.25
1537	137.35
498	137.75
5664	137.75
808	138.45
8772	138.45
5330	139.5
4729	140.95
4725	141.55
4722	142.85
5534	143.1
126328	143.35
7386	145.15
4701	146.15
