# Order in which each feature was ranked by the feature-selection algorithm. When cross-validation was used, the values represent average ranks across the folds. Note that these values are calculated on the assumption that all features received a rank, whereas some feature-selection algorithms do not assign ranks to all.
Feature	Rank
4926	1.8
331	3.55
5747	4.4
7133	5.7
6709	5.7
7186	6.9
4001	7.55
637	12.95
84823	13.85
4193	14.3
4790	14.35
1616	14.8
5591	15.45
355	15.85
7124	18.5
5580	18.9
397	19.2
1676	20.2
5062	20.55
4792	20.55
330	20.7
71	20.75
5921	22.2
2934	23.45
5663	24.8
329	25.1
4000	27.65
9530	27.75
8738	29.25
5925	30.3
984	30.35
7185	30.7
4217	33.6
317	34.25
5599	34.95
356	36.05
54205	36.75
839	37.3
840	38.65
9020	39.55
142	39.85
7132	39.9
5970	40.55
5664	41.0
842	43.85
8772	45.1
836	45.55
596	46.8
835	46.95
8717	48.7
1677	48.75
1147	49.45
5609	50.0
8737	50.7
8837	51.75
841	51.8
4214	53.15
