@relation data

@attribute 57144 numeric
@attribute 6655 numeric
@attribute 5063 numeric
@attribute 6091 numeric
@attribute 9353 numeric
@attribute 2817 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 10298 numeric
@attribute 8440 numeric
@attribute 56924 numeric
@attribute 5879 numeric
@attribute 6654 numeric
@attribute 4690 numeric
@attribute Class {Control,BRCA}

@data
6.06101575,7.867620258,6.572931815,5.33883171233,11.0443909,8.113352957,9.037678125,8.225782395,6.78184004567,8.433473539,7.228436626,8.85850435833,8.001564595,10.98495975,Control
5.9152182985,7.609956448,5.989031828,5.12516718933,12.20870084,8.164028381,9.447476465,8.658878356,6.96341635667,8.724393685,7.918686056,9.23532012167,7.481398095,10.84149381,BRCA
6.471963415,7.575257723,6.451215749,5.78784169733,9.780925661,8.208894121,9.822754492,7.83784169,7.053848853,8.9589157885,8.388922588,9.280236709,7.228580927,10.64831289,BRCA
5.970444851,6.838009842,6.212477538,5.22759732733,9.914441615,8.856262983,10.03852848,7.70770520067,7.29161173667,8.508698179,7.666368043,9.422761191,6.648325671,10.73945599,Control
6.436155389,7.652900753,6.54048116,5.48920602567,11.47971474,7.938816713,9.507874464,8.07563913267,7.17942935133,9.1700397085,7.235083497,9.29741101033,7.634958261,10.86805107,BRCA
6.593782925,8.522033306,6.491536971,5.54615480933,10.91815534,8.308272042,9.3312535,8.35808952433,7.13014571033,9.2483995865,7.486435083,9.14697742367,8.19601328,10.69407078,BRCA
6.309891817,6.760091594,6.952074702,4.99405917633,13.27043919,8.54193016,9.354305108,8.02893851733,7.12335323067,8.534541428,6.609404545,9.62804284167,7.292025067,10.66366508,BRCA
6.192045554,7.907583411,5.447753778,5.25074098267,11.10547497,7.941592183,8.901176988,7.68379282967,6.600449015,8.850359256,6.453069445,8.82865486733,7.787382059,10.92270353,Control
6.4383506835,7.65031782,6.517673816,5.10150383,10.77140304,7.80790408,9.625618044,7.77701585767,7.157131823,9.2112986685,7.520699455,9.29235500067,6.878728789,10.77967445,BRCA
6.3266587065,6.965931792,6.373044025,5.238091788,10.91468805,8.47707128,9.599773923,7.95022355167,7.26601424567,8.5559283345,8.381198053,9.23513699733,7.4960371,9.980729078,BRCA
5.850933908,7.055014278,5.761026747,5.44651041933,11.35299256,8.283228592,9.29724939,7.58494976267,6.668976943,8.0600477795,7.641511935,8.92818876867,6.507481989,9.913346139,BRCA
6.0725711085,7.958945778,5.8796514,5.50737084067,11.17080781,7.309115066,9.270109064,7.93261710267,6.91179159267,8.918160343,6.818777479,8.97755484267,8.512524314,11.21967391,Control
5.944323571,8.326250965,5.178626261,5.197189397,11.22708057,7.716204063,9.21638279,7.94302709167,6.88726016867,8.8377540625,7.235298947,8.882604615,8.640083234,10.74699733,Control
6.5271583745,7.997872605,5.682862067,5.17387797233,9.603014797,8.368769576,10.06933601,7.87233796567,7.10358658867,8.317589219,8.547261958,8.867882958,7.7584583,10.29596436,BRCA
6.130916478,8.051101686,5.582263377,5.37863055033,11.84647188,7.829676956,9.423032438,7.52928093467,6.941697034,8.900431662,7.369905099,8.552349278,7.8511886,10.7059911,BRCA
6.2546153975,7.815353072,5.6227922,5.12159632233,10.90118767,8.530895078,9.880142578,7.75599573933,7.152093931,8.315797454,9.370644433,8.787767491,7.192690117,10.50280226,BRCA
6.655277743,7.672568764,5.443947436,5.35185683433,9.761227556,8.848952379,10.12536217,7.607699735,7.44371655133,8.229519109,9.269968858,8.934366304,7.688986551,10.1942401,BRCA
6.473526085,7.588473151,5.37574431,5.57002835367,10.68440919,8.282220999,10.00810682,7.474927603,6.99125126167,8.5810329915,7.893879593,9.01840760867,7.192172276,10.61424078,BRCA
6.257271368,7.816841466,5.410164055,5.15494949733,9.269828638,8.730318239,10.13367562,7.58342234833,7.58098573433,8.522137342,7.733390145,9.258466301,7.574595656,10.04445598,BRCA
6.318826387,8.635646596,6.157049396,5.204860323,10.44796168,8.786074471,9.841965701,7.32187888267,6.97610052433,8.5114746565,8.635646596,8.91017192567,8.480033951,10.80162574,BRCA
