@relation data

@attribute id string
@attribute 10203 numeric
@attribute 10242 numeric
@attribute 10266 numeric
@attribute 10267 numeric
@attribute 10268 numeric
@attribute 10335 numeric
@attribute 10398 numeric
@attribute 10672 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 135 numeric
@attribute 136 numeric
@attribute 140465 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 148 numeric
@attribute 157855 numeric
@attribute 1579 numeric
@attribute 163688 numeric
@attribute 185 numeric
@attribute 1909 numeric
@attribute 196883 numeric
@attribute 23236 numeric
@attribute 23365 numeric
@attribute 26279 numeric
@attribute 27345 numeric
@attribute 2767 numeric
@attribute 2768 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 30814 numeric
@attribute 369 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3778 numeric
@attribute 3779 numeric
@attribute 387 numeric
@attribute 4629 numeric
@attribute 4637 numeric
@attribute 4638 numeric
@attribute 4659 numeric
@attribute 4660 numeric
@attribute 4881 numeric
@attribute 4882 numeric
@attribute 50487 numeric
@attribute 51806 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5499 numeric
@attribute 5500 numeric
@attribute 5501 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 5582 numeric
@attribute 5583 numeric
@attribute 5588 numeric
@attribute 5592 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 5613 numeric
@attribute 5739 numeric
@attribute 5894 numeric
@attribute 59 numeric
@attribute 6093 numeric
@attribute 64600 numeric
@attribute 673 numeric
@attribute 72 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 800 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 84647 numeric
@attribute 85366 numeric
@attribute 8681 numeric
@attribute 9138 numeric
@attribute 91807 numeric
@attribute 94274 numeric
@attribute 9475 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1297234917,-0.1421257397,-0.0998235141,-0.0728455193,-0.1807840254,-0.0974411479,0.2969153779,0.4578120967,-0.0680557761,-0.0785590173,0.7727496513,-0.1577812994,0.3797550982,0.5154408196,-0.0726066500,0.1941818817,0.0774725219,0.8201363743,1.4503685700,-0.1454127704,-0.2607897557,-0.0935220944,-0.1409538078,-0.0107277290,-0.1416283464,-0.0660282744,-0.0426772024,-0.0095319855,0.4097788456,0.1632467478,-0.1308020603,-0.0868523958,0.9435579393,0.5775514417,0.5726595125,1.1579167798,-0.0481754177,1.5137622879,0.4752146857,-0.1347588014,0.4352205655,0.1313168648,0.1067213277,0.5609436097,-0.1109299292,-0.1677683827,1.9894220193,-0.0429488101,1.7103786407,0.5541366695,1.7265539813,-0.0684259127,-0.0312445115,0.3267958667,0.1775570724,-0.0195479401,-0.0692120709,0.0252815856,0.4649290608,-0.1550159959,-0.0776044747,1.6300333739,0.0394911230,1.8940309816,2.7014698649,3.1685768234,-0.1313831829,-0.1073155943,0.5931362181,0.6055969648,-0.0123531642,0.1474579691,-0.1072664774,0.0410287807,-0.0355448809,-0.0825690696,0.2820006010,-0.0425356007,0.0162428117,0.5276523813,0.4586358647,0.0778244350,0.9930449004,-0.0653884267,0.6409841057,0.0051012053,0.0312767470,-0.1908973019,0.3043230119,-0.0746057041,-0.1203116075,-0.0989742001,-0.1723870842,-0.1224714802,0.5782739988,1.5891594400,0.9537983259,2.1997757852,0.2531493374,1.1452264407,0.0381532877,-0.0939727227,-0.0205399986,0.1745285649,0.2810486104,-0.0589534636,-0.0622160304,-0.0796944764,BRCA
GSM480985,-0.0600614400,-0.1478465786,-0.1152058991,-0.1697544597,-0.1576315141,-0.1235366511,1.2289843920,0.4435243180,-0.1146877620,-0.1466375627,0.5223725109,-0.1766650246,0.4228589949,0.3467999483,-0.1656008608,0.2055798990,0.4339564639,0.6156367002,1.5027526551,-0.1237601434,-0.0679585067,-0.1189502689,-0.0937473273,-0.0592605169,-0.0916407251,-0.0510698676,0.0085917020,-0.0878300879,0.7330552477,0.1718886270,-0.1633702948,0.1432845926,0.7473870953,0.3887221783,0.6760796893,1.3204932428,-0.0720081153,2.1865274160,0.6247228243,-0.1858438792,0.4021199361,0.4415400387,0.5849629343,0.3553600297,-0.0712943967,-0.1192143157,1.8852531751,-0.0002440825,2.1384148449,0.6572212968,1.7172242928,0.0340692135,0.0204818730,0.2898620590,0.1968964171,-0.1604685536,-0.1087060317,-0.0403548065,0.5753227008,-0.1288519075,-0.0930615631,1.0536758155,-0.0840634818,1.3149515258,2.9909083748,3.0398633216,-0.1124612015,-0.0848188568,0.7376574537,0.7695002645,-0.1038192192,0.0900841358,-0.0931613796,0.0470336382,-0.0572575263,-0.0522140021,0.3528416984,-0.0797153226,-0.0204174839,0.4521202200,0.5649788797,0.0538346215,1.1653226431,-0.0679283168,0.6127393824,0.3295294647,0.0755929606,-0.1585804079,0.3713752488,0.0352580004,-0.1314508866,-0.0963025578,-0.0583988496,-0.0584060038,1.1121696627,1.2845784730,0.9828057632,1.9199515841,0.0051101413,0.7300716419,0.1266848337,-0.0914744142,-0.0418416476,0.3294028115,0.2840447733,-0.1240296889,-0.1963905009,-0.0687286226,BRCA
GSM480986,-0.0906090465,-0.0663297314,-0.0775331960,-0.0700492851,-0.1156257344,-0.0492654987,0.4599690320,0.4806629056,-0.0866454035,-0.1313444398,0.6232914684,-0.1350317207,0.1785444665,0.5399395962,-0.1195620130,0.1296261391,0.0829976448,0.8807082148,1.4199848374,-0.1680865280,-0.2459315690,-0.1068715813,-0.1152072197,-0.0856653733,-0.1414109196,-0.1267201663,-0.0792635307,0.0055539080,0.5153439700,0.1408613691,-0.1176880921,0.0366494260,0.9827568145,0.5784748885,0.5903858004,1.3325283364,-0.0983475077,1.5938780755,0.3553589802,-0.1426732093,0.4833758425,0.2835222208,0.1536485495,0.6212419597,-0.0332215731,-0.1591946880,2.0062507787,-0.0195645827,1.7225560608,0.6469340230,1.6410768640,-0.0694685169,0.0260238851,0.1554265731,0.1914317616,-0.0450191986,-0.0928383326,-0.0611857715,0.4623138313,-0.1167053968,-0.0521149571,1.4571645670,0.0685284909,1.8601526020,2.6549670554,3.1685580942,-0.1153147269,-0.0903473842,0.6712817949,0.7078176651,-0.0887387330,0.1559347632,-0.1167993353,0.1376239613,-0.0447582517,-0.0710934066,0.2104242527,-0.0370660395,-0.0188590247,0.5276161861,0.5706250406,0.0844743560,0.9547375822,-0.0361951560,0.4839221177,0.2552236967,0.0069230790,-0.1876272273,0.3954231461,0.1178043826,-0.0977729428,-0.0699778495,-0.1236575758,-0.0708685458,0.6381569605,1.6418533209,0.7694473286,2.1900971755,0.3643759714,1.2307780730,0.0289571715,-0.0944506390,-0.0402566179,0.1878795014,0.2176363620,-0.1231819661,-0.1445809277,-0.0732849970,BRCA
GSM480987,-0.0509485034,-0.0988335685,-0.0462969414,0.1443002357,-0.1582437981,-0.0221193143,1.0110833760,0.5034895418,0.0948443130,-0.0932495861,0.9581980763,-0.1124067577,0.0528845680,0.8650637666,-0.1120932270,0.1242048581,-0.1137492121,0.6097856956,1.4840418234,-0.1718098959,-0.2929299294,-0.1012728426,-0.1066986180,-0.0962403247,-0.1414936161,1.3864176907,0.3667438397,0.2631349051,0.1668422063,0.1640715872,-0.1645482877,-0.0346230103,0.8988900241,0.8382643457,0.6081153182,1.2904711387,0.7837522152,0.2683285492,0.0268596356,-0.1564467188,0.4795592507,0.3327935711,-0.0104492808,0.3998152808,0.0434354160,-0.1106811155,1.8972162525,-0.0211480159,1.4454860794,0.4042619580,1.4455049336,-0.0250203873,0.0937931379,0.7706733462,0.1067250141,-0.0718489090,-0.0453715307,-0.0638511606,0.0518714578,-0.1067179610,-0.1041722893,0.9919344300,0.0007446416,1.3803235757,2.4641138791,3.2913799816,-0.1435724976,-0.1243694431,0.4481176670,1.0939444790,-0.0234222412,0.0835026311,-0.1432857454,-0.0638800151,-0.0255207615,-0.0616863377,0.0647225123,-0.0565996444,0.1036219357,0.4570317386,0.5260457562,0.0511663564,0.2135299446,0.0029881798,0.3882937707,0.8125477049,0.0234027272,-0.1317001768,0.2871097813,-0.0530346628,-0.0535309027,-0.0852457030,-0.1119168406,-0.1386153157,0.6549517584,1.3375803794,0.6854064385,1.7749855086,-0.0393749357,0.6115066399,-0.0108663554,-0.0674739266,-0.0787319230,-0.0291044030,0.2749360428,-0.0423486412,-0.3051760654,-0.0519221399,BRCA
GSM480988,-0.0831183073,-0.1241274314,-0.0620651530,-0.0295407582,-0.1442795062,-0.0576530098,0.3045283796,0.4307299531,-0.1114876393,-0.0557560889,0.3484778570,-0.0759397257,0.2434777927,0.2204383947,-0.0361867587,0.1508974081,0.3700415004,0.7435683200,0.8948068234,-0.0769617077,-0.2928545728,-0.0663915564,-0.0496459963,0.0175217489,-0.1606387714,-0.1249507846,-0.0807218904,0.0293470489,0.4406262552,0.1365992489,-0.1630984694,0.0475918221,0.8038834569,0.5397468795,0.4102926908,1.4781041429,-0.0213933734,1.2792273538,0.4228163466,-0.1585323161,0.3179003717,0.1991312819,0.2297151421,0.5623337450,-0.0733202722,-0.1066918820,1.6231118301,-0.0497399413,1.5444896289,0.3890996335,1.4653990924,-0.0634999532,0.0113968238,0.1715083376,0.2933101654,-0.1077501489,-0.0905275040,0.0497683862,0.4471929131,-0.0916173798,-0.0521348746,1.0592323652,0.0395486050,1.2907627622,2.4521004939,3.1034910150,-0.0952754712,-0.1600154638,0.3137383716,0.5631931945,-0.0202760463,0.0817065693,-0.0806064152,0.1020999426,-0.0458214811,-0.0384889170,0.4535638011,0.0736688121,-0.0203979274,0.4923907940,0.4829891018,-0.0383270433,0.7728505326,-0.1107961158,0.4704262694,0.2127695138,0.0022991031,-0.1180592581,0.2504118828,0.0905059985,-0.0822903132,-0.0242554143,-0.1667832078,-0.0314547322,0.5851557969,1.4518957679,0.8568994044,2.2009519134,0.1184602400,1.2192751382,0.0771683031,-0.0970073136,-0.0445927659,0.3824695014,0.1233313408,-0.1004713394,-0.2363681363,-0.0317350667,BRCA
GSM480989,-0.0746320035,-0.1473225716,-0.2552715837,-0.0872765069,-0.2687793663,-0.0483928035,0.8889694709,0.2197947438,-0.0620193510,-0.0467369777,1.0119184052,-0.1447008381,0.2998246142,0.3220232484,-0.0685872297,0.2054151728,0.5655114608,1.1178768972,1.6295977400,-0.1651676230,-0.3741454063,-0.0618072206,-0.1191346932,-0.0660594703,-0.1988541156,-0.1383574481,-0.0624036275,-0.1595958304,0.1935005427,0.0371562667,-0.2095764414,0.0233186821,1.2212249650,0.5813003221,0.5169472916,1.3912816293,-0.0845672461,1.3183497786,0.3740881065,-0.2244989387,0.4588489833,0.2200210720,0.0458035868,0.4976210030,-0.0511850046,-0.2131669791,2.4842128198,-0.0121064893,1.8242748629,0.4228847174,1.2460059362,-0.0789885944,0.0140077625,0.1242651915,0.5070958574,-0.0660787014,-0.1293772552,0.0892012249,0.0851336450,-0.1360183945,-0.1177975059,1.6992731094,-0.0830072642,2.4784270126,2.2944378067,3.1681633526,-0.1009641805,-0.2349294503,0.9056678476,0.3538124809,0.0047141360,0.0811992555,-0.1211765001,-0.0322800519,-0.0312786761,-0.1123442115,0.2907866117,-0.0388321333,-0.0704543160,0.4168803811,0.8519349658,0.0375365682,0.8033357407,-0.1354011692,0.4437155496,0.1826724783,0.0616616788,-0.2381484006,0.2245239546,0.1396879739,-0.0790640901,-0.0560463325,-0.1896694854,-0.1508689637,0.3633544836,1.5590544180,0.7983118814,2.9188919440,0.4245331458,0.9678320248,0.0016130909,-0.1266324983,-0.0091691538,0.0964685533,0.1443725150,-0.1046753035,-0.0497472881,-0.1349797046,BRCA
GSM480990,-0.0993302886,-0.0719828758,-0.0876777684,0.1487602758,-0.2086799862,-0.0253200809,0.2422347792,0.4218256780,-0.0744136228,-0.0817924930,1.0164559484,-0.1368300982,0.1709839052,0.5393573991,-0.1056272242,0.2828586080,0.0151953364,0.9614241302,1.6235836742,-0.1342321904,-0.2662499343,-0.0833874178,-0.1530731727,-0.1056231836,-0.1820909605,-0.0846046932,0.3471388185,-0.0106996141,0.0480474158,0.0654089239,-0.1961200461,-0.0273651264,1.2928899753,0.7352022278,0.5721652171,1.4284008093,-0.0988414468,0.5887710824,0.0471883606,-0.1642219100,0.4235380454,0.1628782986,0.0021861719,0.5061100200,0.0598198440,-0.0964766056,2.3151370526,0.0250319629,1.5152356646,0.5807186725,1.6243841780,-0.0625151575,0.0616754170,0.5882243016,0.2884922469,0.0198499129,-0.0395780219,0.0689168425,0.0535681572,-0.0898634362,-0.0345598439,1.9801055864,-0.1134931392,2.2206121683,2.6859600878,3.1901607512,-0.1265983370,-0.1592453867,0.8428640298,0.7935236208,-0.0195084080,0.1371517299,-0.1211324487,0.0342884361,-0.0712438510,-0.0606057024,0.1646602380,0.0608631610,-0.0879145068,0.4040678319,0.5468216389,0.1245269666,0.5710339894,-0.0787851464,0.3387474729,0.3362171894,0.0384436129,-0.1509928071,0.2258322309,0.2231739699,-0.0893763078,-0.1065901060,-0.1377697349,-0.1273056988,0.6898104139,1.4453520321,0.6829452796,2.5856389926,0.4549186632,0.7456460687,0.0907412291,-0.0644726796,-0.1029091439,0.0420042299,0.2186215561,-0.1323382383,1.2062947323,-0.1541326487,Control
GSM480991,-0.0588687139,-0.1259274926,-0.0873467464,-0.0063420203,-0.1847149860,-0.0756589340,1.1277292678,0.3797784107,-0.0467888096,-0.0623631008,0.4249343571,-0.1120446003,0.2858755783,0.5548712921,-0.1251052238,0.2768006893,0.2483421925,0.8357427538,1.3839732574,-0.1532790764,-0.1923856140,-0.0979512800,-0.1381487868,-0.1301778279,-0.1618150806,-0.0877550375,0.0086765222,-0.0189355184,0.2907817717,0.0983325845,-0.1503309552,0.0097448769,1.1701500476,0.6233100427,0.6132513040,1.4307339596,-0.1112478049,1.5018956885,0.4862613372,-0.1530424226,0.4692680691,0.2311761151,0.1075655196,0.7279821927,-0.0744748870,-0.0845028093,2.0687043151,-0.0248104563,1.6892192651,0.6529166640,1.5097076177,-0.0845288320,0.0392692133,0.0986009015,0.2061829277,-0.0048325991,-0.0974779120,0.0170060712,0.3006239996,-0.1325406850,-0.0434485409,1.5307328514,-0.0085634497,2.0201644632,2.5304952479,3.0472761524,-0.1521725042,-0.1429618048,0.7147501284,0.6564376624,-0.0500267771,0.0569693500,-0.0960165404,0.0229694380,-0.0437575242,-0.0531655469,0.2980924385,-0.0388739597,-0.0341341265,0.5071865046,0.6482640730,0.0588836264,0.7389248726,-0.0956029817,0.3654298311,0.4182708296,0.0374511476,-0.1555784853,0.2893171571,0.4833371013,-0.0855096179,-0.0575679550,-0.1331293760,-0.1331540587,0.5123488177,1.5451146222,0.7246558555,2.3986895680,0.5203580332,1.1582878667,0.0888705028,-0.0359721972,-0.1167807288,0.1965026405,0.2126436373,-0.0849281779,-0.1183791176,-0.0669590193,Control
GSM480992,-0.0995505531,-0.0986676287,-0.0333929167,-0.0551923694,-0.1881519877,-0.0114501382,0.2078117866,0.4350302649,-0.0848685851,-0.1067906695,0.8758288564,-0.1194200918,0.5049739010,0.4127616239,-0.0951718734,0.4200474990,-0.0050304824,0.8819169734,1.7319962780,-0.1545757106,-0.3040914222,-0.0772373637,-0.0753046801,-0.1530155146,-0.1319793334,-0.1288262847,0.0177572168,0.0041698367,0.0814318765,0.1196216665,-0.0807515533,0.0248201677,1.2670981353,0.5561985397,0.4795048717,1.5164660945,-0.0100631980,0.9500978774,0.3178290203,-0.1702371733,0.6180237605,0.0994592431,0.0161160152,0.7308892569,-0.0560759748,-0.1485765818,2.4234709023,0.0062219746,1.3391235184,0.6435555792,1.5377414738,-0.1009846598,0.0407635583,0.1046640418,0.2007235593,0.0357248699,-0.0784324081,-0.0428917559,0.0649529850,-0.1171101684,-0.0266702802,1.8464471474,-0.0424288371,2.4939962627,2.5394816064,3.1168344284,-0.1208472597,-0.1568970238,1.1381731691,0.5008515699,0.0557855016,0.1225340664,-0.1356904655,0.1067663197,-0.0563441113,-0.0742785615,0.2465945295,-0.0755431891,-0.0708790025,0.4130200728,0.9082788116,0.1346057261,0.8443388831,-0.0217830098,0.3105769333,0.4205151905,-0.0010797481,-0.2370605347,0.4011166239,0.0297419782,-0.0923992682,-0.1025028604,-0.1115691940,-0.1337066142,0.4653132356,1.4246134289,0.7415068230,2.6897532866,0.7067827030,1.0597993181,0.1023189561,-0.1020730189,-0.1059863180,0.4621570739,0.2537113111,-0.0639853869,-0.0263052233,-0.1714860920,Control
GSM480993,-0.0789160712,-0.1364058069,0.0174892193,-0.0654001423,-0.0762089528,-0.0780419094,0.5250836669,0.4619793950,-0.0384183934,-0.1120296282,0.7973100805,-0.1578653891,0.2520091683,0.4410814088,-0.0471520076,0.3209931134,0.2474584701,1.0099327438,1.6995342142,-0.1500173039,-0.2613555731,-0.1229865019,-0.0818311161,-0.0971206719,-0.1592113870,-0.0761828409,0.0848687456,-0.0442055219,0.2383615070,0.1102057849,-0.0912148149,0.0324573643,0.9880169092,0.6535304152,0.5834782023,1.3899838875,-0.0859209333,1.3166377394,0.4658857981,-0.1093270703,0.5771721326,0.1916949626,0.1179360291,0.7271375300,-0.0448795824,-0.0653843234,2.1975401044,-0.0120349590,1.4032285638,0.6101985172,1.2606642258,-0.0502933783,0.0353191853,0.0472370390,0.1502779570,-0.0363483728,-0.1271151884,-0.0462477463,0.1574272978,-0.1147723211,-0.0896386958,1.4765024371,0.0611034877,2.0125354662,2.6022748709,3.2201224698,-0.0993765834,-0.1525545241,0.8387103804,0.5521481080,-0.0571271274,0.1051260916,-0.1144585606,0.0480869768,-0.0636180496,-0.1054423138,0.3172284394,-0.0927636825,-0.0546788054,0.4741801064,0.7940912880,0.0415849929,1.0441827782,-0.0222226616,0.3602931440,0.4428659083,0.0340418489,-0.2043673582,0.4162600737,0.2000052875,-0.1131873764,-0.0685464153,-0.1594897452,-0.0863025429,0.4688693630,1.5856227239,0.8005855027,2.4490207491,0.3821579109,1.1964946893,0.1047748183,-0.1019331116,-0.0631811516,0.1647578252,0.2435712339,-0.0778442762,0.0805264253,-0.1117413986,Control
