@relation data

@attribute 805 numeric
@attribute 4776 numeric
@attribute 5579 numeric
@attribute 5578 numeric
@attribute 801 numeric
@attribute 4775 numeric
@attribute 2776 numeric
@attribute 6667 numeric
@attribute 1026 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5530 numeric
@attribute 4082 numeric
@attribute 5335 numeric
@attribute 6670 numeric
@attribute 808 numeric
@attribute 4773 numeric
@attribute 4772 numeric
@attribute Class {Control,BRCA}

@data
13.59313376,6.328365825,6.21136540967,8.688181342,13.11037161,7.5492931052,9.668318219,10.08912308,11.459753229,11.8054921,9.584314798,7.181967161,12.55838012,7.6745180755,6.86716126975,12.33572539,5.358259724,6.1646303325,Control
13.5121695,6.757360421,6.479820979,9.433471275,12.75620088,7.2620358308,8.930930318,10.32795428,8.288611166,11.54241539,9.028818534,7.328338472,12.40857396,7.862876923,6.82215950225,12.47764072,5.287134046,6.4733698555,BRCA
13.47944813,6.196140414,5.889051372,8.48506563,12.13760287,7.332988387,9.213384421,10.30951646,8.320702773,11.24175993,8.789730168,7.238491368,12.71111204,7.7021225845,6.71137290925,12.54827894,5.0508794315,6.05907682475,BRCA
13.35270561,5.745177655,6.312672729,9.211511834,12.20536419,7.1860203686,7.435526765,9.80247643,8.2000896335,11.56978693,8.74769044,6.422323287,12.08918571,8.054801422,6.463374465,12.76004735,4.8161306655,5.969107067,Control
13.37889296,6.162799782,7.50900425433,8.977409535,12.34682957,7.5168645844,9.924501194,10.75902287,7.875076566,11.00452968,9.157246578,7.7125980515,12.68048706,7.930765467,7.07616876675,12.45248586,5.183721743,6.17905477475,BRCA
13.71343219,6.71596585,6.98490046733,8.467749328,13.11510467,7.5289073748,10.54993411,9.923045577,10.112371314,11.73619062,9.836169177,7.745704965,12.9168993,7.6687152575,7.3080991205,12.66384721,6.0739409315,7.79825655525,BRCA
13.29267684,6.18408747,6.81582852467,9.024558716,12.34260121,7.3270793584,7.39744174,10.3743606,7.8281740715,11.41213066,7.747456426,6.5896621115,11.96009799,8.590203577,6.617944016,12.61750082,5.0860843655,5.88961529475,BRCA
13.44200721,6.913221911,6.87117032933,8.419813926,12.57155186,7.3160751194,9.665460782,10.1003079,9.436657679,11.39154181,9.508320259,7.480559564,13.11183912,7.7549264415,7.03650802525,12.74796537,5.2291868665,5.9603886785,Control
13.70458133,5.801553978,6.13414385767,8.419971893,12.3148028,7.4954770344,9.303998235,10.31961599,8.6840196725,10.77439198,9.212004536,7.5245411315,12.80969082,8.1175343725,6.97373267875,12.4865699,5.2554434645,6.02825469225,BRCA
13.30755735,6.110306469,6.39658479233,8.01888328,12.71572616,7.6296535984,8.352640608,10.38034502,8.5305745065,11.36752411,9.015945424,7.3344224225,12.90048482,8.2287174245,6.597579437,12.57561022,4.4572839285,6.0078154565,BRCA
13.38150649,7.073876788,6.39932068633,8.202296649,12.72208073,7.1477918822,6.808774778,9.685818029,8.836754421,11.41782366,9.789998625,7.1793537375,12.69883927,8.709822916,6.73901245525,12.59449147,5.077444067,7.27521674725,BRCA
13.60583775,6.433089331,6.68769140167,8.474558864,12.77087865,7.3725677436,9.546605663,10.0436019,9.0515115425,11.31639767,9.291228915,7.4303730355,12.89900003,7.877739246,7.03410796025,12.7232493,5.346357517,6.19438472475,Control
13.47298527,5.97717186,6.24070564267,8.584390499,12.97797754,7.3957099914,9.998851701,10.24730484,9.93093261,11.73097541,9.562295439,7.50153016,12.39041358,7.919144247,6.73458088875,12.52742331,5.298679987,6.7272117865,Control
12.16391545,6.801647336,6.35314852433,7.646632733,12.99135537,7.2288002188,9.061277435,9.603413599,9.024549301,11.62683849,10.13925432,6.8933171905,12.89900003,7.988942668,6.136864761,13.2860567,4.997642808,6.759633327,BRCA
12.44601199,7.602329794,6.73899581333,7.883225397,13.22427159,7.5048108894,9.803614982,9.911706981,8.423284332,12.04715639,9.726252704,7.408146448,12.76703924,7.9147536295,6.35283173275,13.16228672,5.0933444835,6.23406257875,BRCA
12.2076581,7.275615009,6.39469361333,8.420129842,12.53522562,7.3174860408,8.90929393,9.953964008,8.254945825,11.78825759,9.678499404,7.1208014865,12.90439101,7.7272309565,6.06625059275,13.15138292,5.159575836,6.007950882,BRCA
12.15610687,7.049334327,6.135427533,7.621284726,12.56790862,7.37350411,8.5896522,9.999429686,9.9223698205,11.72922572,10.00443156,6.752537335,12.99332148,7.5975884795,6.045705561,13.15138292,4.8457210545,6.538599406,BRCA
12.43207997,6.966797061,6.82794277033,7.779918143,12.61931219,7.4063725076,8.886520521,9.758490207,8.2659789275,11.42322901,9.577046919,7.0698721725,12.99983714,7.531468856,6.33551429275,13.08540943,5.0687373255,6.491152042,BRCA
12.39881323,6.658643958,6.69079792733,7.098719371,12.52524557,7.2996578948,8.45292188,9.318317477,8.414155895,11.4712435,9.812915765,6.9466844905,12.67639685,7.8558007155,6.1855686625,13.04201932,4.958492937,6.4121055595,BRCA
8.929717871,8.426328841,6.127634878,7.791197286,12.50816376,7.1446693556,9.284894137,11.17596133,8.570169323,12.28769659,10.43684194,7.9529606385,9.347278715,7.6793168875,6.010628631,10.82365605,5.2986916435,5.81851615,BRCA
