@relation data

@attribute 5682 numeric
@attribute 9861 numeric
@attribute 5686 numeric
@attribute 5685 numeric
@attribute 5684 numeric
@attribute 5683 numeric
@attribute 9491 numeric
@attribute 10197 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5706 numeric
@attribute 5707 numeric
@attribute 5704 numeric
@attribute 5691 numeric
@attribute 5705 numeric
@attribute 5690 numeric
@attribute 5702 numeric
@attribute 5693 numeric
@attribute 5692 numeric
@attribute 5700 numeric
@attribute 5695 numeric
@attribute 7314 numeric
@attribute 5701 numeric
@attribute 5694 numeric
@attribute 5696 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 8454 numeric
@attribute 8312 numeric
@attribute 5717 numeric
@attribute 5718 numeric
@attribute 5719 numeric
@attribute 1452 numeric
@attribute 2932 numeric
@attribute 8945 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 6500 numeric
@attribute 1499 numeric
@attribute 5716 numeric
@attribute 5516 numeric
@attribute 5515 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5699 numeric
@attribute 5698 numeric
@attribute 324 numeric
@attribute 10213 numeric
@attribute 5720 numeric
@attribute 5721 numeric
@attribute 5525 numeric
@attribute 5528 numeric
@attribute 5527 numeric
@attribute 5526 numeric
@attribute Class {Control,BRCA}

@data
8.68690091133,10.66538909,11.45443311,10.773474255,9.0509661315,8.849890707,8.2518409835,9.5130720155,10.88129775,8.320869495,8.2415367635,10.75119697,9.52802259133,12.5173582,10.76621026,12.00076422,11.29749826,11.63501532,12.3793121,13.19976669,12.69883927,14.001314075,11.75625619,12.8865864,8.79769619475,12.01088989,6.854560258,13.16916718,8.851515697,7.9896357,7.502913581,7.6478096268,7.1263324395,8.30671666533,10.00381342,6.7640108625,9.99408498,9.139564862,11.29559693,11.16207045,8.474680533,8.3326087685,6.94578590514,9.08037601133,8.82094285433,11.688477345,12.47196608,8.486261975,12.26010515,7.8586641855,4.172021977,9.389707223,9.3046709605,10.57043948,11.69692854,7.96756283667,8.33571800025,7.995415442,Control
8.564460088,10.285160686,11.70800194,10.448362625,8.663920189,8.687945234,8.6470158575,9.4460828095,10.53048708,8.224437221,7.999641059,10.11183374,8.66293534567,12.82483353,11.05745385,11.8759414,11.41436827,11.39179686,12.13981521,13.22888561,12.80741335,13.81882705,11.4706641,12.81758135,8.9447929715,12.096668015,6.785227259,13.26600764,9.109152314,8.095297936,7.829676956,7.6935621724,7.061510218,7.80192216633,10.79867858,6.8141713125,9.75457026633,8.317719126,11.49325267,10.64810838,7.798165773,8.2971822775,6.96887473943,8.49440965167,8.45745837133,11.725137905,12.56790862,7.037171767,12.49390804,8.003615916,5.814301269,8.918073954,9.371998932,10.25218676,11.44536424,7.44463675467,7.92681286825,8.444746903,BRCA
8.90620358967,10.525857853,11.79340834,10.50004144,8.7410247875,9.15137249,8.6963432705,10.021838884,10.68183161,8.504323566,8.1305872305,9.852580664,9.13019918967,12.78740681,10.82365605,12.08449626,11.41436827,11.56454026,12.29328779,13.26600764,13.11183912,13.884698385,11.44340995,12.81545941,9.05267110725,12.02999728,6.345720697,13.02126635,8.792189283,8.60625187,7.058590127,7.6312576694,7.367369481,8.00283101967,10.42204403,6.8509701385,10.049331671,8.895644291,11.34727825,10.9447818,8.203655262,8.6127798505,7.126093946,8.73865177933,8.297715334,11.639330205,12.66850837,6.469405549,12.68497545,7.9306158695,5.788040457,8.923536316,9.657715067,10.74375964,11.21453179,7.775337819,8.2285625075,8.135646608,BRCA
8.06062747867,9.7075407315,12.05836733,10.45335816,8.2768542615,9.228182036,8.687436261,9.9727633615,10.97310559,8.773914859,7.5951142215,10.1206141,6.501491522,12.79764436,11.3345919,11.77387079,11.84795592,11.41998139,12.28120423,13.52332736,12.80568549,13.10949585,11.21903252,13.13613647,8.8475481605,11.55921065,5.846751073,13.30543127,9.609927196,8.148918672,7.779327238,7.8421414368,7.3093172695,7.198746738,11.11828268,6.6247603795,9.861676143,8.699078855,11.25835125,10.95004389,7.961624956,8.522296209,6.25068708814,7.931835366,7.178084026,11.80875598,12.57347448,7.27396389367,12.81400365,7.136446259,5.072117861,9.204339515,9.7106639285,10.40029272,11.64198185,7.15936184067,7.8305327145,8.611099628,Control
8.484101233,10.5959512115,11.70232867,10.78654813,9.400933638,9.234303192,8.7242702675,9.670002224,10.89071479,8.821105186,8.129256569,9.671351374,8.92179205133,12.83066776,11.59208337,11.8407859,11.30008097,11.45657274,12.07828769,13.05669872,13.06098469,13.92393915,11.83572685,12.99332148,9.56101011525,12.108842315,6.117700885,13.09561052,9.330659861,8.3176887345,8.209881145,7.9014979902,7.0417430505,8.15957440267,10.40311354,6.936615278,9.89827133933,8.485629214,11.22756798,10.76553912,7.495377629,8.478964386,7.18244667671,8.806992301,8.52183209933,11.458095575,12.75620088,7.069555338,12.58797677,8.101565847,5.687908393,9.125523977,9.527273459,10.51648826,11.22892405,7.58979746267,8.2753948795,8.666713215,BRCA
8.26577764633,10.848082905,11.41892796,10.42774834,8.8631824515,9.000521984,8.4071374385,9.9087425115,11.24345683,8.70989467,8.3982787515,9.965402326,9.583846924,12.17902899,10.94250372,11.19443078,11.24631027,10.96486087,11.73846187,13.24583793,12.48456748,13.72048402,11.8734596,12.26689494,8.584152548,12.005052055,6.573651447,12.5801856,9.684319572,8.878606654,7.178518271,7.7061769544,6.9303711535,9.10636748233,9.953578497,6.691972956,9.731642715,8.698601474,11.64123906,10.52858624,7.914237304,8.648627771,7.271366378,8.989253179,9.370871616,12.40345346,12.86342169,7.561705909,11.77234975,7.2109038415,5.770572224,8.95814749,9.187016555,9.789085739,11.45847853,7.917623909,8.55050301725,8.409264827,BRCA
7.627110972,8.8728375605,11.62934992,10.644018325,7.3785163565,9.48265729,8.4601267675,9.738500574,10.65680049,7.511675823,7.4298346275,9.622015717,6.90693820733,13.1007987,11.56978693,11.15733448,11.96287081,10.89071479,11.31322333,13.63630348,12.56435203,13.157660585,11.13455645,13.20290364,8.5786057585,11.7354617665,5.765011707,13.15586736,8.84970309,8.0529570665,8.323506447,7.875467798,6.686317724,8.10197230767,12.02630394,6.403455599,8.73350074767,8.039907589,10.82348291,10.5206165,7.950470054,8.47178547,6.587592285,7.89073473833,7.46461112133,12.072677105,12.04072818,6.68902141267,12.88210333,6.83554656,5.801553978,8.944917819,9.300249878,9.808852038,10.47035412,7.05650117433,7.92079597525,8.39528898,BRCA
8.898296117,10.79613101,11.64258438,10.769831575,9.1253842295,9.291090747,8.620017522,9.2760823915,10.69844447,8.336351598,8.211239684,10.03091577,9.79916599967,12.69358176,11.0497977,12.15122597,11.45279735,11.82808501,12.50318977,13.00161496,13.11366653,14.498215135,11.70725139,13.09426251,8.783384793,12.028265245,6.573196985,13.21631242,8.496295686,7.9479377265,7.77748732,7.6144880158,7.234214257,8.555092425,9.584981814,6.8512917035,9.853346974,9.248106134,11.40859261,11.11113911,7.468178286,8.7601337405,7.12159637657,9.42022077033,9.17209626933,11.932399345,12.30526243,7.08180120033,12.21574693,8.2246126895,6.180461809,9.321866737,9.5777333365,10.40712464,11.3273142,7.630858662,8.341731368,8.228615647,Control
8.88636976267,10.937703845,11.79600727,11.171571995,9.5892770755,9.326081763,9.0434887545,9.7701113155,10.77621939,8.72948575,8.18494516,9.475936612,9.37684093033,12.70613234,11.46641824,12.05268701,11.52775569,12.04345466,12.32769025,13.12983363,13.2409799,14.242274775,11.69149721,12.64414927,9.38378296975,12.202062635,6.4876838,13.25798962,9.363686411,8.183861137,7.904907218,7.5683183254,7.654837992,8.41138566833,9.460251675,6.6180162235,10.185042339,8.543090924,11.32669367,10.87349431,7.617451165,8.403286026,7.27824373014,8.972024704,8.63116965933,11.55756824,12.62816419,6.71771492967,12.7295762,8.2093419145,5.838328613,9.43457148,9.713952053,11.33112984,10.85521521,7.539110223,8.193126299,7.522112898,BRCA
8.19283079433,10.2426533225,11.47931054,10.75364457,8.8337158815,9.010990369,8.7916525815,9.6858681675,10.99939073,8.330638085,8.0296321255,10.32115896,8.551578614,12.93429355,11.10029786,12.03287579,11.5798723,11.70928645,12.25199131,13.33363132,13.04382794,13.80215118,11.50843622,12.97797754,8.625664425,11.91235316,5.980660139,13.283571,9.078305028,8.1695430465,8.023866778,7.5810767716,7.3863176745,8.086490535,11.10846093,6.6715821615,9.840100938,8.590662948,11.35860878,11.21306793,8.383500319,8.7247164775,6.66799436186,8.73795495033,8.44322777467,11.593713005,12.69546762,8.46005630567,12.50251243,7.317170943,4.883390185,9.153799716,9.4034636305,10.61404749,11.62550351,7.42782175433,7.716319118,8.322132227,BRCA
8.18064090833,10.577858394,11.8759414,11.046464365,9.4774367275,9.242120816,8.556797319,9.590603746,11.39453251,9.223954101,8.0982242125,10.69342622,8.97602061,13.12486126,11.66819594,12.12322914,12.05268701,11.92020965,12.67639685,13.33363132,13.41920247,14.083072915,11.87114877,13.04382794,9.25143050475,11.9258899,6.615670554,13.37355718,9.395936323,7.921745226,7.705910749,7.531306061,8.11485924,7.625895131,9.583290187,6.3808690505,10.334183228,8.449521268,11.40579844,11.11880178,7.723969969,8.5155267275,6.27534299943,8.28615040767,8.16934643067,11.25085226,12.7003986,8.21155236,12.78963253,7.916556046,5.8736971,9.461459559,10.00021257,11.21259383,11.4316675,7.76578908133,7.83985227125,8.875389304,BRCA
8.88005368833,10.984879545,11.69988051,10.93362771,9.685313076,8.998534812,8.8019921295,9.630875787,10.89883964,8.2669635,8.328537455,10.1126777,9.57487227933,12.75717127,11.25407804,11.90740908,11.23443143,11.88081762,12.32501877,13.13233509,12.99983714,14.491124715,11.80634431,12.91282298,8.9507337465,12.17366339,6.566895523,13.2409799,9.151207569,7.4731272815,7.292669322,7.6724419354,7.2086747845,8.07302137867,9.857779317,6.557225406,9.951140842,8.627881407,11.46972335,11.17235267,7.889977115,8.653065744,7.131665281,9.09427385867,8.800541064,11.817863435,12.31595909,7.38821850733,12.35836419,8.0106371615,5.697670451,9.340262451,9.521496672,10.83234438,11.31701417,7.47167449833,8.33626392475,8.240220252,Control
