@relation data

@attribute 23236 numeric
@attribute 5579 numeric
@attribute 5578 numeric
@attribute 80309 numeric
@attribute 2770 numeric
@attribute 2792 numeric
@attribute 387 numeric
@attribute 107 numeric
@attribute 8877 numeric
@attribute 5747 numeric
@attribute 6714 numeric
@attribute 5154 numeric
@attribute 5156 numeric
@attribute 6610 numeric
@attribute 1901 numeric
@attribute 3690 numeric
@attribute 207 numeric
@attribute 5290 numeric
@attribute 427 numeric
@attribute 3685 numeric
@attribute 6609 numeric
@attribute 2782 numeric
@attribute 5595 numeric
@attribute 5294 numeric
@attribute 5879 numeric
@attribute 5295 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
6.4844860445,6.39932068633,8.202296649,7.047781361,6.097670028,5.704879743,12.64120964,6.45574924,8.133537761,8.7160245685,6.89592443067,6.364402101,10.661861475,8.098309966,8.613551105,5.576228285,9.592833039,6.657000843,6.2469583145,10.03888509,7.497819783,13.00161496,11.573459625,6.847562044,8.92818876867,6.9076540764,8.06297051567,BRCA
6.6696596965,6.68769140167,8.474558864,6.739109305,6.6687748565,5.291135005,12.30040269,6.928720816,7.104354799,9.5799510855,6.98144085767,6.21373216567,10.824399575,6.96607604,9.737214011,5.887897624,9.66262953467,6.822223857,7.0901609175,10.62352057,6.996987173,13.04989878,11.32136754,6.739109305,8.97755484267,7.509195938,8.197304519,Control
6.8308282135,6.24070564267,8.584390499,7.044397193,7.184102984,5.465820435,12.38074251,6.6365159435,7.327991174,9.807955308,6.75905554167,6.15490403367,10.677614845,7.103002192,9.99050151,5.582263377,9.935713008,6.672535396,7.5313944615,10.72951477,7.1988522155,13.26893746,11.488573795,6.521369295,8.882604615,7.3656981534,8.151507585,Control
6.0566410755,6.35314852433,7.646632733,6.285777293,5.4787995935,5.973617732,11.64892389,7.5681815995,7.527814853,9.6749751715,6.82951290367,5.8424588,9.297859121,8.064313159,8.917029734,4.840980873,10.2127518167,4.904979261,7.293064907,10.42071848,7.363749198,13.29995283,11.695521545,5.09930704,8.867882958,7.1534205814,8.08129530567,BRCA
6.1713175965,6.73899581333,7.883225397,7.539858901,6.159811817,6.049636893,11.744773,8.248473233,6.8623317305,9.2641454985,6.91208436433,6.864827898,10.2596695795,7.753135041,8.845553657,4.788047896,10.3303371883,5.472171943,6.9529632565,11.15310882,7.4610304865,13.17700839,11.206231375,6.107798352,8.552349278,7.0222287176,7.95451796533,BRCA
6.211869299,6.39469361333,8.420129842,7.930857249,5.6032236615,5.732683853,11.37964115,7.7603213985,7.569405018,9.278094081,7.22720437133,7.08695119167,9.9400371915,8.289812712,7.802986618,5.364932404,10.0295226957,4.944168843,7.193921471,10.33270825,7.4932317435,13.33363132,11.49634678,6.07692847,8.787767491,6.9209080238,8.00665617633,BRCA
5.8868527975,6.135427533,7.621284726,7.58331058,5.6081323905,5.542111953,11.16916418,8.9607456695,7.4250477045,9.5786882385,7.35444662233,6.03008672167,8.6710485955,8.297857579,7.975591677,5.229790979,10.1231177773,5.538546893,7.5129273615,10.458089,7.264188274,13.36856584,11.796022585,5.439300032,8.934366304,6.8965544166,7.86577453733,BRCA
6.0972822555,6.82794277033,7.779918143,8.626385404,5.800661023,5.655216748,11.66819594,8.247227253,7.449070484,9.21652246,7.03736704367,6.640448691,9.7923303465,8.174789799,8.038481623,5.69000583,10.182290716,5.070616072,7.022755699,10.36934682,7.4423124885,13.36355512,11.46459896,6.101508918,9.01840760867,6.895239566,8.01917131267,BRCA
6.0356141115,6.69079792733,7.098719371,7.196973663,5.52926424,6.118635505,11.52630619,9.5775018565,7.4397204985,9.337026401,7.07743364033,5.76705920233,9.3331986965,8.146977339,8.377602201,5.50954641,10.3257906717,5.353156751,7.538302833,10.2072374,7.49204395,13.29267684,11.5411915,5.379907907,9.258466301,7.0040046146,7.890844983,BRCA
5.0579964415,6.127634878,7.791197286,8.1818742,5.47662364,5.537615426,9.38829779,6.364286878,7.88823209,9.6546657745,6.94510312533,6.197947513,9.8106380045,8.946578177,8.291724557,4.766875281,10.2867156497,5.027033758,7.2229527565,7.62607609,7.9734809965,13.38150649,12.52079595,5.039808741,8.91017192567,7.4112322548,8.742530249,BRCA
