@relation data

@attribute 23236 numeric
@attribute 5579 numeric
@attribute 5578 numeric
@attribute 80309 numeric
@attribute 2770 numeric
@attribute 2792 numeric
@attribute 387 numeric
@attribute 107 numeric
@attribute 8877 numeric
@attribute 5747 numeric
@attribute 6714 numeric
@attribute 5154 numeric
@attribute 5156 numeric
@attribute 6610 numeric
@attribute 1901 numeric
@attribute 3690 numeric
@attribute 207 numeric
@attribute 5290 numeric
@attribute 427 numeric
@attribute 3685 numeric
@attribute 6609 numeric
@attribute 2782 numeric
@attribute 5595 numeric
@attribute 5294 numeric
@attribute 5879 numeric
@attribute 5295 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
6.8772890085,6.21136540967,8.688181342,6.607852271,7.1915641815,5.028139516,12.37603319,8.2081635635,7.5696123375,9.55016911,6.75911734333,6.70121473533,10.73337264,7.468667058,10.17277787,6.147515948,9.746089281,6.685313404,7.0964976515,10.67951553,7.33348393,13.02719506,11.634256725,6.299304767,8.85850435833,7.0703331436,8.27215776867,Control
6.8906417385,6.479820979,9.433471275,6.415366259,6.0573658185,5.682862067,12.57624761,6.3425008425,7.745070192,9.45642471,6.586005659,6.927342899,10.73397278,7.128873658,9.236576999,5.52873637,9.68028616833,7.098719371,6.6682528355,9.752932999,7.2032596455,13.00956452,11.27623323,7.09127967,9.23532012167,7.6111323212,7.85669691467,BRCA
6.771545835,5.889051372,8.48506563,8.302708744,5.457103785,4.963487128,12.07257321,7.5711783515,7.550108584,8.9981409465,7.22912163867,6.43184992733,10.053395164,7.329933371,8.292576009,5.194176951,9.69256516467,6.212526175,6.509385796,10.08758255,7.109604814,12.9979954,11.198356615,6.323194968,9.280236709,7.448654099,8.11094053067,BRCA
7.226006717,6.312672729,9.211511834,7.929171289,5.725019338,5.29683478,12.17972416,7.0913602235,7.8570677945,9.0133211855,6.91032494133,6.29958050633,9.4016975135,7.790480663,7.531266674,5.254944744,9.98949733167,5.584068992,6.174467902,9.271638758,6.977965415,13.11510467,11.274247985,6.299945779,9.422761191,7.6522265588,7.98209816267,Control
6.848015995,7.50900425433,8.977409535,7.244818397,6.8901006515,5.536217098,12.74633592,7.084991265,7.4928839495,9.0250253645,6.72839437467,7.33859063467,10.594310045,7.149597572,8.580617665,5.476714818,9.506100771,7.405441727,6.6870181055,9.935467529,6.984410969,12.87743566,11.21839075,7.300126299,9.29741101033,7.950268865,7.82991936767,BRCA
6.727722821,6.98490046733,8.467749328,6.219077138,6.5536864175,5.717272857,13.08540943,6.50402659,8.1841381205,9.420287121,6.38912935567,6.96108608367,10.813430195,7.139349578,9.902729762,6.672712173,9.688092646,7.460253403,7.253156792,10.94344908,7.241088136,12.98372673,11.07534033,6.725540512,9.14697742367,7.4183463498,8.18650002,BRCA
7.4861886795,6.81582852467,9.024558716,6.13566376,5.366277458,5.442621133,12.27941189,6.201503818,7.1879549345,8.8796586,7.54701473933,6.89649601933,10.86366497,7.224969077,6.888624921,5.418536788,10.0480993307,6.662423158,6.4765995115,9.545409111,6.9806107165,12.64120964,11.151396135,7.476910459,9.62804284167,8.3350079456,8.451561107,BRCA
6.719520862,6.87117032933,8.419813926,6.377475723,6.2928801065,5.865554662,11.89259415,7.6188571805,7.1838077395,9.585335464,7.00963552967,6.60636141433,11.03550101,7.672038317,9.742848819,5.838328613,9.436876068,6.020263967,7.3763370605,10.75503384,6.649467034,12.98945487,11.40345044,6.726903149,8.82865486733,7.757716558,8.171538624,Control
6.995146243,6.13414385767,8.419971893,8.318408504,6.2675959045,5.659076304,12.60350703,8.092918242,7.626962933,9.2675642675,6.85674479767,7.743697197,10.45062521,7.75065863,8.203569621,5.40668228,9.58057105933,7.205282841,7.118253504,10.365683,6.9476114635,12.96993872,10.99057863,6.426437217,9.29235500067,7.6719006758,7.91861634733,BRCA
6.432879816,6.39658479233,8.01888328,6.144205099,6.489380715,4.958159726,12.28213433,7.599297253,6.9257214185,8.984597332,6.973025285,6.83351091333,10.182966585,7.890083549,7.744348023,5.411944154,9.75364579767,7.606018576,6.8930044005,9.93833767,7.4959601795,13.02126635,11.551814785,6.76752611,9.23513699733,7.3060563712,7.74245236133,BRCA
