@relation data

@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5435 numeric
@attribute 6829 numeric
@attribute 25920 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 6874 numeric
@attribute 6827 numeric
@attribute 6872 numeric
@attribute 11198 numeric
@attribute 5440 numeric
@attribute 2957 numeric
@attribute 2959 numeric
@attribute 6921 numeric
@attribute 2958 numeric
@attribute 6924 numeric
@attribute 6923 numeric
@attribute 5441 numeric
@attribute 4686 numeric
@attribute 6882 numeric
@attribute 8732 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 8731 numeric
@attribute 6880 numeric
@attribute 6881 numeric
@attribute 9150 numeric
@attribute 6875 numeric
@attribute 7936 numeric
@attribute 6878 numeric
@attribute 6877 numeric
@attribute 4331 numeric
@attribute 51497 numeric
@attribute 2071 numeric
@attribute 1025 numeric
@attribute 2068 numeric
@attribute 7469 numeric
@attribute 6908 numeric
@attribute 6749 numeric
@attribute 2966 numeric
@attribute 2965 numeric
@attribute 2963 numeric
@attribute 1022 numeric
@attribute 2962 numeric
@attribute 2961 numeric
@attribute 6917 numeric
@attribute 22916 numeric
@attribute 2960 numeric
@attribute 5431 numeric
@attribute 904 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 5432 numeric
@attribute 2968 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute 8178 numeric
@attribute Class {Control,BRCA}

@data
11.06244102,10.33896506,12.07353083,10.94111386,8.71481121475,11.03306523,7.484019523,9.687087433,10.68956587,8.164904587,11.66916423,6.365977347,6.19672199167,10.27876338,10.4289609365,10.74598122,8.711943205,10.7153314145,9.950818724,8.059859689,6.021097265,9.43438904,9.785191339,7.3903396625,10.14362273,6.350618223,10.89144978,7.07162794567,5.911039136,8.551430581,7.834513538,7.971286497,6.69676284,10.76402632,10.0776573,10.30035288,8.220113618,7.416293235,9.808393548,8.188701494,5.474931823,6.107234293,10.64948099,9.361681261,10.15511583,11.58443655,7.69516215867,7.88145338567,8.647639314,9.502643438,8.433503159,11.4871292,9.588630847,9.734545643,10.43957668,8.45525079,8.439499644,8.691587488,Control
11.20928598,11.03103278,12.14356347,11.76903417,8.54949965075,11.31379869,6.750074255,9.75485875,10.52231943,9.135722787,12.03723816,6.504704302,6.546755609,10.07359638,10.312101354,10.36236061,8.029730494,10.392543967,8.536044277,8.25492364,5.428620839,9.832676886,8.631014334,7.7342694025,10.66444309,5.5164426775,11.18055585,7.14929121367,5.99820185,8.601288997,7.4807953015,8.225979952,7.086882265,10.981471505,10.50841903,10.56172258,8.497094498,7.799979524,10.0579109,7.769806651,5.210049084,6.586162299,10.72254311,9.155780297,10.98225228,11.41027128,7.36046158267,7.51004890567,8.485226676,9.076489033,9.433126963,11.94573106,9.975440003,9.498501844,9.94572954,7.832012647,8.965352223,8.949243917,BRCA
11.27344029,11.02625388,12.38193096,11.62135377,8.83819816225,11.43055462,6.90941648,10.16084871,10.91737229,8.307388572,12.09587508,6.401780305,6.85562510067,10.18842847,10.168662834,10.38640712,8.294288896,10.539595686,8.618450775,8.146621018,6.095402957,9.247619677,9.210172782,7.1818242975,10.67109897,6.070670496,11.29154789,7.175120268,5.458620899,8.859830691,7.773135859,7.588473151,6.839081327,11.4799612,10.71269919,10.31397736,8.892012333,7.395536545,10.09283678,8.791424313,5.664561948,6.582656103,11.17512864,9.394656215,11.02694718,11.23391938,7.362647587,7.94825784867,8.561241279,9.480992671,8.897861429,11.65775177,9.936402792,9.55547611,10.27514127,7.667131787,8.580466923,8.748277668,BRCA
11.08706186,11.73846187,12.34948589,11.83833739,8.54354174375,11.62261253,7.827852559,9.991097026,10.6002268,7.892431063,11.91142767,6.648325671,7.05714631167,9.386358915,10.050980994,9.683346055,8.539198683,10.7255934155,8.674016666,8.803470139,5.504788206,9.96450012,8.173203811,6.6136457995,10.92486095,5.5449805545,11.70539708,7.27769495633,5.540408023,9.18800839,7.639337982,7.816841466,7.265055029,11.162653415,10.43052602,10.11489441,8.85164062,8.236482005,9.728779829,8.93233371,6.002540089,6.970019164,10.8849167,9.99050151,11.21644291,11.44938612,6.74089657333,7.58612819967,8.088365735,8.607368346,9.092513451,11.94385185,9.42569906,9.5760667495,10.44466839,7.517316273,7.704562712,8.908123216,Control
11.3442156,10.79386361,12.13760287,11.44205205,8.9363143475,11.5269639,6.693630261,9.595509779,11.07640162,9.091903594,11.71011775,6.908516092,6.393300929,9.659657526,10.4151315645,10.39839664,8.305675466,10.3104713005,7.919118257,8.173353743,5.757564188,9.474446754,8.913428843,6.9668096915,10.71405897,6.3218157935,11.62333067,7.32058660367,5.931866956,8.729783122,8.0452593375,7.773437814,6.867961695,11.113912375,9.889641277,10.36619136,8.312657375,7.400753782,9.633676921,8.444405271,5.206341637,7.045217151,11.02198648,9.627078354,11.01557728,11.1371034,7.74437634867,7.93509094333,8.460968914,9.566592153,9.376755481,11.82274022,9.787507202,9.5036457565,9.47543003,8.195898639,8.732388881,9.057451034,BRCA
10.31037169,9.875964751,10.92233559,10.73293927,9.0391301595,9.599160216,6.361510132,9.783674007,10.71201129,8.460644928,11.93079102,5.738505243,6.12875716333,9.681765982,9.588315391,9.709023968,8.740220206,9.581731624,7.686957644,8.315298042,5.868397398,9.407990591,8.850359642,7.645528089,10.30357275,6.2796543925,10.35756331,7.207519942,6.364489812,8.627160965,7.6045245685,7.327600078,6.499332184,11.29505313,10.75975321,10.67791364,8.645353223,7.048816858,9.121838552,8.557780662,5.527329405,6.922969386,10.94132297,9.01498366,10.5362572,11.27072181,8.590482648,8.084937371,7.788752789,10.07813116,8.602996767,11.63953303,10.20626383,9.9366689445,9.72642302,8.0884774495,8.769772669,9.741758161,BRCA
10.67974863,11.62683849,12.15346979,11.538548,8.4061443345,11.33246195,6.933398915,9.802294663,10.00748325,8.2889014185,11.45963412,6.973327498,6.77246409467,8.997272028,9.6829248285,9.240762195,8.772975245,10.68291734,8.661565351,9.040817876,6.035630095,10.36385855,8.121094588,8.751271778,10.55438287,5.775584767,11.63838852,6.984358523,6.512547399,9.768523916,7.182653392,6.78836312,5.895672973,10.41509076,10.0173308,9.739662964,8.838495753,8.210952703,9.568545732,8.369075052,6.082580853,6.719438847,10.21664921,9.547121611,10.47933595,11.2607492,7.92873725133,7.31864934033,8.020564879,7.728874776,10.2758862,11.94707994,8.931979298,9.310331427,9.822443813,7.0980443305,8.357575234,9.0923747,BRCA
11.18055585,11.02111204,12.42339047,10.35421112,8.39148310675,11.33541843,5.975453214,10.18512356,11.09785784,7.303212255,11.51973221,7.098982487,5.942053216,10.31245505,10.350985893,10.89094843,8.573761846,10.9364970335,8.961436038,8.714478327,5.884604788,9.339995336,10.02000108,7.054603226,10.22471354,6.626526383,11.14770754,7.330917413,5.265109838,8.793457915,7.53936133,7.705565218,6.573196985,10.834701835,10.17798975,10.24684186,7.900747773,7.431291005,10.09936791,8.226413547,5.520745364,6.479895483,11.07640162,9.825825817,10.18342483,11.43055462,8.33785800367,8.28694858433,8.703844,9.579754867,7.901456932,11.36417449,9.659501442,9.9425822725,9.751904322,8.2150115435,8.78938784,9.038034948,Control
11.62550351,11.34089896,12.19349773,11.14107911,8.71152100125,11.31701417,6.260971855,9.845200356,11.08076443,8.2507507325,11.99166543,6.517673816,6.17643489533,10.03037096,10.3065809345,10.61564829,8.368507689,10.318720793,8.771812245,8.472326439,6.153507065,9.206233641,9.368168734,6.561836431,10.26119615,6.85104186,10.8507848,7.209285101,6.522546714,8.608754849,7.940330264,7.581748786,7.327824597,11.46096842,10.24019539,10.28488803,8.755431019,7.772382418,10.068557,8.725588759,5.082799703,7.1126508515,11.32848436,10.15470456,10.89238744,11.12137181,7.93997874133,8.102910264,8.446185008,9.777995431,8.77081346,11.48468963,9.969027107,9.5458512545,9.751444107,8.2231503775,8.620110863,9.048433146,BRCA
11.31223081,11.14633337,12.31595909,11.61281105,8.611721355,11.64258438,6.154418781,9.518988037,10.88991099,8.961559041,11.83281498,6.645878602,6.51099236,10.04541878,10.0572264215,10.38034502,8.208735647,10.3885563575,9.146391192,8.368136601,5.416004724,9.584498023,8.918297617,7.3391111975,10.51229137,6.237159834,11.22892405,7.13411305333,6.22371757,8.919117419,7.952250149,7.564418422,6.996504912,11.153986715,10.10676612,10.52792683,8.379801934,7.845993534,9.813452991,8.733287497,5.287630431,7.07342704,10.59878323,9.154553037,10.67333141,11.20148395,7.448378636,7.503244585,8.132128405,8.832954179,9.602588049,12.0199261,9.532570767,9.4451757265,10.12301596,8.1149854775,8.305344864,8.699295794,BRCA
11.4744083,11.13855038,12.18094263,11.63348356,9.11777579,11.42772678,6.402078871,8.613551105,10.82924727,8.001455187,11.87223249,6.755291951,6.18872641367,9.938499406,9.846082676,10.325896,8.498431517,11.111514089,9.66947024,8.627160965,5.787779337,9.65374576,8.897755568,10.236088035,10.18746996,5.8706972455,11.29445435,7.37892838867,5.603041174,9.036799417,7.902886268,8.228339065,7.173305173,11.162488095,10.65722043,10.73155687,9.204131621,7.76437589,9.676966886,8.845098843,5.171538364,6.858718118,10.90796116,9.6014742,10.79666855,11.62774602,6.49976480333,7.79970309167,8.110550027,9.486624446,8.27137096,11.4243108,9.720120732,9.636870305,10.34768534,8.174296834,7.676452764,9.162423509,BRCA
11.48188533,11.28537059,12.08367055,10.64202486,8.51521500375,11.28199972,6.104971499,10.07718328,10.92743375,7.594880712,11.62609927,6.326074949,6.66739253233,9.905613067,10.610476212,10.91785336,8.119526238,10.5738760075,8.91062109,8.94526175,5.586773185,9.386455921,9.603413599,7.417907274,9.948462553,6.647844913,11.04197755,7.05079206433,5.461570507,8.360672771,7.482110082,7.199626033,7.443588263,11.23150106,10.16944939,10.13087976,7.815256994,7.03452697,9.878403925,7.763645816,5.37574431,6.7861813475,10.82131183,9.65659519,10.27729935,11.27693876,7.895663993,8.12538379433,8.649382947,9.811543731,8.203569621,11.55629063,9.578863787,9.355641581,9.399502844,8.4740299995,8.933248873,8.767076337,Control
11.16768802,10.97608812,12.19128143,10.7304916,8.4743960065,11.15088665,6.382499203,9.664661106,10.93958309,8.136971065,11.5343468,6.547978484,6.611321398,10.0362427,10.636314754,10.89786457,8.81079744,10.616399227,9.180550154,8.413100175,5.88179384,9.366858275,9.597587563,7.8635533895,10.01897944,6.4494654445,11.03036559,7.08224194833,5.40889121,8.259214953,7.9089913135,7.541331155,7.108370574,10.74113891,10.08514084,10.32564307,8.343586732,7.487359976,9.64691917,8.062452471,4.988697465,6.421656707,10.75314175,9.597587563,10.38624004,11.62374676,7.77843482767,7.94777078533,8.621302014,9.493665908,8.296848686,11.66558698,9.601752743,9.6358129485,9.933941823,8.5940360615,8.832795987,8.575275572,Control
11.36217961,11.73219511,12.38074251,11.65493594,8.676235756,11.33051934,6.185178351,9.932695001,11.21259383,6.5096630735,12.20536419,6.114268757,5.532633969,10.27390663,9.795833979,10.75119697,8.115591386,10.516066184,9.410849402,8.634194938,6.146294365,9.058033085,9.949994866,6.315257659,10.08608351,5.567906116,11.09339134,7.432896607,4.764223297,8.455040631,8.503611181,7.53621054,5.771628945,11.25158137,10.93024227,10.82965558,9.167193021,8.246623189,10.21839405,8.140013152,5.292792099,5.456076664,10.26546887,9.617614907,10.41629907,10.8441842,7.36587860467,7.86579001867,8.809061578,9.214775128,7.970941527,12.19128143,9.330368553,9.9907375325,10.39216207,7.1655308455,8.194979796,8.966845087,BRCA
10.87659774,11.25995523,11.50362218,11.02462046,8.44966380175,10.16197619,6.723562401,9.794773703,10.76657469,7.9992084575,12.15837941,6.092128797,5.76435993667,10.17328397,9.285516308,9.969494854,8.81729638,10.302435602,8.426475613,8.7754466,5.775321383,9.444156179,9.318577337,7.002108506,10.44466839,5.488639607,10.32429902,7.17593437867,5.076613872,8.782311189,7.632016503,7.553957774,5.902683368,11.382138615,11.10864878,10.50534045,9.101470918,7.784227701,9.772562477,8.337634305,4.788047896,5.544020716,10.46916384,10.07000053,10.04182378,11.29154789,7.46873679533,7.92189120167,8.501002294,9.426286314,7.520699455,11.14770754,9.259561518,9.683055312,10.23091542,7.126664761,8.73696091,9.257317784,BRCA
11.53262879,11.67585684,12.54548466,11.65981099,8.47928568075,11.68597092,6.764676316,9.791635483,11.69812525,7.293611673,12.16931758,6.016480301,5.68797612733,10.45289528,9.9734791535,10.66644619,8.384234542,10.480290843,9.227195422,8.217813694,6.24317934,9.423662793,10.10988324,6.319694091,10.51270618,5.8225642365,11.06473959,7.13802204433,4.969485815,8.763263105,8.372869433,8.049278334,6.196042028,11.451104685,10.88769302,10.61911518,9.228344402,8.11647539,10.26730203,8.315298042,5.258529523,5.44209646,10.49127719,10.12919321,10.80422,11.30449979,6.82128937267,7.704054153,9.069960645,9.136613813,7.877132455,11.96009799,9.374426115,10.0054039915,10.54330281,7.207971487,8.461204311,9.096966204,BRCA
