@relation data

@attribute 10376 numeric
@attribute 10381 numeric
@attribute 10382 numeric
@attribute 10383 numeric
@attribute 107 numeric
@attribute 10746 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 112714 numeric
@attribute 113 numeric
@attribute 113457 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1453 numeric
@attribute 153 numeric
@attribute 1812 numeric
@attribute 1813 numeric
@attribute 1902 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 203068 numeric
@attribute 23236 numeric
@attribute 2697 numeric
@attribute 2767 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2885 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 3265 numeric
@attribute 3356 numeric
@attribute 3357 numeric
@attribute 3358 numeric
@attribute 347688 numeric
@attribute 347733 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 51807 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 56034 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5607 numeric
@attribute 5613 numeric
@attribute 56604 numeric
@attribute 57369 numeric
@attribute 5894 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6714 numeric
@attribute 7082 numeric
@attribute 7277 numeric
@attribute 7278 numeric
@attribute 7280 numeric
@attribute 7846 numeric
@attribute 79861 numeric
@attribute 80310 numeric
@attribute 81027 numeric
@attribute 84617 numeric
@attribute 84790 numeric
@attribute 983 numeric
@attribute Class {Control,BRCA}

@data
14.25942553,7.529725554,5.316518,12.49153253,6.45574924,6.5459354385,7.091120961,12.17610621,6.551751032,10.29987056,6.988574279,7.499250204,6.402173659,6.134894093,8.179201405,9.698028099,5.427950757,5.150368004,5.36454502767,8.495320568,6.522938973,6.71360662325,10.90371263,12.64000882,6.4844860445,10.53801698,11.36612562,6.097670028,11.98415862,8.276218788,6.808774778,8.86041017833,9.153599552,4.928502089,5.71081418,6.406337361,9.083050877,6.23055429,8.198599078,9.881695635,7.187973374,4.771636575,5.896944624,11.12745936,9.330368553,8.417642766,11.5968724,6.7499434665,8.359597076,6.364402101,7.130408023,10.661861475,12.67483341,5.720286161,7.616550911,5.199683385,6.8672911265,6.5859397695,5.0578073466,6.287994543,8.202296649,6.39932068633,5.996621069,5.3645141865,5.75248853,8.06297051567,11.573459625,6.87186987967,8.0576684,9.736317839,11.94944384,7.62381642833,8.521216589,8.803244092,4.990967619,10.23292486,6.507481989,7.055014278,6.89592443067,9.2557188495,8.773914859,5.287261033,7.413524535,13.477480985,6.039363934,9.6433810925,5.199683385,10.2875579975,13.60771409,5.220752803,BRCA
14.25434036,8.064030165,6.086885249,11.19443078,6.928720816,7.0793982415,7.103762836,12.72821502,5.868767777,9.8796694575,8.625289784,7.346604868,6.0848206195,6.137304345,8.316509092,9.833285308,5.945216293,5.338612717,5.363127183,8.8216678695,6.776897268,6.904091352,10.62174996,12.44734266,6.6696596965,10.5789154,11.23978961,6.6687748565,12.06588572,8.495976037,9.546605663,9.172881566,9.5256586835,5.163711306,5.75402647,6.117285305,10.4082624365,7.662634777,7.4409667175,10.29060673,6.714524154,5.079816751,5.043094288,11.15310882,10.4353997,9.772677934,11.78113439,6.5565791765,8.700336649,6.21373216567,7.81350201967,10.824399575,12.56790862,5.6098519,7.210454923,5.628781795,6.6906065225,6.027160675,5.3421536938,5.822227442,8.474558864,6.68769140167,5.507010655,5.383915257,5.179920282,8.197304519,11.32136754,6.80618221367,8.404206095,9.990983614,11.38105635,7.12510379067,8.191637632,6.98248348,5.704879743,10.11618835,8.512524314,7.958945778,6.98144085767,10.6342641535,8.000255161,5.695027274,6.236115272,12.81391672,6.10392311,9.8342997435,5.161294412,9.819936678,13.62684124,6.0055657725,Control
14.1941174,7.157223442,5.650485447,11.58824628,6.6365159435,7.268244413,7.148098063,12.31128435,6.993564335,10.337719898,9.137978063,7.516962875,6.2876641315,6.679413681,8.597597398,9.895151964,6.733086946,5.358089615,5.56363487033,8.703233007,6.832703733,6.94855824675,10.76919343,12.42259212,6.8308282135,9.974988515,11.54241539,7.184102984,12.19850959,8.069988244,9.998851701,8.796592193,9.597360232,5.269043668,5.97717186,6.493139426,10.366966484,7.492256043,7.6537280945,9.940020302,7.317731701,5.15826759,5.605339686,11.65775177,10.86238187,9.630713575,11.47029296,7.0758260015,8.782311189,6.15490403367,7.99630453833,10.677614845,12.74323457,5.057679059,7.225668073,5.637792259,6.47943359,6.4244788405,5.4913025734,5.416511492,8.584390499,6.24070564267,5.499695432,5.348668962,5.246418775,8.151507585,11.488573795,7.13682015067,8.354713444,10.29596436,11.33166731,7.04601875633,8.1047122775,7.621998953,5.388974098,10.13087976,8.640083234,8.326250965,6.75905554167,10.5492218925,7.832955068,5.127851204,7.241842864,13.1265014,6.340567275,9.746464017,5.162100493,10.736435525,13.63630348,6.0129300215,Control
14.02134875,6.795036757,5.504788206,12.28574906,7.5681815995,6.720317067,6.757360421,12.08630553,6.859476161,10.5431463085,8.088683742,7.537142914,6.679659985,5.930152602,9.210044899,10.342622705,4.911225686,5.463533568,5.80929278067,8.199145447,6.0664182,6.51319229175,12.10567621,12.25892191,6.0566410755,7.444106148,11.88448737,5.4787995935,12.44264168,7.185869332,9.061277435,8.711268495,9.06038523,5.078643187,5.779332779,5.818269799,9.833185716,7.534071575,8.1909422715,9.705624234,6.045055885,4.92221123,5.309259193,12.09367844,11.40394419,9.432772131,12.30526243,6.6476128175,8.647099619,5.8424588,7.66686941333,9.297859121,12.07757191,5.445106951,8.314312607,5.427447991,6.1256933725,6.619283011,5.4387987878,5.237842121,7.646632733,6.35314852433,5.292792099,5.314734314,5.723839243,8.08129530567,11.695521545,7.63109708367,7.642216221,10.01433476,11.29445435,7.00195296933,9.115932728,6.32224872,5.706676451,10.76657469,7.7584583,7.997872605,6.82951290367,10.4135940135,6.23333746,5.63307605,6.838514169,12.712837,6.256732941,8.99780787,5.434637608,10.0573814895,13.75481291,5.5090344575,BRCA
14.35837925,7.539858901,5.640759188,11.38910174,8.248473233,7.0148852725,6.790319577,12.52742331,6.528184984,10.581626049,8.58214304,7.828646059,8.249354429,5.826428522,8.774277353,9.7321726875,5.281523233,5.229790979,5.80833712733,9.5532608535,6.807100898,6.77269984975,10.84257057,13.13859582,6.1713175965,7.812114918,11.6188926,6.159811817,11.06323009,8.076790383,9.803614982,9.207844615,9.5800955565,5.30196368,6.319315918,6.938347917,10.7947163275,7.90593017,7.2806843915,10.32860793,7.309115066,5.102250005,5.102250005,10.79813582,10.55627639,10.64514978,12.12065594,7.0204037355,8.81729638,6.864827898,7.50329381,10.2596695795,13.7365584,5.109163334,7.715929611,5.661643617,7.150427771,6.1288615465,5.8117429202,5.913135501,7.883225397,6.73899581333,5.670168482,5.041107287,5.292055848,7.95451796533,11.206231375,7.16731786533,8.083161667,9.712540381,11.28106518,7.16184858733,9.223319527,6.668959864,5.760760691,10.37973064,7.8511886,8.051101686,6.91208436433,10.369165622,6.350855776,5.946269564,6.763946394,12.38147315,6.466142245,10.23418205,5.287261033,9.826966287,13.66928817,5.6287591775,BRCA
13.94334633,6.987721977,5.178327476,12.0980404,7.7603213985,6.6800095955,7.210990588,11.98243759,6.908335947,9.8093092945,7.56274065,7.272725709,5.406919983,5.809164401,9.115954722,9.8506343605,5.661429849,5.76235629,5.93747284333,8.2361185825,6.406592471,6.93725355825,10.00516175,12.74414655,6.211869299,7.53348767,12.24637996,5.6032236615,12.03914706,7.526814397,8.90929393,8.61201467833,9.0393998015,5.307438771,5.971837379,5.162201222,10.7933292205,7.129157097,8.539009948,9.571573066,6.213741562,5.310713879,5.909299837,12.30040269,11.43117909,10.02677279,11.98934847,7.1398498025,8.541833388,7.08695119167,7.713451135,9.9400371915,12.37045183,5.507962085,8.095424881,5.276693226,6.6456791705,6.5537420015,5.3283454926,5.754627826,8.420129842,6.39469361333,5.558582385,5.5127359245,5.258529523,8.00665617633,11.49634678,7.513620188,7.464425521,9.812386363,11.36168902,7.530035751,8.596734373,6.772153303,5.824775011,10.55366796,7.192690117,7.815353072,7.22720437133,9.915014037,6.342701959,4.853011634,6.477196153,12.3901302,7.285959595,9.314327017,5.439300032,9.698860734,13.60771409,5.441586912,BRCA
13.62077142,7.215923955,5.520431088,12.02968073,8.9607456695,6.7736433005,6.696275996,11.37035382,6.506728574,10.2967908845,9.233003119,6.904728314,10.0343344085,5.495384375,9.223803305,10.44557702,5.624694033,5.759829109,6.17034745467,7.9677128605,6.185475721,6.51560473275,10.70640129,12.331116085,5.8868527975,7.47856968,12.05836733,5.6081323905,12.10567621,7.296712346,8.5896522,8.82288182267,8.9731778835,5.404129306,5.922204539,5.636632776,9.7563207925,7.147258675,8.146852134,9.586061538,5.619861398,5.169936271,5.609999602,11.85273637,11.63501532,10.62223972,11.82192354,6.9933104255,8.366847964,6.03008672167,8.147819264,8.6710485955,12.18956987,4.700180125,8.03491053,4.800655715,6.090948927,6.61609541,5.4065428568,5.634165776,7.621284726,6.135427533,5.391811746,5.1437083085,5.183299167,7.86577453733,11.796022585,7.367541703,8.234483507,9.916141133,11.42163372,7.46005707467,8.4342113255,7.115254705,5.634165776,10.73881029,7.688986551,7.672568764,7.35444662233,9.9526370045,5.963596221,7.014079418,6.686679539,12.280089825,6.316422399,8.758498251,4.640418217,9.4097189055,13.85125179,5.6210469815,BRCA
13.95556321,7.478529234,5.259471408,11.85273637,8.247227253,6.7996665995,6.830360313,12.05450776,6.567237875,10.2833042595,7.696100127,7.245317684,6.701339488,5.626885346,8.75759096,9.9351132785,5.127954352,5.658433761,5.827537825,8.931947463,6.300403471,6.4814821935,10.12880025,13.023144375,6.0972822555,7.985131975,11.74635698,5.800661023,11.80901857,7.53251397,8.886520521,9.12620744833,8.9213733295,4.931459981,6.303055223,6.162799782,10.563856947,7.034802057,8.041917075,9.566906045,6.314293769,5.259471408,5.9029245,11.19715849,10.51995589,10.68629503,11.43832419,6.9654454415,8.850844048,6.640448691,7.39704252667,9.7923303465,12.7584086,5.024043971,7.95691498,5.321757891,6.3105461925,6.6313943815,5.5295343186,5.620154746,7.779918143,6.82794277033,5.446761787,5.3743260885,5.159378163,8.01917131267,11.46459896,7.37085903833,8.093867965,10.0322459,11.31587145,7.485793253,9.083914411,7.055610869,5.514288973,10.51457134,7.192172276,7.588473151,7.03736704367,9.9950352,6.694953735,5.503993644,6.300403471,12.113930285,7.487440374,9.4628266165,5.233822166,9.4946495545,13.74060563,5.8102462945,BRCA
13.82037647,7.5151501,5.730919264,12.11639279,9.5775018565,6.6833910795,6.904427271,11.82446468,6.427820369,10.2474442945,7.908033966,7.331949525,7.430270574,5.584068992,9.221769032,10.1797675,5.631403539,5.562403668,6.15482887567,8.6672910705,6.672075676,6.70888373325,10.77554879,12.88120986,6.0356141115,7.982111044,11.79550409,5.52926424,12.54827894,6.843359327,8.45292188,9.14021016267,9.111304808,5.098675623,6.070878328,6.116193835,10.61544299,7.354251862,7.888636145,9.672500978,5.89561239,5.214135735,5.694400549,11.99463462,10.92093732,9.595686927,11.71457622,6.6035671485,8.687831539,5.76705920233,8.13440753333,9.3331986965,12.53119874,4.847259412,8.341164221,5.532793245,6.1597871345,6.8628717035,5.4814391052,5.341284192,7.098719371,6.69079792733,5.836562468,5.1623883885,5.14395584,7.890844983,11.5411915,7.474173093,8.532863482,9.833428205,11.57272404,7.40763134667,8.888639558,6.982198234,5.456322582,10.54450111,7.574595656,7.816841466,7.07743364033,10.0681032395,6.364402262,5.95855924,6.2260322,12.36866559,6.414605436,8.6627160135,5.052688948,9.427715021,14.48484431,5.34095673,BRCA
10.81892586,7.728262586,4.916728914,9.933019721,6.364286878,6.1855424725,7.048353701,8.501728854,7.081832585,10.35590611,6.198696109,8.493075988,5.2414990245,5.980260273,9.31063614,10.513332762,4.916728914,5.334149236,5.393541636,7.9882343,6.877625017,7.023639895,12.03158587,11.344050735,5.0579964415,7.533176158,11.7820728,5.47662364,12.35457868,8.285946739,9.284894137,8.17602958933,10.2970447,4.537176254,5.279110251,5.734852697,8.8984646665,7.466833308,8.85628218,5.886130184,6.360983667,5.113545539,5.334149236,11.84647188,10.58930965,10.11297736,8.747421913,7.564460333,8.961436038,6.197947513,6.916482833,9.8106380045,13.21419392,4.71233763,8.136146677,5.255700175,7.305777696,6.2169798845,5.1210123436,6.445516183,7.791197286,6.127634878,5.91922759,5.666093635,5.334149236,8.742530249,12.52079595,7.65359668867,7.353634535,9.724718956,11.3119244,7.46145073167,8.5131320015,6.412997934,6.018707189,5.97155002,8.480033951,8.635646596,6.94510312533,8.66799885,5.696558124,4.990286948,7.100665295,11.19253328,6.264447878,8.5926981495,5.039808741,11.07069537,13.7210223,5.46625573,BRCA
