@relation data

@attribute 10376 numeric
@attribute 10381 numeric
@attribute 10382 numeric
@attribute 10383 numeric
@attribute 107 numeric
@attribute 10746 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 112714 numeric
@attribute 113 numeric
@attribute 113457 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1453 numeric
@attribute 153 numeric
@attribute 1812 numeric
@attribute 1813 numeric
@attribute 1902 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 203068 numeric
@attribute 23236 numeric
@attribute 2697 numeric
@attribute 2767 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2885 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 3265 numeric
@attribute 3356 numeric
@attribute 3357 numeric
@attribute 3358 numeric
@attribute 347688 numeric
@attribute 347733 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 51807 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 56034 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5607 numeric
@attribute 5613 numeric
@attribute 56604 numeric
@attribute 57369 numeric
@attribute 5894 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6714 numeric
@attribute 7082 numeric
@attribute 7277 numeric
@attribute 7278 numeric
@attribute 7280 numeric
@attribute 7846 numeric
@attribute 79861 numeric
@attribute 80310 numeric
@attribute 81027 numeric
@attribute 84617 numeric
@attribute 84790 numeric
@attribute 983 numeric
@attribute Class {Control,BRCA}

@data
14.1941174,6.801873633,5.398154738,11.65291678,8.2081635635,7.5897722855,7.149597572,12.63069834,6.614529956,10.327292123,8.943043048,7.377212971,7.121780497,5.645450388,8.748277668,9.5726450965,5.706262025,5.382244661,5.47828977267,8.8062482985,6.141397664,7.05035509475,10.97207892,12.44246648,6.8772890085,10.50676158,12.11539657,7.1915641815,11.95442182,8.056110832,9.668318219,8.533866741,9.4954151895,5.2209212,5.631985502,6.934372381,10.1476658045,7.789959259,7.4423513115,9.720655169,6.832577159,5.044843524,5.209464331,11.80723024,10.99802289,9.844635599,11.35799469,6.8286116825,8.74899041,6.70121473533,8.08474537867,10.73337264,12.86051578,4.602195245,7.476788978,5.876585242,6.9141724395,6.36946717,5.4829326402,5.48205062,8.688181342,6.21136540967,5.313256056,5.0951850405,5.081735071,8.27215776867,11.634256725,7.03030591433,8.660897184,10.49127719,11.44994835,6.92162116733,8.2742311235,7.837046205,5.238988625,10.11570732,8.001564595,7.867620258,6.75911734333,10.712634375,7.482104333,5.37574431,7.899660725,13.072443805,6.080503777,10.086863984,4.884855828,10.718289445,13.41290062,5.5594032075,Control
14.25434036,6.528419434,5.696558124,11.40523204,6.3425008425,7.254019895,6.461320332,13.03258307,5.841225451,10.2384186075,6.833462944,7.013074525,5.6994159315,5.65593226,8.080472632,9.7658327395,5.908699592,5.143343669,5.199514029,8.6789887,6.795134192,6.79791370075,10.9073904,12.42498107,6.8906417385,9.915820059,12.64178371,6.0573658185,11.95691889,8.621833133,8.930930318,8.84345400733,9.5539178325,5.277995204,4.856999696,6.86647878,11.1310814055,7.029069425,7.8897640555,10.01043059,6.639091494,4.398221634,4.708480413,11.30388933,10.75503384,9.525335383,12.08864757,6.4300637355,8.474680533,6.927342899,7.53677712533,10.73397278,12.72067933,5.214524337,7.453231788,6.036839159,7.100683958,6.0929297895,5.5428379012,5.804719114,9.433471275,6.479820979,5.115003321,5.0237059215,5.415666779,7.85669691467,11.27623323,7.157624222,8.433753511,9.559434991,11.52169626,7.31862520433,8.137035193,7.418044703,5.039150733,10.34726733,7.481398095,7.609956448,6.586005659,10.4216436375,8.517473661,5.34066129,6.301135476,12.79617952,6.322474074,9.2562959815,5.576228285,9.998851935,13.20290364,5.1000844475,BRCA
14.23655206,7.261603975,5.088959125,11.56729791,7.5711783515,7.099749051,6.767195028,12.19349773,6.323194968,9.769915947,6.480512034,7.338293201,6.1586145725,6.0290173,8.026856932,9.921162789,5.149148835,5.535750687,5.418177565,8.0937599985,7.503172055,6.80402066425,9.496554786,12.862480425,6.771545835,9.954407582,12.18094263,5.457103785,11.84327345,8.38961104,9.213384421,9.29076107,9.480270588,4.95444207,5.93905684,5.42627419,10.892111464,6.509304419,7.856102429,9.824513745,5.816734888,4.602937164,5.001702332,11.47795694,11.137683,10.74066222,12.01135666,6.720661627,8.690112479,6.43184992733,7.226160153,10.053395164,11.31253714,5.070616072,7.462177348,5.98687237,6.8982166245,5.9034588485,5.4641368762,5.527329405,8.48506563,5.889051372,5.434470814,5.39240058,4.495674434,8.11094053067,11.198356615,6.689778979,8.399610251,9.65317699,11.72288448,7.23629484767,9.1235010805,7.903823301,5.028581582,10.45388564,7.228580927,7.575257723,7.22912163867,9.7908854805,8.770202293,5.122477305,6.615081971,12.980355135,7.192492866,9.1652272555,5.283469238,8.8367880875,13.54762602,6.018363896,BRCA
14.29545473,7.465997159,6.555360353,11.48413324,7.0913602235,7.2297368405,6.763813641,12.23565236,6.331145921,10.3820872935,8.32993211,7.478529234,6.995704449,5.876032641,8.120096744,9.766847145,6.090118375,5.739855695,5.033129867,9.275658927,7.0134654,6.3257817405,10.39270411,12.463633735,7.226006717,9.780614043,12.07926902,5.725019338,11.56304622,8.480952861,7.435526765,8.629147321,9.432546201,4.707928514,5.763551833,5.470383322,10.3944951825,6.97286817,8.398114105,10.06652016,5.66903474,4.95653443,5.423251451,11.48628211,10.00164081,9.439182162,11.97218475,6.243898751,8.847629866,6.29958050633,7.314341457,9.4016975135,11.45985565,5.114378737,7.601141445,6.1476177,7.2768077175,6.323322532,5.1156792046,5.655216748,9.211511834,6.312672729,5.36790503,5.5176624715,5.655216748,7.98209816267,11.274247985,7.046663354,8.75727426,9.580847928,11.42772678,7.62681052767,9.2078924525,7.021399564,4.950364885,10.09500831,6.648325671,6.838009842,6.91032494133,8.76925178,8.99094148,5.545127619,7.56639873,12.245734715,6.771658241,7.583639434,4.845002284,8.260153639,12.27296951,6.0392399955,Control
14.25942553,7.103002192,6.418532045,11.38910174,7.084991265,7.7935442875,6.854560258,12.7347446,5.680472929,9.671974648,7.551671977,7.297193996,6.1552991135,5.824138541,8.28785217,9.519034593,5.78869305,4.571466258,5.15800521967,8.244390415,8.466587485,6.78190965925,9.358629843,12.56996462,6.848015995,10.69662226,12.56435203,6.8901006515,12.12850358,7.944479462,9.924501194,9.35589447533,9.66718229,4.948613986,4.850263431,5.804912672,10.9859950995,6.980399882,7.697637374,9.999936995,5.905694616,5.301780818,5.397641479,10.56653005,10.864964,9.689574849,11.58766984,6.8833304115,8.770532686,7.33859063467,7.39241541167,10.594310045,11.9729763,4.824273041,6.773076963,5.887775801,6.6548276045,6.52394041,5.466218321,6.407145055,8.977409535,7.50900425433,5.333791561,5.633358346,5.502084908,7.82991936767,11.21839075,6.79859870533,8.742748263,9.966174165,11.8471671,7.30377612233,8.5157239865,7.56287418,5.546825987,10.22872886,7.634958261,7.652900753,6.72839437467,10.1686366885,9.298601687,5.185877691,5.806975681,12.856054365,6.617471597,9.2346014295,5.418368122,9.4396665595,13.71793344,6.028693113,BRCA
14.5197155,7.468056067,5.641409649,12.7347446,6.50402659,7.841849263,6.543500233,12.65857307,6.872247394,9.753034207,7.165387221,7.806535324,6.307885276,6.352798794,8.529822044,10.62802831,5.849568518,4.959319531,5.240621932,8.739316478,7.455781587,7.10041818325,10.16002932,13.067456365,6.727722821,11.19524625,12.03287579,6.5536864175,11.63993091,8.556449653,10.54993411,9.078168623,9.9164802245,5.186075849,5.79064906,6.500607385,10.6791897425,7.353634535,7.3388634815,10.52692981,6.505895394,5.159277237,4.867663307,11.40976762,11.45443311,9.814991395,12.06588572,7.019536675,9.445243095,6.96108608367,7.26030069533,10.813430195,12.55918115,4.856999696,7.658927519,5.94872421,6.9752829565,5.9174340255,5.6759717936,5.625863148,8.467749328,6.98490046733,4.940884687,5.3156313315,6.052356793,8.18650002,11.07534033,6.70524643733,8.441119412,10.23164154,11.5852209,7.05307250933,8.0343196725,8.074062668,5.388199225,10.624983,8.19601328,8.522033306,6.38912935567,10.65238272,9.118098254,5.066316611,8.22222873,13.77264423,6.190027732,9.6945443665,5.144465785,11.162534375,14.37348409,6.0648074825,BRCA
14.39263877,8.628446565,6.292326809,11.04525817,6.201503818,7.727730022,6.456482249,13.34505663,5.057462456,9.1297731835,8.17951245,7.967285529,8.6539353945,5.779661087,8.167494826,9.8079983875,4.899068355,6.097827379,5.38081550367,11.615720095,6.973327498,6.9842760015,9.341019005,12.31689829,7.4861886795,10.91276982,12.83993603,5.366277458,11.48011881,8.162543804,7.39744174,8.46320594233,9.167523377,5.009001383,5.66903474,8.282047205,10.7570298015,6.952074702,7.9742866725,10.30533535,5.219373048,4.987447357,5.155031965,11.53930922,9.557684409,7.511675823,12.23463043,6.6232326,9.358008891,6.89649601933,6.684352383,10.86366497,12.84338824,5.197326058,6.111350232,5.48205062,6.945356743,6.330484187,5.5322651396,6.430289978,9.024558716,6.81582852467,5.832707292,5.746568874,4.932168974,8.451561107,11.151396135,7.32404088833,7.5011826,8.977681421,11.16076662,7.036661383,8.079817226,7.982781325,5.989826604,9.961088297,7.292025067,6.760091594,7.54701473933,8.692626511,9.185154884,5.682019293,6.365014999,11.906436665,6.754958049,8.8788747695,5.315069158,8.4261246795,11.9684077,5.427401159,BRCA
14.07409548,7.60485179,5.655646098,11.34927862,7.6188571805,6.266308923,7.109938036,12.39966386,6.091811548,9.643814388,7.995599168,7.667823176,6.80397072,5.862458365,8.80888466,10.017162089,4.5781157,5.110625549,5.09895868433,9.14786961,6.405231362,6.998917209,9.812386363,12.522197665,6.719520862,10.25654518,11.35299256,6.2928801065,11.95442182,8.2669635,9.665460782,8.875123686,9.1611827995,5.286521953,4.93252334,6.554209422,10.670447779,8.003660031,7.7095138065,10.01097599,7.384699851,5.634891802,4.846005888,11.6923846,10.66388964,9.583290187,11.37383049,7.0670465565,8.993477034,6.60636141433,7.606488298,11.03550101,12.5617021,5.261917434,6.898937271,6.202570157,6.5861642735,5.9718598575,5.3094441946,5.233822166,8.419813926,6.87117032933,5.495064524,5.1029923355,5.268856586,8.171538624,11.40345044,7.14839452233,8.477425503,10.00443156,11.28922369,6.796289882,8.116304847,6.853313064,5.144465785,10.12277013,7.787382059,7.907583411,7.00963552967,10.38864548,8.216698727,4.867045482,5.532793245,13.058642555,5.956063188,10.257051615,5.826809832,10.304747614,13.73376056,5.6375433755,Control
14.40827668,7.156085921,5.46083367,12.26341894,8.092918242,7.4878088285,6.816347305,12.05932765,6.099511534,9.557649091,7.715775208,7.357466507,6.4255607725,5.813403636,8.17986074,10.1947464435,5.648042042,5.714802736,5.61557416233,8.4141415725,7.872399588,6.85070537275,9.898586698,12.97769962,6.995146243,10.37922703,12.07015459,6.2675959045,11.46383867,8.546914832,9.303998235,9.29028807333,9.3657406255,5.438135838,5.596496342,5.891790536,11.101606195,6.948545732,7.94496816,10.18933693,6.009387065,4.353022021,6.047457275,10.97179879,10.78521972,10.67301333,11.74966846,6.5497902615,8.769533015,7.743697197,7.45408843267,10.45062521,11.93257475,5.503993644,7.321975714,5.352274105,7.024481502,6.3825279205,5.291675395,5.844493149,8.419971893,6.13414385767,5.606746643,5.0556268035,5.313256056,7.91861634733,10.99057863,6.63685147833,9.08121786,9.452231522,11.82274022,7.59891329933,9.095386554,7.795310977,5.450725666,9.9831294,6.878728789,7.65031782,6.85674479767,9.931861128,9.111501597,5.758164072,6.943455835,13.136039135,5.993510911,9.613363683,5.139562862,9.317154837,13.88031822,6.505547144,BRCA
14.08845827,6.659179352,6.198941611,11.53000404,7.599297253,7.381040729,7.016310012,11.61491238,6.072647808,10.0619138165,7.904094356,7.247645413,5.636546836,5.659004925,8.633940747,9.633999665,6.189237109,5.838328613,5.12202186933,8.2748452015,6.79717879,6.30061577025,9.608828239,11.991282385,6.432879816,10.06785821,12.53965448,6.489380715,11.67867508,8.628081972,8.352640608,8.55731348,9.70078824,4.35562555,5.312893162,5.550755441,10.342553279,7.14491598,8.148239231,10.02058454,6.097511381,5.582714993,5.2209212,11.08816233,11.44285036,9.67905828,11.77144213,6.1985753455,8.271931157,6.83351091333,7.30480703767,10.182966585,11.42963442,5.34483848,7.469827229,5.586623085,7.1430110225,6.3457281585,5.3589494338,5.913135501,8.01888328,6.39658479233,5.139972076,5.416909793,4.795210185,7.74245236133,11.551814785,6.691964128,8.409816389,9.69476318,11.64681981,7.51244247967,8.399665163,7.646128672,5.723088359,10.28660429,7.4960371,6.965931792,6.973025285,9.574496847,8.819932474,4.715635629,7.250680065,12.487072675,5.841099622,9.0638624115,5.211996552,9.4820278265,12.98742218,5.4053195205,BRCA
