@relation data

@attribute 9994 numeric
@attribute 842 numeric
@attribute 596 numeric
@attribute 637 numeric
@attribute 598 numeric
@attribute 317 numeric
@attribute 581 numeric
@attribute 8915 numeric
@attribute 1066 numeric
@attribute 572 numeric
@attribute 578 numeric
@attribute 10018 numeric
@attribute Class {Control,BRCA}

@data
5.478900032,7.924560768,8.4944607845,7.03937931067,9.8313225965,7.460673902,7.63009585267,7.6455704,8.613743528,7.546352606,7.353546324,5.87108590033,Control
5.124960054,7.7506065195,7.97569312475,7.36277768733,9.2628993675,7.8219347,7.28221449733,6.944305399,7.70968035967,7.48196166867,7.709154696,5.827033654,BRCA
5.241660263,8.1061247785,7.84053328475,7.39390802233,9.6706944665,7.4969355985,7.63291516533,7.301361579,6.067362969,7.496409352,7.285959595,5.72023499933,BRCA
5.114378737,7.389583129,7.5957045875,7.22347936333,8.999297312,7.949551686,7.33493823133,6.617949048,6.70967666,7.166098701,7.706567029,6.192824595,Control
5.694748763,7.637528126,7.8450723755,7.344893544,9.819947042,7.4088003525,6.91556020333,7.73132094,6.84230485767,7.33013335533,7.072805548,5.97099375467,BRCA
5.342529189,8.5459358775,7.89616385625,7.41519809933,9.444171974,7.755466278,6.71227636133,8.417495092,7.504250582,6.96976629,7.171104536,5.793631731,BRCA
5.606746643,6.9179834015,7.264331835,6.55666256233,9.718924317,7.5815822955,7.38616007233,6.869350546,6.539957423,6.54175895867,8.025390316,5.92888653467,BRCA
5.600664669,8.3320404855,8.05261194825,7.116277725,9.632114784,7.645327129,7.43240197667,7.753920581,7.779224219,7.84441516067,7.224100886,6.28299683,Control
5.843237218,7.7930385845,7.87109163775,7.61039616467,9.7227322955,7.8288732835,7.18054352333,7.834346409,6.17094946567,7.80894971567,7.662634777,5.86033894467,BRCA
5.598879718,7.6247556515,8.23267903825,6.96601306267,9.564546958,7.5688881555,7.481413311,6.732544377,8.896398819,7.79374473733,7.521759667,5.494062488,BRCA
5.327338188,8.198860636,7.66150020625,6.963748587,8.478052396,7.7410235595,7.20416888733,6.6606061,8.71176014767,8.04104994467,8.001071937,5.47006965267,BRCA
5.279296008,7.692121379,7.69919135975,7.32208299633,9.3012466535,7.693481461,6.94434709133,7.864930713,7.88513598833,7.56627437633,7.075187974,5.99002355267,Control
4.893497214,7.8122716905,8.09596774125,6.91536080067,9.2475715835,7.5169319435,7.12759723067,7.462300066,8.661091334,7.59129591867,6.998762823,5.81401973733,Control
5.297201735,8.7262881565,8.2876995905,6.671794109,10.160659071,7.2583026115,7.73389730333,7.090962234,7.09848948367,7.66188804867,7.578601249,5.68293947267,BRCA
5.001814906,8.6813768815,7.76711974975,7.95391026267,8.9891806855,7.491349902,6.94164396633,7.061023135,7.031786887,7.66703628367,7.602329794,5.36818979433,BRCA
5.149148835,8.248373031,7.94296329425,7.15183151733,9.423520902,7.314781926,7.79771900533,6.82858438,7.317225235,8.02569258867,7.869811465,5.72181484,BRCA
4.77031556,8.6068554675,8.49738614725,7.28907497567,10.2211742005,7.439190284,7.605231151,6.652418822,6.28879742667,7.95110622133,7.647370504,5.801395345,BRCA
4.471592908,8.073461174,8.0343733815,7.62046501267,9.52090632,7.49765713,7.74259440933,7.418993406,7.141335447,7.89435356167,7.625345612,5.89333860433,BRCA
5.419885408,8.5559423875,8.36146716375,7.44773841,10.1528186875,7.365638144,7.86039151,7.576562054,6.06981911333,8.071594068,7.659783886,5.96190797033,BRCA
4.616223203,8.6535305615,6.96857569025,6.86771027567,7.5182568945,7.0492517595,7.466076476,6.591900502,7.14988828567,8.530428344,7.136430133,5.422355186,BRCA
