@relation data

@attribute id string
@attribute 10026 numeric
@attribute 128869 numeric
@attribute 1725 numeric
@attribute 1984 numeric
@attribute 2155 numeric
@attribute 2158 numeric
@attribute 2159 numeric
@attribute 23556 numeric
@attribute 2621 numeric
@attribute 2677 numeric
@attribute 284098 numeric
@attribute 5045 numeric
@attribute 51227 numeric
@attribute 51604 numeric
@attribute 5277 numeric
@attribute 5279 numeric
@attribute 5281 numeric
@attribute 5283 numeric
@attribute 5329 numeric
@attribute 54344 numeric
@attribute 54872 numeric
@attribute 54965 numeric
@attribute 55650 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 56648 numeric
@attribute 80031 numeric
@attribute 80055 numeric
@attribute 83475 numeric
@attribute 84720 numeric
@attribute 8733 numeric
@attribute 8813 numeric
@attribute 8818 numeric
@attribute 8858 numeric
@attribute 9091 numeric
@attribute 93183 numeric
@attribute 94005 numeric
@attribute 9487 numeric
@attribute 9488 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,8.50735971,9.121676695,10.2699146667,11.03450515,5.74607311533,5.443947436,8.701749275,8.04412636667,10.0911473073,8.116059456,6.5707902115,8.461204311,8.53700730633,11.12925744,7.23981939967,9.765775267,8.02381491,7.753135041,7.70891588633,10.796816945,7.994411603,6.945564178,8.603108073,4.850263431,12.29448586,6.579131096,5.75975444625,7.163400925,6.926892299,7.74421843133,10.59188254,10.65229683,7.74125349,4.884855828,9.645469809,8.092415088,9.930146364,6.720624337,9.137978063,Control
GSM427159,8.510013578,9.309829381,10.4376596067,10.2403087,5.580062646,5.956411734,7.877531272,8.188698413,9.8802505615,8.033341951,6.112441681,8.201463713,8.53218335567,11.21084804,7.21996035467,9.67619169,8.330781039,7.739039878,7.56754005967,10.444785555,8.014705553,7.917015651,9.261978018,4.06456111,12.39041358,6.9746461345,6.1629884095,6.060593939,6.780445033,8.221467157,10.74490974,10.284037515,7.837934361,4.377307433,10.14362273,8.676883662,9.57720274,7.186191325,8.92187152,BRCA
GSM427160,8.696325232,8.891541557,10.7570159633,11.16790123,5.85758803233,5.503993644,6.401780305,8.562166494,9.89024327825,8.247145594,5.948971675,8.280957618,8.81441805167,11.02231599,7.03462703267,10.180638838,8.1715336145,8.131292534,7.10076253733,10.516314475,8.45875635,6.488286537,8.916380445,5.857490426,11.62074231,6.4509369515,5.65230199775,6.661354578,6.716651865,8.40787930533,10.84372503,10.499206685,7.9716527945,5.047245267,10.30105061,8.915133289,10.06098671,6.728366549,9.153704732,BRCA
GSM427162,7.761885482,10.04754695,10.82340501,9.738565672,5.71276030433,5.243946308,5.763551833,8.26649326133,9.496993845,8.170251981,5.5354118945,7.976365247,8.44343975767,10.84346202,7.22662152233,9.1047993305,8.0447451285,7.223521802,6.16950920733,10.85843792,8.196443679,8.789559014,9.531518473,4.845002284,11.6659178,7.050317793,6.068514654,6.708398067,7.326162328,7.96111261433,10.47705018,9.39243468,7.9512470805,4.916490079,10.8441842,8.93233371,10.2060898,6.988744679,8.496405549,Control
GSM427163,8.440932608,8.649131418,10.29782451,10.98449699,5.407285048,5.391468086,6.53056679,7.990375378,9.58722150125,8.073955593,6.5373853955,8.4332945,8.40450294767,11.08650467,7.28404884667,9.8537962525,8.2508985355,7.961205305,7.11714409133,10.749933845,8.359970367,7.581880569,9.406960242,4.906423146,11.67950002,6.740945726,5.806674374,6.90286083,6.336020558,8.113463477,10.50280226,10.89003989,7.72238319,4.62091844,9.563425638,9.272916152,9.681155435,6.533295173,8.743918095,BRCA
GSM427164,8.568812243,8.269104612,10.0597788243,10.70994132,5.31970799833,5.226326687,7.484220974,8.615202493,10.6332608627,7.431102924,6.9443124995,7.818472134,7.98527750033,11.29699664,7.87103496167,10.024405336,7.80889912,8.34478537,9.141198171,8.60294613,8.525208673,6.552827093,9.185012371,5.499695432,12.26341894,6.8239102765,5.76529995575,6.872247394,6.369122367,8.18427990433,11.16790123,10.583368365,7.8602774115,4.661373881,10.49616,8.42512265,10.01166444,6.96578753,9.144085336,BRCA
GSM427165,7.043358518,10.55708099,10.4823236067,9.427098637,5.95868764667,5.418536788,8.609253665,8.84299203433,9.06588790875,8.24541143,5.1378638975,7.72720765,7.586830405,10.79848418,7.50492171633,8.9320808535,7.2547566775,6.11442494,6.54213993333,10.0734385205,7.963475749,9.124600272,9.515010415,5.019714421,12.53522562,7.6970491895,6.3142661035,5.865430938,6.200609914,7.180469508,9.487297979,8.6717662735,8.487118189,4.811100141,11.05496734,7.765039273,9.334698502,6.86505622,7.067706269,BRCA
GSM427166,9.168052243,8.849890707,10.6843108433,11.36612562,5.49413051767,5.212093857,9.342497592,8.30212877267,10.132048191,7.830200053,6.1255573745,7.679622822,8.630745103,11.45478009,7.00033662133,10.4598789235,8.408379753,8.07320585,7.36033501533,10.841380335,8.111528412,6.787155314,9.4362072,5.555364666,12.41967063,6.198538155,5.497658751,6.570846646,6.154317508,7.86289947167,10.06684974,11.006076965,7.908429577,4.531282674,10.26670197,7.852500054,9.409964254,6.560413565,9.45882753,Control
GSM427167,8.736318314,8.62348019,10.47867241,12.17902899,5.34907679233,5.522472662,6.982426435,8.31309122367,9.487018861,8.095187494,6.6350246845,8.140562835,8.80522187433,10.93329621,7.16106509733,10.457989949,8.503306651,8.022452603,7.27151244967,10.321257865,8.354404912,6.976309571,9.177899811,5.015037253,11.60505131,6.2865832315,5.4263053685,6.672888927,7.00736687,7.99187695633,10.86526952,10.7268835,8.139125384,4.636656248,10.46596965,9.222928376,10.1655983,6.093766806,9.195151403,BRCA
GSM427169,8.454896737,9.3680432,10.5931095133,11.62683849,5.582732178,5.34483848,6.842950948,7.991635597,9.451873703,8.171340859,6.0213591505,8.434608552,8.50294587267,11.15055986,6.83094407133,9.7219680125,8.071036546,7.921991334,6.89943931467,11.08710679,8.327284429,8.089451971,9.165611215,5.28356184,11.24631027,6.5339453895,5.62946385875,7.021260744,6.674054967,7.98655184433,10.77919838,10.0448528185,8.0937199085,4.953278335,10.62399145,9.097940678,10.2453926,6.554439682,8.930930318,BRCA
