@relation data

@attribute 10056 numeric
@attribute 10352 numeric
@attribute 10667 numeric
@attribute 118672 numeric
@attribute 123263 numeric
@attribute 123283 numeric
@attribute 124454 numeric
@attribute 16 numeric
@attribute 1615 numeric
@attribute 2058 numeric
@attribute 2193 numeric
@attribute 23395 numeric
@attribute 23438 numeric
@attribute 25973 numeric
@attribute 2617 numeric
@attribute 3035 numeric
@attribute 3376 numeric
@attribute 3735 numeric
@attribute 4141 numeric
@attribute 4677 numeric
@attribute 51067 numeric
@attribute 51091 numeric
@attribute 51520 numeric
@attribute 54938 numeric
@attribute 55157 numeric
@attribute 55699 numeric
@attribute 57038 numeric
@attribute 57176 numeric
@attribute 57505 numeric
@attribute 5859 numeric
@attribute 5917 numeric
@attribute 6301 numeric
@attribute 6897 numeric
@attribute 7407 numeric
@attribute 7453 numeric
@attribute 79587 numeric
@attribute 79731 numeric
@attribute 80222 numeric
@attribute 833 numeric
@attribute 8565 numeric
@attribute 92935 numeric
@attribute Class {Control,BRCA}

@data
10.331338604,5.771100681,10.03126048,6.672782877,6.517095321,6.8307089,8.480952861,12.35836419,13.25344278,11.93257475,8.527067524,7.773569684,10.1173058,5.619861398,11.21785793,10.93699877,7.5649494475,10.10138519,8.476382827,10.98367433,10.12277013,6.634612319,10.52975779,8.002535343,7.67246269,11.41001948,10.4054024,10.18121784,8.572009618,12.98742218,11.12769149,9.202485753,9.158850196,6.83624178375,11.225708785,7.108213734,8.016392025,7.410580934,8.6701719665,10.82582957,6.8180915925,Control
10.894347115,8.138106815,9.993561549,6.718194209,6.768328282,6.612061707,8.883942361,12.41617348,13.64744159,12.02694363,8.70989467,7.92068204,10.74006345,5.773212576,11.42903544,11.17208697,7.891835239,10.27030734,8.118657079,11.34349681,9.928970257,6.520393073,10.44517037,9.004516227,8.195262847,11.24301642,10.55192478,9.442410225,9.099519506,13.34055118,11.36247141,9.065686152,9.363494782,6.992355184,10.844042685,7.032103943,8.128382501,7.5453142,8.713783424,10.91047056,6.6164794605,BRCA
10.6329191455,5.438967501,10.35987613,7.290620516,6.5270815175,7.135045173,9.116110723,12.44389288,13.78618183,12.28941816,8.845098843,8.523739464,10.62715107,6.889051006,11.40394419,11.3537149,8.165733327,10.71640389,8.303599401,11.20749043,10.15270033,6.3522870675,11.14549296,9.520668337,8.176423915,11.27204377,10.36865954,9.705218147,9.209758642,13.69898245,11.6188926,9.061189663,9.439405556,6.988105476,10.563932945,6.743929347,8.115760429,7.800869372,8.5117252785,11.07296681,6.7589382085,BRCA
10.1782122685,5.407702206,10.45834538,7.439916311,6.6194555355,7.590458165,8.800140445,12.7347446,13.78618183,12.15122597,9.565350184,8.055487334,10.8507848,7.489167837,11.12873886,11.77105209,7.4345854795,10.77735008,8.616430414,11.10294695,9.674898929,6.2128762635,10.69048718,9.260196903,8.881153068,10.86620503,10.20252214,10.32957805,9.324226193,13.80179072,11.69069438,9.075372932,10.0034902,7.293153349,10.85260783,8.072107308,8.266787858,7.970308868,8.5319149305,11.31587145,6.6331033035,Control
10.484209801,8.485629214,10.17764724,7.003774032,6.3943666325,7.07087531,8.631578266,12.26503342,13.70458133,12.15122597,8.40009078,7.495377629,10.30739469,6.702834562,11.86693899,10.64225055,7.859556644,10.89969322,8.262201898,11.30927755,10.41142654,6.450560288,11.07134187,8.34245377,7.925556109,11.24651217,10.18382799,9.640182167,8.931846371,13.65917147,11.14476675,9.789998625,9.866278672,7.09810511075,10.80894147,7.559035019,7.885118455,7.930857249,8.940072489,11.03306523,6.785164346,BRCA
10.770094075,8.253411568,9.732744526,6.462834023,6.7593017615,6.61574411,8.278683064,12.59868303,13.79334119,12.35836419,8.309761823,7.839520524,10.02278431,6.089906589,12.09367844,11.01447057,8.312147156,10.80850192,8.595538276,11.84160377,10.36457548,6.7325744335,11.13649152,8.857670911,8.219968468,11.90502978,10.44585319,10.40186112,8.456345302,13.87385551,11.61973409,9.952283008,9.989394899,7.19565685025,11.217182255,7.155959474,8.48631327,8.000902987,8.9013673735,11.31639767,7.709869293,BRCA
10.4149549525,8.548755575,10.3906422,6.822287601,6.7162105265,6.314112464,8.85945801,13.0381217,14.17756905,11.52544754,8.953397026,7.248831584,11.28858078,6.825598426,11.44938612,11.55749974,7.2989102995,9.936402792,7.846933787,11.85376385,9.571942743,6.532326766,10.77656897,9.405376108,8.410834102,9.583572263,11.24175993,10.90604899,9.82934264,13.75810714,11.33051934,8.886962465,9.516695351,7.35380487475,10.985933675,7.834346409,8.348994901,8.633341407,9.1829497,11.71363365,7.151707634,BRCA
10.5390413485,5.682019293,10.09533805,7.156262928,6.8891315025,6.715210855,8.562396156,12.24572955,13.37131522,11.90965135,8.023506434,7.865827785,10.42373077,6.053769117,11.0799649,10.86896549,7.8993448145,10.68460862,8.427167336,11.03059147,10.38986015,6.404214398,10.75607697,8.548572569,8.102515268,11.24266817,10.57244471,9.953578497,8.818774784,13.06629278,10.82755134,9.534264516,9.375289885,6.90658961075,10.608166365,7.382929013,8.092124337,7.269105927,8.3706028935,10.78864516,6.715078527,Control
10.6336621305,5.883872025,10.46466855,7.161361499,6.6902614525,6.682998532,9.161560926,12.40655986,13.59313376,12.43207997,8.759165094,7.562645263,10.23164154,6.986129665,11.74370273,11.0249286,7.927072787,10.83114513,8.627160965,11.70800194,10.27514127,6.6899147085,11.7044031,9.291833246,8.19761126,11.48354892,10.06332804,10.24263856,9.122000391,13.82037647,11.40257259,9.979418452,10.21367569,7.185272818,10.76660432,7.877393233,8.638129173,8.004727673,8.6855140365,11.30662298,7.165582062,BRCA
10.702378005,8.022868681,10.55403266,6.970684363,6.4003601505,7.123322502,8.516567879,12.59868303,13.59313376,11.92604216,9.04967237,8.04094875,10.43894285,7.015418188,11.89259415,11.11140976,7.452412626,10.35112727,8.595333135,11.50137708,9.93964941,6.4931417875,10.80616717,8.791277783,8.034690481,10.85124954,10.65051801,10.03937186,9.614636753,13.35514394,11.11317258,9.905109092,9.315976624,6.9889101295,10.815856815,7.925926933,8.435150511,8.136992553,8.818984926,11.07032913,6.321334851,BRCA
10.185764463,8.284235482,10.91120492,6.961915926,6.6378830985,7.244199991,8.854962736,12.78228677,12.95454627,12.12850358,9.134337192,8.185050247,10.43397165,6.95878795,11.98839011,11.23348204,7.4854985945,10.95619846,9.068416299,11.42560159,10.04378642,6.484772089,11.00516506,9.071644113,8.24165088,11.63162057,10.42231215,10.27226269,8.834290208,13.52549699,11.21084804,10.21442572,9.777296879,7.14654260075,11.32571125,8.645614417,7.969762257,8.206820391,9.1866003535,11.30621853,6.187394158,BRCA
10.588103755,5.557051033,9.730092696,7.107455434,6.8033186165,7.018258956,8.76397678,12.55838012,13.40015501,12.01909212,7.915074359,8.046470767,10.55221305,6.239651629,11.52544754,10.69893493,8.2352696815,10.35399067,8.492885781,11.46815322,10.19842697,6.813031632,10.9364578,8.682100191,8.151525421,11.4461297,10.2636862,9.809479209,8.524395895,13.29472201,11.13481472,9.370535461,9.474446754,6.849539239,10.81032746,7.378037131,8.106656009,7.265289495,8.333794773,11.27142817,6.9109323025,Control
10.2444183225,7.827709683,9.738295441,6.926536547,6.432910184,6.814970523,8.725946564,12.42106423,13.24869779,11.76197512,8.253588846,8.128189149,10.45921159,6.213741562,11.36679226,10.88094205,7.9993884385,10.39014238,8.643622747,10.68752903,10.40487575,6.5744242395,11.00415042,8.551997661,8.449201404,11.65066148,10.51539952,10.01228971,8.911093174,13.34505663,11.06786474,9.417926928,9.305241607,6.9131832655,10.994372945,7.952247829,7.600769885,7.832955068,8.408256926,10.87994333,7.028682193,Control
10.526043698,4.950948046,10.34249728,7.382302221,6.559231629,7.313837914,8.785060987,12.65857307,13.59822064,11.59488687,8.827105378,8.491293067,10.90909074,6.176079003,11.56454026,11.23756269,7.8896963735,10.3854637,9.088471,8.914176655,10.25917864,6.873364382,11.36785851,9.048433146,7.600769885,10.26632424,10.58989012,10.75842751,9.275193989,13.29267684,11.34599024,8.66437717,6.873785904,6.71145882625,11.40198508,7.134480548,7.867095109,7.545854737,7.887339048,11.30718958,7.251956631,BRCA
10.3305443465,8.439977457,10.30671996,7.00660975,6.7962385455,7.165387221,8.893575423,13.09426251,13.62353635,12.81153531,8.649598507,8.908453514,10.3670273,6.453563362,12.06237178,11.69370922,8.2344835435,10.44848316,8.849265223,9.846250843,10.19820901,7.114404028,11.55749974,9.226202111,8.100269585,10.83188538,11.18170219,11.09339134,9.378501395,14.09444395,11.34861214,9.145073101,7.829676956,6.664699007,11.4825576,7.650946042,8.130108627,8.061615728,8.748160279,11.83486615,7.227634509,BRCA
