@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 10298 numeric
@attribute 10718 numeric
@attribute 1398 numeric
@attribute 1399 numeric
@attribute 145957 numeric
@attribute 1839 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 1978 numeric
@attribute 2002 numeric
@attribute 2064 numeric
@attribute 2065 numeric
@attribute 2066 numeric
@attribute 2069 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23533 numeric
@attribute 23624 numeric
@attribute 2475 numeric
@attribute 25 numeric
@attribute 2549 numeric
@attribute 25759 numeric
@attribute 27 numeric
@attribute 2885 numeric
@attribute 2932 numeric
@attribute 3084 numeric
@attribute 3265 numeric
@attribute 369 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 399694 numeric
@attribute 4609 numeric
@attribute 4690 numeric
@attribute 4893 numeric
@attribute 5058 numeric
@attribute 5062 numeric
@attribute 5063 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 53358 numeric
@attribute 5336 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5605 numeric
@attribute 5609 numeric
@attribute 56924 numeric
@attribute 57144 numeric
@attribute 572 numeric
@attribute 5747 numeric
@attribute 5894 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 6416 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6714 numeric
@attribute 673 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 685 numeric
@attribute 7039 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 8440 numeric
@attribute 8503 numeric
@attribute 867 numeric
@attribute 868 numeric
@attribute 9542 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,2.1393974684,1.5075298383,0.7444360137,-0.1272701055,1.7323923409,1.2744317606,0.4096337416,1.0336083744,0.6516626943,0.4345339728,1.4740312099,0.2797568681,0.1590662479,0.3255038494,-0.0921212359,0.9343951542,1.9397812022,0.1866127024,-0.0448427393,0.6154863538,0.2820005649,0.9042891934,0.1568159528,-0.1267139237,0.9653150036,1.3452941188,1.2060972602,-0.0731360382,1.0380567778,0.4352205655,0.7463167697,0.4153290968,0.9685201588,0.5926393938,0.9588077316,1.3243965731,0.3334267199,1.9176566821,0.2940123944,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,0.5204422609,-0.0920968584,0.5526649599,0.1474579691,-0.1072664774,-0.0825690696,0.5276523813,0.4586358647,0.7139937217,0.6164951165,-0.1298536299,0.0778244350,0.2957080686,0.6115640560,-0.1086105190,0.2177100353,0.3606912876,0.6409841057,1.0731972919,0.2796197917,0.8519533800,1.9096234484,0.1797246685,0.5492388602,-0.0230143287,0.3043230119,0.0372537282,0.1224982199,0.2194038770,0.6874072086,-0.0635502934,-0.0643923931,0.6420336235,0.1409569047,0.5084218903,0.8580704628,0.7630263184,0.2355270146,-0.1171165053,BRCA
GSM480985,0.6712534413,2.2990302591,1.7779963680,0.6800185540,-0.1663136313,1.8688574894,1.0173018566,0.1901816391,0.4737995966,1.2256539837,0.3325850749,1.3213309200,0.3031341848,0.2177298777,0.4443106382,-0.0630453830,0.4591453361,1.4054429928,0.2867683454,-0.0263181581,0.4983797427,0.2869626373,0.9337296339,0.2529188136,0.3819071553,1.0564029183,1.1583383579,0.8787267861,-0.1077552035,0.5481084954,0.4021199361,0.9612028782,0.4587173745,1.4703030177,0.2717646782,0.9287990430,0.8611773475,0.5376056928,1.5525041097,0.9674722773,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,0.6196571301,0.0089354969,1.2582838460,0.0900841358,-0.0931613796,-0.0522140021,0.4521202200,0.5649788797,0.7487222366,0.6136501327,-0.1761504112,0.0538346215,0.2382422053,0.2890646078,-0.0886895525,0.2315313540,0.4434307657,0.6127393824,1.1561554869,0.1474694401,0.9115112276,1.9413004944,0.2011654340,0.6409502427,-0.0673303304,0.3713752488,0.5274472088,0.2041423073,0.1330129129,0.4516910960,-0.0360112713,-0.0954384340,0.7133841506,0.1554803168,0.5190573038,1.1287610356,0.7087613307,0.4534196694,-0.0865290013,BRCA
GSM480986,0.3637514705,2.2193307467,1.4769461321,0.9048564412,-0.1243698748,1.9836026755,1.3584635346,0.1177394875,0.6480571323,0.4262836435,0.3517915079,1.2712737771,0.3711583552,0.1366518380,0.3456956196,-0.1203677614,0.8806111591,1.7577156492,0.2145363198,-0.0236322101,0.4758732554,0.3590194074,1.1216843350,0.1934399384,-0.0935982563,1.0783832139,1.5127595663,1.3099040800,-0.0975697865,0.9493732134,0.4833758425,0.9059672051,0.4106089262,1.0006550774,0.4492141063,0.9228339706,1.3830056341,0.5214103467,2.0052070367,0.4927383830,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,0.5424212613,-0.0258225916,0.5517398660,0.1559347632,-0.1167993353,-0.0710934066,0.5276161861,0.5706250406,0.7966307569,0.5081571897,-0.1388460667,0.0844743560,0.2837639618,0.3945332915,-0.0471249062,0.3771760837,0.2375885064,0.4839221177,0.9039376048,0.3787171307,0.8755208067,2.0243224118,0.0952468054,0.4793911673,-0.0464315283,0.3954231461,0.1005128598,0.1247599432,0.2634782776,0.7014513494,-0.1068710505,-0.0770829322,0.6441054073,0.1217694167,0.4703850285,0.9668687962,0.8078009443,0.2372617236,-0.1092819850,BRCA
GSM480987,0.4741756265,2.7037154810,1.0660495198,0.5215355268,-0.0760773129,2.0277992866,1.4724773936,0.0026250961,0.0302188334,0.0239258781,0.1587947994,1.8638020904,0.3778557302,-0.0431674495,-0.1156127034,-0.0423392128,0.5103698272,1.6769249506,0.2593453904,-0.0190172376,-0.1368188594,0.3142830003,1.5226221382,0.0150168047,0.0235757916,1.4228498318,1.4599798470,1.1273281686,-0.0882338013,0.6616964770,0.4795592507,1.2356612913,0.2296363310,0.1082936110,0.7697951637,0.7341811885,1.3380605279,0.4951465396,1.8267602669,0.1303720306,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,0.7127369387,0.2858547368,-0.0047308279,0.0835026311,-0.1432857454,-0.0616863377,0.4570317386,0.5260457562,0.7170214796,0.3891538004,-0.0662291722,0.0511663564,0.2364959457,-0.0295104620,-0.0378936660,0.1247138026,0.2307216385,0.3882937707,0.7655862770,0.1659972948,0.4823463641,1.9975022057,0.0700896732,0.1445394283,-0.0569087189,0.2871097813,0.2219263650,0.1830839837,0.0181812474,-0.0404288970,-0.0885894268,-0.0640990646,0.8422779248,0.0131572660,0.3914669100,0.1919102957,0.7409817061,0.2795797170,-0.0157885160,BRCA
GSM480988,0.3666419161,2.3901760505,1.5072410189,0.9508889556,-0.1319172631,1.5429041887,1.2323150354,0.4227804936,0.3470426516,0.3245137288,0.1726689534,1.1551737766,0.1301916772,0.1687270667,0.3638008706,-0.1169293479,0.6675030521,1.1675294143,0.1712146028,-0.0933597851,0.1432805894,0.3580759724,0.6879575644,0.0162218561,-0.0450046172,0.6983676587,1.6300611323,1.5309302174,-0.0677135000,0.4589619954,0.3179003717,0.5378554523,0.2562269165,1.2316838800,0.4848055529,0.8401416463,1.0662603861,0.4710813121,1.9803916247,0.2542246198,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,0.5192004788,-0.0533301838,0.5682803235,0.0817065693,-0.0806064152,-0.0384889170,0.4923907940,0.4829891018,0.6912962379,0.5512484685,-0.0789457363,-0.0383270433,0.0441387518,0.4609995752,-0.0761343380,0.0354253387,0.3012423917,0.4704262694,1.0328786273,0.2095705721,0.8547642460,1.9610705971,0.0896705153,0.3725107078,-0.0468429086,0.2504118828,0.1684060337,0.1357062248,0.0443154310,0.4312892117,-0.0432362018,-0.1012624690,0.6047102776,0.1260813951,0.4398411243,1.0844853694,0.4814720558,0.3404552888,-0.0772452958,BRCA
GSM480989,0.2517094096,2.7720669135,0.9980840938,1.1523790095,-0.1221742433,1.7117121220,1.5450224582,0.0107523329,0.2522125164,0.6720767098,0.2135165615,1.9222560303,0.4043724635,0.1614523797,0.4500989263,-0.0707651589,0.4132434456,2.3074461223,0.2270790681,-0.0318046184,0.6364677269,0.2633598632,1.0702178031,0.0295218532,0.0840967809,0.7554675375,1.6843677122,1.3318944331,-0.0756664925,1.1103506463,0.4588489833,0.5993327181,0.2400973081,0.8857075591,0.3984325587,0.5486960764,1.2916537300,0.5198385118,1.8099314634,0.1801736687,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,0.5099837124,-0.0157028841,0.7895882334,0.0811992555,-0.1211765001,-0.1123442115,0.4168803811,0.8519349658,0.5911021925,0.2192373374,-0.0408563306,0.0375365682,0.3176934777,0.3935015834,-0.0274831994,0.5766588003,0.1835803039,0.4437155496,0.2883380064,0.4830073930,0.4700387904,1.9755967301,-0.0037837656,0.2630944657,-0.0013073004,0.2245239546,0.2980536016,0.2224860404,0.1652654028,0.5828868937,-0.0476141433,-0.1131204681,0.5547810792,0.1083134365,0.2460107125,1.0210926999,0.6836835075,0.2063333706,-0.0639552002,BRCA
GSM480990,0.3166647480,2.7343542910,0.8929153473,0.9801169453,-0.1174371805,1.7694421830,1.5518309150,0.1141806882,0.6237125028,0.0702140510,0.2635990058,1.7020355538,0.4692344638,0.1174184632,0.1874438433,-0.1128753082,1.4728567937,2.3939645291,0.2749733657,-0.0240894286,0.5397767587,0.3352952178,1.5833527296,0.0224591854,-0.0595817923,0.7243446493,1.6475978081,1.3889006043,0.0507726148,1.1067612915,0.4235380454,0.9502829010,0.3191353141,0.5482411422,0.5031338535,0.6484077813,0.9421872181,0.6607572544,2.1385234782,0.5839403074,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,0.7009938896,-0.0456517972,0.2493265960,0.1371517299,-0.1211324487,-0.0606057024,0.4040678319,0.5468216389,0.5124700949,0.1815268757,-0.1292774052,0.1245269666,0.3639611033,0.6784652798,-0.0090193702,0.4847173588,0.2556535407,0.3387474729,0.6969770806,0.5312946617,0.3495328669,2.5765053460,0.0120991491,0.3107558547,0.0237829644,0.2258322309,-0.0418846110,0.1009955318,-0.0573932674,0.7241745215,-0.0387971694,-0.0783020266,0.5480292028,0.0558532586,0.4045072549,0.6030732589,0.8951952839,0.3353022668,0.0088984147,Control
GSM480991,0.2500861962,2.7373882608,1.2088463109,1.1151435263,-0.0968300643,1.7440137619,1.3442317928,0.1666962934,0.6046701258,0.8736306505,0.2092083807,1.6131960900,0.3822606292,0.2442998450,0.4044013984,-0.1356229971,0.7458797669,1.8290236989,0.2449685031,0.0096481766,0.6263431796,0.3894767673,1.0545568875,0.1424582922,0.0277510266,0.9034117633,1.5652074934,1.2929992116,-0.0653254767,0.9763167946,0.4692680691,0.9142568514,0.3643042232,1.4444417358,0.3545671447,0.7775347619,1.1985398679,0.5980931108,1.9004271532,0.3437215163,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,0.5280418684,-0.0301297272,1.0544374994,0.0569693500,-0.0960165404,-0.0531655469,0.5071865046,0.6482640730,0.7236467786,0.3723191662,-0.1158871563,0.0588836264,0.2691069538,0.3850563242,-0.0346813186,0.4295866277,0.2348265328,0.3654298311,0.6293849200,0.3664313708,0.4903383693,2.1101571236,0.0441448208,0.3851343730,-0.0323408361,0.2893171571,0.2253412083,0.1830051345,0.2362760316,0.6411663020,-0.0434597657,-0.0664389667,0.5891530063,0.1548473247,0.4099016467,1.0204976901,0.7217237797,0.3254929182,-0.0058061635,Control
GSM480992,0.2476967987,2.7673748358,1.2364530282,1.4277543859,-0.1064825316,1.4854351587,1.3367420178,0.0396813226,0.6683106465,0.1679068491,0.2100246319,1.7438820154,0.4556893493,0.2473429202,0.4925917991,-0.1444516020,0.7593336697,2.3328941266,0.3295684198,0.0098416810,0.9188699239,0.3958090664,1.5234704019,0.1112684448,-0.0284348700,0.7919572167,1.5792976092,1.5241501815,-0.0505659654,1.1827308424,0.6180237605,0.5848525959,0.2580534183,0.7623492782,0.5397554174,0.6407662356,0.6252961718,0.4647197556,2.0045540961,0.3293317450,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,0.6497552522,0.0204711225,0.9864738678,0.1225340664,-0.1356904655,-0.0742785615,0.4130200728,0.9082788116,0.4097217267,0.3079451628,-0.0921796232,0.1346057261,0.3634628315,0.8328277925,-0.0477632556,0.4719536303,0.1477922502,0.3105769333,0.6317377240,0.6564284331,0.3735262640,2.4270785623,0.0183351703,0.4019502806,0.0106290712,0.4011166239,0.0872129699,0.1292670868,-0.0275680721,0.6336876206,-0.0718402782,-0.0227440883,0.5535295457,0.0925191902,0.4004930503,0.7441449755,1.0327716594,0.3306750413,-0.0850071904,Control
GSM480993,0.3786722400,2.7103066743,1.5603325564,1.1702798946,-0.1139891803,1.8096325479,1.3998474208,0.0340965159,0.8227755863,0.4212769849,0.2942363708,1.7381645814,0.3937792435,0.1737629565,0.3933052456,-0.1328913012,0.8307175981,1.9907199673,0.3003267815,0.0090587195,0.6206308791,0.3445785162,1.2434106319,0.1246793050,-0.0165303701,1.0150212161,1.5582134934,1.3381779529,-0.0118267648,0.9945207685,0.5771721326,1.0657076714,0.2800151646,1.0968471876,0.5181170303,0.6903401651,1.2895348594,0.5712389041,1.9982736738,0.2987102078,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,0.5661468516,-0.0404094230,1.1561504492,0.1051260916,-0.1144585606,-0.1054423138,0.4741801064,0.7940912880,0.7140314231,0.5537918077,-0.0937452182,0.0415849929,0.2558302714,0.6463455347,-0.0256107600,0.4597184245,0.3103372069,0.3602931440,0.5767357118,0.4081141494,0.6978857851,2.0765592329,0.0562111053,0.4506590302,-0.0135325677,0.4162600737,0.3359975065,0.2098610063,0.1352538114,0.7486550461,-0.0968572793,-0.0807639728,0.6798162911,0.1127858115,0.4365587016,1.0595477061,0.8985952735,0.2552427130,-0.0398975166,Control
