@relation data

@attribute 3725 numeric
@attribute 3265 numeric
@attribute 5599 numeric
@attribute 5781 numeric
@attribute 58 numeric
@attribute 6774 numeric
@attribute 5894 numeric
@attribute 2002 numeric
@attribute 3082 numeric
@attribute 5829 numeric
@attribute 4233 numeric
@attribute 5906 numeric
@attribute 6714 numeric
@attribute 5728 numeric
@attribute 5747 numeric
@attribute 3672 numeric
@attribute 5908 numeric
@attribute 5605 numeric
@attribute 5604 numeric
@attribute 5058 numeric
@attribute 1793 numeric
@attribute 11184 numeric
@attribute 5921 numeric
@attribute 1398 numeric
@attribute 5290 numeric
@attribute 2889 numeric
@attribute 3688 numeric
@attribute 1399 numeric
@attribute 2549 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 2185 numeric
@attribute 2353 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute Class {Control,BRCA}

@data
14.72492149,7.4423513115,5.939777752,11.64123906,6.569556123,11.45883824,10.11570732,9.719046985,5.47987952867,7.441203595,5.899182429,7.005431822,6.75911734333,10.48283344,9.55016911,9.101017795,6.582741757,11.44994835,10.49127719,9.037678125,10.5046306,6.474070412,7.65896220633,10.9291550067,6.685313404,8.096419889,9.30169669467,12.02214941,6.11877664633,9.4954151895,11.634256725,6.25614507167,14.72004222,6.299304767,7.0703331436,8.001564595,8.27215776867,Control
14.11502538,7.8897640555,5.0886580415,11.64123906,5.19062597,11.6077021567,10.34726733,9.192268846,5.02570987867,7.229350286,6.1044474,6.434568757,6.586005659,10.32512022,9.45642471,7.86511636,6.355006684,11.52169626,9.559434991,9.447476465,10.28052173,7.698416725,7.532686946,10.8430461553,7.098719371,8.308590396,8.828078384,12.15020274,5.87580800833,9.5539178325,11.27623323,6.39478587333,13.75148289,7.09127967,7.6111323212,7.481398095,7.85669691467,BRCA
14.41297137,7.856102429,5.6701097255,11.37070935,5.283469238,11.5512263767,10.45388564,9.676230874,5.56538002167,7.347468842,6.482691508,6.699751273,7.22912163867,10.4297627,8.9981409465,7.148936963,6.466000385,11.72288448,9.65317699,9.822754492,10.79412363,7.691529493,7.43491518133,10.353336411,6.212526175,8.06587291333,8.9042892375,12.31403378,5.489172308,9.480270588,11.198356615,6.332382502,14.33042537,6.323194968,7.448654099,7.228580927,8.11094053067,BRCA
14.08054111,8.398114105,5.7758281875,11.77608148,6.563810693,10.720960379,10.09500831,9.684192438,5.84045983967,7.84508404,5.838328613,5.6556447465,6.91032494133,10.18190731,9.0133211855,6.516492413,6.3700012095,11.42772678,9.580847928,10.03852848,9.608828239,7.6894721935,7.53095120333,9.24789131367,5.584068992,7.75608816367,8.75186424133,11.37479785,5.427851752,9.432546201,11.274247985,6.660246028,12.01436934,6.299945779,7.6522265588,6.648325671,7.98209816267,Control
13.43392773,7.697637374,5.704258658,11.54684638,5.301780818,11.54329104,10.22872886,9.981439248,5.512426183,7.615006311,5.978202066,6.4308542,6.72839437467,10.27256013,9.0250253645,7.441058314,6.499527711,11.8471671,9.966174165,9.507874464,10.15177801,7.3265682065,7.41149949233,11.076519951,7.405441727,8.12260925067,9.13491446,11.90965135,5.95688781033,9.66718229,11.21839075,6.22310588433,12.40857396,7.300126299,7.950268865,7.634958261,7.82991936767,BRCA
13.80946823,7.3388634815,6.517858181,11.95147243,5.802329755,11.6186680667,10.624983,9.979768545,5.61398481133,7.335951076,6.638801971,7.3002942325,6.38912935567,10.16250498,9.420287121,7.98845907,6.8410633585,11.5852209,10.23164154,9.3312535,10.51367853,7.1742404065,7.47462674233,11.51028325,7.460253403,8.40450445433,9.489530799,12.34480084,6.364237361,9.9164802245,11.07534033,6.30853884,13.96600025,6.725540512,7.4183463498,8.19601328,8.18650002,BRCA
13.91249272,7.9742866725,5.6011167705,12.03524768,5.472984221,10.620682972,9.961088297,9.212867878,6.16552457967,7.91692611,6.272028439,7.2132301705,7.54701473933,10.31455241,8.8796586,7.580354917,7.062352436,11.16076662,8.977681421,9.354305108,9.120679254,7.891445025,7.49866828033,9.54237477033,6.662423158,8.232537209,9.251714595,11.50866771,5.846801913,9.167523377,11.151396135,6.20690718667,10.44201071,7.476910459,8.3350079456,7.292025067,8.451561107,BRCA
13.96294256,7.7095138065,5.401013329,11.28411575,5.551370856,11.4495990067,10.12277013,9.290572499,5.59968438933,7.737283051,5.651777341,6.7375606535,7.00963552967,10.71573921,9.585335464,7.865827785,6.2456860685,11.28922369,10.00443156,8.901176988,10.61144471,6.8986588765,7.22554449667,10.4230262683,6.020263967,7.82778458767,9.23773095817,11.90894245,6.14872126967,9.1611827995,11.40345044,6.16225577733,14.08516788,6.726903149,7.757716558,7.787382059,8.171538624,Control
14.44356588,7.94496816,5.8779809975,11.64347756,5.771232765,11.6033707233,9.9831294,10.01823535,5.343803875,7.766232595,5.995038554,6.6237057305,6.85674479767,10.36365325,9.2675642675,7.418993406,6.516538676,11.82274022,9.452231522,9.625618044,10.33178501,7.1634039155,7.130488018,10.3226626667,7.205282841,8.16675555833,9.05065703483,11.86434298,5.98389700833,9.3657406255,10.99057863,6.34899972867,14.82357723,6.426437217,7.6719006758,6.878728789,7.91861634733,BRCA
13.15952927,8.148239231,5.5839936855,11.52775569,5.608965365,11.0351359567,10.28660429,9.726661428,5.03988211767,7.647892114,5.819036642,6.458550254,6.973025285,9.653830832,8.984597332,7.512564929,6.496219087,11.64681981,9.69476318,9.599773923,9.756823624,7.400487096,7.57770823567,10.545324375,7.606018576,8.199921005,9.06946628383,11.70471109,5.85947821333,9.70078824,11.551814785,6.460940443,11.55023948,6.76752611,7.3060563712,7.4960371,7.74245236133,BRCA
14.17314893,8.198599078,5.9065229025,11.67803681,5.541492575,11.0871946533,10.23292486,9.68790976,5.37413407333,8.041222615,6.179665925,6.367097734,6.89592443067,9.658595819,8.7160245685,7.438794191,6.813421843,11.94944384,9.736317839,9.29724939,9.695555047,8.233561828,7.015802299,9.79179927967,6.657000843,8.20243453067,8.5429645305,11.37712933,5.95116306267,9.153599552,11.573459625,6.64403477267,14.20597115,6.847562044,6.9076540764,6.507481989,8.06297051567,BRCA
13.87385551,7.4409667175,5.767601547,11.69692854,6.167122676,11.5050606867,10.11618835,9.524248408,5.52731425167,6.876459007,6.375000864,6.6803573705,6.98144085767,10.53537772,9.5799510855,8.342898175,6.676402561,11.38105635,9.990983614,9.270109064,10.39985497,7.3092094575,7.32636290633,10.508302728,6.822223857,8.218543204,9.18007328783,11.8968755,6.216767413,9.5256586835,11.32136754,6.47380877667,14.15265365,6.739109305,7.509195938,8.512524314,8.197304519,Control
14.67256817,7.6537280945,6.1670985755,11.86292605,6.079490783,11.3647894967,10.13087976,9.844219734,5.433841881,7.126500894,6.090224257,6.6358028665,6.75905554167,10.73844933,9.807955308,9.099519506,6.4678002685,11.33166731,10.29596436,9.21638279,10.94879266,6.888946511,7.56845758133,10.776914439,6.672535396,8.05578707333,9.52376826383,11.78748237,5.92866327233,9.597360232,11.488573795,6.29282598867,14.61254488,6.521369295,7.3656981534,8.640083234,8.151507585,Control
13.48222565,8.1909422715,5.967633391,11.0249286,6.848689049,11.2640425267,10.76657469,10.24378721,5.68821257433,7.476667486,6.016257423,6.5600925975,6.82951290367,9.656380672,9.6749751715,7.626842693,5.7981775515,11.29445435,10.01433476,10.06933601,10.88347212,8.692567757,7.163410176,10.0785233767,4.904979261,8.51274768967,9.15082053767,11.92436912,5.81419016733,9.06038523,11.695521545,6.61150973733,13.61588998,5.09930704,7.1534205814,7.7584583,8.08129530567,BRCA
13.17144427,7.2806843915,5.329465727,11.92126273,5.812184526,11.33747121,10.37973064,9.913970625,5.646491868,7.061023135,5.837193482,6.965484196,6.91208436433,10.45510657,9.2641454985,9.408383416,5.632718325,11.28106518,9.712540381,9.423032438,11.00228078,7.938179434,7.512671056,10.273357482,5.472171943,8.32439668333,9.44121959,12.10871075,5.68293841733,9.5800955565,11.206231375,6.25544650767,12.35733627,6.107798352,7.0222287176,7.8511886,7.95451796533,BRCA
14.09890062,8.539009948,5.656097949,10.85319669,7.824005841,11.2932842667,10.55366796,10.00415062,5.55154300467,7.18631515,5.524197895,6.4715114345,7.22720437133,9.799419701,9.278094081,8.035817876,5.6294457825,11.36168902,9.812386363,9.880142578,10.52975779,8.3957564855,7.44853876433,9.657730528,4.944168843,8.01006157867,8.933464829,12.16730219,5.788274463,9.0393998015,11.49634678,6.46065986433,13.96294256,6.07692847,6.9209080238,7.192690117,8.00665617633,BRCA
14.01211384,8.146852134,6.071716146,10.89823124,7.461993252,11.21401799,10.73881029,10.22872886,5.566916752,7.089003169,5.720012484,6.023625171,7.35444662233,9.411691645,9.5786882385,7.332867062,5.676905305,11.42163372,9.916141133,10.12536217,10.91761284,8.3021809055,7.34638663767,10.1347274673,5.538546893,8.288915847,9.05192720867,12.06924173,5.65355368433,8.9731778835,11.796022585,6.65640928767,13.92451704,5.439300032,6.8965544166,7.688986551,7.86577453733,BRCA
13.34674991,8.041917075,6.259376137,11.4871292,6.011233546,11.2249138333,10.51457134,10.30881145,5.49349526433,6.949625755,6.015700078,6.459501324,7.03736704367,9.922525358,9.21652246,8.062681816,5.8486648255,11.31587145,10.0322459,10.00810682,10.56225939,8.359283725,7.14949232,9.80282410467,5.070616072,7.850534738,9.04214245483,11.92126273,5.456942846,8.9213733295,11.46459896,6.47103919267,12.40276968,6.101508918,6.895239566,7.192172276,8.01917131267,BRCA
12.76004735,7.888636145,6.1648761405,10.89528011,5.243755943,11.46263687,10.54450111,10.45750942,5.597272429,6.913790365,5.878793533,6.2166346505,7.07743364033,9.905613067,9.337026401,7.660960561,5.862625222,11.57272404,9.833428205,10.13367562,10.68917271,8.194408215,7.19533388633,9.86475183033,5.353156751,7.78803484367,9.0875921835,11.51973221,5.79947823233,9.111304808,11.5411915,6.605324117,13.08977243,5.379907907,7.0040046146,7.574595656,7.890844983,BRCA
12.03663478,8.85628218,5.593235253,7.418614,5.290397907,11.7207938433,5.97155002,10.01669727,5.322688963,7.767226277,5.790127717,5.5290771255,6.94510312533,9.850777208,9.6546657745,8.462247785,5.6300144245,11.3119244,9.724718956,9.841965701,10.51955791,7.5562259225,6.53442220433,8.419348991,5.027033758,8.730724321,8.1006439875,11.86526555,5.17455334633,10.2970447,12.52079595,6.21975276833,8.405238411,5.039808741,7.4112322548,8.480033951,8.742530249,BRCA
