@relation data

@attribute id string
@attribute 10002 numeric
@attribute 10062 numeric
@attribute 126382 numeric
@attribute 190 numeric
@attribute 2063 numeric
@attribute 2099 numeric
@attribute 2100 numeric
@attribute 2101 numeric
@attribute 2103 numeric
@attribute 2104 numeric
@attribute 2494 numeric
@attribute 2649 numeric
@attribute 2908 numeric
@attribute 29959 numeric
@attribute 29982 numeric
@attribute 3164 numeric
@attribute 3172 numeric
@attribute 3174 numeric
@attribute 367 numeric
@attribute 4306 numeric
@attribute 4929 numeric
@attribute 5241 numeric
@attribute 5465 numeric
@attribute 5467 numeric
@attribute 5468 numeric
@attribute 5469 numeric
@attribute 5914 numeric
@attribute 5915 numeric
@attribute 5916 numeric
@attribute 6095 numeric
@attribute 6096 numeric
@attribute 6097 numeric
@attribute 6256 numeric
@attribute 6257 numeric
@attribute 6258 numeric
@attribute 7025 numeric
@attribute 7067 numeric
@attribute 7068 numeric
@attribute 7101 numeric
@attribute 7181 numeric
@attribute 7182 numeric
@attribute 7376 numeric
@attribute 7421 numeric
@attribute 8013 numeric
@attribute 8431 numeric
@attribute 8856 numeric
@attribute 9572 numeric
@attribute 9970 numeric
@attribute 9971 numeric
@attribute 9975 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,5.41457997467,11.21226855,8.795448068,6.497616856,9.451881358,9.730640433,5.6103661715,8.141457219,5.991017948,5.95608013133,7.39173118,5.560569788,7.18425028167,8.778603769,9.612141036,7.80231742467,5.33486397267,5.667190506,6.61492678233,8.502516632,9.6199665285,6.901473714,5.9306844235,6.31073354367,8.93507003425,8.142746712,6.9343807455,7.59341512667,6.175929354,5.990110966,5.760494586,6.650023174,12.34948589,8.919117419,5.377594211,8.964168373,7.85083312833,6.11239324,5.509019221,7.39498494575,6.322383937,10.26278816,6.343234747,5.5175764432,5.011016147,5.218827768,6.076287179,5.0576408875,4.927435762,8.779535633,Control
GSM427159,5.34170920867,10.59585913,8.752306314,6.026363672,9.826771359,9.000521984,5.458640419,8.62122874,6.0664182,5.773199583,6.71542326567,5.486514076,6.69507245733,8.413195399,8.983614374,6.52289608033,5.554592055,5.081308998,6.781465032,8.7298886635,10.329084779,6.063509009,6.2647755765,6.72090299967,7.4485840305,8.739072693,7.03867441275,7.512694652,7.216336329,6.242205114,5.663779561,7.34201306,12.1490422,9.673075436,5.26498441367,10.84003064,7.28786537367,5.402083668,5.553723658,7.86860850825,7.151552216,10.22872886,6.3245857785,5.3440976808,4.708480413,5.55367633667,5.219566658,4.9300210795,5.513973286,8.376633529,BRCA
GSM427160,5.71980833967,10.40696526,9.005190219,5.853877943,10.17560604,9.997137528,5.602051386,8.786286885,6.045110507,6.48279892933,6.40646527267,5.49885842,6.72158522333,8.728618772,9.65538364,6.15853337533,5.23872518267,6.04843851,6.53028510667,8.562290119,8.3457996695,4.933585915,5.9169092905,6.404486807,6.11098909,8.327284429,6.874699479,7.92807350167,6.425682211,6.19508925433,5.395243853,7.572289658,11.75795051,9.270663911,5.18322388267,9.423804585,7.39172791033,5.263044971,5.697630124,7.475321808,6.690001901,10.0442852,6.884468334,5.7601000592,5.249645622,5.66284169167,5.69419158,5.5419912145,5.198505203,7.7336984535,BRCA
GSM427162,5.99188261367,11.20184229,9.290572499,5.391983545,10.78233917,9.721262049,5.520159713,9.003350039,6.614640376,6.597178752,6.30793926633,5.525982578,6.71895967033,8.620477476,6.998932024,5.52976592467,5.69935539333,5.754627826,6.33136576933,8.304334616,7.592930736,7.364312244,5.9013934145,6.77332594167,7.46197597825,8.444229248,7.00693217225,7.55293602133,6.678674516,6.07148540017,5.312711681,7.43351943475,11.71789713,9.650791985,5.65481300367,8.255407641,7.48108465633,5.499695432,6.1718882105,7.0738827715,8.078352484,9.750766068,6.1999161555,5.2829325526,4.978894894,5.34657371167,6.327333135,5.8539556735,5.254944744,7.843560335,Control
GSM427163,5.46171943967,10.20626383,8.8371715,5.993227837,10.23129353,9.81640816,5.692203921,9.073834372,6.05474607,5.833919254,6.81471293467,5.679282396,6.84745465533,8.274519241,9.455117133,6.08433296333,5.55360892633,5.84386532,6.34890178367,8.875513709,8.1878514075,5.710125382,6.3050950175,6.533226084,7.63750692775,9.435868748,6.921019597,7.11103064933,6.84856387,6.16760777217,5.94146509,7.782220892,11.58147143,8.493376264,5.58991293167,9.802791438,8.061703269,5.361953639,5.911812664,7.13551398875,6.506054132,10.31880295,6.927952887,5.2707177842,5.291135005,5.61925236933,6.354827336,4.802450824,5.636197729,8.796759873,BRCA
GSM427164,5.38148296467,10.58594865,8.590101509,5.749206573,10.32512022,9.336507187,5.7922054965,8.61334851,5.453691444,6.09974531233,6.67844293367,5.6923989795,7.09579860233,8.065956118,9.414051539,8.36641248067,5.566893253,5.518071829,6.45232417833,8.929492288,10.6140626275,6.690979665,6.2632584125,6.443668225,7.81438962725,8.48631327,7.5333153725,7.54868950467,6.543500233,6.19910476,5.460260315,7.1953412475,11.56493436,9.392012066,5.39774199933,9.161296382,7.75486000467,5.006983802,5.5409222445,7.82414845175,6.678498469,10.50605987,6.2610566815,5.8060316688,5.294814856,5.45969616933,5.738505243,5.377344954,5.778347403,8.7064873695,BRCA
GSM427165,5.69542678067,10.42864835,9.032948765,6.121435737,10.09517319,9.281762644,5.4367776525,7.912427008,5.968327676,6.828603254,6.26410483467,5.6701749855,6.928798903,8.818918547,6.091864428,5.61863853467,5.38518767133,5.657505139,6.66193385767,7.6803078895,8.083933434,8.467616885,5.8009201885,6.708879826,6.58294122425,9.853185215,7.24507937975,7.849423323,6.437382249,6.2488007225,6.464509503,6.70034773725,11.14654022,9.891700603,5.642955913,11.53140597,7.57989548767,6.165867356,6.1238788075,7.04396708975,8.246765682,9.539333865,6.337816405,5.1075990562,5.046808884,5.62649358767,6.276222714,4.6634698365,5.405661632,8.614659592,BRCA
GSM427166,5.16567866533,10.94796217,9.002337641,5.881671501,9.600610375,10.02441981,5.4856427365,8.470924335,6.355928609,5.721552704,6.82586681733,5.9700894485,7.43925211467,8.135954363,9.773922635,7.134000206,5.43629398833,5.937939457,6.64458013767,8.614139745,8.6250650135,7.432565127,5.7914813845,6.47136228233,7.6793740555,7.509302192,7.1426864325,7.991591313,6.439835558,5.901579662,5.600664669,7.19739770375,11.50810934,9.266740358,5.50599653,9.48161839,8.01682178467,5.790388412,5.81010735,7.7313397905,6.211553127,10.06234339,6.4083723705,5.5091229012,5.30196368,5.44859574333,5.487205952,4.978313265,4.942762263,6.973601258,Control
GSM427167,5.279703012,10.59236386,9.550891589,6.17627851,10.15284924,9.758015427,5.41316887,8.796040522,6.178023026,6.36323479967,6.37249369333,5.383581437,6.620072953,8.452417447,9.576399845,7.56621495767,5.33139806033,5.639529738,6.714158992,8.5620567,9.893163755,7.325532861,6.3224235275,6.43624246133,7.19239552375,8.312861547,6.85324334125,7.849473749,6.385953509,5.97209597217,4.685539265,7.759051077,11.16693525,8.93376524,5.50929494433,8.584211958,7.635113023,5.061788345,5.8285706975,7.3723274015,6.792989118,9.93000957,6.73166799,5.5812818764,4.984374307,5.28713077967,5.747394952,4.903862379,5.458210754,8.4033574795,BRCA
GSM427169,5.885541778,10.71269919,9.141098813,5.634020526,10.17096442,12.15020274,5.235984263,8.642828918,5.589921684,6.17251211233,6.44741450233,5.5587556965,6.939337943,8.73811855,8.677526851,5.38469059467,5.69681262833,5.376786337,7.43355643367,8.362644241,8.0682924045,6.478086528,6.2051601515,6.45550527467,7.7853169845,9.174452064,7.14252749825,7.835495677,7.117178468,5.707684376,4.948380372,7.564323498,12.29242381,9.383510512,5.397891044,9.885094283,7.65299142733,4.926961585,6.1664349255,7.2049897,6.593283266,10.06457475,6.0909029845,5.1480289162,5.396956849,5.477680846,5.431298057,4.459031045,4.953278335,8.47479549,BRCA
GSM427170,5.50880051233,11.52028732,9.290762545,6.189879523,10.18895384,9.325171145,5.9066456305,8.913787841,6.068246908,5.57766515867,6.554608642,5.5711748265,6.77113542967,8.957784856,8.340140655,6.823946074,5.63502233633,5.749340677,6.10123016767,7.9584856155,10.2671335045,5.603041174,5.8725703995,6.52656973,7.825079005,7.577959591,6.6900219055,6.62813700667,6.23055429,5.48342213217,5.167429435,7.0827808225,12.34109771,9.434753898,5.252139996,10.44796168,8.32260391367,6.192692891,5.8715915035,7.333238669,6.147057976,10.4054024,6.0281710905,6.0181758298,4.649498512,5.45384432767,5.954668163,5.0026244535,5.876646629,8.2500932095,BRCA
GSM427171,5.40991133867,10.57829275,8.625965515,5.801553978,9.732337522,8.794335545,5.62279918,8.741467934,6.057023059,6.28658934567,7.09578981933,5.420351082,7.20731287333,8.025002659,9.463432989,6.33025045733,5.28089469433,5.700724934,6.81788073467,8.6787125275,9.556729381,6.189830117,6.219897013,6.59196449433,8.28741441325,8.197119763,7.1168957155,8.31100935767,6.831405822,5.5958449285,5.889358697,6.96820136625,11.74803988,9.535096061,5.09286950867,9.439052265,7.43899229367,5.706538322,5.7287105295,7.62725268375,6.561406812,9.813452991,6.335347996,5.7285544442,5.321036278,5.454736431,5.297201735,5.137104156,6.310935931,8.10547699,Control
