@relation data

@attribute 10023 numeric
@attribute 10297 numeric
@attribute 10725 numeric
@attribute 11197 numeric
@attribute 11211 numeric
@attribute 11261 numeric
@attribute 122011 numeric
@attribute 1387 numeric
@attribute 144165 numeric
@attribute 1452 numeric
@attribute 1454 numeric
@attribute 1457 numeric
@attribute 1459 numeric
@attribute 1460 numeric
@attribute 1487 numeric
@attribute 1488 numeric
@attribute 1499 numeric
@attribute 166336 numeric
@attribute 1855 numeric
@attribute 1856 numeric
@attribute 1857 numeric
@attribute 2033 numeric
@attribute 22943 numeric
@attribute 23002 numeric
@attribute 23236 numeric
@attribute 23291 numeric
@attribute 23401 numeric
@attribute 23500 numeric
@attribute 2535 numeric
@attribute 27101 numeric
@attribute 27121 numeric
@attribute 27123 numeric
@attribute 2932 numeric
@attribute 324 numeric
@attribute 3725 numeric
@attribute 387 numeric
@attribute 4040 numeric
@attribute 4041 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4316 numeric
@attribute 4609 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 51176 numeric
@attribute 51384 numeric
@attribute 51701 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 54361 numeric
@attribute 5467 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5525 numeric
@attribute 5526 numeric
@attribute 5527 numeric
@attribute 5528 numeric
@attribute 5529 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5535 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5613 numeric
@attribute 5663 numeric
@attribute 56998 numeric
@attribute 57216 numeric
@attribute 57680 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 59343 numeric
@attribute 595 numeric
@attribute 6093 numeric
@attribute 63928 numeric
@attribute 6422 numeric
@attribute 6423 numeric
@attribute 6424 numeric
@attribute 6425 numeric
@attribute 64321 numeric
@attribute 6477 numeric
@attribute 64840 numeric
@attribute 6500 numeric
@attribute 6885 numeric
@attribute 6907 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7157 numeric
@attribute 7471 numeric
@attribute 7472 numeric
@attribute 7473 numeric
@attribute 7474 numeric
@attribute 7475 numeric
@attribute 7476 numeric
@attribute 7477 numeric
@attribute 7478 numeric
@attribute 7479 numeric
@attribute 7480 numeric
@attribute 7481 numeric
@attribute 7482 numeric
@attribute 7483 numeric
@attribute 7484 numeric
@attribute 7855 numeric
@attribute 79718 numeric
@attribute 7976 numeric
@attribute 80319 numeric
@attribute 80326 numeric
@attribute 8061 numeric
@attribute 81029 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 81839 numeric
@attribute 8312 numeric
@attribute 8313 numeric
@attribute 8321 numeric
@attribute 8322 numeric
@attribute 8323 numeric
@attribute 8324 numeric
@attribute 8325 numeric
@attribute 8326 numeric
@attribute 83439 numeric
@attribute 8454 numeric
@attribute 85407 numeric
@attribute 85409 numeric
@attribute 8607 numeric
@attribute 894 numeric
@attribute 8945 numeric
@attribute 896 numeric
@attribute 89780 numeric
@attribute 90665 numeric
@attribute 9350 numeric
@attribute 9475 numeric
@attribute 9978 numeric
@attribute Class {Control,BRCA}

@data
6.849632824,5.492342928,7.12731409333,6.951608556,6.106961344,8.635084252,5.0125336045,9.174412855,10.52328778,8.30671666533,9.99675948967,7.90764269433,10.66411416,12.38307791,9.43116048233,6.657575505,6.94578590514,11.48554018,6.255785137,9.243210363,9.401989375,9.886672502,5.321305534,9.853563632,6.8772890085,7.85186237925,10.2820694,9.675216591,8.156868221,7.74613009433,6.683665316,5.158177983,10.00381342,4.172021977,14.72492149,12.37603319,6.519797908,9.484655206,6.170533443,10.68629503,11.0532575,13.159050695,11.83974258,6.1646303325,5.358259724,7.5492931052,6.328365825,7.5908954075,6.0174776375,5.773740066,7.476788978,5.876585242,6.9141724395,6.536989745,6.31073354367,11.688477345,8.82094285433,12.47196608,8.486261975,11.69692854,7.995415442,8.33571800025,7.96756283667,11.41291396,7.181967161,11.8054921,9.584314798,11.95847307,5.326799101,6.36946717,5.4829326402,5.48205062,8.688181342,6.21136540967,5.313256056,5.939777752,7.621649748,6.7523535558,8.2742311235,5.97550771,8.0718441525,8.645767508,11.31701417,8.85850435833,9.146785748,8.243782269,8.982198901,13.0689563,8.331209336,5.580455499,13.45145845,12.17972416,8.854963944,4.590429601,11.16381336,8.9173161605,6.3398776845,8.3326087685,9.487800372,10.69578097,5.303029586,9.499816557,8.333402628,5.105815554,6.801873633,7.070982613,6.978971021,6.035630095,5.461406798,5.96163024,5.1257211795,4.195262102,5.568040657,8.050720878,6.293385,6.21830228,5.361953639,7.552824933,8.43825243,8.286605263,6.709397913,6.221109164,6.363789264,6.958304858,4.967873236,6.3931703428,6.71763387475,8.533227316,6.092128797,7.9896357,10.43185304,8.4127934705,12.92825655,6.628121512,9.781251189,8.129954133,7.522230622,9.014572276,8.851515697,5.519645097,8.390815041,7.69872235233,12.078666735,6.7640108625,12.88385376,5.019047182,5.3422902725,4.6205041715,12.232557025,10.96486087,Control
6.8888149005,5.349976695,7.57036449267,6.62362959,6.301135476,8.66542575,5.2303041935,9.719195242,12.02547364,7.80192216633,10.121046267,7.803043395,11.05254447,12.58150432,8.93751653133,6.753528033,6.96887473943,10.71573921,6.33859375367,9.534955073,9.575728848,10.41990782,5.640442436,10.2088580675,6.8906417385,7.7012832345,10.03126048,9.08890821,9.139008401,7.33548118067,6.32499563,5.8755820745,10.79867858,5.814301269,14.11502538,12.57624761,7.248452115,9.755524325,6.372627633,10.45921159,10.8409276,11.838445365,10.569760214,6.4733698555,5.287134046,7.2620358308,6.757360421,7.9480842695,6.386601371,6.809868189,7.453231788,6.036839159,7.100683958,6.708673956,6.72090299967,11.725137905,8.45745837133,12.56790862,7.037171767,11.44536424,8.444746903,7.92681286825,7.44463675467,12.0344036,7.328338472,11.54241539,9.028818534,11.93616504,4.255773643,6.0929297895,5.5428379012,5.804719114,9.433471275,6.479820979,5.115003321,5.0886580415,7.563421716,6.347242776,8.137035193,5.96330215025,8.377771377,9.178628207,12.07288802,9.23532012167,9.807552605,8.678284212,9.251183243,12.87039849,8.399610251,6.026363672,13.80946823,11.41351702,7.758764072,6.40190827,7.929289667,9.233151983,6.3698688145,8.2971822775,9.4310771815,10.69419705,5.5473183655,10.1669919,8.508984299,5.044843524,6.015254046,7.58331058,8.003125914,6.017928169,5.488009811,6.5420415765,5.3490236965,4.107208013,5.853378958,6.954781196,6.3775425145,5.703911357,4.998208198,6.443942775,8.120239335,10.23351816,6.698639127,5.899424146,6.25432535,6.24364539,5.03365563,6.9553527598,6.8818081325,8.715636586,5.862210374,8.095297936,10.36063893,7.970974812,11.95883643,6.469157955,9.9445751115,8.674016666,7.524935635,9.552203712,9.109152314,5.880692411,9.546378973,7.53613586367,11.611352095,6.8141713125,12.94317143,5.629656239,5.562778432,4.780408549,12.3160764435,10.89468537,BRCA
7.5598618325,5.773740066,7.19399695267,7.095188977,6.174432011,8.278880489,5.5514138815,9.441990946,10.80365511,8.00283101967,9.99088858467,7.94848537033,11.16113206,12.83066776,9.45865010667,6.463436092,7.126093946,10.71783515,6.47447631133,9.673698244,9.888302279,9.740911174,5.463397746,9.0650479325,6.771545835,7.78868036775,11.57831621,7.610602489,8.941760064,7.594290375,6.504783739,4.919940455,10.42204403,5.788040457,14.41297137,12.07257321,6.592573364,9.692891943,6.60179747,10.2807653,11.02832761,13.44508688,11.54593261,6.05907682475,5.0508794315,7.332988387,6.196140414,8.5167067915,6.2636479175,6.513574141,7.462177348,5.98687237,6.8982166245,6.94477391,6.404486807,11.639330205,8.297715334,12.66850837,6.469405549,11.21453179,8.135646608,8.2285625075,7.775337819,11.65847718,7.238491368,11.24175993,8.789730168,11.74088764,4.77953729,5.9034588485,5.4641368762,5.527329405,8.48506563,5.889051372,5.434470814,5.6701097255,7.8060539105,5.84197348,9.1235010805,5.86020366425,8.4007967185,10.25166618,11.69692854,9.280236709,10.53833958,9.330839099,9.3331255345,13.5121695,7.854652002,5.379561399,14.43740197,8.570103432,6.0507122975,4.858243708,7.49383769,8.94483761725,6.933271522,8.6127798505,8.9013859115,11.02017803,5.2594447425,9.596027176,9.660905593,5.430127385,6.16058305,7.909009687,8.217486565,5.375570566,5.228252321,6.2859438955,5.597986393,4.596993252,5.14017664,5.371568663,5.94640926,5.403788568,5.832137623,5.784511344,8.377461217,9.746254447,7.37499842,6.289378595,6.153101673,7.481342095,5.935819934,8.109608713,6.405921396,8.2596790005,5.619861398,8.60625187,9.981439248,8.9020220415,10.66919979,6.461893267,10.3791014185,9.326666054,7.582708643,9.290572499,8.792189283,5.144669712,9.187711542,8.08989895367,11.239416115,6.8509701385,12.91933548,5.098043929,5.6070563225,5.587092048,11.8573344895,11.00293473,BRCA
6.8457739065,6.327333135,7.11520144833,6.96336177,6.848156962,8.829493729,5.538959144,9.0089772035,11.16338255,7.198746738,10.1361144867,7.444988463,11.18856429,12.80254267,8.30267454133,6.8221583115,6.25068708814,10.67427198,5.97755783033,9.844427681,8.627005886,9.510601559,4.914340928,9.29625082,7.226006717,7.4104157105,10.85270138,8.120096744,8.857282118,7.08124132867,4.795989381,5.5204981335,11.11828268,5.072117861,14.08054111,12.17972416,7.59548338,9.868056209,6.7426452755,10.1682337,10.65863127,12.596192925,10.2570662725,5.969107067,4.8161306655,7.1860203686,5.745177655,8.468887702,6.557150138,5.963942952,7.601141445,6.1476177,7.2768077175,9.607256848,6.77332594167,11.80875598,7.178084026,12.57347448,7.27396389367,11.64198185,8.611099628,7.8305327145,7.15936184067,11.90133466,6.422323287,11.56978693,8.74769044,11.09993968,4.978894894,6.323322532,5.1156792046,5.655216748,9.211511834,6.312672729,5.36790503,5.7758281875,6.9189611885,6.4393043462,9.2078924525,5.477997281,8.873325755,9.633522541,12.49713337,9.422761191,10.65628209,9.868360018,8.643761511,13.61588998,7.179165475,5.229406468,14.0020375,8.816344605,5.5043164425,4.082211547,6.528106825,9.07097934775,6.3153997,8.522296209,8.417672848,11.36679226,5.361841212,10.09834176,8.338826757,4.65909244,6.340211188,8.31872483,6.034364988,6.848156962,4.97385375,6.3290375325,5.2926478335,5.357737827,5.931571523,6.583162235,6.525127691,5.884360575,5.259471408,5.994246645,7.219025999,9.135068667,7.033260895,6.480229268,5.989826604,7.099714536,5.198898037,8.725184586,6.1456479,7.7082282335,5.693773551,8.148918672,10.32215382,8.301028863,11.24400418,5.651059765,10.4243668365,9.130687109,8.287101846,9.512108899,9.609927196,5.64177089,9.392157003,7.717739228,10.3890085145,6.6247603795,13.45687162,4.932877618,5.428170869,5.065509688,11.581178851,11.11718547,Control
6.8806446175,5.84386532,7.250688443,5.130324729,5.971837379,9.132211242,4.6785973305,9.6688997565,11.42649031,8.15957440267,10.062116718,8.520100527,11.26326937,12.57220763,9.64571013467,6.807293415,7.18244667671,10.5046306,6.38015555967,9.333972157,8.875635041,10.27748534,5.5586291425,10.4410711295,6.848015995,7.7034571775,10.76412956,8.375757477,8.899010276,7.71544963567,6.460910954,5.3195252005,10.40311354,5.687908393,13.43392773,12.74633592,7.096691768,9.4891462215,6.7719424625,9.769929197,11.06244102,11.883741775,11.50644256,6.17905477475,5.183721743,7.5168645844,6.162799782,6.8894093365,6.141871814,6.850377908,6.773076963,5.887775801,6.6548276045,6.628559001,6.533226084,11.458095575,8.52183209933,12.75620088,7.069555338,11.22892405,8.666713215,8.2753948795,7.58979746267,12.11775357,7.7125980515,11.00452968,9.157246578,11.83833739,4.801431976,6.52394041,5.466218321,6.407145055,8.977409535,7.50900425433,5.333791561,5.704258658,8.1880407455,6.3743216144,8.5157239865,5.78268625175,8.7603026245,9.547965054,11.98210419,9.29741101033,10.3594479,8.752532121,8.9409084355,13.04549694,7.894031227,5.458948931,13.82374193,10.63834113,7.215465879,4.288422074,6.960584469,8.87112144175,6.568243823,8.478964386,9.2133861525,10.99511368,5.7593689035,10.14243933,9.701150974,5.580832327,6.29655434,7.647208586,7.516174992,5.939585825,5.108327117,6.528179593,5.31991114,5.218210843,5.305251227,6.019930513,6.3892088105,5.65593226,4.665926218,6.805650779,8.205794624,9.68543261,8.142746712,6.502915818,5.94146509,6.7795235205,5.062220221,6.9100805066,7.045711086,8.3252183155,5.626155278,8.3176887345,9.681155435,8.160096299,11.24903656,7.072805548,10.218524836,9.079885486,7.458244852,9.488543691,9.330659861,5.631258011,7.989523826,7.82510007933,11.263402045,6.936615278,12.53699151,5.305251227,5.3793718535,5.0506904795,12.51727103,11.46239505,BRCA
6.0297863615,5.37052286,7.35928076267,7.078900987,6.004058206,8.695716467,5.362738248,9.509274839,10.71932916,9.10636748233,9.944659956,8.51193804167,10.60490092,11.95277228,9.74299673667,7.20182749,7.271366378,10.58424406,7.01539003567,9.168196442,9.799419701,9.934575887,5.749363652,10.5618609305,6.727722821,7.82878580175,9.580259098,8.629394076,8.597597398,8.07691476667,7.200558116,6.5234669125,9.953578497,5.770572224,13.80946823,13.08540943,6.818266204,9.2708210095,6.996606232,10.22471354,11.60575973,12.250216195,12.17961768,7.79825655525,6.0739409315,7.5289073748,6.71596585,8.097828749,5.981941758,6.761887351,7.658927519,5.94872421,6.9752829565,6.314610999,6.443668225,12.40345346,9.370871616,12.86342169,7.561705909,11.45847853,8.409264827,8.55050301725,7.917623909,11.87062298,7.745704965,11.73619062,9.836169177,12.08138533,5.048989481,5.9174340255,5.6759717936,5.625863148,8.467749328,6.98490046733,4.940884687,6.517858181,8.3174977465,6.511764621,8.0343196725,6.565515535,8.284182287,9.057342719,11.24400418,9.14697742367,10.47450477,7.941137313,10.0126002245,13.37610779,9.001704532,5.749206573,14.42653276,12.02131498,8.7942182765,6.709432378,10.16456479,9.0628002675,6.3866698805,8.648627771,9.9163703245,10.06266044,5.46848766233,8.429543916,8.868576523,5.331285345,6.649547651,7.076257446,7.323192435,6.202961886,5.316879984,6.7096565605,5.522063219,4.985513237,4.851513263,7.179961635,6.322112195,6.147821182,4.963718308,6.2694125,8.575114814,9.687454914,6.303283594,6.149651232,8.31464116,6.7122212035,5.093825554,6.3166102882,7.03324440275,8.4054699995,6.183789814,8.878606654,9.288341906,8.8413044935,11.81385744,7.764773957,10.2149243505,8.003378941,8.27508986,8.234483507,9.684319572,5.643936437,9.076816348,7.70145242267,12.09514334,6.691972956,12.17175704,5.925887445,5.3418853695,5.418053549,12.441328291,10.11198692,BRCA
6.324609183,6.579810423,7.43595589267,5.98687237,5.328236218,7.344808806,5.190889659,9.006275549,12.82346582,8.10197230767,10.2499751947,7.90176327133,10.46083242,12.14433968,8.062627844,7.234848386,6.587592285,10.61684772,5.675294266,9.649157865,8.541049291,10.17277787,5.092881043,9.8906297995,7.4861886795,7.5817404885,10.15470456,8.780097726,10.67558245,6.56168054533,6.504863171,5.2676175015,12.02630394,5.801553978,13.91249272,12.27941189,7.960568361,9.9611889225,6.786368352,10.43082915,10.12003731,10.98861488,10.2032142635,5.88961529475,5.0860843655,7.3270793584,6.18408747,8.8341510175,6.181744451,6.28540742,6.111350232,5.48205062,6.945356743,10.10422562,6.708879826,12.072677105,7.46461112133,12.04072818,6.68902141267,10.47035412,8.39528898,7.92079597525,7.05650117433,12.33120955,6.5896621115,11.41213066,7.747456426,11.2413041,5.077041333,6.330484187,5.5322651396,6.430289978,9.024558716,6.81582852467,5.832707292,5.6011167705,6.747341416,5.495877927,8.079817226,5.6355146775,7.926073073,9.283471048,13.21182067,9.62804284167,10.71717755,9.25803663,8.142046672,13.46367638,8.073955593,5.183299167,13.08801473,12.17369752,8.159461788,5.229406468,6.504863171,9.71197758525,6.4299332575,8.47178547,8.575344218,11.49398064,5.8858777265,11.59635064,8.315445233,5.246418775,8.60580462,8.658881899,5.887288406,6.268944869,5.560264997,6.005130752,5.255997126,5.388199225,5.614644516,6.156291057,7.6792712795,5.507803557,5.297201735,5.910919251,6.629287853,9.356848698,7.110851603,6.460337629,5.931571523,7.350022204,5.754494213,9.356122659,6.55286557675,7.7168387545,5.169134558,8.0529570665,10.53694681,7.9387998355,9.729417293,6.085982922,10.7153715,9.196074082,7.542028015,9.001071145,8.84970309,5.068037933,10.59878323,7.41693158233,10.946341345,6.403455599,13.85125179,5.544509535,5.2115492125,5.2117884475,12.1160117875,11.10530635,BRCA
6.5747051765,5.281894103,6.67244497167,9.385852225,6.001358226,8.7216983,5.490841048,8.7304792815,10.92385505,8.555092425,9.48759794033,8.330459995,10.87420354,12.64414927,9.47203178033,6.9090590495,7.12159637657,10.727993,6.27415792233,9.307952776,9.42208113,9.744439113,5.47632466,9.6691626555,6.719520862,7.91805861725,10.51457134,8.922317635,8.944537203,7.77518379433,5.655646098,5.6957638375,9.584981814,6.180461809,13.96294256,11.89259415,6.767493005,9.1065130805,6.47982421,10.42491714,10.90767581,12.46740193,11.820520445,5.9603886785,5.2291868665,7.3160751194,6.913221911,8.155621054,5.639734946,6.051486983,6.898937271,6.202570157,6.5861642735,8.009312352,6.47136228233,11.932399345,9.17209626933,12.30526243,7.08180120033,11.3273142,8.228615647,8.341731368,7.630858662,10.96223109,7.480559564,11.39154181,9.508320259,11.67233485,4.963487128,5.9718598575,5.3094441946,5.233822166,8.419813926,6.87117032933,5.495064524,5.401013329,7.762308173,6.3190254744,8.116304847,6.26570107825,7.529290049,9.181476004,10.5362572,8.82865486733,10.03012262,8.339650867,8.853922601,12.73729283,7.856831861,5.064162066,13.86848405,12.80568549,10.0249706205,5.293895772,10.49226909,9.0030756685,6.687162709,8.7601337405,8.9471097785,10.51902709,5.48916194417,9.218358063,8.92056956,4.835559392,7.44476877,7.059834177,7.743893804,5.682019293,6.007201809,5.6952999385,5.5709618885,5.154424477,6.028906829,7.075909955,6.0879494895,5.920180882,4.636656248,5.78751817,7.733322349,8.882827291,6.077355838,5.917199751,6.040898593,6.8666681815,5.619127766,7.580338669,6.064234489,8.729778512,6.077355838,7.9479377265,10.6073352,9.4795098715,11.56819616,6.861958852,10.168160634,8.942852506,7.021149678,8.191603516,8.496295686,5.741879005,8.966845087,7.96243818933,11.88460825,6.8512917035,12.71834242,5.431465218,5.6505285205,5.591280868,11.963258885,11.15845524,Control
6.9079595925,5.034426206,6.96379490667,6.580149725,6.167925508,8.761435816,5.285888403,9.1075112315,10.4487877,8.41138566833,10.1070979907,8.343961905,10.86754538,12.53119874,9.602135287,7.3196246015,7.27824373014,10.38787223,6.39219749433,9.0839188,9.166176345,9.125801619,5.2724740805,10.1939666825,6.995146243,7.159765952,11.18404796,8.370623252,8.612961657,7.68267987733,6.767062574,5.697232769,9.460251675,5.838328613,14.44356588,12.60350703,6.624105008,9.4236063145,6.895004248,10.30035288,11.18856429,13.58662209,12.140966635,6.02825469225,5.2554434645,7.4954770344,5.801553978,7.9414165605,6.289543783,6.94204856,7.321975714,5.352274105,7.024481502,8.103682692,6.43624246133,11.55756824,8.63116965933,12.62816419,6.71771492967,10.85521521,7.522112898,8.193126299,7.539110223,11.38382052,7.5245411315,10.77439198,9.212004536,11.67233485,5.391468086,6.3825279205,5.291675395,5.844493149,8.419971893,6.13414385767,5.606746643,5.8779809975,8.3694050275,6.1710283688,9.095386554,5.95599859375,8.4148691795,9.428957399,11.68315485,9.29235500067,10.26043183,8.940035402,8.868180195,13.81715158,7.307431087,5.668822064,14.27361389,10.24961752,7.297198558,4.248952339,7.873968686,8.66360591525,6.459496863,8.403286026,9.204869818,10.55385032,5.40220329333,9.080831598,9.680166591,5.524354632,6.476183696,7.258003273,7.196481948,6.479825221,4.778749175,5.4468612975,5.548760095,5.250403832,5.508596024,5.998653184,6.2086577505,5.735529792,5.338434442,6.388711011,9.030419626,8.876978171,7.22723356,6.150616157,5.6227922,7.1606421125,5.662925563,7.4789113804,6.4879534175,8.057131251,6.081356272,8.183861137,10.1138532,9.2720875485,10.63456176,7.375346026,10.3979483055,8.239957816,8.065471505,9.202332696,9.363686411,5.028581582,9.140606848,8.14481967667,11.41159953,6.6180162235,12.66988608,5.706952669,5.24991559,5.2117411915,12.3255748965,11.16113206,BRCA
6.8668802995,5.582714993,7.48523644667,7.035764447,6.002821343,8.594083007,5.163048975,9.532397347,10.44822244,8.086490535,10.0974339573,7.705001504,10.79666855,12.41833894,9.103925795,6.7018312715,6.66799436186,10.94417051,5.868546834,9.392157003,8.823646775,9.827664684,5.685170903,10.1246744055,6.432879816,7.71503952475,10.13811214,8.281119949,8.780097726,7.69052771967,5.841099622,5.1700491625,11.10846093,4.883390185,13.15952927,12.28213433,6.685803961,9.6128480035,6.7272770485,10.53162541,10.84298691,11.34836753,9.975804059,6.0078154565,4.4572839285,7.6296535984,6.110306469,7.841531879,6.151935758,7.370646272,7.469827229,5.586623085,7.1430110225,6.325445444,6.45550527467,11.593713005,8.44322777467,12.69546762,8.46005630567,11.62550351,8.322132227,7.716319118,7.42782175433,11.84795592,7.3344224225,11.36752411,9.015945424,11.71789713,4.441438586,6.3457281585,5.3589494338,5.913135501,8.01888328,6.39658479233,5.139972076,5.5839936855,7.524249938,6.6645194764,8.399665163,5.81416326725,8.2594653565,9.658345892,12.29172622,9.23513699733,9.886672502,8.620294181,8.9650452595,13.40233131,7.897680799,5.431298057,13.56248158,9.646010114,7.643659871,5.211996552,6.956640784,8.78443234275,6.673685678,8.7247164775,8.9430429875,11.54370625,5.292395849,9.445998278,7.766597025,5.488652576,5.622938584,8.23715154,8.057817296,6.347936335,5.2209212,5.9866957335,5.3123810235,4.240367614,5.703911357,6.805747499,6.512368537,5.714253246,5.118745153,6.835675032,8.186177549,9.416323125,7.807807505,5.651490354,5.961861317,6.801250569,4.482788153,7.9155472442,6.59589787525,8.3082798515,5.472009433,8.1695430465,9.615184128,8.0537247955,12.22921997,6.663490948,9.8941227365,9.20272449,6.456564386,8.92018991,9.078305028,5.177231401,8.350852048,7.575934857,11.66871985,6.6715821615,12.79544315,5.495064524,5.4998273845,4.327000131,12.275687156,11.1379023,BRCA
