@relation data

@attribute 10023 numeric
@attribute 10297 numeric
@attribute 10725 numeric
@attribute 11197 numeric
@attribute 11211 numeric
@attribute 11261 numeric
@attribute 122011 numeric
@attribute 1387 numeric
@attribute 144165 numeric
@attribute 1452 numeric
@attribute 1454 numeric
@attribute 1457 numeric
@attribute 1459 numeric
@attribute 1460 numeric
@attribute 1487 numeric
@attribute 1488 numeric
@attribute 1499 numeric
@attribute 166336 numeric
@attribute 1855 numeric
@attribute 1856 numeric
@attribute 1857 numeric
@attribute 2033 numeric
@attribute 22943 numeric
@attribute 23002 numeric
@attribute 23236 numeric
@attribute 23291 numeric
@attribute 23401 numeric
@attribute 23500 numeric
@attribute 2535 numeric
@attribute 27101 numeric
@attribute 27121 numeric
@attribute 27123 numeric
@attribute 2932 numeric
@attribute 324 numeric
@attribute 3725 numeric
@attribute 387 numeric
@attribute 4040 numeric
@attribute 4041 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4316 numeric
@attribute 4609 numeric
@attribute 4772 numeric
@attribute 4773 numeric
@attribute 4775 numeric
@attribute 4776 numeric
@attribute 51176 numeric
@attribute 51384 numeric
@attribute 51701 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 54361 numeric
@attribute 5467 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5525 numeric
@attribute 5526 numeric
@attribute 5527 numeric
@attribute 5528 numeric
@attribute 5529 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5535 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5599 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5613 numeric
@attribute 5663 numeric
@attribute 56998 numeric
@attribute 57216 numeric
@attribute 57680 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 59343 numeric
@attribute 595 numeric
@attribute 6093 numeric
@attribute 63928 numeric
@attribute 6422 numeric
@attribute 6423 numeric
@attribute 6424 numeric
@attribute 6425 numeric
@attribute 64321 numeric
@attribute 6477 numeric
@attribute 64840 numeric
@attribute 6500 numeric
@attribute 6885 numeric
@attribute 6907 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7157 numeric
@attribute 7471 numeric
@attribute 7472 numeric
@attribute 7473 numeric
@attribute 7474 numeric
@attribute 7475 numeric
@attribute 7476 numeric
@attribute 7477 numeric
@attribute 7478 numeric
@attribute 7479 numeric
@attribute 7480 numeric
@attribute 7481 numeric
@attribute 7482 numeric
@attribute 7483 numeric
@attribute 7484 numeric
@attribute 7855 numeric
@attribute 79718 numeric
@attribute 7976 numeric
@attribute 80319 numeric
@attribute 80326 numeric
@attribute 8061 numeric
@attribute 81029 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 81839 numeric
@attribute 8312 numeric
@attribute 8313 numeric
@attribute 8321 numeric
@attribute 8322 numeric
@attribute 8323 numeric
@attribute 8324 numeric
@attribute 8325 numeric
@attribute 8326 numeric
@attribute 83439 numeric
@attribute 8454 numeric
@attribute 85407 numeric
@attribute 85409 numeric
@attribute 8607 numeric
@attribute 894 numeric
@attribute 8945 numeric
@attribute 896 numeric
@attribute 89780 numeric
@attribute 90665 numeric
@attribute 9350 numeric
@attribute 9475 numeric
@attribute 9978 numeric
@attribute Class {Control,BRCA}

@data
7.4120484705,5.272033689,6.10896946733,6.116037843,6.336020558,9.092031069,5.3941380875,8.6873024975,11.2498099,7.625895131,9.68199218,7.49544647233,10.72425827,12.51068142,9.177038476,6.200043289,6.27534299943,10.980761,6.03305001167,9.532322378,8.626175475,8.279449386,4.9548585205,8.8237252205,6.4844860445,7.33887043175,10.15177801,9.801199537,9.25541878,7.63439200267,6.1022441,5.9678824755,9.583290187,5.8736971,14.17314893,12.64120964,6.854497924,9.4485420005,6.421738015,10.87489706,10.75143132,11.810464005,10.829470512,7.27521674725,5.077444067,7.1477918822,7.073876788,7.304534698,6.2087691455,6.973413606,7.616550911,5.199683385,6.8672911265,6.816347305,6.52656973,11.25085226,8.16934643067,12.7003986,8.21155236,11.4316675,8.875389304,7.83985227125,7.76578908133,10.89385156,7.1793537375,11.41782366,9.789998625,11.54965727,5.880937246,6.5859397695,5.0578073466,6.287994543,8.202296649,6.39932068633,5.996621069,5.9065229025,7.597317289,6.3734932246,8.521216589,5.51524345425,8.4015435235,9.387097072,11.28858078,8.92818876867,10.24211452,8.489006101,8.7376194635,13.46367638,6.841316277,5.357737827,13.08540943,12.18459653,9.675216295,4.223320438,7.541486042,8.14866125225,6.427849316,8.5155267275,8.596587527,10.25881955,5.250613486,7.713010325,8.06060289,4.502465777,7.378774139,6.746249355,6.600809135,6.568682467,5.39078052,5.876340674,5.474794685,4.842238769,6.484948231,7.192591495,6.529762925,6.034309958,5.03343539,6.505419075,7.445637999,7.696934717,6.68096118,6.13976173,6.059404628,6.8632386525,4.893133131,6.6343243228,6.093509969,8.432536035,5.701556853,7.921745226,10.07526224,7.80882705,11.94030819,6.885272729,9.6950491915,8.108081551,8.631178079,9.302171157,9.395936323,5.86512158,8.792953849,8.15260831167,11.625566415,6.3808690505,12.43207997,5.830490646,5.2567734525,5.347376453,12.123539839,11.01901053,BRCA
6.607569924,5.232671547,6.93719176833,8.062911124,6.282259665,8.590438399,5.507071176,9.023964326,10.97854265,8.07302137867,9.742582051,8.17481472767,10.72853303,12.26341894,9.44750814967,6.813925001,7.131665281,10.88188657,6.30310518733,9.175650046,9.582490673,9.378501395,5.529673041,10.2571049255,6.6696596965,7.81356074025,10.25218676,9.461004162,8.453765639,7.82974372633,6.951054812,6.340088298,9.857779317,5.697670451,13.87385551,12.30040269,6.827314517,8.88010715,6.454770335,10.17969799,11.09442761,13.26562921,11.023407075,6.19438472475,5.346357517,7.3725677436,6.433089331,8.1736588475,6.017396045,6.547554419,7.210454923,5.628781795,6.6906065225,7.420867895,6.59196449433,11.817863435,8.800541064,12.31595909,7.38821850733,11.31701417,8.240220252,8.33626392475,7.47167449833,11.32802988,7.4303730355,11.31639767,9.291228915,11.73142947,5.313437469,6.027160675,5.3421536938,5.822227442,8.474558864,6.68769140167,5.507010655,5.767601547,8.0098633265,6.7192971842,8.191637632,6.0186927045,8.426744989,9.040674063,10.88698849,8.97755484267,10.19163332,8.120718857,8.9778490945,12.99332148,8.010333857,5.75402647,13.78998546,12.14356347,8.62725411,4.809043025,8.83966135,8.86069519775,6.2255614705,8.653065744,9.0816140535,10.30479083,5.32864704483,9.421265976,9.069960645,5.123305363,6.340389243,6.746114963,7.454383868,6.064641058,5.029465308,5.823256252,5.3393295195,5.458456855,5.698920794,6.312797321,6.4818257435,5.778675937,5.487045126,6.719187291,8.372278642,9.056218477,6.140273158,5.890331925,5.612213331,6.79371113,5.487045126,7.4279636484,6.32819879025,8.398001158,6.086885249,7.4731272815,10.17919413,8.782406804,12.26909023,6.979742782,10.0016043095,8.466587485,7.626222141,8.292691032,9.151207569,5.582714993,8.853856214,7.87116972967,11.59706918,6.557225406,12.41967063,5.245278163,5.490701902,5.5195944975,12.134661438,11.44340995,Control
6.645107875,5.006310647,7.184025705,7.330919398,6.216945275,9.145690907,5.046962442,8.87704806,10.72139426,8.27069704433,9.73822734833,8.22907692933,10.87439376,12.40857396,9.439095197,6.674475652,7.29151062114,10.88785292,6.204755088,9.177283189,9.635165386,9.675384217,5.7467748545,10.11485023,6.8308282135,7.63144377075,9.758864923,9.386563697,8.214150462,7.58471869367,5.798835466,6.3621655345,9.894916689,5.394901009,14.67256817,12.38074251,6.96538352,9.632942426,6.5529715385,10.27293332,10.65306923,11.526321615,11.5313713,6.7272117865,5.298679987,7.3957099914,5.97717186,7.115647436,6.1293165415,6.410752897,7.225668073,5.637792259,6.47943359,7.395536545,6.20023802133,11.68167441,8.77440562733,12.40526256,8.586240551,11.92672973,8.517188204,8.333818091,7.97689047067,11.22892405,7.50153016,11.73097541,9.562295439,11.8233355,4.802724808,6.4244788405,5.4913025734,5.416511492,8.584390499,6.24070564267,5.499695432,6.1670985755,7.822857961,7.4496009772,8.1047122775,6.37093082475,8.4426593445,8.861467793,11.0443909,8.882604615,9.450943738,8.303485245,9.093935031,13.31043176,8.228615647,5.655216748,13.69061737,11.59733576,9.201857113,4.674283766,10.05503195,8.84889439275,6.432941824,8.538210579,9.1999885685,10.4760984,5.24435827317,9.843207033,8.376018051,5.48205062,6.262194115,6.619013562,8.084544168,5.886800847,4.947562426,5.918965218,5.418171094,4.913979924,5.479789356,7.852281561,6.5398413255,5.521373712,4.47767756,7.56254987,8.532395986,9.609179258,6.879249722,5.908159158,5.786080904,6.287331222,5.032994809,6.2234283246,6.3057024235,8.5689651635,6.104866695,7.895531788,9.887921655,7.9823760225,12.7003986,7.160832288,9.8129005215,8.573941684,7.560621583,8.734558167,9.271043421,5.639963781,8.167745694,7.86766520033,11.855013655,6.93128269,12.53119874,5.372613708,5.343178821,5.065619085,12.160273944,10.8843253,Control
7.496342345,5.250403832,6.333306097,7.340030607,5.88722747,8.421119265,5.221139628,8.924929238,9.733261595,7.81618583167,10.0282831797,8.002619778,10.51857476,12.8554292,9.37656151,6.2704231965,6.59111954886,10.47248806,6.600485567,9.759697278,10.55163644,9.604664936,5.0849879625,8.4140127835,6.0566410755,7.8862143455,9.99050151,8.883827838,7.742243953,8.07862118333,6.251819079,5.427651771,9.243632862,5.915766617,13.48222565,11.64892389,6.671191186,9.218941369,6.1525984655,10.40859541,10.79459886,13.078985395,9.689899517,6.759633327,4.997642808,7.2288002188,6.801647336,8.4425651375,5.843950442,4.530196957,8.314312607,5.427447991,6.1256933725,6.963766347,6.77281269933,11.736023615,8.70510697067,12.89109452,6.82775403067,11.51973221,9.237891778,8.0622209365,7.67746532633,10.67907563,6.8933171905,11.62683849,10.13925432,10.92879244,4.945808121,6.619283011,5.4387987878,5.237842121,7.646632733,6.35314852433,5.292792099,5.967633391,7.8440908905,6.4529665452,9.115932728,5.9011386295,8.502591316,10.11844835,11.14357791,8.867882958,10.66919979,8.504323566,9.421344375,13.18898907,6.165666403,5.810321792,14.06996075,10.00927618,7.147697081,4.720295008,9.157726588,8.62252955,6.6184412235,8.7809175425,8.733092931,10.64514978,5.540993142,9.094889963,8.641980482,5.325000691,6.615155557,6.81214882,7.744835729,6.929468878,5.376091736,5.4491986755,5.2254965945,4.783733416,6.24317934,6.908275894,6.481848172,5.669814283,5.507962085,6.348821638,9.065564991,9.559434991,7.244699493,6.328500469,7.054037506,7.0992925535,5.825792781,7.3891393726,5.77084102,8.8803822835,6.086089107,8.398572355,9.746657544,8.0231768845,11.7369009,5.139972076,9.7692839355,8.262613,6.878728789,8.912530956,9.785984134,6.127793825,10.80616717,8.137677799,11.12952345,6.967238401,13.11936595,5.532169853,5.059640222,5.264627765,10.9667634565,9.547965054,BRCA
7.00556394,5.224784328,8.082588347,8.809937806,5.873451033,8.272374492,5.4934012855,8.787588937,11.40035929,8.36074882267,9.70681769467,8.40329123233,10.33365884,12.26503342,9.66988220033,6.4096315335,6.82356085529,10.42517423,6.03520188333,9.104717417,10.45584633,9.80990119,5.5480757335,8.654121147,6.1713175965,7.764354966,10.44996396,9.929872764,10.24318622,8.02611192067,5.771166725,5.7699047995,10.71182636,6.201639374,13.17144427,11.744773,7.173030276,8.799714684,6.874519166,10.55937736,10.92510768,12.397707585,10.043318064,6.23406257875,5.0933444835,7.5048108894,7.602329794,8.1233901535,6.025797328,5.219566658,7.715929611,5.661643617,7.150427771,7.45762943,6.55719314667,11.7690989,8.474468248,12.63275562,7.51099557433,11.81855633,8.6137905,8.282341137,7.38802305667,11.29285667,7.408146448,12.04715639,9.726252704,11.9029781,4.73499642,6.1288615465,5.8117429202,5.913135501,7.883225397,6.73899581333,5.670168482,5.329465727,7.5531159175,6.5996740378,9.223319527,5.53542732525,8.648530992,9.631495907,11.14107911,8.552349278,10.08289785,8.576806602,9.40519805,14.23655206,6.754958049,5.892033495,14.26763347,12.68048706,9.6053370625,4.939004665,8.812242398,8.57914253825,6.757047628,8.470445127,9.2660120735,10.64647346,5.5553266305,9.093867222,7.522171761,4.750622,8.502256127,7.763014999,8.457258896,6.683560055,5.281523233,5.7634367085,5.064237359,5.069757204,6.137919084,6.719358443,7.134710379,5.234397132,6.248312457,6.260313286,9.373953267,9.670085752,7.126294382,5.920954969,5.805041697,6.747541207,6.622202397,7.102716789,6.31097129675,9.045054579,5.7540933,7.751475952,10.75450781,8.5428355785,11.91473092,5.207903829,10.2987612425,7.947726236,7.680255999,8.710342497,9.682152382,5.31307462,10.59472841,8.35278146867,12.551416785,6.908983272,13.00646289,4.702259784,5.2454624165,5.281116385,11.161025592,8.9294146,BRCA
7.2595933045,4.843621187,7.14021701333,7.939698393,6.070771017,8.506447554,5.417313892,8.856661681,10.75314175,7.814208945,9.98868459367,8.04410134333,10.98552909,13.21182067,9.035936206,6.500884954,6.36337954043,10.6428823,6.205131597,9.673075436,10.31060174,9.987029866,5.7875962065,8.318278089,6.211869299,7.65979869575,10.33984475,8.905538281,9.233320757,7.756733772,7.141496974,5.244674581,9.940739781,5.650485447,14.09890062,11.37964115,6.686679539,9.3042934195,6.627057127,10.55420777,10.7377039,12.66193196,9.7187563365,6.007950882,5.159575836,7.3174860408,7.275615009,8.298430784,5.8842297615,5.784249584,8.095424881,5.276693226,6.6456791705,7.278150027,6.51675757067,11.54137497,8.202123709,12.76004735,6.629468797,11.34154956,8.472671676,7.8482021095,7.40432172967,10.71141341,7.1208014865,11.78825759,9.678499404,11.4461297,5.2515404,6.5537420015,5.3283454926,5.754627826,8.420129842,6.39469361333,5.558582385,5.656097949,7.5935132445,6.4103000694,8.596734373,5.8757640215,8.8499503845,10.22573799,11.39833769,8.787767491,10.46394351,8.583911209,9.172135025,13.61588998,6.390947607,5.593063327,14.29129845,10.72139426,7.000594483,4.158655473,7.65578315,8.67814162575,6.829664591,8.661565791,8.692934023,10.94153205,5.5918056555,9.133181475,8.151525421,5.371568663,6.040679456,7.784227701,7.772976173,6.497337423,5.264922245,6.313245427,5.4406478095,5.03519637,6.382066833,6.672358598,6.301954408,5.76235629,5.799094593,6.093502736,8.986710369,9.458212357,7.237164838,7.064395519,6.342701959,7.2794952975,5.504788206,6.7947153724,6.125065043,8.936266678,6.331369889,8.3398054485,10.56633026,8.131757636,11.4035182,5.445769113,10.1522327235,9.641465253,7.150689453,9.428837044,9.669098149,5.867656354,10.54580458,8.15652655533,11.093729415,7.011914339,13.06098469,6.169479726,5.2958441445,5.1357290265,10.9770287015,9.70200863,BRCA
7.6026453885,5.417862005,6.49497810067,6.090435997,5.595899883,8.27586973,5.3850131395,9.171450661,9.693043071,7.57056973233,10.0540961177,7.69877329,10.79503739,13.04989878,9.01508774233,6.360987341,6.422985035,10.10719782,6.59718884033,9.762698087,10.54494056,9.985543523,5.4079693295,8.3265699745,5.8868527975,7.75610253775,9.974156834,8.471615397,8.549747253,7.799394218,6.813207606,5.2145106815,9.388491534,5.742822246,14.01211384,11.16916418,6.824325931,9.2726088875,6.402383265,10.66841992,10.63715491,12.698029995,9.654362623,6.538599406,4.8457210545,7.37350411,7.049334327,10.0216627,6.0276079115,5.245658467,8.03491053,4.800655715,6.090948927,6.756893607,6.72310725533,11.71439964,8.527860513,13.06629278,6.60952083033,11.63638911,8.739789996,7.925123476,7.63460766867,10.45470056,6.752537335,11.72922572,10.00443156,10.69211442,5.293527975,6.61609541,5.4065428568,5.634165776,7.621284726,6.135427533,5.391811746,6.071716146,7.244024888,6.3663407464,8.4342113255,5.93850058825,8.82991168,10.46989643,10.99685144,8.934366304,10.18465258,8.80453531,9.5225865085,13.2267238,5.819036642,5.561487483,14.1577113,9.694854572,7.025299869,4.557165562,9.188268082,8.6249446815,6.8910778525,8.8643007825,8.4734774435,10.76621026,5.53038510583,8.946965563,8.650083401,5.45517205,6.152087694,7.79623616,7.569572974,6.818521864,5.321938238,6.0800210445,5.639177679,4.462587481,6.220383769,7.154719711,6.362537976,5.922204539,5.825665599,5.984140004,8.966845087,9.68543261,7.615631706,6.635722201,7.168424231,6.9690304965,5.487527549,7.080579106,5.8364187005,9.0825127945,5.887958531,8.4801333975,10.00415062,8.32681881,11.33051934,5.9893725,9.680304742,8.145615208,7.143998237,9.073834372,9.695411499,5.728744494,9.977545082,8.01232981433,11.108364475,7.212498348,12.5708958,6.314973461,5.7833027055,5.243753939,10.812047926,9.439930137,BRCA
7.0890055305,5.075544663,6.87188385067,8.191739213,6.156442756,8.447910911,5.214489735,8.4836949415,10.05176671,7.40731726167,9.91231828033,8.05336789633,10.84652096,13.17478142,9.18050363167,6.1558860595,6.66300284714,10.80365511,6.141437552,9.460835271,10.00630543,9.618225404,4.941615524,8.308183109,6.0972822555,7.70664773925,10.41474895,9.200470222,9.399502844,7.889026123,5.769382488,5.338919168,9.946226836,5.127954352,13.34674991,11.66819594,6.518460881,9.3046324235,6.587465623,10.44034522,10.67427198,12.724387515,10.1255478285,6.491152042,5.0687373255,7.4063725076,6.966797061,8.068034868,6.213713265,5.420727655,7.95691498,5.321757891,6.3105461925,9.578693995,6.54138533733,11.698874855,8.05470427767,13.11037161,7.377204594,11.39179686,8.487589977,8.08926499075,7.48674032467,10.79360354,7.0698721725,11.42322901,9.577046919,10.78663743,4.868157375,6.6313943815,5.5295343186,5.620154746,7.779918143,6.82794277033,5.446761787,6.259376137,7.5582124195,6.4518559062,9.083914411,5.5046755875,8.79480217,10.09430243,10.75503384,9.01840760867,11.04774441,9.040674063,9.248119949,14.16199356,6.462793134,5.705018031,14.67555382,11.15088665,7.2369138215,4.78399527,7.793800193,8.5682732905,6.8375883865,8.5207602765,8.580432115,10.63147746,5.39309260383,9.04801075,8.873068105,5.334685584,7.523956144,7.295863332,7.240984771,6.847624679,5.534350549,5.3777796455,5.435751762,4.129898917,6.054908832,7.086696537,6.627591379,5.895672973,5.880692411,6.793834528,9.135722831,9.31409667,7.454507251,6.60674248,6.363088376,7.4482063235,5.612213331,7.7021154506,5.76965114525,8.845940063,6.209263877,8.154137598,10.32396703,8.796076253,11.90213211,5.500970312,9.986661721,8.54352597,8.177096982,9.115226496,9.77763387,5.159378163,9.82934264,8.373028345,11.940891065,6.794849191,12.37838706,5.636777762,5.4064573025,5.075503735,10.6804132185,10.07000053,BRCA
7.478335808,5.540872931,6.17612883267,8.516705752,6.166419831,8.586728275,5.241412186,8.813489955,9.191306713,7.116586758,9.96881107433,8.29788210633,11.00957517,13.14121392,9.95826945533,6.3120253845,6.42648938771,10.15299179,6.72762246567,9.717843953,10.32819838,9.505712886,5.63106038,8.634433739,6.0356141115,7.63347774075,10.49325532,9.05145444,8.712992169,7.944687504,7.29048229,5.212133385,9.355059844,5.838328613,12.76004735,11.52630619,6.43304759,9.335538666,6.5239716815,10.53098201,10.66574031,12.30673163,9.668764921,6.4121055595,4.958492937,7.2996578948,6.658643958,8.8582775665,6.1696709125,5.517599514,8.341164221,5.532793245,6.1597871345,7.99421358,6.53415913633,11.60967717,8.62611672467,13.12486126,6.93058673833,11.35404287,8.950804556,8.2870787665,8.00883452333,10.21758854,6.9466844905,11.4712435,9.812915765,10.70365297,4.465794865,6.8628717035,5.4814391052,5.341284192,7.098719371,6.69079792733,5.836562468,6.1648761405,8.134159504,6.2563490298,8.888639558,6.1245275735,9.1655281925,10.18382799,10.54016222,9.258466301,10.98249473,9.362086899,9.3236546435,14.14434519,6.132068463,6.303055223,14.65913186,9.789346622,8.379215929,4.764223297,8.034470399,8.5916026615,6.611066093,8.6142271055,8.5357374825,9.510275173,5.8409395135,8.848717702,9.477151683,5.522472662,7.605148206,6.943455835,7.713319706,6.981399243,5.292608072,5.5270008575,5.4141436195,4.878003385,6.716240295,6.247980308,6.5209414985,5.764547362,6.140170887,6.172133063,9.115954722,9.376527597,7.616091382,6.536834375,6.393867165,7.2877662535,5.718300827,7.6402182504,5.6454289565,9.010547562,5.961861317,8.514460111,10.41605359,9.042138984,11.28700256,5.43213367,9.995823897,7.537570051,7.293727115,8.560448556,9.547357825,5.438302209,10.6333906,8.32999554,11.844809665,7.0478061705,12.85954552,5.520745364,5.6789152825,5.21839228,10.7327467605,9.702554146,BRCA
5.793535497,5.408721412,7.41247668367,5.587673458,5.771893004,8.263599169,5.675815166,8.456160299,12.0416524,7.24082247333,9.65971951733,8.10439908967,10.89955162,13.37355718,8.59544088967,7.163336457,6.69586688229,6.627136678,5.932295714,10.33896506,7.376236382,10.42139193,5.078965245,7.3833046985,5.0579964415,8.0985882585,9.875749783,10.28695653,8.687437909,8.54523315133,7.223135616,5.603295687,10.72853303,5.461734198,12.03663478,9.38829779,7.276057213,9.8084109765,6.867288967,10.55871514,10.11653277,10.70570206,8.9745205145,5.81851615,5.2986916435,7.1446693556,8.426328841,8.770284653,6.5917279505,5.039808741,8.136146677,5.255700175,7.305777696,9.382548986,7.061802655,9.2723260095,9.02082982733,13.32349748,6.741190456,12.2754728,9.451314737,8.181729733,7.588837224,9.289062759,7.9529606385,12.28769659,10.43684194,9.868745837,4.632300425,6.2169798845,5.1210123436,6.445516183,7.791197286,6.127634878,5.91922759,5.593235253,7.835265585,6.6932167248,8.5131320015,5.94066521875,8.89449893,9.92433417,10.81201905,8.91017192567,10.06457475,9.248788083,7.8530605675,13.03513077,5.833276737,5.567280188,13.43573605,11.19346855,8.812973886,5.388199225,7.706221655,7.95459820225,6.921420153,8.737638612,7.348718546,11.63008747,5.59168486833,8.753869513,7.632470217,5.696558124,6.600325977,9.320829383,7.608238417,6.618095924,5.178725843,6.950277433,5.465695403,4.299415583,5.244707519,7.542337622,6.273903983,6.232090496,5.636777762,6.207019812,8.49613587,9.657792328,7.844362309,6.319586888,7.455781587,7.1120861125,4.953976689,6.6682021408,6.17753520375,9.6265515845,6.190817922,8.2867215315,11.03926027,8.96173673,12.46861139,5.19062597,9.4762495195,9.962509666,7.586916939,9.95810357,10.54330281,5.484469475,7.951840009,8.31388023033,11.310421865,7.585967543,12.22502371,5.980260273,6.083130157,5.051998189,10.274589591,7.250253703,BRCA
