@relation data

@attribute 10449 numeric
@attribute 10455 numeric
@attribute 124 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 126129 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 1374 numeric
@attribute 1375 numeric
@attribute 1376 numeric
@attribute 1579 numeric
@attribute 1632 numeric
@attribute 1892 numeric
@attribute 1962 numeric
@attribute 217 numeric
@attribute 2180 numeric
@attribute 2181 numeric
@attribute 2182 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 23205 numeric
@attribute 23305 numeric
@attribute 2639 numeric
@attribute 284541 numeric
@attribute 30 numeric
@attribute 3030 numeric
@attribute 3032 numeric
@attribute 3033 numeric
@attribute 33 numeric
@attribute 34 numeric
@attribute 35 numeric
@attribute 36 numeric
@attribute 37 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 501 numeric
@attribute 51 numeric
@attribute 51703 numeric
@attribute 81616 numeric
@attribute 8310 numeric
@attribute Class {Control,BRCA}

@data
9.952104605,8.12277239467,13.65917147,10.96541655,9.6928862,7.419983608,6.262508033,7.868808861,5.609704182,5.169936271,7.20279797667,7.1805287985,10.1314458,6.328365825,10.6225486,11.94269603,8.035405516,13.0288437,10.57487757,9.36743804333,7.61801199833,6.4032298225,13.90556143,10.485252783,6.866355134,5.17575651075,8.311527198,4.828740173,10.72999053,10.55163644,9.643396765,12.97619003,8.191122308,10.81663915,9.678499404,7.40378138,11.254378095,12.56790862,7.4409698455,11.42353215,7.088856485,7.1683391694,6.104761882,9.62089845,Control
9.15231091,7.89659654667,12.45678569,10.78521972,9.225400943,7.863289793,6.19947933,7.350146089,5.946445035,5.301232095,6.39318112867,7.105110568,9.72319211,6.033319063,10.37529501,11.58443655,6.802099894,11.95442182,9.407990591,8.68339575033,7.25839761733,6.056583232,13.59555882,10.019264947,6.369427767,4.96313867175,8.1469649845,5.3503236695,10.59929946,10.43684194,8.477557049,12.31303756,6.343279559,10.372158303,8.662331136,7.621998953,10.7839283503,11.5155078,7.4912144285,11.38356241,6.27776847133,6.9398158152,5.478414715,9.006046297,BRCA
9.437398961,8.02252381033,10.37227772,8.439977457,6.558195394,7.106330324,5.1797990125,7.012460079,5.970630084,5.057354142,6.58037761333,7.557228887,10.12324558,5.539167536,10.82820416,11.54512148,6.935698777,10.45871961,7.449646227,9.63438035067,7.49453125067,6.112002883,13.83149977,9.46395718933,6.086195285,5.12512734925,8.1827646205,5.179648122,10.75166563,10.87780964,9.318577337,12.7003986,5.312711681,10.3250275745,8.747254058,7.152236984,11.2781873587,11.2456925,7.952710478,12.194507085,6.260049093,6.870678267,6.223234887,9.783317959,BRCA
9.476443016,7.78390480333,11.67143283,9.933831202,7.149216488,6.777620669,5.3573935195,6.513100351,6.528106825,5.801553978,6.64253286167,7.161266844,10.22337462,5.549369797,10.97255645,12.14532727,4.910026549,11.12925744,9.110431842,9.088033357,7.32197072767,6.548599416,14.26291555,9.60250727633,6.171732872,5.11257201125,8.4153593755,4.4477078555,10.7601172,11.03657221,8.469785393,12.45547628,6.047784427,10.314676885,8.768549192,7.250987916,11.0233358573,10.95576997,7.155509218,12.319046675,6.11308810333,6.7188169246,6.763813641,9.887921655,Control
10.05680742,8.08999967233,13.18229429,10.54993411,8.718559525,6.965037136,6.084648569,6.877379619,5.854002662,5.038053386,6.85839452333,7.429388344,10.30479083,5.780579955,10.69998038,11.81929108,6.860966288,11.84647188,10.36808656,9.38050594133,7.83124089233,6.81576014,13.57945564,9.31012465333,5.981630781,5.1981347685,8.2556724535,5.08966918,10.35399067,10.24516082,9.531343017,12.83289551,5.776374632,10.5236607105,8.367874598,6.240319696,11.2071014877,11.70867451,7.6718899015,11.80913255,6.33714486733,6.9235852174,5.56971228,9.848568613,BRCA
9.671576946,8.19776118867,13.03513077,10.03551433,8.716211674,6.853999154,5.779174922,7.695265054,5.69000583,5.10518698,6.87480089333,7.65673704,9.6014742,6.153405728,9.426286314,11.50616141,7.684715533,12.28941816,10.22738163,9.72362093767,7.79900244733,7.224949571,13.83559602,10.2091594633,6.018929689,5.49671547825,8.4463055805,4.8692463625,10.55582601,10.458089,9.872852273,12.2076581,6.827759096,10.966067695,8.982138771,7.998450984,11.5506180633,11.82101269,7.6679207005,11.679923925,7.16167000633,7.320905349,6.035630095,9.563330297,BRCA
9.633368144,7.90418760967,9.616503414,7.873876433,6.194663913,8.591018414,5.4084174235,5.86196234,6.335440044,4.904497645,6.442657685,7.446373475,9.558607795,8.643748998,10.06457475,11.52066056,5.650629048,9.234794159,7.758624856,8.89589242333,7.25153831367,6.265901599,13.96600025,8.441678221,5.768721099,5.33524655925,8.1344702145,5.0592133425,9.768523916,11.12425722,6.583763983,11.74088764,5.28356184,10.504906118,7.90620083,6.601923498,10.827774476,9.665780528,6.883110591,12.374971035,6.096097165,6.4557258074,5.660788354,9.701311282,BRCA
9.70471686,8.37970426033,13.10298289,9.812803484,9.137478628,7.834346409,5.379819241,7.793800193,5.757697518,4.918399651,6.84047906167,7.3648785115,10.02197973,5.956063188,10.84395463,11.81218745,7.330157527,11.61805062,8.533136119,9.64574115067,7.302964573,6.2403037255,13.93264756,9.756458509,6.320218954,5.29599076125,8.249139925,5.0838818895,10.30642947,10.26349255,9.176148912,12.55220564,6.255128327,10.86864687,8.717077567,7.737283051,11.4761818133,12.03524768,7.485282547,11.9777839,6.80441426667,6.874233711,6.026363672,9.693199925,Control
9.45453636,8.454288831,10.81594784,8.050530436,7.163325442,6.788885101,5.286166152,7.384915658,5.531234258,4.920187583,6.62615203467,7.2456390605,10.47375676,6.507997257,10.980761,11.59869472,7.223376994,10.9270559,8.141763738,9.73168807067,7.884258546,6.926570309,14.24390588,9.25164354567,5.941699827,5.215456913,8.4551116215,4.9423577225,10.30105061,10.23245125,9.584681225,12.70768381,5.961629839,10.6210851805,8.477425503,7.149216488,11.2710281563,11.89363345,7.811400851,12.239160505,6.705124989,7.3931216474,5.947555852,9.765178804,BRCA
10.27801993,8.418006159,12.68048706,10.51195055,7.703490296,7.163325442,5.5590900495,6.839333325,6.129803967,4.963487128,6.50872727033,7.6423836295,10.02625062,5.411944154,10.99448269,12.03524768,7.358126164,12.50386679,9.855639818,8.83096170867,7.58275249733,6.43527559,13.83559602,10.3875623913,6.184285874,5.248491502,8.4115501235,4.801959183,10.87119702,10.66366508,9.186139703,12.61931219,6.524350224,10.3774367615,10.03681963,7.800998758,11.2811628163,12.05089371,7.4221075335,11.5195314,6.54412221033,6.9946644886,5.859603891,10.05069253,BRCA
