@relation data

@attribute 3005 numeric
@attribute 3006 numeric
@attribute 8743 numeric
@attribute 331 numeric
@attribute 9861 numeric
@attribute 3009 numeric
@attribute 2339 numeric
@attribute 3007 numeric
@attribute 5533 numeric
@attribute 3008 numeric
@attribute 5534 numeric
@attribute 8737 numeric
@attribute 1829 numeric
@attribute 1828 numeric
@attribute 10134 numeric
@attribute 6093 numeric
@attribute 5747 numeric
@attribute 207 numeric
@attribute 22985 numeric
@attribute 90427 numeric
@attribute 5366 numeric
@attribute 4836 numeric
@attribute 51765 numeric
@attribute 3002 numeric
@attribute 2620 numeric
@attribute 317 numeric
@attribute 8655 numeric
@attribute 56616 numeric
@attribute 7186 numeric
@attribute 27113 numeric
@attribute 10018 numeric
@attribute 5699 numeric
@attribute 5698 numeric
@attribute 8428 numeric
@attribute 596 numeric
@attribute 7529 numeric
@attribute 3837 numeric
@attribute 598 numeric
@attribute 3836 numeric
@attribute 329 numeric
@attribute 10213 numeric
@attribute 324 numeric
@attribute 1830 numeric
@attribute 5339 numeric
@attribute 7431 numeric
@attribute 1832 numeric
@attribute 3024 numeric
@attribute 54205 numeric
@attribute 4950 numeric
@attribute 999 numeric
@attribute 843 numeric
@attribute 63967 numeric
@attribute 842 numeric
@attribute 841 numeric
@attribute 840 numeric
@attribute 1869 numeric
@attribute 7027 numeric
@attribute 7124 numeric
@attribute 5682 numeric
@attribute 5062 numeric
@attribute 5686 numeric
@attribute 5685 numeric
@attribute 9414 numeric
@attribute 4000 numeric
@attribute 118 numeric
@attribute 5684 numeric
@attribute 4001 numeric
@attribute 5683 numeric
@attribute 9491 numeric
@attribute 8772 numeric
@attribute 8837 numeric
@attribute 10197 numeric
@attribute 572 numeric
@attribute 578 numeric
@attribute 5580 numeric
@attribute 79658 numeric
@attribute 637 numeric
@attribute 5708 numeric
@attribute 5588 numeric
@attribute 5709 numeric
@attribute 5706 numeric
@attribute 5707 numeric
@attribute 581 numeric
@attribute 5691 numeric
@attribute 5704 numeric
@attribute 5690 numeric
@attribute 5705 numeric
@attribute 5693 numeric
@attribute 5702 numeric
@attribute 839 numeric
@attribute 5692 numeric
@attribute 7314 numeric
@attribute 5695 numeric
@attribute 5700 numeric
@attribute 28988 numeric
@attribute 5694 numeric
@attribute 5701 numeric
@attribute 836 numeric
@attribute 5696 numeric
@attribute 7132 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 5317 numeric
@attribute 5717 numeric
@attribute 5718 numeric
@attribute 5719 numeric
@attribute 5599 numeric
@attribute 2934 numeric
@attribute 140735 numeric
@attribute 660 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 6709 numeric
@attribute 5716 numeric
@attribute 1499 numeric
@attribute 8795 numeric
@attribute 7082 numeric
@attribute 8717 numeric
@attribute 4137 numeric
@attribute 5720 numeric
@attribute 5721 numeric
@attribute 1676 numeric
@attribute 355 numeric
@attribute 1677 numeric
@attribute 356 numeric
@attribute Class {Control,BRCA}

@data
11.63680824,9.04992417,12.2590489,5.599623716,10.66538909,4.521158195,9.22165296433,5.876585242,9.584314798,4.195262102,11.95847307,9.943694688,10.77621939,6.618352922,12.93836212,8.331209336,9.55016911,9.746089281,10.41903875,6.17784196225,5.974007269,8.80484987,8.302417546,7.102871006,5.1194814635,7.460673902,13.079535225,9.66376865267,7.722570406,5.495864018,5.87108590033,12.26010515,7.8586641855,8.03625397033,8.4944607845,11.115513174,11.46908991,9.8313225965,8.398531146,10.1203149015,9.389707223,4.172021977,7.725640838,5.89825637587,14.27152555,8.53575537967,5.83390919,8.464342681,5.06812332625,12.00989343,6.7438981715,5.081735071,7.924560768,5.6639776582,7.083131785,5.763286242,10.489828235,8.519696323,8.68690091133,8.225782395,11.45443311,10.773474255,8.87840715033,12.31771434,10.3596624205,9.0509661315,6.882035048,8.849890707,8.2518409835,9.964760013,11.98737426,9.5130720155,7.546352606,7.353546324,8.7068629295,10.41229492,7.03937931067,10.88129775,9.112401142,8.320869495,8.2415367635,10.75119697,7.63009585267,12.5173582,9.52802259133,12.00076422,10.76621026,11.63501532,11.29749826,6.92345301633,12.3793121,14.001314075,12.69883927,13.19976669,10.843877404,12.8865864,11.75625619,7.931813168,8.79769619475,12.08918571,12.01088989,6.854560258,13.16916718,7.6454068795,7.502913581,7.6478096268,7.1263324395,5.939777752,12.56555645,10.12277013,6.18026305233,9.99408498,9.139564862,11.29559693,11.16207045,8.474680533,11.51681803,9.08037601133,6.94578590514,7.53281069967,10.712634375,8.13891188267,6.8173136115,9.3046709605,10.57043948,9.322972846,6.109057762,6.6317994995,5.714184545,Control
12.18094263,7.667965061,13.04382794,6.29655434,10.285160686,5.287261033,8.74649689833,6.269225466,9.028818534,4.964758163,11.93616504,10.07879165,10.90604899,5.181511332,12.57793866,8.399610251,9.45642471,9.68028616833,10.56521899,6.14013397325,5.6670639275,9.033520136,8.093608048,6.93387098,6.39872103,7.8219347,12.884656825,9.67173453233,8.156008632,4.970176368,5.827033654,12.49390804,8.003615916,7.98963260433,7.97569312475,10.8888014215,11.81218745,9.2628993675,8.011564299,9.6275956935,8.918073954,5.814301269,9.887301022,6.10000896713,13.911069145,8.40594313567,6.023649715,8.779925425,5.0207250725,12.20475003,6.1455111885,5.205755379,7.7506065195,5.8528914586,6.56812056767,6.058322584,10.46698639,7.177920594,8.564460088,8.658878356,11.70800194,10.448362625,8.263880723,12.217337305,10.302522398,8.663920189,6.871477523,8.687945234,8.6470158575,10.15158143,12.5292244,9.4460828095,7.48196166867,7.709154696,8.2777883015,9.636144756,7.36277768733,10.53048708,8.486142286,8.224437221,7.999641059,10.11183374,7.28221449733,12.82483353,8.66293534567,11.8759414,11.05745385,11.39179686,11.41436827,7.07794042367,12.13981521,13.81882705,12.80741335,13.22888561,10.782654152,12.81758135,11.4706641,8.1988449165,8.9447929715,12.001308,12.096668015,6.785227259,13.26600764,7.3180789435,7.829676956,7.6935621724,7.061510218,5.0886580415,10.8456057065,9.569955799,6.172635728,9.75457026633,8.317719126,11.49325267,10.64810838,7.798165773,11.61680165,8.49440965167,6.96887473943,7.06171540467,10.4216436375,7.57672874133,7.21451483,9.371998932,10.25218676,9.80430441433,5.4568451785,7.037503494,6.1044474,BRCA
12.37838706,8.346437413,12.51448113,6.416760061,10.525857853,4.544584798,9.021431409,5.770175754,8.789730168,4.532217038,11.74088764,9.929872764,11.17080781,6.117025506,12.47196608,7.854652002,8.9981409465,9.69256516467,10.69680263,6.44566678025,5.853894957,9.281014944,8.496810529,5.829159022,6.020967657,7.4969355985,12.742809565,10.061280153,8.551997661,5.96272903,5.72023499933,12.68497545,7.9306158695,7.98385229833,7.84053328475,11.252028628,11.93520936,9.6706944665,8.031551137,9.7717912665,8.923536316,5.788040457,9.717377026,5.94837966612,13.19500043,8.95399971267,6.276687993,8.42928237,5.17524123025,12.80365393,5.9215713865,5.813403636,8.1061247785,5.7897319854,6.742243195,6.031886566,10.89809876,8.414834386,8.90620358967,7.83784169,11.79340834,10.50004144,8.48114554367,11.331478295,10.520596481,8.7410247875,8.311181937,9.15137249,8.6963432705,10.64474883,11.86027624,10.021838884,7.496409352,7.285959595,7.9762072145,9.029881526,7.39390802233,10.68183161,8.525326145,8.504323566,8.1305872305,9.852580664,7.63291516533,12.78740681,9.13019918967,12.08449626,10.82365605,11.56454026,11.41436827,7.46918469167,12.29328779,13.884698385,13.11183912,13.26600764,10.8352742835,12.81545941,11.44340995,8.03923302,9.05267110725,11.63162057,12.02999728,6.345720697,13.02126635,7.335806611,7.058590127,7.6312576694,7.367369481,5.6701097255,9.765254005,9.825825817,5.48279315633,10.049331671,8.895644291,11.34727825,10.9447818,8.203655262,11.15088665,8.73865177933,7.126093946,7.133501108,9.7908854805,7.91175192233,7.15698446525,9.657715067,10.74375964,9.66722047133,5.8381822935,7.119152491,6.144867877,BRCA
12.26341894,9.157726588,12.56576382,5.989826604,9.7075407315,5.763551833,8.35630820767,6.674973001,8.74769044,5.182703468,11.09993968,10.01119619,8.780622706,5.871850577,12.78039731,7.179165475,9.0133211855,9.98949733167,10.99592277,5.8614563155,6.308415087,9.774869866,8.1117982455,6.431711224,5.8337752175,7.949551686,12.83089628,8.947098931,9.141437341,6.421312202,6.192824595,12.81400365,7.136446259,7.80080270367,7.5957045875,9.6891460585,11.55940591,8.999297312,8.030034094,9.477837206,9.204339515,5.072117861,7.3524653,5.91921941975,12.61892804,8.71945055867,7.219025999,8.584211958,5.28455863825,12.55838012,5.9373595855,5.460424154,7.389583129,5.6257131728,6.02132500833,5.460424154,10.14224707,8.370459788,8.06062747867,7.70770520067,12.05836733,10.45335816,7.81726175033,11.69631911,10.272889492,8.2768542615,7.009719816,9.228182036,8.687436261,10.26616024,12.50251243,9.9727633615,7.166098701,7.706567029,7.9530049585,9.29927736,7.22347936333,10.97310559,8.832068081,8.773914859,7.5951142215,10.1206141,7.33493823133,12.79764436,6.501491522,11.77387079,11.3345919,11.41998139,11.84795592,6.32634649467,12.28120423,13.10949585,12.80568549,13.52332736,10.963229795,13.13613647,11.21903252,8.049352819,8.8475481605,11.41027128,11.55921065,5.846751073,13.30543127,7.4198166175,7.779327238,7.8421414368,7.3093172695,5.7758281875,8.6877288325,9.968526809,5.54611235833,9.861676143,8.699078855,11.25835125,10.95004389,7.961624956,11.40622376,7.931835366,6.25068708814,7.06723032167,8.76925178,7.18497456933,7.49441041925,9.7106639285,10.40029272,9.39768029933,5.9473627115,6.902136378,6.331145921,Control
12.44264168,8.422738769,12.93245566,6.56544914,10.5959512115,4.795989381,9.041797449,6.379773104,9.157246578,4.894103816,11.83833739,9.484878832,11.40194094,6.434299309,12.41355925,7.894031227,9.0250253645,9.506100771,10.53746137,6.172898124,4.891742469,8.555357117,8.405180949,6.758893179,6.78053107,7.4088003525,12.77985194,9.598480897,8.106250323,6.09909068,5.97099375467,12.58797677,8.101565847,8.11497393867,7.8450723755,11.277560598,11.89363345,9.819947042,8.005120816,9.3861165135,9.125523977,5.687908393,10.00201369,5.96818562475,13.744225285,8.588727254,6.456646518,8.435838088,5.2071634425,12.44726543,6.4972158175,5.415666779,7.637528126,5.7767472574,6.82370193433,6.053008806,10.17761519,6.675961001,8.484101233,8.07563913267,11.70232867,10.78654813,8.834616236,11.649666395,10.220117326,9.400933638,7.701481697,9.234303192,8.7242702675,10.77308997,12.26224618,9.670002224,7.33013335533,7.072805548,8.133774626,9.260367468,7.344893544,10.89071479,9.001704532,8.821105186,8.129256569,9.671351374,6.91556020333,12.83066776,8.92179205133,11.8407859,11.59208337,11.45657274,11.30008097,7.89692416633,12.07828769,13.92393915,13.06098469,13.05669872,10.4271510985,12.99332148,11.83572685,8.040914571,9.56101011525,11.76197512,12.108842315,6.117700885,13.09561052,7.3474623085,8.209881145,7.9014979902,7.0417430505,5.704258658,11.3981144845,9.654023346,5.84391697033,9.89827133933,8.485629214,11.22756798,10.76553912,7.495377629,11.3294966,8.806992301,7.18244667671,6.52209761933,10.1686366885,7.786651762,7.351626188,9.527273459,10.51648826,9.67330697167,6.4964374115,6.377025189,6.16425895,BRCA
12.75418295,7.565047083,12.77666852,6.091917306,10.848082905,5.409400483,9.212375671,5.585872351,9.836169177,4.596397442,12.08138533,10.12499078,11.19715849,5.976599205,12.65381248,9.001704532,9.420287121,9.688092646,10.10676612,5.9301076615,5.7097357945,8.885758232,8.580075946,6.172733142,6.2123879175,7.755466278,12.839423155,9.764654264,7.922110302,5.594855484,5.793631731,11.77234975,7.2109038415,8.36208398333,7.89616385625,10.678516145,11.72223985,9.444171974,8.795107094,10.3317089185,8.95814749,5.770572224,9.866514374,6.187770026,14.57597155,8.755850344,6.093819614,9.008765532,5.271321113,13.02343475,6.8031073515,5.427783188,8.5459358775,6.1557894346,7.27989135267,5.770572224,10.807258755,6.320264091,8.26577764633,8.35808952433,11.41892796,10.42774834,9.071143099,13.55168753,10.683370823,8.8631824515,8.182134999,9.000521984,8.4071374385,10.34100757,11.64430934,9.9087425115,6.96976629,7.171104536,8.614206568,9.427795299,7.41519809933,11.24345683,8.982823296,8.70989467,8.3982787515,9.965402326,6.71227636133,12.17902899,9.583846924,11.19443078,10.94250372,10.96486087,11.24631027,7.233656492,11.73846187,13.72048402,12.48456748,13.24583793,10.8843715715,12.26689494,11.8734596,8.276164252,8.584152548,11.96720294,12.005052055,6.573651447,12.5801856,6.6938526005,7.178518271,7.7061769544,6.9303711535,6.517858181,12.730337715,9.65912677,6.072301762,9.731642715,8.698601474,11.64123906,10.52858624,7.914237304,11.64258438,8.989253179,7.271366378,7.59437240433,10.65238272,8.01981551,6.67599706925,9.187016555,9.789085739,8.89733260433,6.60785894,6.7462971645,5.609260937,BRCA
11.94269603,8.130185868,12.20475003,6.731933742,8.8728375605,6.060269679,8.33437355967,7.254369939,7.747456426,7.006806078,11.2413041,9.601752743,9.005653406,5.828587949,12.57220763,8.073955593,8.8796586,10.0480993307,10.82076955,6.1131789395,6.111376449,8.820131982,8.258108714,6.853313064,5.8072389255,7.5815822955,12.929299285,9.62734478367,8.283761058,6.464509503,5.92888653467,12.88210333,6.83554656,7.78008164533,7.264331835,10.2755669945,11.26783731,9.718924317,8.742360915,10.214895946,8.944917819,5.801553978,9.319317118,5.94305593,12.90032729,8.25545181933,7.367548257,6.998198677,5.259758242,11.40859261,6.137935364,4.993460669,6.9179834015,5.645039366,5.90453458933,6.146803484,10.526885685,6.423120638,7.627110972,8.02893851733,11.62934992,10.644018325,6.31494243133,11.981065665,9.668803044,7.3785163565,6.263978634,9.48265729,8.4601267675,9.911339974,12.89557628,9.738500574,6.54175895867,8.025390316,8.747651318,9.821300096,6.55666256233,10.65680049,8.596218763,7.511675823,7.4298346275,9.622015717,7.38616007233,13.1007987,6.90693820733,11.15733448,11.56978693,10.89071479,11.96287081,6.84991378233,11.31322333,13.157660585,12.56435203,13.63630348,11.073261856,13.20290364,11.13455645,8.3070644095,8.5786057585,11.42772678,11.7354617665,5.765011707,13.15586736,7.8351880125,8.323506447,7.875467798,6.686317724,5.6011167705,8.8330062305,10.04754695,4.91363070533,8.73350074767,8.039907589,10.82348291,10.5206165,7.950470054,12.25692522,7.89073473833,6.587592285,7.25689851,8.692626511,6.84780819533,7.564407717,9.300249878,9.808852038,9.97309623267,5.6801733885,6.2881816415,5.032113243,BRCA
12.24043517,8.568565267,12.22015014,6.140988854,10.79613101,4.501529767,9.337090287,5.937939457,9.508320259,5.07383228,11.67233485,9.671351374,10.50042393,5.682019293,12.25199131,7.856831861,9.585335464,9.436876068,10.40879176,5.975384905,5.583777837,8.93298324,8.2579811455,6.796724685,5.8022335305,7.645327129,13.397261375,9.90484931533,7.748127633,5.069327579,6.28299683,12.21574693,8.2246126895,8.375720782,8.05261194825,11.313560577,11.54144891,9.632114784,8.204963705,10.0771995225,9.321866737,6.180461809,8.760662675,6.03652720775,13.88231902,8.52803081233,5.559423936,8.819732939,5.6739400935,12.40979539,6.421709888,5.54798282,8.3320404855,6.1264922834,6.55264887533,5.920180882,10.77234512,6.14308278,8.898296117,7.68379282967,11.64258438,10.769831575,8.23166125933,11.76167965,10.0510962065,9.1253842295,7.289814009,9.291090747,8.620017522,10.36365325,11.28307404,9.2760823915,7.84441516067,7.224100886,7.602215851,9.337187648,7.116277725,10.69844447,8.793913049,8.336351598,8.211239684,10.03091577,7.43240197667,12.69358176,9.79916599967,12.15122597,11.0497977,11.82808501,11.45279735,7.61202263967,12.50318977,14.498215135,13.11366653,13.00161496,10.577333375,13.09426251,11.70725139,8.3666695385,8.783384793,11.92850738,12.028265245,6.573196985,13.21631242,6.836169705,7.77748732,7.6144880158,7.234214257,5.401013329,12.251012705,9.335111797,6.599831516,9.853346974,9.248106134,11.40859261,11.11113911,7.468178286,11.0691579,9.42022077033,7.12159637657,7.34295575933,10.38864548,8.008015864,6.99225089775,9.5777333365,10.40712464,9.03718650233,6.0495207925,6.5533661775,5.582112807,Control
12.42339047,8.897861429,12.76570158,6.79103628,10.937703845,5.032113243,8.95406918467,5.936526788,9.212004536,5.305251227,11.67233485,9.108531726,10.74565776,5.305251227,12.4899797,7.307431087,9.2675642675,9.58057105933,10.52975779,6.21218705125,6.344244342,8.77825879,8.442324135,6.011904408,5.872488934,7.8288732835,13.03210758,10.1125553033,8.550151431,5.69321599,5.86033894467,12.7295762,8.2093419145,7.95923007567,7.87109163775,10.898757498,12.03029651,9.7227322955,7.864714094,9.6996756995,9.43457148,5.838328613,9.257706712,5.91428705325,13.5754893,9.0636929,5.863264042,8.738583034,5.4688584855,12.47414328,6.147858132,5.39361462,7.7930385845,5.8838277246,6.74719066733,5.598879718,10.885151175,8.252974189,8.88636976267,7.77701585767,11.79600727,11.171571995,8.55536386133,11.84304893,10.3256182905,9.5892770755,8.453076263,9.326081763,9.0434887545,10.67652155,11.75034492,9.7701113155,7.80894971567,7.662634777,7.906098313,9.090457252,7.61039616467,10.77621939,8.98794691,8.72948575,8.18494516,9.475936612,7.18054352333,12.70613234,9.37684093033,12.05268701,11.46641824,12.04345466,11.52775569,7.38519951367,12.32769025,14.242274775,13.2409799,13.12983363,10.718444419,12.64414927,11.69149721,8.288078818,9.38378296975,11.36056745,12.202062635,6.4876838,13.25798962,7.477622778,7.904907218,7.5683183254,7.654837992,5.8779809975,11.001280424,9.821032966,5.81135855833,10.185042339,8.543090924,11.32669367,10.87349431,7.617451165,11.08036472,8.972024704,7.27824373014,7.429006978,9.931861128,7.927182045,7.636424019,9.713952053,11.33112984,9.358422347,6.337979385,6.632880865,6.069858551,BRCA
12.3181333,9.432772131,13.13233509,6.177724116,10.2426533225,5.181511332,8.73026059467,6.114997467,9.015945424,5.029686155,11.71789713,9.863923404,10.39480059,6.107798352,13.2433667,7.897680799,8.984597332,9.75364579767,10.73177959,6.5363418545,5.919385176,9.271755462,8.242128714,7.254464427,6.196285729,7.5688881555,12.984912665,9.67441553833,8.509301078,5.767794645,5.494062488,12.50251243,7.317170943,7.45451222,8.23267903825,10.8706706855,11.46007714,9.564546958,8.267560523,9.526270562,9.153799716,4.883390185,7.941137313,5.95820727225,13.63179775,8.865114026,6.3947676,8.85611511,5.190712451,12.68293541,6.0304555315,5.312893162,7.6247556515,5.7581840748,6.62840186333,5.672857555,9.9169571465,6.105390642,8.19283079433,7.95022355167,11.47931054,10.75364457,8.30001431733,11.98689852,10.5300871465,8.8337158815,6.789276463,9.010990369,8.7916525815,10.1525514,12.5617021,9.6858681675,7.79374473733,7.521759667,8.1813016325,9.655696684,6.96601306267,10.99939073,8.796235248,8.330638085,8.0296321255,10.32115896,7.481413311,12.93429355,8.551578614,12.03287579,11.10029786,11.70928645,11.5798723,7.39794265367,12.25199131,13.80215118,13.04382794,13.33363132,10.8724023345,12.97797754,11.50843622,7.806017873,8.625664425,11.57911804,11.91235316,5.980660139,13.283571,7.054767508,8.023866778,7.5810767716,7.3863176745,5.5839936855,10.801586248,9.664892169,5.58815686233,9.840100938,8.590662948,11.35860878,11.21306793,8.383500319,11.3345919,8.73795495033,6.66799436186,6.717633511,9.574496847,7.73106613,7.318270244,9.4034636305,10.61404749,9.70737187733,5.7598219305,6.6695634235,5.434637608,BRCA
