@relation data

@attribute 64802 numeric
@attribute 79646 numeric
@attribute 60490 numeric
@attribute 5167 numeric
@attribute 60496 numeric
@attribute 81034 numeric
@attribute 8884 numeric
@attribute 55312 numeric
@attribute 2356 numeric
@attribute 53354 numeric
@attribute 80308 numeric
@attribute 8034 numeric
@attribute 6515 numeric
@attribute 6513 numeric
@attribute 93100 numeric
@attribute 10560 numeric
@attribute 2194 numeric
@attribute 6470 numeric
@attribute 1727 numeric
@attribute 80025 numeric
@attribute 349565 numeric
@attribute 10135 numeric
@attribute 23057 numeric
@attribute 27010 numeric
@attribute 1528 numeric
@attribute 79717 numeric
@attribute 9446 numeric
@attribute 55229 numeric
@attribute 55191 numeric
@attribute 113235 numeric
@attribute 1719 numeric
@attribute 80347 numeric
@attribute 119391 numeric
@attribute 4522 numeric
@attribute 4524 numeric
@attribute 23475 numeric
@attribute 54 numeric
@attribute 6573 numeric
@attribute 65220 numeric
@attribute 80704 numeric
@attribute 9962 numeric
@attribute 9963 numeric
@attribute Class {Control,BRCA}

@data
7.250680065,6.986101214,6.076287179,7.490030794,8.7815539935,5.443947436,11.2302278,6.1459872105,5.81949913633,6.54308138267,7.9939771995,7.2165981255,12.16931758,8.66464383,11.00031892,5.606154407,12.83735302,8.76112499033,12.630340905,8.13764138667,8.6882854375,8.01311196333,6.64191595867,6.4746317545,12.033931755,9.642928473,11.64633578,7.530701137,8.739072693,7.239553481,5.63902319,9.8620552715,10.49633479,8.247323644,8.970940718,8.136146677,9.048814559,6.921011149,9.586361839,11.53140597,6.27987345167,6.004972716,Control
7.434797348,6.814746271,5.874189107,7.368334299,8.513798179,5.571533663,11.21556957,6.090401222,5.51739393633,5.923114472,8.135484937,6.4350511555,11.62934992,10.69176121,11.18215551,5.456322582,12.45159499,8.453784305,12.364742135,7.89384099633,8.5729094505,7.06604598667,5.82474023633,6.688755905,11.656364585,9.7081750635,12.028683275,7.855929176,9.007014035,6.282676674,5.748737112,10.128928281,11.10893295,7.986042712,9.541823166,8.040483061,9.302502487,5.887288406,8.82901003,10.62285742,6.63417857533,5.7989104825,BRCA
7.35076491,7.634903824,5.84800395,6.928136739,8.7760236225,5.804912672,12.04611629,6.0676788555,5.558933481,6.462974701,8.1797654395,6.304858697,9.970178212,9.826628375,11.0235224,6.23055429,11.87062298,8.899855734,11.906069465,7.84566876333,8.871621331,7.447517649,6.15742765667,6.3697416885,11.001896705,9.8063503225,12.058587635,7.500047382,9.011926852,6.685173215,4.620332194,10.5420491125,11.68503795,8.08792836,9.022313104,7.923240007,8.795634758,7.503172055,9.038590591,8.048106907,6.49672219167,6.022446646,BRCA
7.545256274,7.918835106,6.090118375,8.096110446,7.465652409,5.098254524,12.46042141,5.856936617,5.26777081833,6.35063514867,8.1261387615,6.837023289,10.28488803,9.749233029,11.54370625,6.018929689,13.77694807,8.42552051167,12.051463945,7.89895777933,8.983802275,7.102297794,5.91164089667,6.8502243795,10.886013968,9.653226167,11.92464838,7.649940756,9.499069096,6.476183696,5.372439586,10.7070374925,11.93257475,8.686501512,9.507745654,8.085553621,8.538519855,7.850001018,9.230813715,10.50534045,6.275384419,6.535365077,Control
8.167620266,7.442987284,5.947964885,7.431708874,8.7566891905,5.615159695,11.39216863,6.0414873155,5.574162241,5.69813852267,7.966295375,6.6280304325,10.13846417,9.520845097,11.05900997,5.749273627,13.85629375,9.12488666233,12.18315503,8.08417923167,8.537231223,7.84570109967,5.95571400833,6.2325881455,11.81864889,10.312529967,11.929301075,7.00660975,8.878327716,6.820246387,5.333791561,10.741283937,11.28752498,8.097454264,7.902105432,7.84090555,9.028003503,7.332867062,8.635945819,10.64926541,6.40331654833,6.1183543025,BRCA
7.217669675,7.408714249,5.649048651,7.628830314,9.2853179235,5.577437325,11.21374538,6.120676211,5.62527905533,6.279395827,7.7771093585,6.859785034,12.45384813,11.12792359,10.95031916,5.79064906,13.21954598,8.99237067133,12.761541375,8.03580784133,8.6392001905,8.715554379,5.61459043967,6.926215236,11.099236185,9.616437592,11.81827797,7.634849385,9.277171797,6.824389583,6.048220516,10.493392791,10.03681963,7.493617565,9.189639964,7.660568443,10.9925633,7.069103653,8.912141698,9.822443813,6.47651386233,6.107207767,BRCA
7.331121003,7.623042188,5.273339877,9.050175926,7.448218188,5.306345413,11.10564356,6.3325782485,5.56100022667,6.64307678233,7.9784353015,6.983140895,10.8936127,10.06394142,11.38959116,6.165867356,13.25616376,7.471185463,12.19115058,7.98216989567,7.563035959,7.149340489,5.62293698767,6.6993253445,10.2971136775,9.60006278,12.21670608,7.213398623,9.43566043,6.365014999,4.998433881,10.5351152325,11.81116605,7.070285,9.678499404,10.33984475,9.848568613,6.846872885,8.531460538,8.015862602,5.936980141,6.387237168,BRCA
7.399002552,7.200067621,6.24289363,7.030118435,9.226404728,5.309895799,10.86957864,6.3151928185,5.649875077,6.63089707733,7.9263557185,6.034938036,11.38319952,9.624905607,10.5875059,6.288825133,12.53965448,8.853062337,12.40260016,8.433800095,8.8189607325,8.04946937933,6.06491906733,6.4724649375,11.941393255,9.8637739325,12.158665655,7.876825596,8.838022945,7.602441151,5.297935366,10.200511827,10.8955187,7.710291801,7.730879578,9.00890556,9.358629843,5.72261032,8.876640587,9.940402111,6.30557270867,6.168118681,Control
7.465895157,7.540420859,5.872096916,7.335080175,9.18438919,5.714802736,12.22921997,5.9187487215,5.49661069567,6.837751553,8.110555387,6.161938,11.4905076,9.281942267,11.07399778,5.889723735,13.23871974,9.07889939367,12.18368905,8.13958872633,8.9857696205,7.72586622167,5.73763352467,6.9532024205,11.12344408,10.001597342,12.11638337,7.377494973,9.34775485,6.569176337,5.681878783,10.8494815595,11.95350544,7.975462708,8.887952536,8.710600796,9.877403442,7.762782524,8.706030693,8.424335459,6.39557410767,6.239291372,BRCA
7.413714922,7.500445806,6.362956922,8.305344864,8.3555083,4.963487128,10.7004573,6.2476735995,5.112873826,6.81354169967,8.0811922995,7.2517031455,10.32699711,9.610619386,9.861095099,5.816350905,11.80338054,8.472690889,12.370331835,8.09011954333,9.0099685845,6.709576723,6.02278797233,6.320289461,11.696162805,10.0486919695,12.00064267,7.680959203,9.433126963,6.532710954,5.104977394,10.7710819545,11.76197512,8.093339815,9.169975799,8.156337359,9.183449993,7.552325432,9.270552959,11.25929767,6.57464963833,6.6129230105,BRCA
7.246291987,6.964055261,5.820888166,7.339184439,8.078471345,5.407702206,11.61468237,6.270529035,5.248356144,6.051367867,8.0980786065,7.079610595,11.92978186,8.421603203,11.27567948,6.336020558,12.93579034,8.53056142833,12.76854106,8.22585239667,8.680539607,6.687625807,6.48071704267,6.6250058575,11.527474045,9.8981471455,12.43177729,8.398680773,9.779383313,6.273707613,4.866180084,10.96200609,10.45834538,8.545892254,9.18983143,9.571942743,10.20031661,7.508391263,9.549366488,10.82151514,6.388898653,5.933177382,BRCA
7.509143811,7.613994069,5.639963781,6.979742782,9.1114672685,5.564539174,11.35660343,6.1587047815,5.825469513,6.36236707467,8.110495503,6.901864808,10.11027486,9.886283826,10.91699926,6.008659014,13.63244094,8.83600122967,12.622983295,8.445055861,8.435304745,7.81998460733,6.15871582767,6.8902599525,12.70663925,10.215006051,12.03202581,7.191555557,8.852694232,6.548826242,5.883810945,10.397117471,10.5875059,8.052705419,9.098414508,9.914228567,10.06018966,6.844615152,8.83564079,10.77531421,6.681027825,6.161095682,Control
7.480913617,7.126500894,5.784118687,7.062211113,8.724579395,5.209464331,11.02231599,6.39704386,5.77784842633,6.32061619833,8.2483310905,6.884590261,11.10530635,9.442757511,10.20761871,6.21014104,14.02134875,9.01858687533,13.19910635,8.437639664,8.62815121,7.93553321367,6.51480221233,6.6697618155,12.345597675,9.91931203,11.805235185,7.717524135,8.506060705,7.375172233,5.162100493,10.161807824,10.69507843,8.585921278,8.545351731,8.100269585,8.745490404,7.293612175,9.415520555,12.2658041,6.667402475,6.3493243015,Control
6.631763202,7.390773267,5.757697518,6.5826355,7.787107336,5.38008113,12.02771607,6.0432921555,5.728436845,6.76955102733,8.46538289,6.372014634,10.39534164,10.45321433,11.44994835,5.852942206,13.91249272,8.62686581867,12.50301196,8.29736287233,8.445339318,7.658987346,6.03585200067,6.7440224505,11.53501882,8.845554032,11.711186175,8.317549556,9.773922635,6.566971608,4.933113756,10.5412201785,11.2250027,7.997322226,8.722654824,8.759165094,9.373703193,7.769145456,9.60212405,10.1121401,6.17167333867,6.2123600925,BRCA
7.016310012,7.550383421,5.673988298,7.100770405,8.0861848335,5.461570507,11.83178435,5.71018262,5.62151368267,7.14564004,8.2897327875,6.8648883935,10.70167275,9.296882447,10.95861817,5.738910511,14.66423422,9.14770685767,12.38152963,8.42316064167,7.826082767,7.724236043,6.83720974433,6.974906572,11.300454715,8.541200674,11.32324757,8.364332902,9.885521411,6.70446091,4.939004665,10.8192643215,10.86645813,7.808161583,8.635846085,9.822754492,9.986276218,7.559226264,9.719440643,9.686960543,6.691192798,6.371147387,BRCA
7.43837837,7.327734794,5.923274739,6.862516869,7.902607137,5.589622123,11.95147243,6.086488173,5.68224236033,6.61233367433,8.416248786,6.29262633,9.89030271,9.92732654,10.93464386,5.799094593,13.40512953,8.785207304,12.44725374,8.47158484133,8.3701431025,7.03113761567,5.85462231367,6.692457312,11.779888835,8.7067270515,12.148596505,8.311295486,9.260367468,6.445267864,4.708204487,10.5894145495,11.71081731,7.981954125,9.080631767,9.460835271,9.565750015,7.715191761,8.844094608,8.750104935,6.72175550933,6.159238712,BRCA
6.68951277,7.531403149,6.30866269,6.707155915,7.8357577825,5.193979903,11.69812525,5.8610008835,5.76351196267,6.54193414267,8.3762712165,6.2272933495,11.8471671,10.69010738,10.82076955,5.838328613,13.24869779,8.701195848,12.072364605,8.11103921533,8.423811324,7.37659874367,5.581014369,6.5059289915,12.24419237,8.991823331,11.95794082,8.35012274,9.267758817,6.562170383,5.132588408,10.5127468455,11.966264,7.735964025,8.579477289,8.573941684,9.734261301,7.587498371,9.289742914,9.545148439,6.43393425433,6.294819439,BRCA
6.960121065,8.058060912,6.354474751,6.712049318,7.92181794,5.456815387,12.06323168,5.6937454685,5.97643008733,7.03141821067,8.5536595465,6.613895275,11.16113206,10.22045122,10.83409988,5.882711056,14.5376428,8.892630594,12.391860155,8.209049713,8.3321045955,7.390355553,6.145784826,6.6616934265,11.81113501,9.175470815,12.114997805,8.593018612,9.206612168,6.737960907,4.634625117,10.690000772,11.57408981,8.440434347,8.117164017,9.837052761,9.849022335,7.928135074,9.363303128,10.0270701,6.716956748,6.303952209,BRCA
