@relation data

@attribute id string
@attribute 10197 numeric
@attribute 10213 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 23594 numeric
@attribute 23595 numeric
@attribute 4171 numeric
@attribute 4172 numeric
@attribute 4173 numeric
@attribute 4174 numeric
@attribute 4175 numeric
@attribute 4176 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 5000 numeric
@attribute 5001 numeric
@attribute 51053 numeric
@attribute 5682 numeric
@attribute 5683 numeric
@attribute 5684 numeric
@attribute 5685 numeric
@attribute 5686 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 5690 numeric
@attribute 5691 numeric
@attribute 5692 numeric
@attribute 5693 numeric
@attribute 5694 numeric
@attribute 5695 numeric
@attribute 5696 numeric
@attribute 5698 numeric
@attribute 5699 numeric
@attribute 5701 numeric
@attribute 5702 numeric
@attribute 5704 numeric
@attribute 5705 numeric
@attribute 5707 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 5717 numeric
@attribute 5719 numeric
@attribute 5720 numeric
@attribute 81620 numeric
@attribute 84515 numeric
@attribute 9491 numeric
@attribute 9861 numeric
@attribute 990 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.6738451626,2.0527479051,0.1608625433,-0.1044139307,0.7531173030,-0.0645291925,0.0793981937,0.1765569712,0.3221741178,0.2696559448,0.1908118588,0.2408619631,-0.0763715608,-0.1722328112,0.3042294705,0.3508409462,0.0739320385,0.4223734039,1.8159400190,0.9416194924,0.2567013761,2.1901534266,0.1864337945,2.5581915303,1.7343971795,0.8690999905,1.7441548903,4.3147891045,2.6218083204,1.6679702071,1.5007596282,0.5930373193,0.0948233559,0.6908062434,0.4767773701,0.4137865176,1.6636433237,1.7810388281,1.8831490138,2.6197904943,0.5662944559,0.9842089611,1.0583215319,0.2940934600,2.6118838787,1.8763102591,0.6435214766,0.6202070082,1.5839039186,1.5325153833,-0.1159985486,0.0281522450,1.4491622901,0.8020191408,-0.0709006373,BRCA
GSM481003,1.6992633063,1.6335437745,0.3838606802,0.0454944650,0.6776998944,0.1319219818,0.0989586783,0.6493146348,0.3883218722,0.4563017235,0.6564176812,0.1376091786,0.0657878104,0.0196586981,0.2882781941,0.2266553726,0.0840642464,0.3754196335,1.4727092077,0.6611500725,0.1544844994,1.9052286347,0.1662331131,2.4744767026,1.5903061752,1.0760128464,1.7814379137,4.4430053392,2.7771415710,1.8147506847,1.3958061802,0.9280487112,0.6292650508,1.2284612431,0.3904295950,0.5076932630,1.9988487297,1.7448618338,1.7551688621,3.2713532845,0.8363947943,0.9699453029,0.9747160873,0.2034174171,2.5043580137,1.8717820830,0.5673383294,0.7436864516,1.5754164327,2.2685171897,0.3228931598,-0.0309840989,1.4677737740,0.6159312086,0.0203694744,BRCA
GSM481004,1.7723498195,1.7072597741,0.4496613113,-0.0162955371,0.6400350525,0.1890534982,0.0373623173,0.8534291757,0.4230842292,0.4408148461,0.5215240136,0.1511559193,0.0393371232,0.0570495894,0.4691575148,0.2490454228,0.0902431264,0.3341940585,1.7533806518,0.6227301211,0.1162916337,1.9332705668,0.1968941802,2.2731753289,1.7125247685,1.0002518175,1.2316615980,4.0048973084,2.7003967762,1.6353940633,1.4842581792,0.8090367038,0.5321352119,0.7772948294,0.4884542154,0.3452819240,1.9966628156,1.8487552554,2.0524100977,3.0304102500,0.6907679671,0.9536992859,1.0102897927,0.2844656181,2.7660346827,1.8081668651,0.5110874796,0.8219513373,1.5240470535,2.1128847401,0.0864831134,0.0480440760,1.6060704223,0.6562707479,-0.0210278503,BRCA
GSM481005,1.5599300078,2.1695532204,0.3527724375,-0.1165471179,0.9084757619,0.0617171527,0.1866462530,0.4252725690,0.2716857038,0.3561679962,0.1602804588,0.2540275803,-0.1030659234,-0.1509422822,0.4821281285,0.4635809526,0.1278961280,0.2110028700,1.6560580592,0.8148354041,0.2645038757,2.3797452187,0.1949750777,2.4213250726,1.5723965866,0.9060801048,1.5403858423,4.0223623277,2.7144659907,1.7148717244,1.3731225228,0.2613419561,0.0201135667,0.7916917169,0.7134718597,0.3918113433,1.7394168112,1.8183650896,2.0410535686,2.8971875510,0.6475819739,0.8211572299,1.1057120721,0.2546665659,2.6286514997,1.9930572434,0.8154593582,0.7433540598,1.4280080000,1.5133188500,-0.0085486209,-0.0663162038,1.2971920554,0.7147000026,-0.0338644164,BRCA
GSM481006,1.6064058580,1.7807956489,0.3129080268,-0.0882029533,0.9511518584,0.0590941003,0.2219408203,0.4806833156,0.1731166790,0.3756774217,0.1411956067,0.1725004707,0.0273663734,-0.1309218373,0.5907086014,0.4426632067,0.0468820523,0.2965377211,1.5811888011,0.7550677622,0.3146370875,2.0638683371,0.1289928798,2.8683363571,1.4597036634,1.1735575124,2.2614440123,4.2693567277,2.7208554446,1.8926719692,1.5596651835,1.3788318260,0.7674210518,1.0863824449,0.5902456128,0.6061208750,1.6818278597,1.6304256096,1.5194914200,2.3012226620,0.9323784001,1.1557352251,1.1636027598,0.2421859070,2.7934896150,1.8038906007,0.7206309512,0.9081259256,1.7768181165,2.0707664888,0.0356964711,0.0441557864,1.7072771922,0.7875789786,-0.0934443938,BRCA
GSM481007,1.2485547140,1.2220723854,0.4946888254,-0.0467773227,0.8479955071,-0.0943158257,0.1789678637,0.6808394640,0.1987711458,0.3747202562,0.0791026834,0.1134327814,0.0606442358,-0.0783860873,0.3875573734,0.5226728917,-0.0523880323,0.4493365165,1.2673711873,0.6811011502,0.1401527014,1.7182117303,0.0966674671,2.4933420419,1.1511982013,1.0347847308,2.1193977993,4.3532934029,2.6538662463,1.8896059791,1.1411154405,1.7699125409,0.6771491348,1.3358904720,0.2597851135,0.2662795463,1.6526423823,1.2983347251,1.0893662098,2.3030294380,0.9829413295,1.0539548550,1.0986000624,0.1549096278,2.5330266953,1.4022798241,0.3935637878,0.7725091391,1.4361651904,1.8083590269,0.2843169478,0.0049394191,1.5105487858,0.5977900766,-0.0997803772,BRCA
GSM481008,1.4346678649,2.3513552099,1.5586611688,0.2831019114,0.8295916561,1.0655648537,0.2938232523,1.9233120830,0.9942466053,1.2343148517,2.0993367582,0.9348834902,0.7474286042,0.4728028129,0.6076418042,0.3733452866,0.1901443357,1.4045127406,1.5120520081,0.6396369888,0.4030745154,2.1771657469,0.1174926700,2.2891377956,1.2748848116,1.1509291225,1.9077722233,4.0321799437,2.5476031156,1.7645532820,1.2468131570,1.1392428355,1.3091744333,0.9500272161,0.4961231979,0.1959771194,2.0505630373,2.1155795454,2.1342651668,2.8148888748,0.8754903713,0.8768678155,0.8500592999,0.2724911920,2.3066327573,1.7540325374,0.3922997092,0.8150627947,0.9213188795,1.8682854640,2.0442905724,0.2814995223,1.2631243495,0.7574420411,0.3784788114,Control
GSM481009,1.2361891112,1.6511094271,0.0817014255,-0.0379079583,0.7245613783,0.0764553217,0.1601452913,0.0956283484,0.1254777834,0.3314000392,-0.0305741900,0.2226989590,-0.0922884811,-0.2480426733,0.3807295378,0.2772829186,-0.0763869880,0.1492747061,1.6196986654,0.5493963470,0.1943304261,2.0588545202,0.1189352619,2.2783477865,1.4393705626,0.8075163673,1.2277624807,4.8199692727,2.4997578934,1.3486013363,1.3640365572,0.3928519024,0.5264987499,0.2862428301,0.4300426333,0.1116802940,1.3921404270,1.4322553725,1.6956942152,2.1188873550,0.2689969856,0.7828766788,1.2574071402,0.0802398406,2.3834086260,1.5735545121,0.4603130589,0.3745919642,1.0751262042,1.3525239891,-0.1738890497,-0.0615932246,1.1285554702,0.4690800012,-0.0650701700,Control
GSM481010,1.6432634554,2.5049641729,0.3816741023,-0.0103132259,0.8406108043,0.2706526245,0.4557008447,0.6307177002,0.4082824711,0.4358616832,0.6026557744,0.4611468999,0.0634123954,-0.0124767962,0.6160054960,0.6661116165,0.1689249123,0.7214633971,1.7940255640,1.4100942657,0.3074949513,2.4509170850,0.2203730272,2.4222768023,1.7405861315,1.0346734672,1.5880995990,3.9894852161,2.5013724120,1.4051172536,1.3405036329,0.7204279117,0.5893098712,0.9541471229,0.7338087111,0.4299290776,1.8385142950,1.9493536874,2.5257176020,2.7604640922,0.7812320319,0.8712215970,1.1533191363,0.3142677744,2.3319111667,1.7301260083,0.8495002364,0.8431336136,1.4571809603,2.0996140904,0.1304190234,-0.0030340461,1.4638007580,0.8488398601,0.1179589785,Control
GSM481011,1.8372667487,1.7207750380,0.7909900944,-0.0416797744,0.5251184477,0.1725533307,0.0618993160,0.3785834368,0.2690474956,0.2993407611,0.5016609616,0.1877087231,0.0178071807,-0.1323638420,0.1835218242,0.3397963045,0.0547833227,0.1993671617,1.5874533258,0.4626399876,0.2152468930,1.6971317762,0.1758092423,2.7429658249,1.4594285641,1.2195015140,1.6331438623,4.3698803425,2.8978922666,1.8646869792,1.3077086934,0.6229523020,0.6152269136,1.0459256395,0.3455736895,0.4344210476,1.8850405579,1.4347315953,1.3635210281,2.5665733218,0.9184809019,1.1181267537,0.8827924452,0.1958014469,3.0421144960,2.1916008665,0.3949827650,0.8199424006,1.5289352204,1.5297581687,0.3586573175,-0.0184766071,1.6247811692,0.6278304482,-0.0079214406,Control
GSM481012,1.6210831627,2.2300289571,0.1997919092,-0.0607327393,0.6972903081,0.2744490455,0.3205793103,0.6699237525,0.3221523907,0.3864076815,0.5675514927,0.3492479018,0.1799026040,-0.0473187652,0.5451425790,0.4741972771,0.1417768253,0.7930062338,1.9020928428,0.8384677082,0.3186112862,2.4848204986,0.1764859759,2.1978904233,1.6024222065,0.9852341638,1.1916840870,4.0571233749,2.5178613515,1.5597691469,1.4360788943,0.7571475170,0.8989507374,0.8045750651,0.5127311649,0.4151745717,1.8764111797,2.0733143465,2.4658531231,2.7008412680,0.5021006185,0.9227002214,0.9069589542,0.2427530451,2.4483215807,1.6630883888,0.3963162116,0.8584863384,1.1743959090,2.2159047788,0.1940859124,0.0095577314,1.4352273479,0.8258918184,0.0285697764,Control
GSM481013,1.6760655269,2.2104714365,1.7821385400,0.3410774527,0.7395836328,0.8907864725,0.2940391850,2.0128754526,0.8008713127,1.0878732143,1.6993993091,0.2611427111,0.9218434493,0.5525021651,0.5076371325,0.2677998445,0.0362089991,0.7969250865,1.4354018625,0.3950766348,0.3719831203,2.1227345996,0.1453513395,2.9493934066,1.3324721477,1.4580759097,2.7170252007,4.5738729795,2.9602262676,2.3918722736,1.5017215164,1.4435246660,1.4836061767,1.7390350700,0.3566266986,0.7791406236,2.4796824719,1.9863474073,1.6230122569,2.8227866093,1.5031997253,1.0731615442,0.7184348556,0.5439572442,2.9584303700,1.7081354968,0.2898178312,0.9217409853,1.2865252843,1.8419376214,2.1439636238,0.1610255393,1.4163598608,0.7047150408,0.3573960316,Control
GSM481014,0.8235876149,2.3890555797,1.7717852605,0.0763250320,1.0809147596,0.9047163205,0.1181224090,1.4459618106,0.7507477003,0.7638172657,1.0744983817,0.7819618546,0.2230692918,0.1101250327,0.7711598510,0.4941247387,0.1464823332,0.3044399490,1.6141311829,0.8625214032,0.4836164845,2.4182769854,0.0383107764,2.6447652131,1.2873241557,0.9072772493,1.7582420507,3.7401157539,2.5515753180,1.7538844877,1.2969004112,0.8790428975,0.7681865610,0.9841692819,1.1552651029,0.1556627506,1.5709104141,1.6059199650,1.7643922532,2.0847492417,0.4726334600,0.9235096512,0.8691321127,0.4453888648,2.4202074607,1.4943536295,0.6872433986,0.5737627569,1.0124386583,1.6877177090,1.1320011826,0.2561945664,1.3412432402,0.7977017322,-0.0353648354,BRCA
