@relation data

@attribute id string
@attribute 10063 numeric
@attribute 10312 numeric
@attribute 10476 numeric
@attribute 10632 numeric
@attribute 10975 numeric
@attribute 125965 numeric
@attribute 126328 numeric
@attribute 127124 numeric
@attribute 1327 numeric
@attribute 1329 numeric
@attribute 1339 numeric
@attribute 1340 numeric
@attribute 1346 numeric
@attribute 1347 numeric
@attribute 1349 numeric
@attribute 1351 numeric
@attribute 1352 numeric
@attribute 1353 numeric
@attribute 1355 numeric
@attribute 1537 numeric
@attribute 155066 numeric
@attribute 170712 numeric
@attribute 23545 numeric
@attribute 245972 numeric
@attribute 245973 numeric
@attribute 27068 numeric
@attribute 27089 numeric
@attribute 29796 numeric
@attribute 374291 numeric
@attribute 4694 numeric
@attribute 4695 numeric
@attribute 4696 numeric
@attribute 4697 numeric
@attribute 4698 numeric
@attribute 4700 numeric
@attribute 4701 numeric
@attribute 4702 numeric
@attribute 4704 numeric
@attribute 4705 numeric
@attribute 4706 numeric
@attribute 4707 numeric
@attribute 4708 numeric
@attribute 4710 numeric
@attribute 4711 numeric
@attribute 4712 numeric
@attribute 4713 numeric
@attribute 4714 numeric
@attribute 4716 numeric
@attribute 4717 numeric
@attribute 4718 numeric
@attribute 4719 numeric
@attribute 4720 numeric
@attribute 4722 numeric
@attribute 4723 numeric
@attribute 4724 numeric
@attribute 4726 numeric
@attribute 4728 numeric
@attribute 4731 numeric
@attribute 479 numeric
@attribute 495 numeric
@attribute 496 numeric
@attribute 506 numeric
@attribute 50617 numeric
@attribute 509 numeric
@attribute 51079 numeric
@attribute 513 numeric
@attribute 51382 numeric
@attribute 515 numeric
@attribute 51606 numeric
@attribute 517 numeric
@attribute 518 numeric
@attribute 521 numeric
@attribute 522 numeric
@attribute 523 numeric
@attribute 525 numeric
@attribute 526 numeric
@attribute 527 numeric
@attribute 528 numeric
@attribute 529 numeric
@attribute 533 numeric
@attribute 534 numeric
@attribute 535 numeric
@attribute 537 numeric
@attribute 539 numeric
@attribute 54539 numeric
@attribute 55967 numeric
@attribute 56901 numeric
@attribute 6390 numeric
@attribute 6391 numeric
@attribute 64077 numeric
@attribute 7381 numeric
@attribute 7384 numeric
@attribute 7385 numeric
@attribute 84701 numeric
@attribute 8992 numeric
@attribute 90423 numeric
@attribute 9114 numeric
@attribute 9167 numeric
@attribute 9296 numeric
@attribute 9377 numeric
@attribute 9550 numeric
@attribute 9551 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.4536357854,1.6738675032,0.0767799700,2.0047373423,1.4147584383,0.0424494181,1.3477269952,0.0037344627,1.8800193184,2.6441417863,-0.1231737756,2.5851830245,0.9104682394,3.4270724655,3.5484192370,3.4318609535,1.0422279122,0.4074119623,1.2819132457,1.0486653098,1.5223150120,-0.1798962800,0.1451175362,0.3848780062,0.0102136901,0.9920030419,2.9208294814,0.9666787901,0.4102331797,2.5790731379,2.1786052734,1.5315126553,2.9946871600,0.5228171585,1.7639541275,1.5752913560,2.3407166301,2.4020723957,0.3953792758,2.3739492150,1.3034839436,1.8724469924,0.9508915414,2.3230243474,0.5427154791,1.3590093426,1.2006336368,1.2069364997,2.4780960083,2.3354428608,0.4609976812,2.0639304071,2.2221976650,1.7973273993,1.0936874372,2.7867643568,1.5670990583,0.9961353469,-0.1189105496,-0.1463892995,-0.0092401803,3.0691533352,2.4635784760,1.9177078921,1.8050025340,2.1000130028,2.2122071982,0.6818482897,0.5670613307,0.0332799006,2.7704187315,3.1598552704,2.5078887087,1.5176666412,-0.0796137140,2.0355267079,2.4183807174,0.7845388828,1.8228720033,2.5227004687,-0.0397662998,0.0597448071,1.2688255211,1.0212899239,2.2293982748,2.7914009392,-0.2018738620,0.6201968742,0.9449959803,0.2798509136,2.0235058267,0.3596358622,0.9467838178,0.1040086366,2.3837176124,0.2289517146,0.3081399427,3.1681083611,1.6622221469,1.3486559728,1.4627443402,0.3645204799,BRCA
GSM480985,0.3848322297,1.5248748063,0.1639860806,1.5455301206,1.4094918858,0.0173166727,1.2224409564,-0.0268692880,1.7491732957,2.5247498751,-0.1041436054,2.5167332692,1.8886925131,3.4544742704,3.2603294057,3.2747211159,0.9687908358,0.4572910840,1.2313317831,0.5444121816,1.7827891906,-0.0736343862,0.0537479857,-0.0244346953,0.0579110460,0.8235902282,2.8328286011,1.0142645156,0.2536071339,2.6998609303,2.3956858070,1.2364532462,2.9789295197,0.5681091451,1.5496100468,1.7027533111,2.0056311490,2.1484044279,0.3325219604,1.9236591533,1.3926248501,1.7349884399,1.3873323873,2.2578136921,0.4661512643,1.1172437244,1.4811245171,0.8891766342,2.5203391710,2.2482151339,0.3782156192,1.8568286003,1.8194379408,1.5080628321,1.0698728630,2.3862690266,1.1837900571,0.7962038178,-0.0959345974,-0.1635632885,-0.0602897957,2.7453804811,2.7492374976,1.8960162261,1.8658852023,1.5996801792,2.2180273789,0.5749595936,0.6211203963,0.0130898761,2.4936953392,2.9921467304,2.4656646933,1.5677700429,0.3846119269,2.1895665227,2.1662541827,0.8609639939,2.2855848077,2.2831419043,0.0124988261,0.0651744295,1.5569773252,0.9344838813,2.0416658055,2.3643059880,-0.1734340142,0.5398994706,0.9822114862,0.5876236861,1.6613836439,0.1494129637,0.9108453438,0.0269597916,2.5299494814,0.3128057207,0.3485498828,3.2740509850,1.5733516514,1.0856469381,1.3533991947,0.3792212087,BRCA
GSM480986,0.2094754874,1.4874231750,-0.0336382097,1.9277942876,1.5579831730,-0.0084535634,1.3746184165,-0.0818661229,1.7950517596,2.6089025174,-0.0251089779,2.8630647658,0.8604786015,3.5387535989,3.4467352230,3.5043250025,1.2248116863,0.4257908562,1.3982891465,1.0456493049,1.8836107254,-0.1650240475,0.1341092451,0.2060151435,0.0175365204,0.8998458897,3.0361878739,0.9554687156,0.3461276375,2.6965588994,2.3216353952,1.5823261664,3.0113698640,0.4263001634,1.5961905595,1.6585950814,2.3781791776,2.6931894506,0.3092975064,2.2629095540,1.2028439923,1.9702969895,0.9393631332,2.2594260425,0.3675468832,1.0608376434,1.1689440757,1.1539204158,2.6605611640,2.3742785952,0.5071624520,1.9149106741,2.0398407643,1.7594746948,1.0146201463,2.7603964806,1.4225703242,0.8234068095,-0.1261729018,-0.1644731970,-0.0381421474,3.1473193964,2.4174837801,1.7482983978,1.8007315311,2.2145576105,2.3117097191,0.6082250034,0.4854964733,0.0108936705,2.6780174347,3.0424153804,2.6811052050,1.5724478361,-0.0351825047,2.3413761260,2.6092237730,0.7526278211,2.0670485100,2.6487076944,-0.1079608833,0.0582224142,1.4233209656,0.9710769419,2.2836548351,2.6896047443,-0.1111203458,0.4918469413,1.1145135098,0.4648444829,1.7544271589,0.3865470647,0.9392579124,0.0539876037,2.5272298784,0.5097257049,0.3635885301,3.2844195366,1.7897071316,1.4714064678,1.5299457013,0.3699987047,BRCA
GSM480987,0.0682444876,1.4002731833,0.0332196029,1.7183043312,1.5483073221,-0.0549585451,1.4473519886,0.0153519419,1.8620933963,2.6119707192,0.0588961331,2.5893713435,0.3960130734,3.4431424141,3.7116197743,3.4794374704,1.0860631699,0.1596078496,1.2288841189,0.9474813692,0.6300429239,-0.0906852847,0.0937184970,0.1147659657,-0.0422973506,0.6056660444,2.9923180870,0.7244511977,0.1992497309,2.7444951138,2.1474726646,1.0170880937,2.8365645013,0.2773525813,1.6890701791,1.4716175830,2.4194074571,2.6947127920,0.2045498919,2.2029468007,1.0510979764,1.9836659712,0.6285944043,2.1835881770,0.2361733591,0.9373136460,0.8500841279,1.1262940004,2.2426957290,2.3532645256,0.3818332076,1.7049315274,1.9252675110,1.5037874504,0.9965586298,2.8373980390,1.2285433283,0.9247255012,-0.0866562286,-0.1685060961,-0.0129355321,3.3339642949,0.5451265420,1.6921351903,1.6427985004,2.0351079889,2.2273175332,0.5178212225,0.4408101541,0.0385048655,2.8550744857,2.5611532211,2.6114896026,1.2989210429,-0.1345085055,2.6666927339,2.3018662334,0.8079192525,1.7983845870,2.5250110229,-0.0860888264,0.0216528606,0.9225538754,0.9352572696,2.2485054621,2.5737714321,0.5207173153,0.4667196364,0.8301454794,0.1555206809,1.5239882888,0.1892731293,0.8549370172,0.0713490623,2.6619655591,0.2799178948,0.2633650197,3.8161665713,1.9111126512,1.3265686443,1.1488275212,0.3107363203,BRCA
GSM480988,0.1729165121,1.9768290249,0.0131784733,1.4309111332,1.0391375089,0.0437322547,0.7778331785,-0.0685380521,1.5280717509,2.4310698808,-0.0544706349,2.5415298342,0.6075258255,3.5903268455,3.5632109643,2.9582526685,0.9158799731,0.4396871180,1.3159587030,0.8753562803,2.2674478426,-0.1172570286,0.0717317383,0.1387512824,0.0190920071,0.5875734958,2.7686368889,0.5309720529,0.1930112019,2.7243874206,1.9499285595,0.9903650600,2.9657080967,0.3106117491,1.5990241625,1.4281306305,2.2421025634,2.7946935379,0.1603641275,2.5174946262,1.1437491644,2.0195549955,1.0159953310,2.0677417218,0.2904050328,0.4611046656,1.2457949635,0.7263722536,2.4681818487,2.0110698422,0.4689942604,1.6818410720,1.9690023926,1.5246780665,0.8160987161,2.4693820574,0.9986146884,0.6581086746,-0.1096657674,-0.1325414801,-0.0920243737,3.3063159252,2.9510261086,1.7751844942,0.9553163941,1.4657099479,1.9867455150,0.6242817767,0.4717482587,-0.0682729349,2.3836103297,2.5196375371,2.1940289909,1.6643329611,0.2639336709,2.1901081502,2.4824682474,0.5405421165,2.3334938687,2.2279191218,-0.0490704349,0.0583560137,1.4222286624,1.1295807667,1.7693305240,2.4782971740,-0.1764368483,0.5242627501,1.1902519783,0.5900284030,1.4371620273,0.1912600433,0.8955960034,0.0368996694,2.3640487754,0.6426197207,0.1802334750,3.1527424541,1.3766792581,1.3240040779,1.2036786051,0.2279126497,BRCA
GSM480989,0.1889863763,2.1277031632,0.0668165242,1.5649315118,1.7552074548,0.0926503360,1.7857396428,-0.0055716124,2.1340415721,2.9796418862,-0.2378311222,3.1335273783,1.7033701090,4.0700815022,3.5488193827,3.9613547920,1.3812379606,0.1712418308,1.2061569715,1.2300872647,2.5198659367,-0.1185719971,0.1336893973,0.4823784157,0.0415958698,0.6662229050,3.4968348608,0.8800742628,0.5124567831,2.7105823359,2.5870779306,2.1302643267,2.8290385407,0.2683247736,1.4556423250,1.9151880259,2.4667692631,3.2476058687,0.2213360476,2.2828131765,1.3622255757,2.2215796266,0.9569158685,1.8614832610,0.2080110709,1.6189035133,1.1796468264,1.3013640981,3.0140888690,2.4475744766,0.2837294929,1.8549276291,2.3744408953,2.1510638744,0.6412169951,3.1078833672,1.9011756464,0.9436102802,-0.1266490290,-0.2062325608,-0.0687848546,3.4578404957,3.1985672843,1.6773121551,2.5386785524,2.5261857397,1.6729394494,0.3673348365,0.4853385165,0.0818868848,3.0972921000,3.4382458448,2.3977353573,1.5412679524,0.1286679537,2.5648820400,3.1747188966,0.3119925809,1.7259177763,3.3196494316,-0.0512882811,0.1251372889,1.6810859640,0.9280979003,2.7461639345,2.6228408813,-0.2696185394,0.4818084316,0.9822125902,0.7619704669,1.2445914656,0.2875250331,0.7344066938,0.0323367647,2.8404812600,0.6508376896,0.5103131626,3.6041034970,2.3436854185,1.5610145161,1.0984426700,0.3488360592,BRCA
GSM480990,0.0406452567,1.9517909760,-0.0620586827,1.2671386102,1.4454849492,0.0517665168,1.6160476847,-0.0427508297,1.8122139895,3.0200660929,-0.0525418175,2.9141588310,0.8497787806,4.0086092055,3.6396413643,4.1255401969,1.2187635664,0.2470623504,0.9722543923,1.3391252673,1.9193906783,-0.1587630591,0.0371921359,0.1128523393,-0.0540642034,0.4781959311,2.8055837022,0.7492041707,0.4366570931,2.7939025824,2.0454952567,1.5599493311,2.6927824817,0.2738806265,1.0491422729,1.4680382832,2.3569882808,2.5327774287,0.1231852659,2.1940840074,0.9483823761,1.9121432351,0.7702361686,1.9267982987,0.2548555928,1.4532241859,0.9617669296,1.3140478284,2.6311710677,2.3934767892,0.2171838662,1.8234005494,1.9218206934,2.1770029365,0.8995748588,2.8061103091,1.8446077186,1.0279968887,-0.0690227334,-0.1429469766,0.0312324126,3.2979678048,2.0966728793,1.2607771447,1.9970140841,2.7007984556,1.7781929330,0.3689083702,0.5824783352,0.0659851056,2.8897378456,3.1417219401,2.4097764490,1.3757204780,0.0136483466,2.1207289993,3.1792538265,0.5372420106,1.7318905990,3.0851253934,-0.0503553267,0.0775462456,1.5961095689,0.8433594816,2.5992990658,2.9649400265,-0.2508752277,0.3949826356,0.9301648117,0.3588657745,1.4703692757,0.2102089732,0.6611518788,0.0343530848,2.5457761348,0.2270675610,0.4306118472,3.7346337866,2.0609400869,1.4966637179,0.9177112306,0.3023778243,Control
GSM480991,0.1926453349,1.9548463702,-0.0182906061,1.5773677428,1.5515686907,0.1241007300,1.4833563237,0.0212759991,1.8832398690,2.8777215410,-0.0751755479,2.8551897803,1.9846106098,3.7389813362,3.4733667373,3.7136605977,1.2089492183,0.2329855491,1.3152366168,1.0459017753,2.5052647062,-0.1528523310,0.0986545528,0.6596218793,0.0726288471,0.6054636066,3.0806593232,0.8633415593,0.3902518363,2.6590077480,2.5735933335,1.7541966662,2.9673169453,0.3005390735,1.4348399815,1.7359422445,2.3120828122,2.7433253016,0.3018956727,2.2283421680,1.1065239228,2.0969550107,0.7494436904,2.1799539924,0.3079901611,1.3540177964,0.9749992775,1.2091733013,2.6983372370,2.3990266273,0.3761448412,1.9338733404,2.1474709510,1.7654684634,0.9273870912,2.7988567652,1.6437186207,0.9273097725,-0.1151613611,-0.1238268664,-0.0003676171,3.2209119002,2.7468340529,1.5657176485,2.0149812527,2.4944071359,2.2521647385,0.4579528600,0.4964059232,0.0756633949,2.7557867371,3.1377789261,2.4722771134,1.5631889251,0.0840362927,2.5121300965,3.1350121101,0.6383629745,2.0342459280,2.8990819322,-0.0794860881,0.1604087682,1.8557779853,0.8730897507,2.3736780044,2.4763701409,-0.1619860071,0.4224859876,1.2209260207,0.5457791147,1.4697199503,0.3686100013,0.8417523124,0.1004779784,2.7680677484,0.6371447958,0.4589599152,3.3566855701,2.1578396560,1.4697012005,1.5913855732,0.3770189805,Control
GSM480992,0.0062063826,2.3609367311,0.0436351321,1.3740897377,1.5052996314,0.1072666178,1.6340337672,-0.0494704759,1.8565931799,2.9134306347,-0.1295131660,2.9603282015,0.9986972632,3.7898347376,2.9723732473,4.1191732882,1.3055789140,0.1694828124,1.1440639068,1.4363558438,2.3321642346,-0.2037982712,0.0869171159,0.0189752440,-0.0304575976,0.5668991026,2.5033878883,0.8232307482,0.6214155494,2.2498565252,2.0831756291,1.9763529973,2.3969766697,0.2167529686,1.0286999862,1.5891236738,1.9978834093,2.4150560756,0.2737099200,2.1607327535,0.9967125401,1.8803495011,0.8173289473,1.6214071512,0.1512522806,1.5091925989,1.0915238465,1.4013012038,2.4958771863,2.1407557330,0.2313617113,2.0677032769,1.9953831170,2.2124366166,0.6999191179,3.0174425443,2.0315674512,0.8990888902,-0.0792782307,-0.0871203566,0.0312557159,3.2300364178,2.2214331427,1.2726147105,1.9273984134,3.0351112113,1.7018735155,0.3781747637,0.4913583273,0.0971907729,2.7319306335,2.9846413254,2.5811069693,1.4699217769,0.0446352130,1.8349805773,3.4234994650,0.5062822531,1.5170791547,3.1821215418,-0.0851659917,0.1988145202,1.9009259739,0.8111424002,2.6575420799,2.7859428824,-0.1473591948,0.3062242891,0.8876542938,0.5787656359,1.1865357925,0.6358898381,0.7107424068,0.1595277016,2.5250671464,0.3445422019,0.5628421953,3.3394765173,2.0430217906,1.6979932189,0.6764961886,0.3771257677,Control
GSM480993,0.1940984387,1.8447848111,-0.0217610554,1.8320753773,1.5078174091,0.1875058857,1.5231844738,0.0329078451,1.8564429452,2.7184812181,-0.0783596511,2.9099283418,1.4912662991,3.5240723192,3.0813806853,3.8593398928,1.3374605841,0.3077007938,1.4766851899,1.1176417301,2.2939922811,-0.1421918277,0.2076407935,0.3843253352,-0.0069177446,0.8473857031,2.9675442511,0.7904321804,0.3761149262,2.5379271111,2.2965392915,1.9432272613,2.9347724913,0.3458222656,1.3658503120,1.8176816330,2.3574859499,2.7369103943,0.2805398945,2.1955187842,1.1519269166,2.0082805819,0.8505191160,2.2105291782,0.3077100398,1.2219735683,1.1003682372,1.2195750973,2.6991728943,2.1819625645,0.4983456701,2.0052084474,2.1426679424,2.1362978668,0.8188119192,3.0341738792,1.7130491356,0.9582222139,-0.0703929114,-0.1660786590,-0.0232121766,3.2092238798,2.7589055830,1.5895338901,1.9662201574,2.5720573925,2.0354289839,0.5012176446,0.6403183415,0.0353644352,2.5945062544,3.0525026798,2.4755535294,1.5685368351,0.1850663591,2.3344553113,2.9720670878,0.6279432019,1.8469692867,2.8663656050,-0.1889131873,0.0359939708,1.7198129629,0.9083646271,2.7051851750,2.4751581996,-0.1976552220,0.4951463326,1.0565381431,0.6058448151,1.2952646493,0.4122679911,0.7950734610,0.0767692261,2.3807614357,0.4940378898,0.4237260454,3.4536580019,1.8573491349,1.6701275347,1.3016619143,0.3638218635,Control
