@relation data

@attribute 1436 numeric
@attribute 6714 numeric
@attribute 5156 numeric
@attribute 5579 numeric
@attribute 1956 numeric
@attribute 5578 numeric
@attribute 51100 numeric
@attribute 867 numeric
@attribute 1950 numeric
@attribute 30011 numeric
@attribute 2885 numeric
@attribute 4233 numeric
@attribute 56904 numeric
@attribute Class {Control,BRCA}

@data
11.73619062,6.75911734333,10.73337264,6.21136540967,7.05035509475,8.688181342,11.36168902,7.886226753,6.141397664,9.98829076133,9.4954151895,5.899182429,11.86989657,Control
12.06323168,6.586005659,10.73397278,6.479820979,6.79791370075,9.433471275,10.69211442,7.645116667,6.795134192,9.50756223733,9.5539178325,6.1044474,12.30980751,BRCA
11.61514235,7.22912163867,10.053395164,5.889051372,6.80402066425,8.48506563,10.81469083,7.644869593,7.503172055,9.18683022167,9.480270588,6.482691508,12.56021108,BRCA
11.64987825,6.91032494133,9.4016975135,6.312672729,6.3257817405,9.211511834,10.42417183,7.1870936865,7.0134654,9.332527148,9.432546201,5.838328613,12.3749363,Control
11.53476504,6.72839437467,10.594310045,7.50900425433,6.78190965925,8.977409535,11.12692078,7.59092276,8.466587485,9.57719953933,9.66718229,5.978202066,12.22921997,BRCA
12.2610269,6.38912935567,10.813430195,6.98490046733,7.10041818325,8.467749328,11.49398064,7.9410335545,7.455781587,9.284282035,9.9164802245,6.638801971,12.6125864,BRCA
12.17054643,7.54701473933,10.86366497,6.81582852467,6.9842760015,9.024558716,9.711159801,7.242328474,6.973327498,10.131335918,9.167523377,6.272028439,12.50251243,BRCA
12.13760287,7.00963552967,11.03550101,6.87117032933,6.998917209,8.419813926,11.45657274,7.794277783,6.405231362,9.50148216567,9.1611827995,5.651777341,12.31595909,Control
11.25779165,6.85674479767,10.45062521,6.13414385767,6.85070537275,8.419971893,11.02545125,7.465168109,7.872399588,8.98266926433,9.3657406255,5.995038554,12.11092378,BRCA
11.92436912,6.973025285,10.182966585,6.39658479233,6.30061577025,8.01888328,10.77123589,7.356733999,6.79717879,9.60267537967,9.70078824,5.819036642,12.57347448,BRCA
12.03158587,6.89592443067,10.661861475,6.39932068633,6.71360662325,8.202296649,11.35066867,7.2106038955,6.522938973,9.49922122467,9.153599552,6.179665925,12.12389031,BRCA
12.11865571,6.98144085767,10.824399575,6.68769140167,6.904091352,8.474558864,11.24631027,7.629598074,6.776897268,9.68953142233,9.5256586835,6.375000864,11.87463956,Control
12.07175489,6.75905554167,10.677614845,6.24070564267,6.94855824675,8.584390499,11.38258365,7.831098703,6.832703733,10.1002223227,9.597360232,6.090224257,11.89968368,Control
11.62774602,6.82951290367,9.297859121,6.35314852433,6.51319229175,7.646632733,11.12068843,7.6569001255,6.0664182,9.12094417633,9.06038523,6.016257423,13.67421216,BRCA
12.5850741,6.91208436433,10.2596695795,6.73899581333,6.77269984975,7.883225397,11.22269547,7.4253885415,6.807100898,9.830081094,9.5800955565,5.837193482,12.65578567,BRCA
11.99675603,7.22720437133,9.9400371915,6.39469361333,6.93725355825,8.420129842,11.00576508,7.3873031035,6.406592471,9.042346426,9.0393998015,5.524197895,13.2605396,BRCA
10.9270559,7.35444662233,8.6710485955,6.135427533,6.51560473275,7.621284726,10.9933809,7.3616846765,6.185475721,8.902943448,8.9731778835,5.720012484,13.51553049,BRCA
11.94147143,7.03736704367,9.7923303465,6.82794277033,6.4814821935,7.779918143,11.04525817,7.483879687,6.300403471,9.61529776033,8.9213733295,6.015700078,12.73839215,BRCA
11.84327345,7.07743364033,9.3331986965,6.69079792733,6.70888373325,7.098719371,11.19313431,7.1213821535,6.672075676,9.11262891167,9.111304808,5.878793533,13.38448364,BRCA
11.79269688,6.94510312533,9.8106380045,6.127634878,7.023639895,7.791197286,11.18856429,7.328773567,6.877625017,9.41766822633,10.2970447,5.790127717,13.55580301,BRCA
