@relation data

@attribute id string
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1291 numeric
@attribute 1292 numeric
@attribute 1293 numeric
@attribute 1297 numeric
@attribute 1298 numeric
@attribute 1299 numeric
@attribute 131873 numeric
@attribute 1463 numeric
@attribute 256076 numeric
@attribute 2668 numeric
@attribute 2674 numeric
@attribute 2675 numeric
@attribute 375790 numeric
@attribute 4684 numeric
@attribute 4902 numeric
@attribute 5621 numeric
@attribute 5623 numeric
@attribute 64096 numeric
@attribute 6900 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 782 numeric
@attribute 783 numeric
@attribute 784 numeric
@attribute 785 numeric
@attribute 7903 numeric
@attribute 8128 numeric
@attribute 8911 numeric
@attribute 8912 numeric
@attribute 8913 numeric
@attribute 9048 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3274698270,0.0578304728,-0.0842963397,-0.0277067070,0.1206448859,0.1617570012,-0.0343195665,-0.0485781644,0.1320036710,0.0155339099,0.0658800490,0.1209017527,-0.1688528511,0.6360145303,-0.1484998381,-0.1854193424,0.7560739600,-0.0637077161,-0.1207068407,-0.1023854266,-0.0830351446,-0.0984715125,-0.1368172508,1.4312780918,-0.1160757452,-0.0606896843,1.1734875166,0.1426472862,-0.2238510094,-0.1276572647,-0.1203116075,-0.0989742001,-0.1723870842,-0.1224714802,-0.0245026247,-0.0623435482,0.5613879450,-0.0271549473,-0.1807791922,-0.1523241652,-0.1362318950,-0.2831127028,-0.1099714589,-0.0345399621,BRCA
GSM480985,1.0722436029,1.0740057206,-0.0916752003,0.7385366171,0.1024053941,0.3574818842,-0.0217375736,0.0682805988,0.3197791149,0.5991697517,0.6836575481,0.2890480000,0.0371414306,1.9121247233,-0.1824283317,0.0386283034,1.0554757614,-0.1201832846,-0.1728776219,-0.1190526069,-0.1495453385,-0.1300775931,-0.1406912798,1.5627417465,-0.0452254811,-0.1987302463,1.2647015639,0.2522555113,-0.1723321646,-0.1034011719,-0.1314508866,-0.0963025578,-0.0583988496,-0.0584060038,0.1402272073,-0.0032097376,0.5824237781,-0.0808365336,-0.1500979493,-0.1987223602,-0.1011272472,-0.2271144695,-0.0865421228,0.0257537091,BRCA
GSM480986,0.1451111031,-0.0803552719,-0.0920874155,-0.1187075144,0.1571395738,0.4284097366,0.0045408444,-0.0003269257,0.4033968100,-0.0324737648,0.0340204159,0.2922329996,-0.0309096638,0.0264813202,-0.1235003989,-0.0776329358,0.7950162043,-0.1381592705,-0.1477544963,-0.1273166661,-0.0989697540,-0.0849708979,-0.1125952448,1.5699611075,-0.0776241690,-0.0994100373,1.2628443927,0.2217888008,-0.1996847667,-0.1382823655,-0.0977729428,-0.0699778495,-0.1236575758,-0.0708685458,0.0404406771,-0.0457329366,0.6317891250,-0.0384452237,-0.1026349349,-0.1303653435,-0.0420990204,-0.1658433730,-0.0909909176,0.0380436224,BRCA
GSM480987,1.9734013707,2.4683750462,-0.0792982461,2.2193185563,1.2825283761,0.9133396048,-0.0216841742,-0.0280876425,-0.0148904576,1.6132985542,2.0930396530,0.9180735428,1.2106621109,3.6225910635,-0.1317016195,-0.2152801315,0.1892061032,-0.0671484381,-0.0892493491,-0.1163307025,-0.0585404290,-0.0514555875,-0.1270048042,0.6125604424,-0.0888372888,-0.2147092302,1.6573471187,0.2704970126,-0.2265055039,-0.0771541750,-0.0535309027,-0.0852457030,-0.1119168406,-0.1386153157,0.0251751878,0.2038346149,0.4010122127,-0.1018771847,-0.0925662477,-0.1488781345,-0.1081378516,-0.2302740738,-0.0964581491,-0.0200831452,BRCA
GSM480988,0.2451521079,-0.0702087163,-0.0993234109,-0.1358704105,0.1152882675,0.3064220885,-0.0410077930,0.1296488376,0.2849267037,-0.0347575470,0.0092139999,0.1449651504,-0.0097191192,0.0452819411,-0.1701146605,-0.0610638451,0.4654421740,-0.0751479711,-0.0839360140,-0.0762899776,-0.0450443954,-0.0707716167,-0.1064967342,1.1376807535,-0.0893485605,-0.0395374424,0.9173709236,0.0199301678,-0.1406079446,-0.1342319313,-0.0822903132,-0.0242554143,-0.1667832078,-0.0314547322,0.0325240980,-0.0489285502,0.5769897205,-0.0758940419,-0.1136529021,-0.1101176819,-0.1380212632,-0.1781635498,-0.0750919747,-0.0064825030,BRCA
GSM480989,0.1720103051,-0.0465266853,-0.0828457875,-0.1046818197,0.0023976691,0.2114621343,-0.0441274428,-0.0788148742,0.1264852435,-0.0206390256,-0.0460088931,0.2369972344,-0.1861017614,0.0920736688,-0.1826561012,-0.2394203552,0.4428574509,-0.1311550969,-0.1690479384,-0.0305818130,0.0013816316,-0.0601011977,-0.1142081865,1.7622241158,-0.0666400668,-0.1070742739,0.9014930194,0.3145138276,-0.1645790832,-0.1579124431,-0.0790640901,-0.0560463325,-0.1896694854,-0.1508689637,-0.0488633459,-0.0772692739,0.8129652783,-0.1655431821,-0.1443523287,-0.1284526680,-0.1917240362,-0.3032498204,-0.0422781250,0.0087933293,BRCA
GSM480990,0.2065962950,-0.0535455872,-0.0505823002,-0.1207838239,0.3157544133,0.5032480955,-0.0224619561,-0.0072702441,0.2984222376,0.8829774104,0.6657902116,0.1991717919,-0.0734545157,0.2409686194,-0.1429605101,-0.1847181864,0.2037195411,-0.1296795578,-0.1593049808,-0.1077549528,-0.0249892926,-0.0671347708,-0.1275322784,1.5826969529,-0.0843380379,-0.2940758770,1.6171665862,0.3273259321,-0.2350413693,-0.1286590262,-0.0893763078,-0.1065901060,-0.1377697349,-0.1273056988,-0.0090365871,-0.0745338046,0.7522451695,-0.0505590463,-0.1325098849,-0.1174556658,-0.0644982766,-0.1690932849,-0.0521432277,0.1357991404,Control
GSM480991,0.2203413378,-0.0661137348,-0.1126934538,-0.1195115780,0.0312546151,0.2466490643,-0.0178426241,-0.0549827734,0.1832314988,0.0151529085,0.0907690979,0.2549896827,0.0126553976,-0.0850544810,-0.1673006635,-0.1194721767,0.2406447890,-0.1190178329,-0.1053977717,-0.0699432828,-0.0118765433,-0.0750836748,-0.0564349956,1.7234057288,-0.1255675081,-0.1779266083,1.2911442610,0.2919896535,-0.2302931258,-0.0831317244,-0.0855096179,-0.0575679550,-0.1331293760,-0.1331540587,-0.0152191007,-0.1135411437,0.8025629474,-0.1052119711,-0.1045473077,-0.1457356312,-0.0898408060,-0.2116424770,-0.0670246049,0.1144179311,Control
GSM480992,0.5630003688,0.0994001765,-0.0977736614,-0.0599028577,0.0624451243,0.3013565149,-0.0173351448,-0.0373090050,0.1683771527,0.0793494522,0.1532750871,0.2266035778,-0.0378568513,0.5666780770,-0.1528375054,-0.1971956551,0.1753962112,-0.0439024636,-0.1417232841,-0.0591673438,-0.0292442199,-0.0572951013,-0.1071342483,1.8383309169,-0.1151230532,-0.1587899624,1.1581276407,0.3825651494,-0.1998539871,-0.1157862729,-0.0923992682,-0.1025028604,-0.1115691940,-0.1337066142,0.0835718792,-0.0621772347,0.9192613613,-0.1110916970,-0.1347257343,-0.1058359523,-0.0648215376,-0.1857793504,-0.0983496599,0.1420450887,Control
GSM480993,0.4241898455,0.0637850186,-0.0982701283,0.0129195312,0.1815740701,0.4915914865,-0.0612812659,0.0045384616,0.2849183196,0.0241740958,0.0671220333,0.2717464073,0.0018518609,0.6191832330,-0.1277571691,-0.0874135525,0.5319530541,-0.1180776184,-0.0653940523,-0.0836238484,-0.0667033064,-0.0517830446,-0.1340094604,1.6071909504,-0.0767223006,-0.0275183950,1.2256185795,0.3912834758,-0.1836854288,-0.0907564598,-0.1131873764,-0.0685464153,-0.1594897452,-0.0863025429,0.0231110048,-0.0288300617,0.7646135887,-0.1219448129,-0.0936764247,-0.1599601133,-0.0627730188,-0.2627532443,-0.0591222534,0.1467347136,Control
GSM480994,0.3829130010,-0.0100659228,-0.0434894281,-0.0653401518,0.0083825677,0.2103920599,-0.0398021915,-0.0752932956,0.2295007029,-0.0328693096,-0.0510652993,0.2485376941,-0.0496175928,0.3657116820,-0.1821633594,-0.0842518247,0.8165403988,-0.1236834483,-0.0891529723,-0.0702461724,-0.1138777101,-0.0703548847,-0.1002252678,1.7860532982,-0.1145433069,-0.2278099359,0.9147760768,0.3578090712,-0.2336762121,-0.1212230575,-0.1234654679,-0.0908854106,-0.0766683960,-0.1078734589,0.0244326900,-0.1202583536,0.5454818741,-0.0023244303,-0.1352643424,-0.1591633751,-0.0712807699,-0.2359046439,-0.0711092058,0.0823604026,Control
GSM480995,1.6967860424,1.8437008560,-0.0343462062,1.2726474588,0.8249219695,0.6120408962,-0.0344858331,0.1310543132,0.1006254997,1.3378940652,1.2915047933,0.3551347054,0.2326731253,2.8066930324,-0.1567822165,0.1581732579,0.0517492656,-0.1668790205,-0.0910213488,-0.0977657429,-0.0766664567,-0.0559835391,-0.1382283228,1.6773726341,-0.0794357275,-0.3809434296,1.5928847525,0.2349084398,-0.2211173112,-0.1424760430,-0.0732469172,-0.1138052456,-0.1964389538,-0.1242868721,0.0078080472,-0.0429476622,0.6630440378,-0.1431338974,-0.1281001427,-0.1362626064,-0.1063715918,-0.3344286226,-0.0744628899,-0.0625541054,Control
GSM480996,0.8074855536,0.5057188384,0.0271511260,0.2531894520,0.2528035597,0.2591062002,-0.0545636404,-0.0728114541,0.3021600808,0.3130481266,0.3309634271,0.1567747809,-0.0770213146,1.5992345848,-0.1558402494,-0.1840586950,-0.0998529170,-0.0404780441,-0.1266703249,-0.0748269795,-0.0053648426,-0.0209019765,-0.0748485371,1.3047380293,-0.1097946231,-0.3072160406,1.9834221783,0.2659546156,-0.2219511834,-0.1723822832,-0.0770538189,-0.1358274640,-0.1817146971,-0.0872729289,0.0179328423,-0.0910578099,0.6641472152,-0.1068104968,-0.1345700900,-0.1346665591,-0.1435948360,-0.2182250503,-0.0429950593,0.4217709422,BRCA
GSM480997,2.8348952137,3.0981297732,-0.1157750133,2.8513320910,1.1197093940,0.8625907969,0.0104849085,0.8790216298,0.3554456811,2.8500787441,2.9029068667,0.7180960138,0.8160747166,3.2707820086,-0.1617981981,-0.1835994630,0.0745634008,-0.0631420687,-0.0919724986,-0.0883150492,0.0029486180,0.0570039302,-0.0846507132,1.5055344171,-0.0786938485,-0.3808766402,1.9356296410,0.4552655246,-0.1635318417,-0.1382200742,0.0150905539,-0.1724326125,-0.0841618606,-0.0604791706,0.0385489361,-0.0503486921,0.8834864926,-0.0253087707,-0.1102078522,-0.1684997375,-0.0719123669,-0.2255339922,-0.0635038235,-0.0597299011,BRCA
GSM480998,0.1690234939,-0.0541631021,-0.0982816622,-0.0943232398,0.2317865069,0.3917077266,-0.0478752598,-0.1471091622,0.2866364169,-0.0631250351,0.0012853713,0.3046640990,0.1706269651,0.0628756490,-0.0911284784,-0.1491307681,1.0421857967,-0.0642081915,-0.0593885236,-0.0710997334,-0.0770025901,-0.0949876808,-0.0542168632,1.5846251141,-0.0714992947,-0.3001770764,1.0041834963,0.2980975168,-0.2107262706,-0.1225962456,-0.0656834591,-0.1069827801,-0.0313974490,-0.1081271136,0.0732161278,-0.1008960077,0.4369533084,-0.0188878890,-0.0987580163,-0.1198980061,-0.1063397064,-0.2145507403,-0.0011394020,0.0907123879,BRCA
GSM480999,0.2307161783,-0.0875173441,-0.1051172911,-0.1143742421,0.0443660415,0.2084738527,-0.0172466180,0.0063920659,0.1931438924,-0.0432122534,0.0188321645,0.1296521776,-0.1429393470,0.1333338801,-0.1794559846,-0.0707478540,0.5756636307,-0.0973249947,-0.1656458274,-0.1041939942,-0.1048796228,-0.0226989373,-0.1537095486,1.6022905895,-0.0424333755,-0.1545838278,0.9963311686,0.2490619474,-0.2177561893,-0.1364212787,-0.1140581957,-0.0581773201,-0.1949242434,-0.0820327782,0.0002864539,-0.0391930950,0.6571196193,-0.0793539106,-0.1271189054,-0.1590498791,-0.1093923179,-0.2955983972,-0.0857779890,-0.0368651349,BRCA
GSM481000,0.2085761415,-0.0878812670,-0.1259026499,-0.0877483560,-0.0206397671,0.1569318671,-0.0375482217,-0.0063074533,0.2069869095,-0.1039539161,0.0742581057,0.1077659601,-0.1620744418,0.0203605353,-0.1482338874,-0.1614253056,0.6904644154,-0.1038634217,-0.1000760497,-0.0859689458,-0.0604088448,0.0525929441,-0.1033709644,1.4058446933,-0.0396778970,-0.2005370367,0.9648351092,0.2435894933,-0.1679843436,-0.1585414884,-0.1063921543,-0.0654940727,-0.1289968188,-0.1477756958,0.0117399652,-0.0364336405,0.7948992630,-0.0269554770,-0.1224369640,-0.1619774311,-0.0730037984,-0.1881171026,-0.0999382448,-0.0027640279,BRCA
GSM481001,0.5761144138,0.1752004646,-0.0957600232,-0.0425593087,0.8957656743,0.6170466852,0.0264951522,0.2525608915,0.2802197753,0.9424634783,0.0856690422,0.1867834814,-0.0522780828,0.5409447321,-0.1751010646,-0.1641213739,-0.1121956191,-0.0871139269,-0.0944342763,-0.0782860333,-0.0423154981,-0.1003267332,-0.1190702543,1.6209269166,-0.1334715694,-0.3897022681,1.4086745106,0.1691161301,-0.2531291996,-0.1709559612,-0.0892708862,-0.0754534669,-0.1421227986,-0.0875998793,0.0117577318,-0.0909102236,0.6782450306,-0.0642663048,-0.1555872110,-0.2076668084,-0.1026116245,-0.3160956787,-0.0992904300,0.0106207304,BRCA
