@relation data

@attribute id string
@attribute 10018 numeric
@attribute 140735 numeric
@attribute 1869 numeric
@attribute 207 numeric
@attribute 27113 numeric
@attribute 5366 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5599 numeric
@attribute 572 numeric
@attribute 596 numeric
@attribute 637 numeric
@attribute 7027 numeric
@attribute 7529 numeric
@attribute 90427 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0276331207,0.6503453747,0.1608625433,2.3584245311,0.0987937071,0.3118113739,1.0400522820,0.1612316305,0.6904673187,0.3923970497,-0.0618729870,0.6887301476,0.4304502825,2.8529286943,-0.0141645847,BRCA
GSM481003,0.0188322684,0.8372532733,0.3838606802,2.5114432043,0.1474804727,0.3333924307,0.8106030215,0.1265427291,0.6729280780,0.8256779464,-0.0646676839,0.7906400810,0.7071352963,2.9574292897,0.0311019792,BRCA
GSM481004,0.0032131765,1.0115007570,0.4496613113,2.2194539971,0.1012091970,0.1441207854,1.2435202534,0.1383806468,0.6871232500,0.5918967704,-0.0883470983,1.0386877479,0.5345616893,2.9679501614,0.0369858071,BRCA
GSM481005,-0.0132691738,0.7266877573,0.3527724375,2.3890128664,0.0411741138,0.1375145375,1.1356134855,0.3057993211,0.8086081992,0.5596565347,-0.0833753531,0.7332842213,0.6858292198,2.7884811720,0.0317603698,BRCA
GSM481006,0.0401365866,0.4887612229,0.3129080268,2.7993582883,0.1608413260,0.5000726588,1.0245994510,0.3482065284,0.7695189350,0.4886666650,-0.0787858003,0.5348292987,0.5165355943,2.8086695909,-0.0111709822,BRCA
GSM481007,0.0687556114,0.5647076904,0.4946888254,2.4604020782,0.1345880213,0.6980833310,1.0916134130,0.2404658702,0.3326362380,0.9255183645,-0.0395099294,0.8986499582,0.5060179370,2.4307935001,-0.0665940653,BRCA
GSM481008,0.0981596726,0.9965451062,1.5586611688,2.1300801171,0.0755405649,1.4669997517,0.8087446459,0.2826632336,0.7429268004,1.0612640086,-0.0483734958,0.8953086573,0.8231186639,2.7709575175,-0.0408257874,Control
GSM481009,0.0558011465,0.4923995389,0.0817014255,1.7882246540,-0.2291027958,0.3858334865,0.4472229415,0.1498070048,0.6203827706,-0.0767497015,-0.1458780054,0.2611433211,0.3355704260,2.7177316307,-0.0828662753,Control
GSM481010,-0.0220300540,1.0920910197,0.3816741023,2.1086231072,0.0796245421,0.7411667687,1.0618852462,0.3126156600,0.8636795770,0.7550900512,-0.0879259115,0.8465682827,0.5232536481,2.9788210231,0.0348231109,Control
GSM481011,0.0432438639,1.2475131673,0.7909900944,2.7272794777,0.1976368877,0.5957530879,0.7789269015,0.1755088156,0.4733123278,0.8490704160,-0.0457399186,0.5948791403,0.6670683278,2.4501155933,-0.0447570824,Control
GSM481012,-0.0050568544,0.8543442708,0.1997919092,1.8813959094,0.0831117689,0.5172938654,0.8448196011,0.1189904612,0.6613713608,0.4327418197,-0.0352481530,0.6453165220,0.5163909940,2.9263947011,-0.0274987146,Control
GSM481013,0.1679794594,1.6140626760,1.7821385400,2.6179897917,0.1183022018,2.0525217546,0.5795165059,0.2707595200,0.5985774544,1.6294833929,-0.0221938008,1.1045925779,1.1818715835,2.7424908559,0.1340533207,Control
GSM481014,0.0419797288,0.6790977600,1.7717852605,2.0626784828,0.3107797727,1.6024021751,1.1839603328,0.2555598621,0.7970564698,0.7193479280,0.0680477506,0.3346756890,0.4508134675,2.5990998984,-0.0329019287,BRCA
GSM481015,0.0560552732,1.0997290123,0.6783411635,2.7202442222,0.2383799619,0.6701298894,0.5311020842,0.1563954561,0.7398309259,1.0519241758,-0.0649266290,0.9223901654,0.6449924785,2.5784128666,0.6064936782,BRCA
GSM481016,-0.0075762472,0.9772723391,0.4176016889,2.0178352594,0.0955144267,0.5998530203,1.2098183930,0.4196000681,0.7996053263,0.3827381908,-0.0723477973,0.7681413340,0.7847961000,3.0467217603,-0.0661445737,BRCA
GSM481017,-0.0403233582,0.5821128886,0.3003523043,1.3314801619,0.0708409164,0.8982576308,1.0888749927,0.4800619128,0.9651721663,0.1373565855,-0.0652382017,0.3851065834,0.5460731268,2.8144220830,-0.1014159619,BRCA
GSM481018,0.1168250878,0.9192131794,0.3903010053,2.3386700948,0.1120464409,0.2203038805,0.9886145162,0.0334351002,0.4124614440,0.7911132642,0.0390249889,0.5203793354,0.4345977742,2.5899022817,-0.0137491829,BRCA
GSM481019,-0.0468345742,1.1339427172,0.7822593156,2.3733375204,0.1498552304,0.8042540428,0.9502533068,0.3035353587,0.6351509259,0.8715875683,-0.0498768420,1.0691564989,0.8913458250,2.6966121673,-0.1354923598,BRCA
