@relation data

@attribute id string
@attribute 10451 numeric
@attribute 1386 numeric
@attribute 2002 numeric
@attribute 23162 numeric
@attribute 2353 numeric
@attribute 2885 numeric
@attribute 29760 numeric
@attribute 3265 numeric
@attribute 3725 numeric
@attribute 4067 numeric
@attribute 4214 numeric
@attribute 5069 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5879 numeric
@attribute 6195 numeric
@attribute 6197 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6850 numeric
@attribute 7409 numeric
@attribute 7410 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0326138439,-0.1628319889,0.4598573640,0.1191081243,-0.0801269710,1.6104626348,-0.0777193805,0.8212452234,1.7024177213,0.3161357614,0.4242359363,0.5925589322,0.3768321643,1.1201675758,3.2701125443,0.1011311368,0.1526270688,2.2882412161,-0.0234144181,-0.1212870654,-0.0056752554,-0.0023895863,BRCA
GSM481003,-0.0231692680,-0.1044433214,0.5094530717,0.1975940831,-0.1516893194,1.7524189089,-0.0374940587,0.9474795161,2.4163282448,0.1219394536,0.4940745450,0.9139915937,0.4223379152,1.1333078442,3.4451596026,0.4883067481,0.0602988192,2.4272642752,-0.0553885548,0.0222191754,-0.0640276709,0.1084957430,BRCA
GSM481004,-0.0307725794,-0.0846655784,0.3519630753,0.2178884834,-0.2391101478,1.7306030480,-0.0159967640,0.8814408686,1.9569436598,0.3341139361,0.2035975778,1.3784796952,0.5495924441,1.3982536542,3.1503309594,0.2034561099,0.1951900609,2.7043259995,-0.0500999228,-0.1644663710,-0.0649329242,0.0092281189,BRCA
GSM481005,-0.0564037240,-0.1089408177,0.4627470135,0.1248440424,-0.1103455591,1.6458761891,-0.0781992578,0.8521304950,1.9105042447,0.1698534251,0.5196754609,1.0413892561,0.4403047296,1.3712493853,3.0240586301,0.1795327044,0.2324255008,2.3308550971,0.0180744121,-0.1354474181,-0.0950495207,0.0036584168,BRCA
GSM481006,-0.0841016283,-0.0567717034,0.7458138092,0.0203621306,-0.1162875150,1.6704388113,-0.1245753833,0.8876503406,1.8248747664,0.3630817666,0.4536705289,0.7988054778,0.3909603753,0.9865753614,3.3005572359,0.4654468534,0.1809252382,2.3295555881,0.0128678733,-0.0939081977,-0.1211343683,0.0232389788,BRCA
GSM481007,-0.0341735956,-0.0756525642,0.6824327353,0.0159169993,-0.0361999132,1.7786090209,-0.0522174159,1.1560421735,2.0019709589,0.3024995799,0.3479610627,0.6362090450,0.2606000659,1.0516917631,3.0947886640,0.5399327676,0.1111655720,2.3985712954,-0.0621160632,-0.1150343669,-0.0768376531,0.0575834834,BRCA
GSM481008,-0.0587467358,-0.1282696023,0.6088109500,0.1910946474,-0.1402303537,1.6622805248,0.0178068966,1.2938889639,2.1130765477,0.2535372900,0.3505251462,0.9946028649,0.4047704326,1.0726860836,3.2627433132,0.4682674665,0.2616817639,2.4446920753,0.0012555714,-0.1333306130,-0.0584359721,0.0569410248,Control
GSM481009,-0.0990485983,-0.1279755102,0.4693302326,-0.1172849938,-0.1590186953,1.3427748691,-0.1014559770,0.5253295350,1.1429168019,0.1738289398,0.3211863863,1.0994774804,0.2795271149,0.7096309500,3.2104844170,0.1445371820,0.1553505233,2.4154436141,-0.0048567386,-0.1552854501,-0.0048604058,-0.0540411155,Control
GSM481010,-0.0673315320,-0.0226071112,0.4728208937,0.2106112485,-0.0893704778,1.7509254467,-0.0727609081,0.9039840400,2.0214559557,0.5541188944,0.6825766645,1.1234489445,0.5158594621,1.1154199801,3.1837559010,0.2815044061,0.2383755020,2.2814118394,0.0688335455,-0.1347208667,-0.1376485593,0.0842259519,Control
GSM481011,-0.0442146932,-0.1866259608,0.4902841595,0.0445690922,-0.1973138971,1.9492786230,-0.0331578064,1.1300241724,1.9929131126,0.1055537684,0.1779143085,0.8175255431,0.3978262835,1.5733309313,3.1741475263,0.2143740578,0.1608414260,2.8155515152,-0.0475626586,-0.1223144881,-0.0547222076,0.0532967153,Control
GSM481012,-0.0443667823,-0.1414342155,0.3416192576,0.1996984114,-0.0651978801,1.5784882939,-0.0562329881,0.8123865621,1.2819637983,0.2065362660,0.2965689986,1.2390074578,0.4602609591,1.1019343174,3.2437265771,0.2722881111,0.2247006382,2.6636632381,-0.0046310019,-0.0053825086,-0.0893786184,0.0351722094,Control
GSM481013,-0.0201496198,-0.0927674446,0.7541746855,0.1621714461,-0.0780185167,1.6565090109,-0.0763989161,1.6534560970,2.1861975414,0.3131716978,0.3763879107,0.7206364752,0.2502310655,1.2130804397,3.2779758109,0.5566372800,0.1594503593,2.5264454656,-0.0280898488,-0.0689147456,-0.0134886330,0.0623809012,Control
GSM481014,-0.0473820938,-0.0606756311,0.8408090979,0.1695559262,-0.0927657989,1.2421748134,-0.0204330893,1.0210845322,1.8001296663,0.1578708318,0.5008747424,1.3615809340,0.3728799876,0.7769479156,2.8680601916,0.3175295833,0.4347233781,2.1941194408,0.0084851914,-0.1357479596,-0.0967360671,0.0476909714,BRCA
GSM481015,-0.0822971914,-0.1434276014,0.6943586710,0.1729457231,-0.1341951147,1.6013563458,-0.0344350956,1.1101989111,1.4603227840,0.5117873584,0.4592926655,1.3016849353,0.3970232428,1.2662113122,3.1060722519,0.1874926903,0.1049263153,2.8591947300,-0.0340474368,-0.1136387615,-0.0752499265,0.0394383970,BRCA
GSM481016,-0.0556477735,-0.1418335384,0.2868738763,0.0950978722,-0.1218642277,1.8586949196,-0.0328617246,0.9262994193,1.5068117673,0.2431975798,0.4015364118,1.7004716125,0.5611247425,1.1607094455,3.1231380902,0.1164702785,0.2300532567,2.4599850390,0.0025573775,-0.1162915345,-0.0144539297,0.0373939857,BRCA
GSM481017,-0.1095973412,-0.0088845062,0.2501671649,0.1074418451,-0.0937838936,1.3855678936,-0.0751703447,0.5171931558,1.2559292518,0.2874109277,0.5300333258,1.1778814770,0.4672802847,0.5629059449,3.1301447118,0.0132556024,0.3125990750,1.9582755479,0.0984201438,-0.1378638573,-0.1326072355,0.0216026695,BRCA
GSM481018,0.0020116258,-0.1856708521,0.3774558579,0.0763643649,0.3026921824,1.5609027490,0.0105542054,0.9430964104,1.1901463502,0.1513330281,0.2985294562,0.6199183923,0.4103365585,0.9598313551,3.0519481870,0.1105532912,0.0259709675,2.4696819614,-0.0661165698,-0.0855903015,-0.1364273689,0.0094840113,BRCA
GSM481019,-0.0499829931,-0.0038011552,0.5885260189,0.2664783349,-0.1735437464,1.6939296023,-0.1212298587,1.1114784536,2.0744934480,0.4161726558,0.4775718625,1.2269082941,0.4554223602,1.0253944844,3.1031327843,0.4274123999,0.2614769105,2.7068592139,0.0599291107,-0.1327954599,0.0129526189,0.0737726187,BRCA
