@relation data

@attribute id string
@attribute 10062 numeric
@attribute 10498 numeric
@attribute 10499 numeric
@attribute 116519 numeric
@attribute 123 numeric
@attribute 1374 numeric
@attribute 1376 numeric
@attribute 1387 numeric
@attribute 1579 numeric
@attribute 1581 numeric
@attribute 183 numeric
@attribute 19 numeric
@attribute 1962 numeric
@attribute 2167 numeric
@attribute 2180 numeric
@attribute 2194 numeric
@attribute 23054 numeric
@attribute 23309 numeric
@attribute 25942 numeric
@attribute 284541 numeric
@attribute 31 numeric
@attribute 335 numeric
@attribute 336 numeric
@attribute 34 numeric
@attribute 376497 numeric
@attribute 3992 numeric
@attribute 4023 numeric
@attribute 4199 numeric
@attribute 4547 numeric
@attribute 51 numeric
@attribute 51129 numeric
@attribute 5244 numeric
@attribute 5346 numeric
@attribute 5360 numeric
@attribute 54600 numeric
@attribute 5465 numeric
@attribute 5469 numeric
@attribute 6256 numeric
@attribute 6319 numeric
@attribute 6342 numeric
@attribute 6514 numeric
@attribute 6555 numeric
@attribute 6604 numeric
@attribute 6720 numeric
@attribute 6822 numeric
@attribute 6907 numeric
@attribute 7350 numeric
@attribute 7363 numeric
@attribute 79718 numeric
@attribute 80205 numeric
@attribute 8202 numeric
@attribute 85441 numeric
@attribute 8648 numeric
@attribute 8694 numeric
@attribute 8800 numeric
@attribute 8841 numeric
@attribute 9415 numeric
@attribute 948 numeric
@attribute 9611 numeric
@attribute 9612 numeric
@attribute 96764 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,11.21226855,11.67358746,6.558348481,4.682873814,11.756589835,7.20279797667,10.1314458,9.174412855,6.328365825,5.019047182,6.811827823,12.45954952,8.035405516,12.7232493,10.57487757,12.83735302,10.41768407,8.368507689,11.13168997,4.828740173,8.48871590367,5.287261033,5.468103682,10.81663915,10.75653988,8.103853136,11.99463462,7.732457674,4.858492381,7.088856485,7.75925813833,5.326799101,13.17478142,10.644129347,5.048771569,5.9306844235,8.142746712,12.34948589,12.87039849,7.2964269455,5.583993803,5.364932404,7.35200522267,7.468888472,4.498041621,10.69578097,5.857677033,6.04208923,8.43825243,12.28769659,8.0533200225,10.45621094,7.80502360867,10.13541467,8.223423907,10.01338937,6.426521082,12.2115918747,8.870434945,9.760872578,8.028322059,Control
GSM427159,10.59585913,11.93178472,6.186416987,5.049534115,10.797911637,6.39318112867,9.72319211,9.719195242,6.033319063,5.862210374,5.751685476,12.05538931,6.802099894,11.70867451,9.407990591,12.45159499,10.36236061,9.148261195,11.40803792,5.3503236695,8.67259838967,4.752897783,5.34066129,10.372158303,10.92148787,9.965402326,11.04153957,7.526344936,5.185877691,6.27776847133,7.77675452433,5.085988894,12.54698855,9.407971118,5.420053896,6.2647755765,8.739072693,12.1490422,12.99135537,7.1981423495,4.472869269,5.456322582,8.05469511367,8.38943660267,4.647773112,10.69419705,5.424931532,4.716563977,8.120239335,12.51214052,8.5607915925,10.4157315,8.123724749,9.260026318,7.575484648,10.17711462,6.502239591,9.47518757767,8.091145926,10.0093969627,7.355551793,BRCA
GSM427160,10.40696526,11.55940591,6.468506443,4.402621796,11.211033155,6.58037761333,10.12324558,9.441990946,5.539167536,5.995434345,5.019269629,11.04074197,6.935698777,10.40404549,7.449646227,11.87062298,10.51539952,8.845098843,11.75625619,5.179648122,8.424084698,5.161092822,4.757305356,10.3250275745,11.2551704,7.963128906,9.774869866,5.266984428,5.507645012,6.260049093,7.10229638633,5.312711681,9.127363165,9.344565209,5.535750687,5.9169092905,8.327284429,11.75795051,10.05540484,6.9330807505,4.910026549,5.117498954,8.16561088033,8.01302675867,5.266984428,11.02017803,5.519330581,4.95623024,8.377461217,12.34682957,8.6520573845,10.46028211,8.10987543733,9.01143772,7.522544507,10.21491439,6.066687273,8.73530426033,8.933248873,10.2414610627,7.853186531,BRCA
GSM427162,11.20184229,12.13864308,5.745177655,5.391983545,9.8561534705,6.64253286167,10.22337462,9.0089772035,5.549369797,6.340211188,6.201639374,12.08226725,4.910026549,11.76992885,9.110431842,13.77694807,10.41271832,9.562443321,11.27981094,4.4477078555,8.60830344433,5.62000808,5.051166787,10.314676885,11.66148208,8.189591244,10.80850192,6.002540089,4.640273621,6.11308810333,7.28975411833,5.480516577,11.6113927,7.5525713485,5.62000808,5.9013934145,8.444229248,11.71789713,12.47414328,6.8103280455,5.470383322,5.407702206,8.08078283767,8.497729874,5.093191733,11.36679226,4.989038216,4.8851370905,7.219025999,12.71693524,9.193115693,10.33550233,8.21261250933,9.822599161,7.941284061,10.32073319,6.152189124,9.66659547467,7.275242521,9.99650003667,7.947726236,Control
GSM427163,10.20626383,11.70577504,6.486718897,5.959776674,12.465004365,6.85839452333,10.30479083,9.6688997565,5.780579955,5.415666779,6.17712611,11.60731657,6.860966288,12.3968015,10.36808656,13.85629375,10.29619385,8.781803213,11.47254884,5.08966918,8.28073113733,5.368603583,5.278366982,10.5236607105,11.07399778,8.307384266,11.76903417,7.285959595,5.538857248,6.33714486733,7.84964733567,5.429625378,12.22228482,9.8187423295,4.854508448,6.3050950175,9.435868748,11.58147143,10.76621026,7.8570900495,4.327000131,5.349976695,8.64720033133,8.51009850833,5.170937787,10.99511368,5.155031965,5.519435083,8.205794624,12.5617021,8.17611424,10.60511628,8.662960931,9.764714513,7.643136691,10.18025763,5.899786645,10.9707605477,8.511892099,9.86432586567,7.146520627,BRCA
GSM427164,10.58594865,11.86917365,7.141139297,4.83277771,11.57718256,6.87480089333,9.6014742,9.509274839,6.153405728,5.743764871,6.18041208,11.53683014,7.684715533,11.96009799,10.22738163,13.21954598,10.49565048,8.348629823,11.3382407,4.8692463625,8.62960386567,5.202134845,5.46712559,10.966067695,10.66388964,9.149455709,11.72497433,8.389826114,5.118745153,7.16167000633,7.744975463,5.566519317,12.01041456,9.856181098,5.291135005,6.2632584125,8.48631327,11.56493436,13.48535138,8.003273693,4.925775462,5.182306199,7.94452937267,8.83004516267,5.167128322,10.06266044,6.097511381,5.5416179735,8.575114814,12.13981521,8.0509748775,11.16381336,8.36956528433,9.555356578,6.737352562,10.35054176,7.007198655,11.069213795,9.290952566,9.99534691433,7.780443188,BRCA
GSM427165,10.42864835,13.15138292,6.019930513,4.437513198,9.6800856485,6.442657685,9.558607795,9.006275549,8.643748998,5.836246857,4.987447357,11.80411298,5.650629048,9.159752237,7.758624856,13.25616376,9.990161105,9.627379359,10.89823124,5.0592133425,8.72042838867,5.472984221,5.447092526,10.504906118,10.83272413,7.723969969,9.421602612,6.013356873,4.817637677,6.096097165,7.29946942067,5.701348918,6.714524154,8.825713998,5.057462456,5.8009201885,9.853185215,11.14654022,11.00516506,7.3238721285,5.323740468,6.101508918,7.908315704,8.14430106033,4.993460669,11.49398064,4.828595108,5.387177849,6.629287853,13.25089354,9.210967199,10.00036666,8.53886432533,8.93668293,8.624156769,10.26097865,5.536217098,7.52927220333,7.161134718,10.019898556,8.371843197,BRCA
GSM427166,10.94796217,11.37148006,6.898937271,5.741879005,11.004848905,6.84047906167,10.02197973,8.7304792815,5.956063188,5.808263565,6.154317508,12.38431166,7.330157527,11.93520936,8.533136119,12.53965448,10.31313278,7.969258616,11.23482808,5.0838818895,8.25503639033,4.29432028,5.206732344,10.86864687,10.58989012,7.843734423,10.32819838,6.371999292,5.106025018,6.80441426667,7.50239541433,5.364932404,11.137683,11.0609066265,4.348143714,5.7914813845,7.509302192,11.50810934,12.58650212,7.7267805215,4.795729695,4.894103816,7.47234436367,7.47974634233,5.238893118,10.51902709,5.413637447,5.5091785575,7.733322349,11.92269971,8.315574687,10.16535648,7.88948201833,8.874398256,7.245697978,10.0572611,6.792436083,10.9210727577,8.858836661,9.40777784033,7.588060825,Control
GSM427167,10.59236386,11.31896656,6.918777165,5.077041333,10.7113247685,6.62615203467,10.47375676,9.1075112315,6.507997257,5.430796457,5.844493149,10.88698849,7.223376994,10.6865533,8.141763738,13.23871974,10.46686188,8.410399542,11.18114933,4.9423577225,8.744333241,6.078850631,5.661287319,10.6210851805,11.0826449,8.518791936,9.424439853,6.095613938,5.26866948,6.705124989,6.86133389867,5.123512303,9.517039978,9.132413764,5.221694654,6.3224235275,8.312861547,11.16693525,11.13606849,7.2983490845,4.920187583,4.66791382,7.81593242967,8.069045413,5.30196368,10.55385032,4.934529769,5.2415956165,9.030419626,12.12065594,8.088143933,10.01630727,8.14837359867,8.662188695,7.349615459,10.36730038,7.025807104,9.16133675633,8.706548791,10.1828814903,7.829026784,BRCA
GSM427169,10.71269919,11.78664344,5.741744206,4.937593039,10.832627764,6.50872727033,10.02625062,9.532397347,5.411944154,5.303973626,6.779329085,12.00937212,7.358126164,12.35733627,9.855639818,11.80338054,9.991097026,8.959756483,11.14309317,4.801959183,8.72327961667,5.630093262,5.582714993,10.3774367615,11.29042226,8.176897588,11.33290385,7.628921423,4.900880389,6.54412221033,7.91583946533,4.977407298,12.91155214,8.685032136,4.790265497,6.2051601515,9.174452064,12.29242381,12.69740967,6.892680553,5.190230876,5.964751666,7.70679577633,8.20112036767,4.963487128,11.54370625,5.891608291,5.5971585195,8.186177549,12.37603319,8.616738919,10.26616024,8.287506428,9.606322445,8.467861387,10.0757536,6.147312423,10.719990343,8.064420951,10.13424536,7.162394161,BRCA
