@relation data

@attribute 10203 numeric
@attribute 10242 numeric
@attribute 10266 numeric
@attribute 10267 numeric
@attribute 10268 numeric
@attribute 10335 numeric
@attribute 10398 numeric
@attribute 10672 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 123745 numeric
@attribute 135 numeric
@attribute 136 numeric
@attribute 140465 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 148 numeric
@attribute 1579 numeric
@attribute 163688 numeric
@attribute 185 numeric
@attribute 1909 numeric
@attribute 196883 numeric
@attribute 23236 numeric
@attribute 23365 numeric
@attribute 26279 numeric
@attribute 27094 numeric
@attribute 27345 numeric
@attribute 2767 numeric
@attribute 2768 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 284541 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 30814 numeric
@attribute 369 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3778 numeric
@attribute 3779 numeric
@attribute 387 numeric
@attribute 391013 numeric
@attribute 4629 numeric
@attribute 4637 numeric
@attribute 4638 numeric
@attribute 4659 numeric
@attribute 4660 numeric
@attribute 4881 numeric
@attribute 4882 numeric
@attribute 50487 numeric
@attribute 51806 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5499 numeric
@attribute 5500 numeric
@attribute 5501 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 5582 numeric
@attribute 5583 numeric
@attribute 5588 numeric
@attribute 5592 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5613 numeric
@attribute 5739 numeric
@attribute 5894 numeric
@attribute 59 numeric
@attribute 6093 numeric
@attribute 64600 numeric
@attribute 673 numeric
@attribute 72 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 800 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 85366 numeric
@attribute 8681 numeric
@attribute 9138 numeric
@attribute 91807 numeric
@attribute 94274 numeric
@attribute 9475 numeric
@attribute 9826 numeric
@attribute Class {Control,BRCA}

@data
7.609328588,5.49713423,8.8189721535,7.25903969,9.7124632,6.534437602,10.0373552035,8.5717472095,6.45574924,7.091120961,12.17610621,6.551751032,10.29987056,7.499250204,6.134894093,8.179201405,5.07159617,7.840024324,8.126112207,12.0344036,7.13494253,7.584664022,5.6092149268,5.564234295,5.561334729,8.037104493,8.587403553,10.90371263,6.4844860445,8.584390499,7.672602519,6.25170143567,7.968668413,11.36612562,7.853596491,6.808774778,8.86041017833,4.8485523615,6.406337361,9.083050877,6.23055429,4.990967619,10.54691402,9.330368553,8.417642766,11.5968724,6.73125880067,9.592625743,12.64120964,5.007208117,10.442008333,14.82748272,7.787443455,7.022426421,6.2150863915,5.781891609,7.969672493,5.236694705,9.955032716,5.028581582,7.31944887,6.313976471,6.366720539,7.616550911,5.199683385,6.8672911265,10.5894170155,8.050520144,12.01384441,4.956069723,5.650772635,6.5859397695,5.0578073466,6.287994543,8.202296649,6.39932068633,8.0707152215,8.137146296,5.996621069,10.56208048,9.252630621,5.3645141865,8.06297051567,11.573459625,9.736317839,11.94944384,8.521216589,5.518858678,10.23292486,14.67256817,6.841316277,5.515077886,6.461320332,12.97965657,7.242319362,5.911818141,5.584068992,5.573049727,10.22336532,12.72208073,13.38150649,12.59449147,8.258590913,6.698083445,5.870386066,5.920180882,6.522938973,5.90665689,10.53462901,7.55477452833,4.956069723,10.33039065,12.123539839,7.160270403,BRCA
8.872952717,5.35124456525,8.6063282075,6.479703985,9.4301634735,6.8498031205,10.1639710175,8.5570198115,6.928720816,7.103762836,12.72821502,5.868767777,9.8796694575,7.346604868,6.137304345,8.316509092,5.661461823,6.813848916,7.951592348,11.08816233,6.620517224,7.405505549,5.730090117,6.008659014,5.302694893,9.144707758,10.30371829,10.62174996,6.6696596965,8.717266109,7.4082496475,5.99641268433,7.20818832,11.23978961,7.824689506,9.546605663,9.172881566,5.178952533,6.117285305,10.4082624365,7.662634777,5.110416751,10.41792663,10.4353997,9.772677934,11.78113439,7.07032108,11.15088665,12.30040269,5.440463287,11.0416377135,14.908272875,9.08050051933,7.243129047,6.7934792275,5.822227442,7.6123037765,5.693634181,8.659524242,5.352274105,6.461320332,5.476714818,5.733904229,7.210454923,5.628781795,6.6906065225,9.753951278,8.6720386075,12.52245777,5.622060057,5.218404609,6.027160675,5.3421536938,5.822227442,8.474558864,6.68769140167,8.122214867,8.096347681,5.507010655,11.04119731,8.909706455,5.383915257,8.197304519,11.32136754,9.990983614,11.38105635,8.191637632,5.851756067,10.11618835,14.57158262,8.010333857,5.130530665,6.276408844,12.96993872,6.719187291,6.174282191,5.401230463,5.38008113,10.5429152553,12.77087865,13.60583775,12.7232493,7.980483962,6.358392415,6.093682064,6.470053303,5.67215039,5.986189763,10.19872162,6.964729076,5.696419023,11.22161448,12.134661438,6.75902851233,Control
9.560390696,5.585943008,9.299821296,6.376000002,9.722421078,7.1246908185,10.946193935,8.1488016765,6.6365159435,7.148098063,12.31128435,6.993564335,10.337719898,7.516962875,6.679413681,8.597597398,5.677618038,6.646706752,8.989622364,10.97417815,6.038980014,7.771029062,5.6083855834,6.335440044,5.844744204,9.337113062,10.2343328,10.76919343,6.8308282135,8.680993366,7.5105573045,6.04948531967,6.930119699,11.54241539,8.27787209,9.998851701,8.796592193,5.00957526,6.493139426,10.366966484,7.492256043,5.51854399,10.64948099,10.86238187,9.630713575,11.47029296,7.434109452,11.57831621,12.38074251,5.014814152,12.082478885,14.93364114,9.62072910933,6.552558153,7.4553755765,5.411605257,7.4683270625,5.140994603,6.415070431,4.748208435,8.973741217,5.605339686,5.748871259,7.225668073,5.637792259,6.47943359,9.775057581,8.2304741435,11.84964955,5.266422307,5.502084908,6.4244788405,5.4913025734,5.416511492,8.584390499,6.24070564267,8.3340579265,7.953790677,5.499695432,10.5358394,9.158168561,5.348668962,8.151507585,11.488573795,10.29596436,11.33166731,8.1047122775,5.816478911,10.13087976,14.95162692,8.228615647,5.190823476,6.674054967,14.27762815,6.816699294,6.073504957,5.587673458,5.579701547,10.9719932943,12.97797754,13.47298527,12.52742331,7.190568257,6.190817922,6.2344696845,6.023816023,5.612950486,6.077355838,10.34930366,7.07433236567,4.721935965,12.08138533,12.160273944,6.97687083067,Control
8.024060772,5.599856043,9.3889143075,5.961629839,10.1337083375,6.3490970425,11.29332234,6.9824309615,7.5681815995,6.757360421,12.08630553,6.859476161,10.5431463085,7.537142914,5.930152602,9.210044899,5.251839337,7.582708643,7.559130645,11.20436651,6.563543793,6.93378248,5.4820246922,6.805554052,5.930152602,7.6451809965,9.911706981,12.10567621,6.0566410755,9.101726968,6.91471303,6.46817475933,7.00517855,11.88448737,7.975217304,9.061277435,8.711268495,4.9114149615,5.818269799,9.833185716,7.534071575,4.643595993,10.56653005,11.40394419,9.432772131,12.30526243,8.231886873,13.14374197,11.64892389,5.196047562,12.26098652,14.99771485,8.49734289867,5.948373802,6.522482528,5.80000117,8.217590882,6.000795094,8.179338273,4.988243006,5.998088995,5.276507133,5.90527342,8.314312607,5.427447991,6.1256933725,10.043198149,8.187557992,11.26783731,5.38008113,5.36790503,6.619283011,5.4387987878,5.237842121,7.646632733,6.35314852433,8.5136732065,7.530837667,5.292792099,10.87936138,9.028818534,5.314734314,8.08129530567,11.695521545,10.01433476,11.29445435,9.115932728,5.742822246,10.76657469,14.80269307,6.165666403,5.470546015,6.855868653,14.57970693,7.919550328,6.152087694,6.770039856,5.483986029,10.1113292353,12.99135537,12.16391545,13.2860567,9.583882482,5.427447991,6.6836249165,6.880995006,5.576606219,5.83390919,11.86074569,7.727279445,4.982321965,11.70152102,10.9667634565,6.85179277033,BRCA
8.434181095,5.76870043725,7.240537659,7.042811547,8.9561743435,6.4150652895,9.1132523685,7.555290803,8.248473233,6.790319577,12.52742331,6.528184984,10.581626049,7.828646059,5.826428522,8.774277353,4.738973163,7.291081176,7.931980129,11.03757117,6.314293769,7.548708501,5.709045354,6.728060379,5.560417864,8.1643346865,9.667879322,10.84257057,6.1713175965,9.303010758,6.907104035,5.891581837,8.07586835,11.6188926,7.759504455,9.803614982,9.207844615,5.356475401,6.938347917,10.7947163275,7.90593017,5.027807878,10.45621094,10.55627639,10.64514978,12.12065594,6.885535129,11.52544754,11.744773,5.229790979,10.9654154825,14.68663905,8.274334497,5.853877943,6.606060128,6.608000179,7.5972482345,6.518854253,8.639920497,5.528267534,5.670168482,5.421737703,6.805328332,7.715929611,5.661643617,7.150427771,9.957884427,8.928412814,12.19216651,5.421737703,5.701972633,6.1288615465,5.8117429202,5.913135501,7.883225397,6.73899581333,8.362647345,8.541833388,5.670168482,11.02231599,8.473788053,5.041107287,7.95451796533,11.206231375,9.712540381,11.28106518,9.223319527,5.729968205,10.37973064,14.94673156,6.754958049,5.139153532,6.771559209,14.01211384,7.855929176,6.347670638,5.78712633,5.263796174,10.5806095157,13.22427159,12.44601199,13.16228672,9.387974825,5.403021612,6.1187618665,6.2085325,5.627687994,5.197719213,11.20858205,7.183012295,5.268856586,9.63499302,11.161025592,6.49978576033,BRCA
6.738839176,5.69055395675,8.5115667375,7.199405188,9.04580086,6.5701748625,11.388335305,7.1053956975,7.7603213985,7.210990588,11.98243759,6.908335947,9.8093092945,7.272725709,5.809164401,9.115954722,5.294109989,7.541331155,8.262460319,11.64933041,6.236019575,6.8817904,5.594450355,6.546165695,5.561792943,6.9745006025,9.854946719,10.00516175,6.211869299,8.874183054,7.043698385,6.10179918267,7.032710081,12.24637996,7.6567115775,8.90929393,8.61201467833,5.288142473,5.162201222,10.7933292205,7.129157097,5.304521308,10.37355608,11.43117909,10.02677279,11.98934847,7.98642372267,13.25616376,11.37964115,5.16953547,12.892175915,14.951050205,9.17804262733,6.14553035,6.7413607975,5.988691076,8.04604315,6.647750264,9.341202521,5.602001935,5.511128997,4.909306588,5.859106883,8.095424881,5.276693226,6.6456791705,9.9873893335,8.353445219,11.58443655,5.52701656,5.777361355,6.5537420015,5.3283454926,5.754627826,8.420129842,6.39469361333,8.2700591175,8.438761839,5.558582385,10.4516596,8.879339047,5.5127359245,8.00665617633,11.49634678,9.812386363,11.36168902,8.596734373,5.930625731,10.55366796,14.78933242,6.390947607,5.276693226,6.67359573,14.77756767,7.990970633,6.201051201,5.65306808,5.874558002,10.7464890027,12.53522562,12.2076581,13.15138292,8.224316626,5.301049141,6.234057094,7.276545808,5.826873374,6.219222378,11.52169626,6.95788567333,5.520666802,11.71707458,10.9770287015,6.75918551067,BRCA
7.318861647,5.60421470375,9.2776302105,6.885577796,9.426147642,5.774834685,10.903625415,6.970794802,8.9607456695,6.696275996,11.37035382,6.506728574,10.2967908845,6.904728314,5.495384375,9.223803305,5.079366726,7.501620515,7.471535256,11.58929079,6.18913825,6.952569817,5.4985915144,7.092072953,6.099195905,6.7422321415,9.997137528,10.70640129,5.8868527975,9.192268846,7.1263689325,6.121026384,7.330359238,12.05836733,7.5260455805,8.5896522,8.82288182267,5.280602475,5.636632776,9.7563207925,7.147258675,5.07383228,10.29305807,11.63501532,10.62223972,11.82192354,7.58004871633,12.43921023,11.16916418,5.547674422,11.993800445,15.00329297,8.42402514667,5.972699115,6.7795959815,6.380249461,7.890831703,6.080237268,7.609956448,5.782022708,5.771893004,5.034316149,5.985791427,8.03491053,4.800655715,6.090948927,10.2225047675,8.118317225,11.25022455,5.584369709,5.331822758,6.61609541,5.4065428568,5.634165776,7.621284726,6.135427533,8.312353367,7.655961991,5.391811746,10.74617862,8.897861429,5.1437083085,7.86577453733,11.796022585,9.916141133,11.42163372,8.4342113255,5.724521526,10.73881029,14.67555382,5.819036642,5.307438771,6.936287895,14.11502538,7.396478754,6.166118507,7.156439912,5.265109838,9.46103177967,12.56790862,12.15610687,13.15138292,8.224798947,5.726293954,6.549194233,6.930799789,5.533727829,5.582263377,11.69911488,7.42533658167,5.038272922,10.99992623,10.812047926,7.00616258367,BRCA
7.511142096,5.89661451625,8.311566145,6.712049318,9.147207638,6.410482986,10.646117668,7.221473383,8.247227253,6.830360313,12.05450776,6.567237875,10.2833042595,7.245317684,5.626885346,8.75759096,5.501397992,7.479903767,7.994411603,11.88149458,6.269038407,7.914327012,5.9268852016,8.447539034,5.735529792,7.4241269665,9.397172503,10.12880025,6.0972822555,9.086614694,6.7347825315,6.17095187233,7.943805792,11.74635698,7.962070869,8.886520521,9.12620744833,4.983456508,6.162799782,10.563856947,7.034802057,5.172938736,10.26043183,10.51995589,10.68629503,11.43832419,7.326118762,12.73729283,11.66819594,5.094670216,11.8896793435,14.97262993,7.96689849,5.346612346,6.7639472735,6.098669702,7.522682319,6.415746521,11.08324847,5.456815387,6.263978634,5.172938736,6.615670554,7.95691498,5.321757891,6.3105461925,10.030525935,8.5388542275,11.48628211,5.268482349,6.052139389,6.6313943815,5.5295343186,5.620154746,7.779918143,6.82794277033,8.109774842,7.971200262,5.446761787,10.81621191,9.093306057,5.3743260885,8.01917131267,11.46459896,10.0322459,11.31587145,9.083914411,6.410159284,10.51457134,14.33991264,6.462793134,4.555946662,6.811538864,14.46865842,7.439417699,6.202227307,5.716724307,5.9029245,9.41031929367,12.61931219,12.43207997,13.08540943,9.580758442,4.91887665,6.1807120225,7.362340844,5.705018031,5.417355711,10.51325413,7.05176361233,5.159378163,11.41291396,10.6804132185,6.901094345,BRCA
7.344964109,5.78231942,8.946251593,7.021149678,10.056297462,5.7227833185,10.97209831,7.2319628505,9.5775018565,6.904427271,11.82446468,6.427820369,10.2474442945,7.331949525,5.584068992,9.221769032,5.1174393135,7.511142096,7.870782555,11.60457421,6.337626919,7.596415509,5.6524072034,6.985105106,5.742552812,7.142113704,8.744817969,10.77554879,6.0356141115,8.822746975,6.5993611955,6.13321395633,7.926860989,11.79550409,7.680914872,8.45292188,9.14021016267,5.118782462,6.116193835,10.61544299,7.354251862,5.193782829,9.881695635,10.92093732,9.595686927,11.71457622,7.33359646733,12.77497238,11.52630619,5.372961888,11.9101965635,14.68731091,8.16545528467,5.564234295,6.5624381805,6.181157848,7.729813148,6.298892537,9.460589575,5.402254249,6.621286787,5.501288856,6.772153303,8.341164221,5.532793245,6.1597871345,10.396135035,8.3318037535,11.6005403,5.813403636,5.644873832,6.8628717035,5.4814391052,5.341284192,7.098719371,6.69079792733,7.834274642,8.079246259,5.836562468,11.03215615,9.245018504,5.1623883885,7.890844983,11.5411915,9.833428205,11.57272404,8.888639558,5.775453081,10.54450111,14.01689273,6.132068463,5.072332275,6.9630149,14.40318784,7.662634777,6.027691096,6.065072081,5.626666364,9.440756648,12.52524557,12.39881323,13.04201932,8.416397618,5.593959684,6.616753136,7.685521692,5.935819934,5.501288856,10.99848485,7.59954643233,5.609556449,11.07588374,10.7327467605,6.869329802,BRCA
5.113545539,5.52819959075,8.915064634,6.674372814,10.394308245,7.7630375545,10.95522331,6.895077292,6.364286878,7.048353701,8.501728854,7.081832585,10.35590611,8.493075988,5.980260273,9.31063614,5.322765098,8.742748263,8.940387841,11.72339443,6.709397913,7.685942119,5.7791645922,5.833276737,5.657076342,5.8564691355,10.88595582,12.03158587,5.0579964415,7.591767528,6.4303488795,6.04122565733,6.764410932,11.7820728,6.163731976,9.284894137,8.17602958933,5.142229627,5.734852697,8.8984646665,7.466833308,5.893915038,11.76503338,10.58930965,10.11297736,8.747421913,7.20694549433,12.15837941,9.38829779,5.616777635,12.541835795,14.994120685,8.01304877233,5.441376616,6.25801717,5.734852697,7.693847155,7.542337622,5.953737396,5.52701656,5.706262025,5.167730486,4.904256777,8.136146677,5.255700175,7.305777696,10.5077297325,7.192953444,8.82991386,5.80517071,5.36773034,6.2169798845,5.1210123436,6.445516183,7.791197286,6.127634878,8.4859598835,9.128046616,5.91922759,10.64474883,7.719014193,5.666093635,8.742530249,12.52079595,9.724718956,11.3119244,8.5131320015,6.638874358,5.97155002,14.54282634,5.833276737,4.879597034,5.771893004,14.12586144,7.26692969,6.684051207,4.990286948,5.135259094,10.0920061403,12.50816376,8.929717871,10.82365605,9.284894137,5.451714936,6.2767002425,8.723576586,6.232090496,6.565182543,12.04611629,6.66947468633,5.178725843,12.54827894,10.274589591,7.01191404267,BRCA
