@relation data

@attribute 10203 numeric
@attribute 10242 numeric
@attribute 10266 numeric
@attribute 10267 numeric
@attribute 10268 numeric
@attribute 10335 numeric
@attribute 10398 numeric
@attribute 10672 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 123745 numeric
@attribute 135 numeric
@attribute 136 numeric
@attribute 140465 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 148 numeric
@attribute 1579 numeric
@attribute 163688 numeric
@attribute 185 numeric
@attribute 1909 numeric
@attribute 196883 numeric
@attribute 23236 numeric
@attribute 23365 numeric
@attribute 26279 numeric
@attribute 27094 numeric
@attribute 27345 numeric
@attribute 2767 numeric
@attribute 2768 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 284541 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 30814 numeric
@attribute 369 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3778 numeric
@attribute 3779 numeric
@attribute 387 numeric
@attribute 391013 numeric
@attribute 4629 numeric
@attribute 4637 numeric
@attribute 4638 numeric
@attribute 4659 numeric
@attribute 4660 numeric
@attribute 4881 numeric
@attribute 4882 numeric
@attribute 50487 numeric
@attribute 51806 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5499 numeric
@attribute 5500 numeric
@attribute 5501 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5580 numeric
@attribute 5581 numeric
@attribute 5582 numeric
@attribute 5583 numeric
@attribute 5588 numeric
@attribute 5592 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5613 numeric
@attribute 5739 numeric
@attribute 5894 numeric
@attribute 59 numeric
@attribute 6093 numeric
@attribute 64600 numeric
@attribute 673 numeric
@attribute 72 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 800 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 85366 numeric
@attribute 8681 numeric
@attribute 9138 numeric
@attribute 91807 numeric
@attribute 94274 numeric
@attribute 9475 numeric
@attribute 9826 numeric
@attribute Class {Control,BRCA}

@data
8.742226161,5.69147449475,8.925557862,6.2950853,10.083847385,7.140196043,10.72822025,8.4534541335,8.2081635635,7.149597572,12.63069834,6.614529956,10.327292123,7.377212971,5.645450388,8.748277668,5.2037195755,7.131191071,8.611947979,11.32080071,6.314610999,8.65664038,5.8613367554,6.328365825,5.118745153,9.5608717535,9.788408852,10.97207892,6.8772890085,8.942471345,7.445801364,6.14374720667,7.258945501,12.11539657,8.214096299,9.668318219,8.533866741,4.828740173,6.934372381,10.1476658045,7.789959259,5.346435058,10.17550624,10.99802289,9.844635599,11.35799469,7.20587596833,11.82146819,12.37603319,5.110416751,11.859787502,14.868615505,9.50331156833,6.899843656,7.3213517445,5.261729425,7.535528457,5.790192895,9.095911979,5.368428976,9.972804328,5.689167221,6.31084507,7.476788978,5.876585242,6.9141724395,9.5855365545,8.643298361,12.32080063,4.736079505,5.84925574,6.36946717,5.4829326402,5.48205062,8.688181342,6.21136540967,8.7068629295,8.455307825,5.313256056,10.73900867,9.112401142,5.0951850405,8.27215776867,11.634256725,10.49127719,11.44994835,8.2742311235,5.890331925,10.11570732,15.02279519,8.331209336,5.516024013,6.513534664,14.38765928,7.11619091,5.857677033,5.536217098,5.682300273,11.2450586233,13.11037161,13.59313376,12.33572539,7.680836167,6.001133,5.9973155525,5.934641074,5.901658111,6.059945345,9.970178212,6.62915280967,5.158974417,11.93696372,12.232557025,7.02290830967,Control
8.130108627,5.124455364,8.6325233155,5.718917257,9.4417166025,7.368791894,9.548582816,8.420983873,6.3425008425,6.461320332,13.03258307,5.841225451,10.2384186075,7.013074525,5.65593226,8.080472632,5.420625092,7.63001429,8.030503169,11.56193958,6.491216266,7.520129761,5.8814497486,6.033319063,5.98658799,7.7910460485,10.34356359,10.9073904,6.8906417385,8.967342365,8.180387697,5.86981139433,7.160580214,12.64178371,7.532532906,8.930930318,8.84345400733,5.3503236695,6.86647878,11.1310814055,7.029069425,4.937593039,10.06599536,10.75503384,9.525335383,12.08864757,6.97755124467,11.10430408,12.57624761,5.398154738,11.7927582935,14.59427939,9.09094023867,7.207676014,8.550400766,5.492262803,7.5095538315,5.821079567,6.451092084,5.473633714,6.6596432,5.663779561,5.804719114,7.453231788,6.036839159,7.100683958,9.3156588355,8.8289253025,12.28120423,5.605858198,5.398154738,6.0929297895,5.5428379012,5.804719114,9.433471275,6.479820979,8.2777883015,8.589483673,5.115003321,10.38018536,8.486142286,5.0237059215,7.85669691467,11.27623323,9.559434991,11.52169626,8.137035193,5.956411734,10.34726733,14.94179249,8.399610251,5.714802736,5.99820185,14.0020375,6.780445033,6.190817922,5.545359333,5.571533663,11.403229736,12.75620088,13.5121695,12.47764072,7.335080175,5.644873832,6.074195938,6.353195907,5.899424146,5.301232095,10.89604874,7.065017645,5.601779143,11.03869289,12.3160764435,7.21726232233,BRCA
6.69676284,5.62370498275,7.742845697,5.883261105,7.9017104695,6.5725214775,9.435315409,8.355686187,7.5711783515,6.767195028,12.19349773,6.323194968,9.769915947,7.338293201,6.0290173,8.026856932,5.4820486345,7.213617336,8.62477821,12.00748646,6.466305418,5.807877321,5.5415652904,5.539167536,5.757030749,7.459546681,9.604794643,9.496554786,6.771545835,8.842775487,7.6220252555,6.09113750667,6.78934168,12.18094263,7.5482059275,9.213384421,9.29076107,5.179648122,5.42627419,10.892111464,6.509304419,4.838713892,10.30533535,11.137683,10.74066222,12.01135666,7.11850523933,11.28585604,12.07257321,5.515393331,11.4736056545,14.413290725,9.01551201767,6.986414135,7.1923046205,6.294120428,6.922992811,6.193580184,8.606850376,6.004058206,5.760494586,5.682862067,5.173838258,7.462177348,5.98687237,6.8982166245,9.882436552,8.7021055945,12.38431166,5.465820435,4.648779865,5.9034588485,5.4641368762,5.527329405,8.48506563,5.889051372,7.9762072145,7.907388127,5.434470814,10.50605987,8.525326145,5.39240058,8.11094053067,11.198356615,9.65317699,11.72288448,9.1235010805,5.075116758,10.45388564,14.89141327,7.854652002,5.329313116,6.84843868,13.29267684,6.671085011,6.360369215,6.225935832,5.135874705,10.47620303,12.13760287,13.47944813,12.54827894,10.35235277,6.257770271,6.225222865,6.403868968,6.376000002,5.641120592,10.58594865,6.82586201267,5.391639926,10.57229074,11.8573344895,7.14763954633,BRCA
5.776111392,5.37399476525,8.502443557,5.985392981,9.0655112035,6.2672605515,9.043272158,8.470632059,7.0913602235,6.763813641,12.23565236,6.331145921,10.3820872935,7.478529234,5.876032641,8.120096744,5.275502987,7.033260895,8.354404912,12.05268701,6.212477538,7.468178286,5.4566664038,5.549369797,6.492979261,6.598545502,10.47331538,10.39270411,7.226006717,9.400581223,8.477277703,5.78602222133,7.354560426,12.07926902,7.534292972,7.435526765,8.629147321,4.4477078555,5.470383322,10.3944951825,6.97286817,4.904979261,10.35265071,10.00164081,9.439182162,11.97218475,7.26137170967,11.34672441,12.17972416,5.499695432,11.1017827755,14.56683268,8.53219426233,6.777620669,7.739516337,5.182703468,6.6133986755,5.759562832,9.664661106,5.432467779,6.594776658,5.460424154,5.108536217,7.601141445,6.1476177,7.2768077175,9.0515971275,8.09322379,11.76334944,5.29683478,5.919585149,6.323322532,5.1156792046,5.655216748,9.211511834,6.312672729,7.9530049585,7.458860011,5.36790503,9.994474054,8.832068081,5.5176624715,7.98209816267,11.274247985,9.580847928,11.42772678,9.2078924525,5.36300567,10.09500831,14.70323068,7.179165475,5.193979903,6.723630657,13.51771248,6.621982704,6.966479856,5.515077886,5.397812585,10.5142211923,12.20536419,13.35270561,12.76004735,9.938977155,5.574564199,6.512188232,6.816507311,5.863140121,5.377480603,11.09339134,7.033690337,5.150368004,11.222457,11.581178851,8.05055294367,Control
8.058155641,5.3048230635,8.4627555425,5.835046906,8.296105902,6.94819573,10.0568683025,9.0143276255,7.084991265,6.854560258,12.7347446,5.680472929,9.671974648,7.297193996,5.824138541,8.28785217,5.416694716,7.419983608,7.643136691,11.66436963,6.606631454,7.17213025,5.4062698658,5.780579955,4.93618003,8.3965491395,9.897747581,9.358629843,6.848015995,8.361144506,7.8127938485,5.54186759767,7.101873602,12.56435203,7.521638948,9.924501194,9.35589447533,5.08966918,5.804912672,10.9859950995,6.980399882,5.541492575,10.14697308,10.864964,9.689574849,11.58766984,6.58289058467,11.084503,12.74633592,5.228252321,11.680388844,14.451392145,9.705586173,7.487842294,7.6832427075,5.607338636,7.016823757,9.731989781,6.345898074,5.83744581,8.905673654,5.599028548,5.902080364,6.773076963,5.887775801,6.6548276045,9.717115444,8.772392971,12.25537394,5.280873981,5.218210843,6.52394041,5.466218321,6.407145055,8.977409535,7.50900425433,8.133774626,8.634049691,5.333791561,10.31313278,9.001704532,5.633358346,7.82991936767,11.21839075,9.966174165,11.8471671,8.5157239865,5.628636003,10.22872886,14.95604237,7.894031227,5.182107523,6.818713579,13.17957018,6.262194115,6.091970181,5.375136114,5.60541377,10.6963708347,12.34682957,13.37889296,12.45248586,7.089109133,5.989826604,6.518443469,5.925412759,5.504788206,5.572595075,9.802112873,6.81636221267,6.198401453,10.59732658,12.51727103,7.28998991667,BRCA
8.429543916,5.21885589625,7.5522545465,6.246603446,8.7132275515,7.2036452785,9.557260625,9.5554462935,6.50402659,6.543500233,12.65857307,6.872247394,9.753034207,7.806535324,6.352798794,8.529822044,5.506526572,6.748397915,8.643875238,10.29885335,6.208922614,7.07087531,5.5970322896,6.153405728,5.660645761,7.6616966005,10.43012873,10.16002932,6.727722821,8.091899625,6.8315434305,5.72619051667,7.30834159,12.03287579,8.378260395,10.54993411,9.078168623,4.8692463625,6.500607385,10.6791897425,7.353634535,5.156043878,10.77106872,11.45443311,9.814991395,12.06588572,7.14062221833,11.15442592,13.08540943,4.985513237,12.2208822595,14.462546585,9.68830932967,8.005541922,8.156859977,5.252865266,7.1818287995,5.353244986,5.930448326,5.14017664,7.21972788,6.376000002,6.024591871,7.658927519,5.94872421,6.9752829565,10.080564477,8.845409366,12.55486108,5.328415757,5.73607124,5.9174340255,5.6759717936,5.625863148,8.467749328,6.98490046733,8.614206568,8.090352132,4.940884687,10.73945599,8.982823296,5.3156313315,8.18650002,11.07534033,10.23164154,11.5852209,8.0343196725,5.447257868,10.624983,14.89547873,9.001704532,5.334685584,6.520033725,14.31938813,6.244178877,5.840847932,5.895309438,6.156543881,11.428301141,13.11510467,13.71343219,12.66384721,5.996451597,6.394896188,6.07383167,6.064587171,5.093825554,5.930448326,10.25398074,6.943744339,5.612213331,9.460712428,12.441328291,7.03831259267,BRCA
7.275475337,5.62090042675,8.592360747,8.582331246,7.759543745,8.075985187,9.327601013,8.505339801,6.201503818,6.456482249,13.34505663,5.057462456,9.1297731835,7.967285529,5.779661087,8.167494826,5.7231049945,6.384356921,7.758624856,12.36769602,6.314112464,6.986215012,5.3866778896,8.643748998,5.548136995,6.130768332,10.95576997,9.341019005,7.4861886795,10.10617723,8.4336189565,5.31913572267,9.534133176,12.83993603,7.2729672355,7.39744174,8.46320594233,5.0592133425,8.282047205,10.7570298015,6.952074702,5.438302209,10.66411416,9.557684409,7.511675823,12.23463043,7.69304503333,11.65847718,12.27941189,5.014814152,10.8769208985,14.708214475,9.12043218767,6.393867165,8.917446952,5.472984221,6.911607909,7.230263367,9.276724119,5.014814152,6.139659422,5.333433796,4.77796061,6.111350232,5.48205062,6.945356743,8.7738660505,7.6550504095,11.42710081,5.268482349,5.046808884,6.330484187,5.5322651396,6.430289978,9.024558716,6.81582852467,8.747651318,8.626385404,5.832707292,9.264056144,8.596218763,5.746568874,8.451561107,11.151396135,8.977681421,11.16076662,8.079817226,5.209854193,9.961088297,15.15765011,8.073955593,5.201056716,6.949071249,14.34873163,6.679695168,7.11691865,5.48205062,5.579701547,11.57135522,12.34260121,13.29267684,12.61750082,10.40794251,6.165867356,6.0879165975,7.988231821,5.626739362,6.172733142,10.63491565,6.66013393767,5.810964386,11.41706941,12.1160117875,8.002113911,BRCA
8.299953361,5.3862354685,8.940444787,6.776831487,8.662827402,6.608904007,10.733250805,8.291126504,7.6188571805,7.109938036,12.39966386,6.091811548,9.643814388,7.667823176,5.862458365,8.80888466,5.852605391,7.239171564,8.815768437,11.72569442,6.929261738,8.211646355,5.3795134584,5.956063188,5.655646098,9.289329186,9.948696154,9.812386363,6.719520862,8.742748263,7.178770695,6.20173331133,7.252195001,11.35299256,7.7170366325,9.665460782,8.875123686,5.0838818895,6.554209422,10.670447779,8.003660031,5.023045997,10.26119615,10.66388964,9.583290187,11.37383049,7.39987593767,11.84476863,11.89259415,4.867045482,11.915951494,14.759152975,9.486682492,7.472185401,7.4539681055,5.334149236,7.581444365,6.068354407,9.164543144,5.517599514,7.542337622,5.891304496,5.887897624,6.898937271,6.202570157,6.5861642735,9.8100499835,8.1397640245,12.22401684,5.305616048,5.097833303,5.9718598575,5.3094441946,5.233822166,8.419813926,6.87117032933,7.602215851,8.12621548,5.495064524,10.36808656,8.793913049,5.1029923355,8.171538624,11.40345044,10.00443156,11.28922369,8.116304847,6.056264462,10.12277013,14.9176553,7.856831861,5.354038858,6.880413479,13.94623879,6.842353879,6.444274162,5.435637968,5.088959125,10.8162912597,12.57155186,13.44200721,12.74796537,9.572823899,5.392842236,5.8864404035,6.918538669,6.001358226,6.040898593,10.04775483,6.94678504233,5.224977213,11.64987825,11.963258885,6.58638857667,Control
7.437109373,5.435945632,7.852648975,6.354959533,9.0856134675,5.988354382,9.845799635,8.848894832,8.092918242,6.816347305,12.05932765,6.099511534,9.557649091,7.357466507,5.813403636,8.17986074,5.0692057385,6.927633167,8.168949256,11.64987825,6.431585876,6.462956685,5.5267731374,6.507997257,5.375570566,7.2542447435,9.36270062,9.898586698,6.995146243,8.532863482,7.320817348,6.07876927167,7.001242451,12.07015459,7.3061893255,9.303998235,9.29028807333,4.9423577225,5.891790536,11.101606195,6.948545732,4.742156708,10.30631839,10.78521972,10.67301333,11.74966846,7.22534794767,11.68222884,12.60350703,5.05203679,11.5757785155,14.71451116,9.58901573033,7.28012379,7.2074709075,5.936526788,6.966235396,5.563776856,9.148261195,5.801553978,5.818908863,5.847816088,5.781235931,7.321975714,5.352274105,7.024481502,10.06551331,8.4208763975,12.63995684,5.637647374,5.123512303,6.3825279205,5.291675395,5.844493149,8.419971893,6.13414385767,7.906098313,8.222772115,5.606746643,10.75607697,8.98794691,5.0556268035,7.91861634733,10.99057863,9.452231522,11.82274022,9.095386554,5.54798282,9.9831294,14.65508011,7.307431087,5.39361462,6.894518054,14.00655359,6.535201976,6.015254046,5.915706872,5.264922245,10.5621855343,12.3148028,13.70458133,12.4865699,8.367000914,6.058214335,5.700402949,6.077249008,5.956585975,6.299945779,10.06457475,6.84858083833,5.416680376,10.71219619,12.3255748965,6.90880436167,BRCA
7.078740911,5.49843880575,8.3733873235,6.859786731,9.3125107395,6.6970331405,10.378351527,8.389578647,7.599297253,7.016310012,11.61491238,6.072647808,10.0619138165,7.247645413,5.659004925,8.633940747,5.5754035815,6.965931792,7.066307529,11.74892461,6.431669443,7.035764447,6.0203434114,5.411944154,5.442621133,7.444947249,10.47035412,9.608828239,6.432879816,9.242210154,8.1503973525,5.80413603267,7.73696186,12.53965448,7.907067338,8.352640608,8.55731348,4.801959183,5.550755441,10.342553279,7.14491598,5.665486041,10.44466839,11.44285036,9.67905828,11.77144213,7.24049622033,11.8054921,12.28213433,5.570775033,11.822357845,14.68063948,9.227921381,6.764278222,7.892070953,5.295825171,7.1410380525,5.741744206,8.922124336,5.308713308,5.822354928,5.838328613,5.215689515,7.469827229,5.586623085,7.1430110225,9.747962555,8.873365133,11.96551025,5.570775033,5.672857555,6.3457281585,5.3589494338,5.913135501,8.01888328,6.39658479233,8.1813016325,8.3824199,5.139972076,9.941260812,8.796235248,5.416909793,7.74245236133,11.551814785,9.69476318,11.64681981,8.399665163,5.844116484,10.28660429,15.06752912,7.897680799,5.091923254,6.877072814,13.88031822,6.666902575,6.271748387,6.181803869,5.404640262,10.8838964373,12.71572616,13.30755735,12.57561022,9.331471853,6.023594275,5.8513197535,6.746114963,5.748737112,5.868644328,10.95951862,6.83702017467,4.649642211,11.4461297,12.275687156,7.28371304933,BRCA
