@relation data

@attribute id string
@attribute 10681 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 10991 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 11261 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 116443 numeric
@attribute 116444 numeric
@attribute 123745 numeric
@attribute 156 numeric
@attribute 157 numeric
@attribute 1742 numeric
@attribute 196883 numeric
@attribute 22941 numeric
@attribute 23236 numeric
@attribute 246213 numeric
@attribute 26279 numeric
@attribute 27165 numeric
@attribute 2744 numeric
@attribute 2752 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2775 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2787 numeric
@attribute 2788 numeric
@attribute 2790 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2892 numeric
@attribute 2893 numeric
@attribute 2897 numeric
@attribute 2898 numeric
@attribute 2899 numeric
@attribute 2900 numeric
@attribute 2901 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 2911 numeric
@attribute 2912 numeric
@attribute 2913 numeric
@attribute 2914 numeric
@attribute 2915 numeric
@attribute 2916 numeric
@attribute 2917 numeric
@attribute 2918 numeric
@attribute 30814 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3760 numeric
@attribute 391013 numeric
@attribute 50487 numeric
@attribute 50944 numeric
@attribute 51764 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 54331 numeric
@attribute 54407 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5535 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 55970 numeric
@attribute 5613 numeric
@attribute 57030 numeric
@attribute 57084 numeric
@attribute 59345 numeric
@attribute 63928 numeric
@attribute 64600 numeric
@attribute 6505 numeric
@attribute 6506 numeric
@attribute 6507 numeric
@attribute 6511 numeric
@attribute 6512 numeric
@attribute 7220 numeric
@attribute 773 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 81539 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 85358 numeric
@attribute 8681 numeric
@attribute 9229 numeric
@attribute 94235 numeric
@attribute 9454 numeric
@attribute 9455 numeric
@attribute 9456 numeric
@attribute Class {Control,BRCA}

@data
GSM427170,6.97244898767,6.45574924,7.091120961,12.17610621,5.970630084,6.551751032,10.29987056,9.092031069,7.499250204,6.134894093,8.179201405,5.364757352,5.364757352,5.07159617,4.987561048,6.394724735,8.91139283,10.90371263,6.649923825,6.4844860445,4.795729695,7.672602519,5.887125938,9.272280513,5.94488913233,6.097670028,11.98415862,8.276218788,5.31994319167,6.808774778,8.86041017833,13.00161496,9.350724377,6.530878866,5.346435058,6.298205225,8.442664802,9.226485123,8.286304921,12.94317143,5.704879743,5.994246645,5.272033689,6.385522173,6.92420295,5.592759756,5.84987190033,5.06934056475,5.224977213,5.488652576,6.062214149,6.37665759367,6.065341406,5.735529792,5.659219053,4.924350826,4.928502089,6.977855527,5.7057907255,5.112086282,5.71081418,5.564234295,5.318776946,5.923036985,4.990967619,9.330368553,8.417642766,11.5968724,4.378950559,5.007208117,5.236694705,4.364995254,5.452703528,5.028581582,7.31944887,6.313976471,6.366720539,7.616550911,5.199683385,6.8672911265,9.35965136,8.976865608,7.365471921,10.77988986,7.1793537375,11.41782366,9.789998625,11.54965727,5.880937246,6.5859397695,5.0578073466,6.287994543,8.202296649,6.39932068633,5.996621069,8.06297051567,11.573459625,7.23239964,8.521216589,7.555933317,5.324280698,7.5026355755,5.357737827,5.515077886,6.316422399,5.507882823,9.182655756,5.061140288,5.799094593,8.928622835,5.3939285795,7.242319362,5.911818141,7.8996332745,6.698083445,5.870386066,5.920180882,6.522938973,10.85764037,10.53462901,5.2577980105,5.091711732,9.813909876,8.635494506,5.167429435,BRCA
GSM427171,6.389883566,6.928720816,7.103762836,12.72821502,5.665486041,5.868767777,9.8796694575,8.590438399,7.346604868,6.137304345,8.316509092,5.186868206,5.711089607,5.661461823,5.529517425,5.977000087,8.491693915,10.62174996,6.461902157,6.6696596965,4.946744016,7.4082496475,5.72459314,9.119292054,6.91717498833,6.6687748565,12.06588572,8.495976037,5.67424901833,9.546605663,9.172881566,13.04989878,8.378404463,6.225261069,5.478819157,6.055397005,9.163298157,9.260367468,9.92562903,12.82636383,5.291135005,6.187456621,4.960014967,6.462547771,5.947406878,5.8305587395,5.416846144,5.16107644725,5.151586144,5.434637608,6.063778625,6.09051144533,6.024591871,4.932877618,6.199285243,4.553801017,5.163711306,6.762286105,5.3330482725,5.887897624,5.75402647,4.921497326,5.34439414933,5.615454001,5.110416751,10.4353997,9.772677934,11.78113439,5.182504847,5.440463287,5.693634181,5.537304804,5.285412622,5.352274105,6.461320332,5.476714818,5.733904229,7.210454923,5.628781795,6.6906065225,8.862560746,8.287990648,8.135274649,10.62563148,7.4303730355,11.31639767,9.291228915,11.73142947,5.313437469,6.027160675,5.3421536938,5.822227442,8.474558864,6.68769140167,5.507010655,8.197304519,11.32136754,10.07238089,8.191637632,6.597162874,4.79910194,7.2400353085,5.75402647,5.130530665,6.436299805,5.213358218,9.072093152,5.895794131,5.894763964,9.550891589,5.3262067895,6.719187291,6.174282191,9.5259282035,6.358392415,6.093682064,6.470053303,5.67215039,11.04098356,10.19872162,4.810665055,5.551986008,8.016559171,9.4336288705,6.039089716,Control
GSM427172,6.757115983,6.6365159435,7.148098063,12.31128435,5.928850697,6.993564335,10.337719898,9.145690907,7.516962875,6.679413681,8.597597398,4.818149175,5.806975681,5.677618038,4.913979924,6.223234887,8.626522298,10.76919343,6.097897329,6.8308282135,5.096779711,7.5105573045,5.9968463795,9.004881345,6.95718533533,7.184102984,12.19850959,8.069988244,5.34585836067,9.998851701,8.796592193,13.26893746,8.616586634,6.362562487,5.550447635,5.650485447,9.04801075,8.825389039,10.33248729,13.11366653,5.465820435,6.122264392,5.550447635,6.943836736,6.581196782,5.575339441,5.27432904233,5.136413995,5.082799703,5.281801394,5.448414727,6.40003173433,5.582263377,5.790388412,6.000006339,5.510179653,5.269043668,7.08974475,5.3096305665,5.741339733,5.97717186,5.266422307,5.03728557767,5.494264588,5.51854399,10.86238187,9.630713575,11.47029296,5.047354342,5.014814152,5.140994603,5.085988894,5.293711886,4.748208435,8.973741217,5.605339686,5.748871259,7.225668073,5.637792259,6.47943359,8.559712748,8.529255941,8.384871286,10.16436051,7.50153016,11.73097541,9.562295439,11.8233355,4.802724808,6.4244788405,5.4913025734,5.416511492,8.584390499,6.24070564267,5.499695432,8.151507585,11.488573795,10.16363116,8.1047122775,6.898030318,4.341403747,7.055096439,5.655216748,5.190823476,6.040569875,6.012127959,9.404258726,5.615159695,6.128361072,9.060480541,5.556205022,6.816699294,6.073504957,9.1981747965,6.190817922,6.2344696845,6.023816023,5.612950486,11.48969968,10.34930366,5.035664131,5.238988625,7.80732453,8.996983102,5.465820435,Control
GSM427178,6.61616787567,7.5681815995,6.757360421,12.08630553,5.500970312,6.859476161,10.5431463085,8.421119265,7.537142914,5.930152602,9.210044899,5.254944744,5.611033099,5.251839337,5.139972076,4.945808121,9.406067387,12.10567621,6.44613859,6.0566410755,5.047899594,6.91471303,6.6031039135,8.965922146,7.123131955,5.4787995935,12.44264168,7.185869332,5.51542661367,9.061277435,8.711268495,13.29995283,9.333972157,6.798118982,5.149758548,6.389270486,9.210939846,10.09517319,10.07411507,11.61680165,5.973617732,6.768981971,4.961404834,7.505218329,6.012950244,6.1284606735,5.95027385967,5.5027803985,5.211315238,5.538857248,6.511361788,6.431251972,5.715352018,5.818269799,5.932280461,4.877021802,5.078643187,7.474701951,4.836007053,5.558735431,5.779332779,4.46547938,5.30844086067,5.280781207,4.643595993,11.40394419,9.432772131,12.30526243,5.073403866,5.196047562,6.000795094,4.741752353,5.119782831,4.988243006,5.998088995,5.276507133,5.90527342,8.314312607,5.427447991,6.1256933725,9.181625078,9.137978063,6.997860083,8.233656972,6.8933171905,11.62683849,10.13925432,10.92879244,4.945808121,6.619283011,5.4387987878,5.237842121,7.646632733,6.35314852433,5.292792099,8.08129530567,11.695521545,9.560920839,9.115932728,6.665410981,5.094670216,5.9799251475,5.810321792,5.470546015,6.448988165,5.689307023,9.749233029,5.573201246,6.01436157,9.537636355,6.0113239085,7.919550328,6.152087694,10.332380691,5.427447991,6.6836249165,6.880995006,5.576606219,12.422020285,11.86074569,4.9468519455,5.827953159,8.667440791,9.633092911,5.990904529,BRCA
GSM427181,6.60558999133,8.248473233,6.790319577,12.52742331,5.693076567,6.528184984,10.581626049,8.272374492,7.828646059,5.826428522,8.774277353,5.812184526,5.245658467,4.738973163,5.133205159,5.950124992,9.826628375,10.84257057,6.6108966225,6.1713175965,4.765152047,6.907104035,6.370547311,9.424665541,6.16098730433,6.159811817,11.06323009,8.076790383,5.42576550867,9.803614982,9.207844615,13.17700839,8.807251164,7.068028862,6.121642945,5.614423668,7.763878152,9.531343017,10.34356359,11.8968755,6.049636893,5.93841004,5.332807495,7.44226163,6.18777042067,5.8213655825,5.289244372,5.54851116875,5.292055848,5.39352882,6.444605472,6.06765298567,6.307980018,5.917259434,6.073504957,5.805041697,5.30196368,6.819320511,4.490885708,5.65306808,6.319315918,4.600710013,5.61488154967,5.383886777,5.027807878,10.55627639,10.64514978,12.12065594,5.23994335,5.229790979,6.518854253,4.819682582,5.44062939,5.528267534,5.670168482,5.421737703,6.805328332,7.715929611,5.661643617,7.150427771,9.677900683,8.625965515,9.073024297,8.939344959,7.408146448,12.04715639,9.726252704,11.9029781,4.73499642,6.1288615465,5.8117429202,5.913135501,7.883225397,6.73899581333,5.670168482,7.95451796533,11.206231375,9.949207023,9.223319527,7.933190677,5.46712559,6.9163256205,5.892033495,5.139153532,7.795846682,6.347670638,8.783359349,4.788047896,5.865430938,10.01630727,5.243544883,7.855929176,6.347670638,9.164339132,5.403021612,6.1187618665,6.2085325,5.627687994,11.209724865,11.20858205,5.3036086635,5.706262025,8.861708159,9.3009119345,5.476876799,BRCA
GSM427182,6.784302337,7.7603213985,7.210990588,11.98243759,5.641409649,6.908335947,9.8093092945,8.506447554,7.272725709,5.809164401,9.115954722,5.154019343,5.470383322,5.294109989,4.762629799,5.974191571,9.589941868,10.00516175,6.5907075025,6.211869299,5.02526278,7.043698385,6.472312803,8.899841107,6.29472331167,5.6032236615,12.03914706,7.526814397,5.90680015067,8.90929393,8.61201467833,13.33363132,9.157436075,6.86950478,5.995773509,6.663917843,8.979483163,10.26174268,9.641921287,11.32190853,5.732683853,6.655642073,5.542111953,6.957105307,5.74485056067,5.948140696,5.70802041367,5.37826363175,5.139767484,5.404810541,6.681523496,6.69733073267,5.976599205,5.710400941,5.61707161,4.936651187,5.307438771,6.811667297,5.345289379,5.313800226,5.971837379,5.047899594,5.03946166433,5.401571806,5.304521308,11.43117909,10.02677279,11.98934847,5.03519637,5.16953547,6.647750264,5.6227922,5.110625549,5.602001935,5.511128997,4.909306588,5.859106883,8.095424881,5.276693226,6.6456791705,9.203752442,9.170414035,6.821203566,8.208394259,7.1208014865,11.78825759,9.678499404,11.4461297,5.2515404,6.5537420015,5.3283454926,5.754627826,8.420129842,6.39469361333,5.558582385,8.00665617633,11.49634678,8.788074828,8.596734373,6.502239591,5.386130858,6.976093136,5.593063327,5.276693226,6.407527489,6.072969298,8.626659179,5.5828655,5.890696716,9.68790976,5.8757305245,7.990970633,6.201051201,9.444091362,5.301049141,6.234057094,7.276545808,5.826873374,10.52191292,11.52169626,5.3467148335,5.641409649,8.8371715,9.077616027,4.858119355,BRCA
GSM427183,6.51405773367,8.9607456695,6.696275996,11.37035382,5.734852697,6.506728574,10.2967908845,8.27586973,6.904728314,5.495384375,9.223803305,5.214524337,5.704879743,5.079366726,4.657378453,5.436887444,9.255879016,10.70640129,6.7546778495,5.8868527975,5.536061644,7.1263689325,6.6769127285,8.48420977,6.21967069467,5.6081323905,12.10567621,7.296712346,5.72491249667,8.5896522,8.82288182267,13.36856584,9.539954171,7.120059311,5.836183727,6.132685436,9.24482828,9.81791145,9.90199107,11.52829551,5.542111953,6.354827336,5.088323162,9.367917655,5.51445043833,5.859451387,7.105988345,5.3290165685,5.316518,5.51286784,6.460542414,6.463463362,5.773740066,5.738640345,6.60526143,5.015929312,5.404129306,7.297744257,5.234054595,5.612508238,5.922204539,5.549831826,5.15199959933,4.949548063,5.07383228,11.63501532,10.62223972,11.82192354,4.957695542,5.547674422,6.080237268,5.069542407,5.023045997,5.782022708,5.771893004,5.034316149,5.985791427,8.03491053,4.800655715,6.090948927,8.916223677,9.258413586,6.808678261,7.943937621,6.752537335,11.72922572,10.00443156,10.69211442,5.293527975,6.61609541,5.4065428568,5.634165776,7.621284726,6.135427533,5.391811746,7.86577453733,11.796022585,8.870851027,8.4342113255,6.869196295,4.876285177,5.6412905805,5.561487483,5.307438771,6.052139389,5.930034295,8.375008062,5.545204861,6.260971855,9.006810724,5.3924217755,7.396478754,6.166118507,10.0231609285,5.726293954,6.549194233,6.930799789,5.533727829,11.355721405,11.69911488,5.385376513,5.59381033,8.368507689,9.043616128,5.520431088,BRCA
GSM427187,6.433898499,8.247227253,6.830360313,12.05450776,6.136996877,6.567237875,10.2833042595,8.447910911,7.245317684,5.626885346,8.75759096,5.204484334,5.321757891,5.501397992,4.903774919,5.406342144,9.489206292,10.12880025,6.676818663,6.0972822555,4.808399575,6.7347825315,6.0807440325,8.986710369,6.39954323533,5.800661023,11.80901857,7.53251397,5.747383259,8.886520521,9.12620744833,13.36355512,9.306620611,6.63161771,5.527642182,6.202227307,9.252961701,10.64035818,10.08386525,11.49170796,5.655216748,6.385522173,5.371568663,7.412868569,6.028551065,5.7998022125,5.50039798633,5.594494205,4.969831133,5.549831826,6.098669702,6.33787006533,5.872835683,6.20007038,6.015700078,5.255511354,4.931459981,7.10418233,4.8948125815,5.810900139,6.303055223,4.96464266,5.53071663233,5.460751776,5.172938736,10.51995589,10.68629503,11.43832419,4.385153631,5.094670216,6.415746521,4.931459981,5.24660879,5.456815387,6.263978634,5.172938736,6.615670554,7.95691498,5.321757891,6.3105461925,9.373311685,9.003209471,8.086854242,8.015862602,7.0698721725,11.42322901,9.577046919,10.78663743,4.868157375,6.6313943815,5.5295343186,5.620154746,7.779918143,6.82794277033,5.446761787,8.01917131267,11.46459896,8.673027334,9.083914411,7.155352377,4.613574062,6.3980360365,5.705018031,4.555946662,7.085714437,5.774530941,8.437316311,5.534350549,6.143235875,9.243103231,5.8821249775,7.439417699,6.202227307,8.945087855,4.91887665,6.1807120225,7.362340844,5.705018031,10.49645933,10.51325413,5.0383568275,6.083006551,8.907447372,9.233802037,5.406342144,BRCA
GSM427189,6.36224381667,9.5775018565,6.904427271,11.82446468,5.452374073,6.427820369,10.2474442945,8.586728275,7.331949525,5.584068992,9.221769032,5.604820987,5.503198645,5.1174393135,5.460587974,5.428285837,9.71030757,10.77554879,6.4789415485,6.0356141115,4.927198693,6.5993611955,6.5919798505,8.832511198,6.92947668667,5.52926424,12.54827894,6.843359327,5.37597226133,8.45292188,9.14021016267,13.29267684,9.583727381,7.036891003,5.981059894,6.371171674,9.485326755,10.08672709,10.49650957,11.7674087,6.118635505,6.586919049,5.414483349,7.65665926,6.02698255067,5.725509714,5.73331585533,5.3777293845,5.350860747,5.529517425,6.349573719,6.217912006,6.126297286,6.252954533,6.426353347,5.057462456,5.098675623,6.951433713,5.034703099,6.002202513,6.070878328,5.069757204,5.09641045,5.766470106,5.193782829,10.92093732,9.595686927,11.71457622,5.371045856,5.372961888,6.298892537,5.032554093,4.808142121,5.402254249,6.621286787,5.501288856,6.772153303,8.341164221,5.532793245,6.1597871345,8.860614559,9.219919401,7.432878264,7.765321119,6.9466844905,11.4712435,9.812915765,10.70365297,4.465794865,6.8628717035,5.4814391052,5.341284192,7.098719371,6.69079792733,5.836562468,7.890844983,11.5411915,9.538005127,8.888639558,7.436255814,5.14395584,5.8819921345,6.303055223,5.072332275,6.927781295,6.144052107,8.341998113,5.952165364,5.746589057,8.825389039,5.538030721,7.662634777,6.027691096,8.8697426415,5.593959684,6.616753136,7.685521692,5.935819934,11.10049604,10.99848485,5.254165354,5.938762876,8.741467934,9.8875535535,4.988243006,BRCA
GSM427193,6.073822667,6.364286878,7.048353701,8.501728854,5.823692844,7.081832585,10.35590611,8.263599169,8.493075988,5.980260273,9.31063614,5.123512303,5.20184089,5.322765098,4.537176254,7.331770425,10.15138482,12.03158587,6.532037439,5.0579964415,4.830371028,6.4303488795,5.814431777,9.196332326,6.15430791467,5.47662364,12.35457868,8.285946739,5.51468784233,9.284894137,8.17602958933,13.38150649,9.930146364,6.360983667,5.052688948,5.59724157,9.799800123,8.329326713,7.075401932,12.75033439,5.537615426,5.687628504,5.901899413,6.528966337,6.60218528067,5.278196221,5.41323831033,5.26922363075,5.334149236,5.505264734,6.369994768,7.094015865,5.408721412,5.64689077,5.606894664,4.632300425,4.537176254,8.85164062,5.150672428,5.088959125,5.279110251,4.364995254,5.513277102,5.441376616,5.893915038,10.58930965,10.11297736,8.747421913,5.408721412,5.616777635,7.542337622,5.002940155,5.077041333,5.52701656,5.706262025,5.167730486,4.904256777,8.136146677,5.255700175,7.305777696,9.440475292,9.795618068,6.412997934,8.168184609,7.9529606385,12.28769659,10.43684194,9.868745837,4.632300425,6.2169798845,5.1210123436,6.445516183,7.791197286,6.127634878,5.91922759,8.742530249,12.52079595,9.576399845,8.5131320015,7.03100122,4.891432858,5.8308617525,5.567280188,4.879597034,5.290397907,5.388199225,9.529333489,5.388199225,6.445516183,9.897543398,5.447428457,7.26692969,6.684051207,8.494548967,5.451714936,6.2767002425,8.723576586,6.232090496,11.122465375,12.04611629,5.023764488,6.034420016,9.487689892,9.4699694695,5.19062597,BRCA
