@relation data

@attribute id string
@attribute 10681 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 10991 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 11261 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 116443 numeric
@attribute 116444 numeric
@attribute 123745 numeric
@attribute 156 numeric
@attribute 157 numeric
@attribute 1742 numeric
@attribute 196883 numeric
@attribute 22941 numeric
@attribute 23236 numeric
@attribute 246213 numeric
@attribute 26279 numeric
@attribute 27165 numeric
@attribute 2744 numeric
@attribute 2752 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2775 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2787 numeric
@attribute 2788 numeric
@attribute 2790 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 2890 numeric
@attribute 2891 numeric
@attribute 2892 numeric
@attribute 2893 numeric
@attribute 2897 numeric
@attribute 2898 numeric
@attribute 2899 numeric
@attribute 2900 numeric
@attribute 2901 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 2911 numeric
@attribute 2912 numeric
@attribute 2913 numeric
@attribute 2914 numeric
@attribute 2915 numeric
@attribute 2916 numeric
@attribute 2917 numeric
@attribute 2918 numeric
@attribute 30814 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3760 numeric
@attribute 391013 numeric
@attribute 50487 numeric
@attribute 50944 numeric
@attribute 51764 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 54331 numeric
@attribute 54407 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5535 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 55970 numeric
@attribute 5613 numeric
@attribute 57030 numeric
@attribute 57084 numeric
@attribute 59345 numeric
@attribute 63928 numeric
@attribute 64600 numeric
@attribute 6505 numeric
@attribute 6506 numeric
@attribute 6507 numeric
@attribute 6511 numeric
@attribute 6512 numeric
@attribute 7220 numeric
@attribute 773 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 81539 numeric
@attribute 81579 numeric
@attribute 8398 numeric
@attribute 8399 numeric
@attribute 84647 numeric
@attribute 85358 numeric
@attribute 8681 numeric
@attribute 9229 numeric
@attribute 94235 numeric
@attribute 9454 numeric
@attribute 9455 numeric
@attribute 9456 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.888464479,8.2081635635,7.149597572,12.63069834,5.836309985,6.614529956,10.327292123,8.635084252,7.377212971,5.645450388,8.748277668,5.048771569,5.821079567,5.2037195755,4.673577309,5.913614242,8.85288926,10.97207892,6.523736393,6.8772890085,5.238988625,7.445801364,5.69462499,9.170414035,6.847425386,7.1915641815,11.95442182,8.056110832,5.32399731333,9.668318219,8.533866741,13.02719506,8.698011038,5.893611729,5.692518737,5.516024013,8.440434347,8.735353884,9.885094283,12.98372673,5.028139516,6.38362276,5.716930037,6.607852271,5.65513866233,5.5268992665,5.45914863433,5.14389293,4.33689681,5.507248571,6.390259793,6.288309337,5.73309076,5.765475903,5.84424205,5.451055498,5.2209212,6.411176756,5.5025914675,5.800130634,5.631985502,4.967873236,5.468209953,5.651059765,5.346435058,10.99802289,9.844635599,11.35799469,4.782423438,5.110416751,5.790192895,5.428620839,5.232287804,5.368428976,9.972804328,5.689167221,6.31084507,7.476788978,5.876585242,6.9141724395,8.517296488,8.102817052,9.177283189,10.44103033,7.181967161,11.8054921,9.584314798,11.95847307,5.326799101,6.36946717,5.4829326402,5.48205062,8.688181342,6.21136540967,5.313256056,8.27215776867,11.634256725,10.1038422,8.2742311235,7.232999148,4.772692515,7.4230773135,5.580455499,5.516024013,6.455167425,5.586773185,10.16928652,5.044843524,6.175929354,9.13253901,5.584807399,7.11619091,5.857677033,8.4321714995,6.001133,5.9973155525,5.934641074,5.901658111,11.37672019,9.970178212,4.6250982185,5.641987591,8.182830231,8.3767668975,5.447588494,Control
GSM427159,7.24025073833,6.3425008425,6.461320332,13.03258307,6.13986403,5.841225451,10.2384186075,8.66542575,7.013074525,5.65593226,8.080472632,4.959319531,5.137924845,5.420625092,4.771900633,6.677300776,8.71258815,10.9073904,6.906049726,6.8906417385,4.937593039,8.180387697,5.939855093,9.182904002,6.340358172,6.0573658185,11.95691889,8.621833133,5.80333317067,8.930930318,8.84345400733,13.00956452,8.720142595,6.113748025,5.195063332,5.853378958,8.487841164,9.217703977,8.481901451,12.07225833,5.682862067,6.120295558,5.301232095,6.469157955,6.16242031433,5.961336328,5.48866839833,5.68503616675,4.778486368,5.672079654,6.41304026,6.079541724,5.420053896,5.287261033,5.934994833,5.066101302,5.277995204,7.80883731,5.6874247585,5.442455259,4.856999696,4.795210185,5.320930962,5.513973286,4.937593039,10.75503384,9.525335383,12.08864757,4.888269882,5.398154738,5.821079567,5.101199635,5.31868854,5.473633714,6.6596432,5.663779561,5.804719114,7.453231788,6.036839159,7.100683958,8.822380524,8.723286465,7.381134364,10.6865533,7.328338472,11.54241539,9.028818534,11.93616504,4.255773643,6.0929297895,5.5428379012,5.804719114,9.433471275,6.479820979,5.115003321,7.85669691467,11.27623323,9.681370693,8.137035193,6.068999232,4.21308329,8.3643319965,6.026363672,5.714802736,5.659433149,5.563242994,8.388362979,5.239561536,5.652207716,9.110745023,5.792651171,6.780445033,6.190817922,8.9253394725,5.644873832,6.074195938,6.353195907,5.899424146,11.59221179,10.89604874,5.0130280805,5.277995204,8.187947248,9.4067904575,4.893618555,BRCA
GSM427160,6.84021840933,7.5711783515,6.767195028,12.19349773,6.693490878,6.323194968,9.769915947,8.278880489,7.338293201,6.0290173,8.026856932,5.465820435,5.391639926,5.4820486345,4.95444207,5.951174686,8.943878208,9.496554786,7.145006114,6.771545835,4.774274953,7.6220252555,6.6881603085,8.632641862,6.09350492933,5.457103785,11.84327345,8.38961104,5.697396068,9.213384421,9.29076107,12.9979954,8.686203838,6.074361597,5.30807618,5.92077637,8.83146649,10.16381668,8.913937397,10.57663577,4.963487128,6.323194968,5.633294061,5.777427112,5.696743084,6.2019214455,5.77145313467,5.38541054,5.447257868,5.676670267,6.541875363,6.23418041267,6.089429956,5.469732364,5.79507289,5.387682411,4.95444207,7.099876723,6.0299735315,5.503993644,5.93905684,4.818404856,5.03032988233,5.832137623,4.838713892,11.137683,10.74066222,12.01135666,4.795989381,5.515393331,6.193580184,5.011016147,5.206732344,6.004058206,5.760494586,5.682862067,5.173838258,7.462177348,5.98687237,6.8982166245,8.8794769,9.112766015,6.36768175,10.20351353,7.238491368,11.24175993,8.789730168,11.74088764,4.77953729,5.9034588485,5.4641368762,5.527329405,8.48506563,5.889051372,5.434470814,8.11094053067,11.198356615,9.362086899,9.1235010805,6.921278994,5.579701547,7.196995946,5.379561399,5.329313116,6.245890761,5.527329405,8.430505998,4.768993337,6.124127129,8.713129681,5.7152048405,6.671085011,6.360369215,9.085443246,6.257770271,6.225222865,6.403868968,6.376000002,10.410465825,10.58594865,5.186080054,5.72110688,8.336429709,9.67257923,5.48205062,BRCA
GSM427162,6.610917172,7.0913602235,6.763813641,12.23565236,5.863140121,6.331145921,10.3820872935,8.829493729,7.478529234,5.876032641,8.120096744,5.000914074,5.784249584,5.275502987,5.182703468,6.277153122,8.818774784,10.39270411,7.4762851335,7.226006717,5.193979903,8.477277703,6.1309256235,9.160338576,5.982867673,5.725019338,11.56304622,8.480952861,5.12699757367,7.435526765,8.629147321,13.11510467,9.066695429,5.455665247,5.693773551,5.504788206,8.646667718,10.21758854,6.563810693,9.832676886,5.29683478,6.198794315,5.123512303,7.10371039,5.966949493,5.6256915225,6.30059630433,5.2453898775,4.435394156,4.863456876,6.355796501,6.45691638667,5.327517838,4.645326303,6.340211188,4.736756024,4.707928514,7.302047389,6.151697187,5.651059765,5.763551833,5.249456007,5.28966638567,5.903768142,4.904979261,10.00164081,9.439182162,11.97218475,5.011910695,5.499695432,5.759562832,4.615634874,4.790526167,5.432467779,6.594776658,5.460424154,5.108536217,7.601141445,6.1476177,7.2768077175,9.316802576,9.088311981,4.851263383,10.93087057,6.422323287,11.56978693,8.74769044,11.09993968,4.978894894,6.323322532,5.1156792046,5.655216748,9.211511834,6.312672729,5.36790503,7.98209816267,11.274247985,7.986995525,9.2078924525,7.499688706,4.700180125,6.7231615275,5.229406468,5.193979903,6.018929689,5.78869305,9.457976471,5.114378737,6.574181472,8.448096813,5.8742058665,6.621982704,6.966479856,8.3654007935,5.574564199,6.512188232,6.816507311,5.863140121,11.06970848,11.09339134,4.8897211765,5.842043069,8.701272777,10.260572351,5.038931331,Control
GSM427163,6.84786461333,7.084991265,6.854560258,12.7347446,7.349217359,5.680472929,9.671974648,9.132211242,7.297193996,5.824138541,8.28785217,5.31832701,5.925412759,5.416694716,4.778486368,5.734310791,8.419687541,9.358629843,7.076117453,6.848015995,4.801431976,7.8127938485,6.0827064,8.660014728,6.25608953533,6.8901006515,12.12850358,7.944479462,5.43099958733,9.924501194,9.35589447533,12.87743566,8.97289446,5.954086504,5.349976695,5.228252321,9.506942805,9.669660678,9.337042659,11.68740205,5.536217098,6.63172683,5.692518737,6.060539901,5.66733930533,5.8154103955,5.795395187,5.16207089225,5.185877691,5.349976695,6.076394081,6.003456948,5.588723066,5.518229233,5.778741634,5.206341637,4.948613986,7.036726196,5.425491877,5.734310791,4.850263431,4.932168974,5.059874101,4.854508448,5.541492575,10.864964,9.689574849,11.58766984,5.245087973,5.228252321,9.731989781,5.371568663,4.850263431,5.83744581,8.905673654,5.599028548,5.902080364,6.773076963,5.887775801,6.6548276045,8.026649483,8.873068105,7.573687183,10.47438056,7.7125980515,11.00452968,9.157246578,11.83833739,4.801431976,6.52394041,5.466218321,6.407145055,8.977409535,7.50900425433,5.333791561,7.82991936767,11.21839075,9.546605663,8.5157239865,6.712427693,5.050187406,9.010303599,5.458948931,5.182107523,6.667115534,5.455665247,8.963128094,5.278366982,5.593959684,8.352927454,5.812614186,6.262194115,6.091970181,9.164193504,5.989826604,6.518443469,5.925412759,5.504788206,10.043594132,9.802112873,5.186285865,5.615159695,8.30337108,9.7120150155,5.714253246,BRCA
GSM427164,6.695170111,6.50402659,6.543500233,12.65857307,5.684966848,6.872247394,9.753034207,8.695716467,7.806535324,6.352798794,8.529822044,5.321216715,5.148742216,5.506526572,4.950248224,5.460260315,7.431102924,10.16002932,6.7246220615,6.727722821,5.036295892,6.8315434305,6.4528711575,9.003350039,6.86925192467,6.5536864175,11.63993091,8.556449653,5.06825095367,10.54993411,9.078168623,12.98372673,8.838889641,6.143337929,6.086619917,5.268482349,8.217135121,9.433805075,9.258413586,11.15310882,5.717272857,6.186714102,5.665201768,5.684966848,5.683423462,5.8435199845,5.289440425,5.19619348225,5.214330049,5.30196368,6.531424838,6.12810835567,5.70895367,4.569953748,6.064587171,4.512547026,5.186075849,7.291265398,5.3223073375,5.582714993,5.79064906,4.569953748,5.16524170767,4.915295312,5.156043878,11.45443311,9.814991395,12.06588572,5.202134845,4.985513237,5.353244986,5.098043929,5.178725843,5.14017664,7.21972788,6.376000002,6.024591871,7.658927519,5.94872421,6.9752829565,8.511892099,8.949827531,8.547261958,10.864964,7.745704965,11.73619062,9.836169177,12.08138533,5.048989481,5.9174340255,5.6759717936,5.625863148,8.467749328,6.98490046733,4.940884687,8.18650002,11.07534033,11.06412655,8.0343196725,6.440541669,4.738513493,7.9243325035,5.749206573,5.334685584,5.880692411,5.206341637,8.931122442,4.950248224,5.759695977,9.357079711,4.8024680715,6.244178877,5.840847932,9.164636678,6.394896188,6.07383167,6.064587171,5.093825554,10.64912297,10.25398074,5.403388488,5.093825554,8.097059153,9.477356837,6.623007654,BRCA
GSM427165,7.252915346,6.201503818,6.456482249,13.34505663,6.003271234,5.057462456,9.1297731835,7.344808806,7.967285529,5.779661087,8.167494826,4.771900633,5.920240442,5.7231049945,4.95444207,6.405103693,9.772562477,9.341019005,7.0079399475,7.4861886795,4.615929054,8.4336189565,5.73579942,9.145690907,5.78809716133,5.366277458,11.48011881,8.162543804,5.72716198833,7.39744174,8.46320594233,12.64120964,7.985772397,5.821334729,5.86196234,5.66903474,8.678425073,9.675551824,6.875906358,10.10831572,5.442621133,7.026996771,5.396614413,8.097585943,6.088857852,6.4131823975,6.07674036233,5.0476802585,5.48205062,4.981180512,6.365014999,6.32230220733,5.832707292,5.188253784,5.472984221,5.072332275,5.009001383,7.367548257,6.232767355,5.836246857,5.66903474,5.532793245,4.92707017833,6.299579521,5.438302209,9.557684409,7.511675823,12.23463043,6.200609914,5.014814152,7.230263367,5.068037933,4.959319531,5.014814152,6.139659422,5.333433796,4.77796061,6.111350232,5.48205062,6.945356743,8.946870554,8.335882847,6.049582442,11.79461296,6.5896621115,11.41213066,7.747456426,11.2413041,5.077041333,6.330484187,5.5322651396,6.430289978,9.024558716,6.81582852467,5.832707292,8.451561107,11.151396135,9.132211242,8.079817226,8.18992476,4.981180512,8.7523926965,5.183299167,5.201056716,8.591897347,5.544509535,9.445372435,5.520352508,6.725676834,8.390922492,5.83224047,6.679695168,7.11691865,8.9051426025,6.165867356,6.0879165975,7.988231821,5.626739362,9.682767154,10.63491565,5.36146028,5.486079796,8.963388234,9.3656455425,5.665201768,BRCA
GSM427166,6.439102376,7.6188571805,7.109938036,12.39966386,5.334149236,6.091811548,9.643814388,8.7216983,7.667823176,5.862458365,8.80888466,4.840729162,5.593212758,5.852605391,4.584732512,5.81109287,8.983991943,9.812386363,6.2267377245,6.719520862,5.491621645,7.178770695,5.882841981,8.939837117,7.01721220833,6.2928801065,11.95442182,8.2669635,5.32302536333,9.665460782,8.875123686,12.98945487,8.510330132,6.338875075,5.380600673,5.967463325,9.414337005,8.751335778,10.49178825,12.76004735,5.865554662,6.403016818,4.93252334,5.682019293,5.83994640733,6.194061703,5.22531575733,5.0586196555,5.261917434,5.604820987,6.048874401,6.325284749,5.54798282,5.185481295,6.498295252,4.93252334,5.286521953,6.642344626,5.1149376505,5.07383228,4.93252334,4.93252334,5.01220373933,5.172738766,5.023045997,10.66388964,9.583290187,11.37383049,5.672008915,4.867045482,6.068354407,4.688059546,5.229406468,5.517599514,7.542337622,5.891304496,5.887897624,6.898937271,6.202570157,6.5861642735,8.972320105,8.236828767,8.11035427,10.46257413,7.480559564,11.39154181,9.508320259,11.67233485,4.963487128,5.9718598575,5.3094441946,5.233822166,8.419813926,6.87117032933,5.495064524,8.171538624,11.40345044,10.18190731,8.116304847,7.31134218,4.877267261,7.0132000305,5.064162066,5.354038858,5.741879005,5.699614961,8.561384495,6.110097626,6.174182303,9.315874762,5.67851949,6.842353879,6.444274162,9.40253065,5.392842236,5.8864404035,6.918538669,6.001358226,9.9469067885,10.04775483,4.751485586,5.42266296,8.536442598,8.7846402755,5.783660451,Control
GSM427167,6.907508702,8.092918242,6.816347305,12.05932765,5.065239741,6.099511534,9.557649091,8.761435816,7.357466507,5.813403636,8.17986074,4.549200114,5.672857555,5.0692057385,4.931459981,5.886008211,8.939638805,9.898586698,7.32998994,6.995146243,4.813026019,7.320817348,6.375538511,8.727649179,6.22851342967,6.2675959045,11.46383867,8.546914832,5.793978829,9.303998235,9.29028807333,12.96993872,9.04011237,6.092128797,5.789736585,5.496742949,8.843419494,9.919504381,9.495266002,11.3442156,5.659076304,5.886008211,5.422242462,6.672888927,5.61594119867,6.1480274795,5.48386412833,5.27593029375,5.305251227,5.712603517,5.969594455,6.57114183333,6.068139401,5.511603435,6.179665925,5.172938736,5.438135838,7.479378365,5.131770429,5.65478727,5.596496342,5.244897759,4.93039644267,5.380427513,4.742156708,10.78521972,10.67301333,11.74966846,5.274272145,5.05203679,5.563776856,5.310623005,5.411944154,5.801553978,5.818908863,5.847816088,5.781235931,7.321975714,5.352274105,7.024481502,8.25505351,8.587722324,6.738839176,11.04873907,7.5245411315,10.77439198,9.212004536,11.67233485,5.391468086,6.3825279205,5.291675395,5.844493149,8.419971893,6.13414385767,5.606746643,7.91861634733,10.99057863,9.085353696,9.095386554,6.542920132,5.085988894,7.2793614545,5.668822064,5.39361462,6.264635533,6.110463081,8.391932143,4.542894537,5.839966671,8.49064145,5.8641492925,6.535201976,6.015254046,9.496222122,6.058214335,5.700402949,6.077249008,5.956585975,10.054956723,10.06457475,5.2511339265,5.104977394,8.422738769,10.3180418505,6.130576354,BRCA
GSM427169,6.995387545,7.599297253,7.016310012,11.61491238,5.992208309,6.072647808,10.0619138165,8.594083007,7.247645413,5.659004925,8.633940747,5.717272857,5.130942449,5.5754035815,4.067773563,6.031666056,9.017365988,9.608828239,6.955141721,6.432879816,4.435394156,8.1503973525,6.4923185605,8.884385094,6.17874161233,6.489380715,11.67867508,8.628081972,5.527496062,8.352640608,8.55731348,13.02126635,8.934008606,6.563963185,6.135253322,5.619861398,8.872952717,9.681765982,8.717951507,11.6604752,4.958159726,6.083910741,4.233626673,7.038153897,5.892477104,5.4601186915,6.75049318733,5.18470015175,5.048771569,6.090647705,6.069643769,6.591071042,5.538702079,5.190230876,6.031666056,4.049108953,4.35562555,7.555818311,5.4987246975,4.854508448,5.312893162,5.308713308,4.95673649633,5.707228834,5.665486041,11.44285036,9.67905828,11.77144213,5.488652576,5.570775033,5.741744206,4.671880991,4.607083101,5.308713308,5.822354928,5.838328613,5.215689515,7.469827229,5.586623085,7.1430110225,8.468869519,8.349370945,7.211063618,11.06141864,7.3344224225,11.36752411,9.015945424,11.71789713,4.441438586,6.3457281585,5.3589494338,5.913135501,8.01888328,6.39658479233,5.139972076,7.74245236133,11.551814785,8.350852048,8.399665163,6.329935892,5.527954892,7.9356885615,5.431298057,5.091923254,5.778347403,5.790974804,9.320462748,5.871604195,5.797150007,8.489166708,5.2712024945,6.666902575,6.271748387,9.718061075,6.023594275,5.8513197535,6.746114963,5.748737112,10.29902603,10.95951862,5.2972995515,5.034976365,7.866013317,8.532338834,5.316518,BRCA
