@relation data

@attribute 842 numeric
@attribute 841 numeric
@attribute 840 numeric
@attribute 1147 numeric
@attribute 7124 numeric
@attribute 330 numeric
@attribute 331 numeric
@attribute 5062 numeric
@attribute 984 numeric
@attribute 4000 numeric
@attribute 4001 numeric
@attribute 8738 numeric
@attribute 4926 numeric
@attribute 8772 numeric
@attribute 8837 numeric
@attribute 8737 numeric
@attribute 84823 numeric
@attribute 5580 numeric
@attribute 4217 numeric
@attribute 5747 numeric
@attribute 637 numeric
@attribute 4214 numeric
@attribute 5609 numeric
@attribute 4193 numeric
@attribute 839 numeric
@attribute 5925 numeric
@attribute 7133 numeric
@attribute 836 numeric
@attribute 7132 numeric
@attribute 835 numeric
@attribute 5921 numeric
@attribute 1616 numeric
@attribute 71 numeric
@attribute 4790 numeric
@attribute 5591 numeric
@attribute 4792 numeric
@attribute 9530 numeric
@attribute 5599 numeric
@attribute 2934 numeric
@attribute 5970 numeric
@attribute 317 numeric
@attribute 5664 numeric
@attribute 5663 numeric
@attribute 6709 numeric
@attribute 7186 numeric
@attribute 9020 numeric
@attribute 7185 numeric
@attribute 8717 numeric
@attribute 596 numeric
@attribute 329 numeric
@attribute 54205 numeric
@attribute 1676 numeric
@attribute 355 numeric
@attribute 1677 numeric
@attribute 356 numeric
@attribute 397 numeric
@attribute 142 numeric
@attribute Class {Control,BRCA}

@data
7.924560768,5.6639776582,7.083131785,9.004698798,8.519696323,9.50184663267,5.599623716,8.225782395,6.903468733,12.31771434,6.882035048,9.362930698,9.9785357775,9.964760013,11.98737426,9.943694688,9.662295026,8.7068629295,9.636896969,9.55016911,7.03937931067,10.46146439,7.887344199,5.4774530015,6.92345301633,8.976299993,8.084942721,7.931813168,12.08918571,9.44396110067,7.65896220633,9.030281671,14.665256985,12.34771002,7.43044094167,15.00532806,7.2304857115,5.939777752,12.56555645,8.69026092,7.460673902,9.287368939,5.97550771,11.51681803,7.722570406,7.12458953,6.51986956,8.13891188267,8.4944607845,10.1203149015,8.464342681,9.322972846,6.109057762,6.6317994995,5.714184545,13.44437567,11.18453773,Control
7.7506065195,5.8528914586,6.56812056767,8.974945912,7.177920594,9.90022641533,6.29655434,8.658878356,7.17754253,12.217337305,6.871477523,9.090609419,10.6018557185,10.15158143,12.5292244,10.07879165,10.0981575,8.2777883015,9.908805826,9.45642471,7.36277768733,11.6627575,7.798165773,5.63969746625,7.07794042367,7.958452847,7.532124306,8.1988449165,12.001308,9.59367275233,7.532686946,9.473939649,14.318888115,12.34109771,7.29190135533,13.91249272,7.646662423,5.0886580415,10.8456057065,8.669346719,7.8219347,8.958634886,5.96330215025,11.61680165,8.156008632,7.618204007,6.8785382765,7.57672874133,7.97569312475,9.6275956935,8.779925425,9.80430441433,5.4568451785,7.037503494,6.1044474,13.78998546,11.26378871,BRCA
8.1061247785,5.7897319854,6.742243195,8.986710369,8.414834386,10.2655236773,6.416760061,7.83784169,7.0689243665,11.331478295,8.311181937,9.298601687,10.5194448385,10.64474883,11.86027624,9.929872764,10.50723497,7.9762072145,9.513535713,8.9981409465,7.39390802233,11.77105209,8.166013814,5.8602843415,7.46918469167,8.409052632,7.074920481,8.03923302,11.63162057,9.81162458833,7.43491518133,9.369221698,14.52431873,12.51631937,7.406676876,14.51605303,7.1997887055,5.6701097255,9.765254005,9.073024297,7.4969355985,8.766965673,5.86020366425,11.15088665,8.551997661,7.363480204,6.7213422045,7.91175192233,7.84053328475,9.7717912665,8.42928237,9.66722047133,5.8381822935,7.119152491,6.144867877,13.68697704,11.73450229,BRCA
7.389583129,5.6257131728,6.02132500833,8.742495656,8.370459788,10.2724422663,5.989826604,7.70770520067,6.6001607935,11.69631911,7.009719816,8.62348019,10.442016245,10.26616024,12.50251243,10.01119619,10.52922583,7.9530049585,10.2853274,9.0133211855,7.22347936333,12.00382718,8.473463378,5.5016593965,6.32634649467,6.610216975,8.059386544,8.049352819,11.41027128,9.195121863,7.53095120333,9.851765094,12.912810505,12.26985874,7.03988827733,14.35403309,7.656293033,5.7758281875,8.6877288325,7.67194989,7.949551686,8.721959205,5.477997281,11.40622376,9.141437341,7.782574222,6.581963856,7.18497456933,7.5957045875,9.477837206,8.584211958,9.39768029933,5.9473627115,6.902136378,6.331145921,13.58717103,11.93178472,Control
7.637528126,5.7767472574,6.82370193433,8.684828488,6.675961001,9.404843943,6.56544914,8.07563913267,6.727221014,11.649666395,7.701481697,9.466495147,10.721269778,10.77308997,12.26224618,9.484878832,10.00237241,8.133774626,9.842350785,9.0250253645,7.344893544,11.72645885,8.264326623,5.80954885825,7.89692416633,8.022008655,7.497654525,8.040914571,11.76197512,9.85869289633,7.41149949233,9.396953172,14.515533555,12.37603319,7.50186736,13.73047547,7.499193841,5.704258658,11.3981144845,9.268495874,7.4088003525,8.682355131,5.78268625175,11.3294966,8.106250323,7.444230413,6.5784146105,7.786651762,7.8450723755,9.3861165135,8.435838088,9.67330697167,6.4964374115,6.377025189,6.16425895,13.44437567,11.53892866,BRCA
8.5459358775,6.1557894346,7.27989135267,9.33884841,6.320264091,9.51612918533,6.091917306,8.35808952433,7.2570299815,13.55168753,8.182134999,8.628446565,10.818683695,10.34100757,11.64430934,10.12499078,10.18974462,8.614206568,9.445998278,9.420287121,7.41519809933,11.51112271,7.443878302,5.889292139,7.233656492,9.286795183,8.260238737,8.276164252,11.96720294,9.51142641433,7.47462674233,8.235417282,14.9749406,12.87483063,7.78387541633,13.77694807,6.775472276,6.517858181,12.730337715,9.673230059,7.755466278,9.2630948055,6.565515535,11.64258438,7.922110302,8.197856947,6.438817916,8.01981551,7.89616385625,10.3317089185,9.008765532,8.89733260433,6.60785894,6.7462971645,5.609260937,13.37131522,11.81694975,BRCA
6.9179834015,5.645039366,5.90453458933,8.17437786,6.423120638,10.4052109017,6.731933742,8.02893851733,5.851742475,11.981065665,6.263978634,8.837881072,9.8601645185,9.911339974,12.89557628,9.601752743,10.66644619,8.747651318,10.88558411,8.8796586,6.55666256233,12.26224618,8.963388234,5.78129302475,6.84991378233,8.555107826,7.800739973,8.3070644095,11.42772678,9.82838490033,7.49866828033,9.700778298,13.05627132,12.52075501,7.50204637833,15.02279519,8.589382972,5.6011167705,8.8330062305,7.262755244,7.5815822955,8.2969169135,5.6355146775,12.25692522,8.283761058,6.740661566,7.13531381,6.84780819533,7.264331835,10.214895946,6.998198677,9.97309623267,5.6801733885,6.2881816415,5.032113243,14.13459319,11.90133466,BRCA
8.3320404855,6.1264922834,6.55264887533,8.824657385,6.14308278,9.25162105967,6.140988854,7.68379282967,7.1287278525,11.76167965,7.289814009,9.898586698,9.825258058,10.36365325,11.28307404,9.671351374,9.773436423,7.602215851,8.478204487,9.585335464,7.116277725,10.99477083,8.267911597,5.3501390665,7.61202263967,9.023671978,7.711014946,8.3666695385,11.92850738,9.748394655,7.22554449667,8.817432296,14.795549445,12.20475003,7.251948296,14.22362506,6.780637691,5.401013329,12.251012705,9.194320487,7.645327129,8.3767629335,6.26570107825,11.0691579,7.748127633,7.797176966,6.42055424,8.008015864,8.05261194825,10.0771995225,8.819732939,9.03718650233,6.0495207925,6.5533661775,5.582112807,13.66928817,11.30662298,Control
7.7930385845,5.8838277246,6.74719066733,8.659854224,8.252974189,9.76997316367,6.79103628,7.77701585767,6.968449327,11.84304893,8.453076263,9.154932713,10.482321096,10.67652155,11.75034492,9.108531726,10.11872735,7.906098313,9.024350935,9.2675642675,7.61039616467,11.9611296,8.382668468,5.591806779,7.38519951367,8.717951507,7.59152445,8.288078818,11.36056745,9.64715749033,7.130488018,9.320067806,14.61562869,12.42766909,7.97532141333,14.37348409,7.2078722295,5.8779809975,11.001280424,9.012625324,7.8288732835,8.676345731,5.95599859375,11.08036472,8.550151431,7.392491577,6.2500862295,7.927182045,7.87109163775,9.6996756995,8.738583034,9.358422347,6.337979385,6.632880865,6.069858551,13.44910353,11.83486615,BRCA
7.6247556515,5.7581840748,6.62840186333,8.645245129,6.105390642,8.98711892533,6.177724116,7.95022355167,6.708344786,11.98689852,6.789276463,8.914057031,10.603531994,10.1525514,12.5617021,9.863923404,9.72319211,8.1813016325,9.918602815,8.984597332,6.96601306267,11.43790563,8.896605722,5.8421495495,7.39794265367,7.473200667,7.286837552,7.806017873,11.57911804,9.22325478167,7.57770823567,9.83968846,14.06674172,12.09766027,7.25249120567,13.54172225,7.8772033795,5.5839936855,10.801586248,8.33670864,7.5688881555,9.0032099535,5.81416326725,11.3345919,8.509301078,7.396307489,6.777982883,7.73106613,8.23267903825,9.526270562,8.85611511,9.70737187733,5.7598219305,6.6695634235,5.434637608,13.80946823,11.43905962,BRCA
