@relation data

@attribute 5437 numeric
@attribute 5435 numeric
@attribute 7702 numeric
@attribute 4774 numeric
@attribute 6621 numeric
@attribute 661 numeric
@attribute 2975 numeric
@attribute 6619 numeric
@attribute 2976 numeric
@attribute 2971 numeric
@attribute 11178 numeric
@attribute 6908 numeric
@attribute 2972 numeric
@attribute 55814 numeric
@attribute 4784 numeric
@attribute 5440 numeric
@attribute 4782 numeric
@attribute 4781 numeric
@attribute 10302 numeric
@attribute 6618 numeric
@attribute 5441 numeric
@attribute 6617 numeric
@attribute 9329 numeric
@attribute 9328 numeric
@attribute 55290 numeric
@attribute 171568 numeric
@attribute 9330 numeric
@attribute 55703 numeric
@attribute 11128 numeric
@attribute 10621 numeric
@attribute 5451 numeric
@attribute 6741 numeric
@attribute Class {Control,BRCA}

@data
10.33896506,12.07353083,8.8040351,10.90529319,10.80972013,6.894093582,9.123953973,6.758890306,9.3794977665,11.76010461,8.048542898,9.808393548,6.429788296,7.166266353,12.28491381,6.365977347,7.26351767775,13.11754819,6.354210255,9.588143592,9.950818724,7.830351826,6.167775011,9.885826425,9.705835873,7.18041707467,9.633676921,9.364594933,9.8043528365,7.249542819,7.526344936,8.1776753015,Control
11.03103278,12.14356347,8.416228701,10.78613914,11.34028702,6.900809838,9.463289929,6.9730312335,9.7692481155,11.97796686,8.324226826,10.0579109,6.096958888,8.584681754,12.45954952,6.504704302,7.0504082345,13.77286407,5.968327676,9.955032716,8.536044277,8.391956765,6.004451531,10.38358581,9.322694957,7.50315837667,9.326666054,9.290140483,10.498619,7.575484648,8.428131004,7.710494314,BRCA
11.02625388,12.38193096,8.94313831,10.27226269,11.33166731,6.986414135,9.211225868,6.8526256135,10.0729522775,11.93396179,9.517187651,10.09283678,6.653845768,7.359795947,12.45954952,6.401780305,6.9872399495,13.59313376,6.309299558,9.994474054,8.618450775,8.1250787025,6.411388639,10.69554175,9.846936382,7.97371610967,9.709540992,9.591859431,10.405535215,7.152236984,8.225485975,7.864794796,BRCA
11.73846187,12.34948589,8.186771816,9.754102959,11.58420751,7.782574222,9.133489757,6.8346491185,9.789761567,12.27732381,9.167669733,9.728779829,6.45384318267,8.229877631,12.90226493,6.648325671,7.4351241485,13.88385421,6.212477538,10.16400217,8.674016666,8.0741542715,5.73024,10.70541664,9.901093579,7.510065876,9.860714986,10.23508114,10.250042477,7.831847361,8.648007989,7.9528696475,Control
10.79386361,12.13760287,8.7216983,11.4373387,10.69048718,7.464221286,9.120018232,6.929788091,9.6398993905,11.85884755,8.380851855,9.633676921,6.60077118133,7.33624126,12.82483353,6.908516092,7.47758997225,13.78053775,6.377952839,9.687087433,7.919118257,7.5598793545,6.474724508,10.58816676,9.203152892,7.962433783,9.686317169,9.122466386,10.208315995,7.400753782,7.688427138,7.712167334,BRCA
9.875964751,10.92233559,8.442778825,11.15153369,11.38289162,7.002424408,9.638916035,7.132126297,9.893822319,11.74226323,7.283507727,9.121838552,6.21045989,7.261721494,12.18459653,5.738505243,6.71220505525,13.29267684,6.544273338,9.565916578,7.686957644,7.635373995,6.571643157,10.30263925,8.903747151,7.87121052,9.706155431,9.056692662,9.945088254,7.40164993,6.28281565,8.2255549345,BRCA
11.62683849,12.15346979,7.237356075,10.2886242,12.00644716,6.992431746,9.035858332,7.415079649,9.9502237415,12.22921997,10.33515616,9.568545732,6.29347699767,8.523190576,12.83366697,6.973327498,7.9509728615,14.09444395,5.660788354,10.18277954,8.661565351,8.562396638,5.618834209,9.940893908,9.401370811,7.182888171,9.737214011,10.36118197,10.7566257285,7.827423888,9.420113456,7.7555833455,BRCA
11.02111204,12.42339047,8.695237972,10.35054176,10.52997735,7.064530251,8.902715114,7.325212193,9.3402805695,11.78564057,8.106564412,10.09936791,6.56170518933,6.486236204,11.94088626,7.098982487,7.04859610125,12.74918966,5.911578492,9.879453495,8.961436038,7.476281923,5.873574072,9.689251596,9.442757511,6.99379720133,9.430484502,9.30874921,9.119467449,6.932040865,7.237642883,8.021513207,Control
11.34089896,12.19349773,8.78216373,11.44094715,11.11027794,7.398275809,9.364802828,6.698244539,9.9057061345,12.06768485,8.217813694,10.068557,6.482152503,6.900568353,12.58797677,6.517673816,7.06054501225,13.64083637,6.678428044,9.766537656,8.771812245,7.838067938,6.407272544,10.79360354,9.174913904,7.78974217033,9.836169177,9.392951213,9.9593763655,7.828646059,7.600286714,8.274441892,BRCA
11.14633337,12.31595909,8.361528363,11.19715849,11.05704424,6.747357606,9.225617845,7.187241445,9.695557962,12.00644716,8.492254916,9.813452991,6.200695205,7.978740664,12.32274087,6.645878602,7.4553169815,13.50983997,6.444771098,9.936947469,9.146391192,8.2817956955,5.967693869,10.48635768,9.536660595,7.77215312133,9.274011827,9.308419312,10.267476237,7.766597025,8.845098843,8.0221203545,BRCA
