@relation data

@attribute id string
@attribute 10714 numeric
@attribute 1642 numeric
@attribute 1643 numeric
@attribute 2067 numeric
@attribute 2068 numeric
@attribute 2071 numeric
@attribute 2072 numeric
@attribute 2073 numeric
@attribute 2965 numeric
@attribute 2967 numeric
@attribute 2968 numeric
@attribute 3978 numeric
@attribute 4331 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 5427 numeric
@attribute 57804 numeric
@attribute 5887 numeric
@attribute 5981 numeric
@attribute 5982 numeric
@attribute 5983 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 6118 numeric
@attribute 6119 numeric
@attribute 7507 numeric
@attribute 7508 numeric
@attribute 902 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.5214225980,1.5715155387,1.2996376786,1.4246085625,-0.0296380270,0.7140045016,-0.0672320876,1.0302358292,1.2852055382,0.6623463939,0.3433025304,0.8086666293,0.1694913510,0.1110767740,0.4475187101,0.2151189637,1.6117472946,0.2541690469,1.8379024251,1.1815715189,0.6852570661,0.6780754711,1.8300574754,1.4864364202,1.5486820142,1.5458070138,0.6898528089,0.3523820084,1.6350200091,BRCA
GSM480985,1.2045470742,1.5595294259,1.3791755802,1.4385641793,-0.0246395640,0.5457641249,-0.0646260013,1.0467138032,1.2463617062,0.2177986754,0.2805762249,0.3276340627,0.1616124383,-0.1403941502,0.1195283260,0.0662827998,0.3582449659,0.3959704076,1.8124208847,1.1434785538,0.3529059928,0.1245795767,1.0733455949,0.9112912673,1.2987882098,1.3055036168,0.8101536110,0.5967945656,1.2766061766,BRCA
GSM480986,1.2029019593,1.8849981427,1.0170438231,1.6809113025,-0.0405722065,0.4456885583,-0.0008364013,1.0109720735,1.0846191228,0.4957253507,0.3247791289,0.5813196078,0.1028344686,-0.0006644904,0.3486887678,0.1366165012,1.0558625757,0.3657379911,1.8531489549,0.7124732714,0.5507222097,0.4613985304,1.2346874078,1.4109145713,1.6070985992,1.4262792665,0.5671521751,0.4900422196,1.0528557854,BRCA
GSM480987,1.1241706477,1.8494961220,0.8109706053,1.9120738666,0.0869013125,0.3906424057,-0.0304064732,0.7618890551,1.1207719374,0.5377548806,0.1268218456,0.3103429317,0.0561209006,-0.0506179260,0.3186428044,0.0388668412,1.0933425461,0.3195155901,2.0374762537,0.6011577090,0.4069897318,0.3976253966,1.3835763203,1.2687289647,1.4495159685,0.9492826163,0.5804352500,0.9729018840,1.3326103814,BRCA
GSM480988,1.2647299039,1.5321893011,1.2589739910,1.5611722151,-0.0960179744,0.4572973616,0.0104348638,0.9148529833,1.1935567203,0.3271604209,0.2029555759,0.4741234867,0.1152204733,0.0768084920,0.2306063977,0.1707717376,1.0292699189,0.0152650487,1.8315355692,0.8293907841,0.2685042607,0.4297329925,1.5154813594,1.3376087498,0.8359299593,1.3290010218,0.4876196566,0.7509224436,0.8448971166,BRCA
GSM480989,0.8509117928,1.8737299827,1.2239642664,1.9562404353,-0.0803737361,0.1961962798,-0.0186029649,0.6890710978,0.6455758893,0.2276148893,0.3893048411,0.6133678607,-0.0329211112,-0.0592587655,0.4204673296,0.1064336327,0.7054733430,0.5509243324,1.5273169972,0.5685038011,0.7805323229,0.1740388745,0.8512497611,1.5435676491,1.4798822800,1.4402853847,0.4179420407,0.4340459490,0.5867294799,BRCA
GSM480990,0.7104607523,1.7697989749,1.1196458399,2.5231951475,0.1646377929,0.1790467939,-0.0655341134,0.7540459651,0.6016601944,0.3621013066,0.1977200439,0.4562935978,0.0403791171,-0.0204453974,0.5086407080,0.0205682762,0.8968517595,0.4025088740,1.7644531222,0.5843832314,0.4190524527,0.2921790909,0.8826532761,1.2470977168,1.0583621662,1.0483638518,0.2066397729,0.4491535664,0.6179169566,Control
GSM480991,0.7929366067,2.0154690911,0.8034208903,2.1045045654,-0.0845744576,0.3116158577,-0.0425115533,0.8185416342,0.9432743358,0.1669740229,0.1977765904,0.3514687585,0.0149837607,-0.1572538394,0.3003052217,0.0615627786,0.4059209386,0.5452377218,1.6959036587,0.5254092878,0.3535321280,0.1336203346,0.6985741986,1.1375396092,1.1662135920,1.1110200535,0.3215470750,0.3314233489,0.8301298161,Control
GSM480992,0.6056446797,1.8546927400,1.1721591799,2.3932572523,0.0372287346,0.2507348696,-0.0231460090,0.7097711402,0.6078198389,0.3349143479,0.3574455567,0.5655389330,-0.0278273442,0.0718811130,0.4920756920,0.1794742710,0.5607375373,0.6792150073,1.7593381206,0.5687593767,0.4933435796,0.2758890922,0.6898392174,1.1910011703,0.9753238883,1.3521483293,0.2054802627,0.3570258056,0.6617135230,Control
GSM480993,1.1378558147,1.8755300386,1.1503277836,2.2064785083,0.0362933893,0.3407280985,-0.0488899422,0.6992510992,0.9542187208,0.4764979621,0.3211575151,0.7638304975,0.0798602138,0.1147602345,0.3527961249,0.1962866471,1.0308868515,0.4229756490,1.8857055148,0.7009486956,0.8074109628,0.4802607979,1.3106297120,1.5079846197,1.4295231500,1.5680439868,0.2176460764,0.4940705293,0.9745229781,Control
GSM480994,0.8777989878,1.9813601269,1.0679383740,2.2852602959,-0.0198064901,0.2211013224,-0.0202957678,0.6798938436,0.6630211305,0.3764650823,0.2789811619,0.5646230253,0.0721072979,0.0250759355,0.3013844286,0.0706041921,0.7729255831,0.5933144059,1.7156392249,0.6284480826,0.7785507254,0.3775925466,1.0956082411,1.4661289788,1.0450770310,1.4768938922,0.2854321809,0.3253784863,0.8814545316,Control
GSM480995,0.7494771779,1.9030450200,0.8892053744,1.5048926632,0.0242032672,0.3743908535,-0.0021560109,0.7356219931,0.9657882553,0.3451604133,0.1898077044,0.2317964558,0.0120005566,-0.0948528247,0.3561257578,-0.0001167161,0.6292973189,0.4747785410,1.7918310441,0.6226300572,0.3138765889,0.2023529408,0.8518500496,0.9724627916,1.6587530275,0.9567898613,0.2742520532,0.3841453758,1.0097301603,Control
