@relation data

@attribute id string
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1026 numeric
@attribute 1027 numeric
@attribute 10274 numeric
@attribute 1028 numeric
@attribute 1029 numeric
@attribute 1030 numeric
@attribute 1031 numeric
@attribute 1032 numeric
@attribute 10393 numeric
@attribute 10459 numeric
@attribute 10735 numeric
@attribute 10912 numeric
@attribute 10971 numeric
@attribute 1111 numeric
@attribute 1387 numeric
@attribute 1647 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 1874 numeric
@attribute 1875 numeric
@attribute 2033 numeric
@attribute 23594 numeric
@attribute 23595 numeric
@attribute 25 numeric
@attribute 25847 numeric
@attribute 27127 numeric
@attribute 2810 numeric
@attribute 2932 numeric
@attribute 29882 numeric
@attribute 29945 numeric
@attribute 3066 numeric
@attribute 4085 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4171 numeric
@attribute 4172 numeric
@attribute 4173 numeric
@attribute 4174 numeric
@attribute 4175 numeric
@attribute 4176 numeric
@attribute 4193 numeric
@attribute 4609 numeric
@attribute 4616 numeric
@attribute 472 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 5000 numeric
@attribute 5001 numeric
@attribute 51343 numeric
@attribute 51433 numeric
@attribute 51434 numeric
@attribute 51529 numeric
@attribute 5347 numeric
@attribute 545 numeric
@attribute 5591 numeric
@attribute 5885 numeric
@attribute 5925 numeric
@attribute 5933 numeric
@attribute 5934 numeric
@attribute 595 numeric
@attribute 6500 numeric
@attribute 6502 numeric
@attribute 699 numeric
@attribute 701 numeric
@attribute 7027 numeric
@attribute 7029 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7157 numeric
@attribute 7272 numeric
@attribute 7465 numeric
@attribute 7529 numeric
@attribute 7531 numeric
@attribute 7532 numeric
@attribute 7533 numeric
@attribute 7709 numeric
@attribute 8243 numeric
@attribute 8317 numeric
@attribute 8318 numeric
@attribute 8379 numeric
@attribute 8454 numeric
@attribute 85417 numeric
@attribute 8555 numeric
@attribute 8556 numeric
@attribute 8697 numeric
@attribute 8881 numeric
@attribute 890 numeric
@attribute 8900 numeric
@attribute 891 numeric
@attribute 894 numeric
@attribute 896 numeric
@attribute 898 numeric
@attribute 902 numeric
@attribute 9088 numeric
@attribute 9126 numeric
@attribute 9133 numeric
@attribute 9134 numeric
@attribute 9184 numeric
@attribute 9700 numeric
@attribute 983 numeric
@attribute 990 numeric
@attribute 993 numeric
@attribute 994 numeric
@attribute 995 numeric
@attribute 996 numeric
@attribute 9978 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.5834629533,1.6314720287,0.9198608781,2.1393974684,1.5075298383,0.5742669830,0.1366424221,0.4842657652,0.8488764938,0.1241050020,-0.0495640994,0.4409035541,0.7932892770,0.9674077208,-0.1795726134,0.8977078460,0.6528888869,0.6728254087,1.7342155276,0.8789772263,0.3679832782,0.8807553522,0.3152507059,0.5867403322,1.8174475579,1.4587505585,0.8791963657,0.9042891934,0.9389354935,-0.0483725835,3.2241453454,1.2060972602,0.2199296023,1.9304640218,1.6001817076,2.0403915793,1.1178892617,0.5446012229,0.5766988737,1.3337336816,1.0510258443,1.2537769670,0.8055090325,1.5176213086,0.6870918091,-0.0070708373,0.5926393938,0.2909193650,0.0107741015,0.5549384468,1.5400457291,1.3579724659,0.3267498687,0.1737447883,0.9917680114,0.9448870902,0.8361155502,0.3271421172,1.1410238634,0.9789680260,1.4885851361,0.9448039957,0.0496075791,0.6007303477,1.5825335458,2.4757785698,0.5421800429,0.3780691968,1.6032623980,1.0284706676,0.7216970263,-0.0716510054,1.2115081400,0.2120186358,0.8841919228,0.6606052518,1.2637668444,2.8649117788,2.1320210693,3.3017348942,0.2840659279,0.0480925731,0.6856161449,2.0714016227,1.0824161023,0.1908635456,1.3170545794,-0.0942341608,0.2899871032,-0.0018817953,1.3282124261,1.1286486791,1.6817836165,2.6403919459,1.6099218839,0.3573680105,1.6426802428,1.8834737148,1.6350200091,1.2342656804,1.2716441132,0.4087540737,0.5398516901,2.4185692513,0.5581111865,1.5315232102,0.8104688178,0.6374414872,1.7060722708,0.0840558490,0.7639295043,2.1878641161,BRCA
GSM480985,0.4411996799,1.1038011162,0.7256099795,2.2990302591,1.7779963680,0.4308392038,0.3829231465,0.6616161629,0.5532956071,0.0272041471,-0.1763505166,0.2836712234,0.7315369438,1.0845067512,-0.1219023449,0.7658785862,0.0609673743,0.6472114695,2.0508048685,0.0818430733,-0.0582422595,0.7686965417,0.1430836733,0.3578412301,1.6404941344,0.4213877240,0.6842736007,0.9337296339,0.9378317617,-0.1500861431,2.3231554627,0.8787267861,0.3074832453,1.8535176105,1.1737656782,1.2221845852,1.0813777246,0.7802793039,0.5756055410,0.4032707661,0.4489500689,0.5542963552,0.1633400979,0.5804464952,0.2274582597,-0.0835794543,0.2717646782,0.6492180103,0.0400061393,-0.0440001544,1.1292166882,0.9880057346,0.2193341339,0.1581000570,0.9222089273,0.7172891102,0.7083795841,0.0282611265,1.1142024285,0.5501537389,1.3282735782,0.7302493976,-0.0663694853,0.8995020092,1.5935095322,2.5891925593,0.4121784649,-0.0416451805,0.4545835654,0.3033442030,0.8754910974,0.0824852629,2.2415468245,0.3937102099,0.5955694337,-0.0271184999,1.4701663553,2.6496851841,2.1926461853,3.3812768759,0.2868869492,0.0700261271,0.3150689427,1.0218007068,0.1949673229,0.0861043777,1.1303715957,-0.1371742317,0.4386159719,0.0206360048,1.0570350599,1.3236240174,0.7499990808,0.8917953896,0.5083322379,0.1432181572,1.4025407806,0.6753045402,1.2766061766,0.3690489507,0.9292611400,0.1234224694,0.0240563192,2.2669339158,0.1291205412,0.5325953874,0.0094452356,0.0492526630,1.7094334298,-0.0960567832,0.6719289484,1.9761838061,BRCA
GSM480986,0.4792193069,1.3781034724,0.8395699189,2.2193307467,1.4769461321,0.4456190173,0.1608145205,1.0047740482,1.0075707458,0.0663513976,-0.0991657262,0.2770791709,0.7353933247,0.7176510343,-0.1886916590,0.8961630866,0.2816253898,0.7199448316,1.2829225361,0.3414531027,0.1541607173,1.1564793678,0.2460174051,0.4421310299,1.9671993852,1.0435359898,0.4364681643,1.1216843350,0.9442136763,-0.0231603069,3.6006316618,1.3099040800,0.2555351971,1.2999433465,1.3686586999,1.7196805031,1.1264370113,0.6759647951,0.5589410135,1.0531638674,0.6626453732,0.9671875484,0.7758766384,1.0020962506,0.4565839842,0.0441754822,0.4492141063,0.2591863952,-0.0384828596,0.3006181142,1.4037100283,0.9499224950,0.3449784663,0.1896881072,0.8772804238,0.9094667012,0.8184140831,0.2725377393,0.9671990033,0.6285869678,1.2951900418,0.8574318311,-0.0124823374,0.5904706269,1.9378681357,2.5094936490,0.5117844941,0.2267855712,1.0827583340,0.7894512997,0.8819993584,0.0753126589,1.7475938090,0.3265607800,0.8508987498,0.4748481644,1.1940670724,3.0484460116,2.5239436627,3.5162105559,0.2451798338,0.0899909456,0.6740737191,1.2837278710,0.6005877551,0.0866837222,0.9907254267,-0.1442476197,0.2349357784,-0.0703986067,1.1701710971,1.1886514017,1.5696210822,2.1455776392,1.5251714177,0.7189214824,1.5648168326,1.0686674790,1.0528557854,0.9635322857,1.0411500615,0.3442725355,0.2420500529,2.3426437024,0.4426802661,1.0733144594,0.4188582972,0.4390877198,1.6944179667,0.1225732032,0.6501435057,1.9765978370,BRCA
GSM480987,0.4050084262,2.0535945445,0.2585912426,2.7037154810,1.0660495198,0.5397655737,0.0945920142,0.7178355278,0.6427595554,0.0653912062,-0.0691411951,0.1030770908,0.7467774327,0.6887788193,-0.2124087940,0.9140171910,0.3051683142,0.6522740087,2.1893143059,0.4329001224,0.0970260880,1.2174741342,0.1923245888,0.2326352203,1.9626392814,0.8970002753,0.3747971260,1.5226221382,1.0239138736,-0.0557049575,0.8840734573,1.1273281686,0.1278045057,1.0467505306,1.2607203397,1.4934895566,0.9669655142,0.4236518566,0.5155373554,1.2449252714,0.8615824582,1.0684957298,0.7682668753,1.2835077829,0.4381454373,0.0336754173,0.7697951637,0.5978924480,0.0408815341,0.3179577874,1.0423067970,0.7834857352,0.2964313886,0.0535621674,0.7967465467,0.6658706113,0.6754066329,0.0617001100,0.5559675838,0.7003769937,1.0656221346,0.5479266424,-0.0029674567,0.3990426604,1.2294952867,2.1274220248,0.4859128480,0.0794345130,0.7859109610,0.7839339237,0.6337718217,0.1392795458,0.3280445553,0.7380631556,0.8372933389,0.0664477526,0.9564621970,2.8611823956,2.3751924037,3.7342699767,0.1725909245,0.0369246733,0.4889129165,1.4630746114,0.5295281492,0.0323696993,1.0421429781,-0.1497241128,0.3275497518,-0.0137832344,1.0625366549,1.1344062175,1.2385944406,0.0406964951,0.9127785694,1.1189205793,1.1219945923,1.3236865311,1.3326103814,0.7444165131,0.7235422715,0.1234770612,0.0952624018,2.7999713024,0.1665571800,0.5592251090,0.4455796608,0.3928541201,2.2871479459,-0.0151769519,0.5981840252,1.9492992501,BRCA
GSM480988,0.4529012942,1.2271330877,0.7658719721,2.3901760505,1.5072410189,0.3939733102,0.1813216384,0.7294182159,0.6210860679,0.1199571741,-0.0741987258,0.3265746919,0.1624195477,0.6185926197,-0.1956971048,0.7300454369,0.3160982717,0.6896800634,1.1994663142,0.2557647115,0.1310622132,0.5887156453,0.0227322817,0.2921241326,1.8828163351,0.7446842368,0.6582257350,0.6879575644,0.5981008170,-0.0340003062,3.3110941611,1.5309302174,0.2286313987,1.2620835994,1.2457672998,1.3826761571,0.8865574253,0.5082072364,0.3915546862,1.1690687350,0.6748901606,0.9255933917,0.8383731378,1.2128899024,0.1956678532,-0.0762924356,0.4848055529,0.4193466701,0.0108373413,0.4079725579,1.0918431122,0.8406549964,0.2886495519,0.0284037585,0.7773246126,0.8999751241,0.5026008045,0.4299748017,0.9577910166,0.6491715091,0.9177166528,0.6159016014,-0.0335600532,0.2457526392,1.0011213121,2.4852908452,0.5508149595,0.0854778354,1.3812586270,0.7349518405,0.7900415354,-0.0270612048,1.3875513934,0.3109506394,0.6972457048,0.4756762021,1.1079193819,2.7963664452,1.9517735643,3.2479327320,0.1968091326,-0.0306114141,0.5968683377,1.2969123457,0.5140958829,0.1000129836,0.8163855404,-0.1206230048,0.2425828029,-0.0224454088,1.0799297678,1.3538805558,1.2608292976,2.0835959615,1.3155103103,0.1301903638,1.1882289050,1.0074813106,0.8448971166,1.1078227310,1.0980431750,0.3815990660,0.1240088557,2.2633351154,0.8211949573,1.2855403286,0.4772084771,0.3899331939,1.8666757610,0.2038557315,0.4672004229,1.5272548286,BRCA
GSM480989,0.6269943672,1.7527057604,0.6320741258,2.7720669135,0.9980840938,0.1443147505,0.3365339112,0.8383054727,0.4427743773,0.2486902391,-0.1574418673,0.1542069719,0.8557678048,0.4078298560,-0.2889277301,0.9536321424,0.0727118015,0.5010443183,1.1784485579,0.6630024992,0.4397809910,0.7955051377,-0.0323541229,0.2603990224,1.8141472619,0.8035477820,0.0431882983,1.0702178031,0.3530826610,0.0870149819,3.5424084142,1.3318944331,0.2868395569,0.6100390129,1.1239065344,1.2374490658,0.7130339662,0.7708667126,0.3272314875,1.2384311929,0.7821060816,1.0466080130,1.0504301878,0.6907358888,0.4415526911,-0.0633361472,0.3984325587,0.2738936658,-0.0284552162,0.2733726352,0.9103897145,0.4962596271,0.1616830429,0.2027591340,0.7178259777,0.5049602511,0.9969219018,0.4868759042,0.3942097547,0.5417129318,0.9015808594,0.4999280601,-0.0436497679,0.4226656828,1.7276778767,2.0783520440,0.4627765481,0.1205833226,0.9570411113,0.9755881841,0.6344133808,0.0133025040,1.2185817174,0.1787676166,1.2405139033,0.1304574236,1.3198841063,2.9099976381,2.5266134737,3.6160825491,0.3122929088,0.0497419021,0.4940575337,0.6926555469,0.8069073874,0.0387437890,0.7408097406,-0.2435024909,0.2559984081,-0.0179176418,1.0437201172,0.8178940727,1.1814149326,1.6657413244,1.5206583849,0.3798023226,1.8467159717,1.4748466095,0.5867294799,1.3226608802,0.5545799394,0.2909707397,-0.0059800904,2.0363918565,0.5450500698,0.8374702217,0.2576770852,0.3898263973,1.9043345452,0.1241921768,0.2994629071,1.6914763451,BRCA
GSM480990,0.5995322283,1.6684504000,0.5905319539,2.7343542910,0.8929153473,0.2986106536,0.1353019952,0.8380976487,0.5761438818,0.1800321208,-0.1132689218,0.0896775553,0.9672808566,0.6196065740,-0.2177420476,0.8753826609,0.1810615500,0.6429370626,1.7728323936,0.4578135087,0.1768650903,0.8675610779,0.0842865107,0.1372215954,2.2293557487,0.4389587243,0.1304717187,1.5833527296,0.7284176501,0.0077143629,4.0529878587,1.3889006043,0.2114747107,0.7194065476,1.2221211079,1.5971515954,0.8848261701,0.6777075047,0.2867155222,1.1476575286,0.6876053480,1.0239739268,1.0129323429,0.5154319747,0.2801729159,-0.0377953903,0.5031338535,0.1207939147,-0.0003517558,0.2982221197,1.0234662261,0.5144111839,0.2123258120,0.2399371891,0.6037310200,0.4951959255,0.7316155964,0.3875403267,0.6061883210,0.6662868585,1.1738713925,0.8644990985,-0.0536707023,0.3626130463,1.6585228148,2.0042174558,0.4877368419,0.1584268574,0.8050684466,0.9321988967,0.5573791546,0.2451527447,0.8158590440,0.1661497030,1.1059742302,0.1020344712,1.1087027771,3.0515313069,2.2605771227,3.8424132466,0.2054380223,0.0813324534,0.3740858549,0.7826078898,0.5389041920,0.0532515050,0.6449577310,-0.1666872984,0.2109468127,-0.0499306287,0.7841279359,0.7411978359,1.1697059685,0.7692230827,0.9279535208,1.5520711685,1.8123139142,1.1184334419,0.6179169566,1.1998328257,0.8589074262,0.1946728425,-0.0066530572,2.3892405033,0.2173018729,0.8005220020,0.2656607394,0.4009001907,2.6813939280,0.0490310384,0.4244345206,1.3563763670,Control
GSM480991,0.2669265534,1.2661320120,0.6244839902,2.7373882608,1.2088463109,0.2514630952,0.3158366000,1.0779144312,0.9468578748,0.1005789470,-0.1391829509,0.1927069870,0.6776759127,0.4825619242,-0.2353426981,0.8124476158,0.0262369086,0.7013037075,1.6012346595,0.2786995493,0.0592000450,1.0681867261,0.1269356159,0.2046526852,1.8172405640,0.4027385712,0.5699715713,1.0545568875,0.8649037049,0.0506500816,3.7690806314,1.2929992116,0.3797990847,0.8341484769,1.0640506309,1.0395429118,0.9091269938,0.8510372681,0.3461920900,0.6427016890,0.3830136940,0.8048010042,0.5309293339,0.3755929059,0.0986593564,-0.0037197388,0.3545671447,0.2985044836,-0.0229581060,0.0889896469,0.9371337671,0.6741360988,0.2044146519,0.2138990320,0.7988008477,0.6980592062,0.8588123652,-0.0314091450,0.7214736505,0.4531482731,0.8296264682,0.7603944621,-0.0989655247,0.4058142478,2.0593645064,2.3222305478,0.2627551555,-0.0760407465,0.2661497138,0.7361247614,0.7044243899,0.1592403697,1.9517531172,0.4247659047,0.9629745603,-0.0353651123,1.0479595629,2.9438177745,2.2935149670,3.5766208769,0.2894791155,0.0475496579,0.3540252291,0.5352015378,0.3778437636,0.0388448722,0.7302720172,-0.1262529109,0.2720278105,-0.0327487482,0.9970192195,0.9492498922,0.7371242370,2.1327344180,0.5849728780,0.9200850685,1.7544829695,1.0403012996,0.8301298161,0.5882473241,0.5861385325,0.0515380543,-0.0570300089,2.0873692035,0.0786895355,0.3363024906,0.1121864724,0.1965093458,1.8788974551,-0.0679689009,0.3992910188,1.6609341250,Control
GSM480992,0.4398213812,1.5023378805,0.5115839695,2.7673748358,1.2364530282,0.2436466577,0.1878833622,0.8590256640,0.8722530488,0.0855828991,-0.0869854337,0.0852505762,0.8706505829,0.4831378116,-0.2800916471,0.9112154756,0.1720501393,0.7777832307,1.2786797881,0.5189908397,0.3776853123,0.9394119481,0.1576321345,0.1593467311,2.5581991299,0.3415904343,0.1949512140,1.5234704019,0.6212351461,0.0883042365,4.0420022160,1.5241501815,0.3162242127,0.5504623074,1.0852730194,1.3981403853,0.7785944211,0.6149415073,0.2245497412,1.2842768802,0.5584979822,0.8970973682,1.1872844753,0.4406894916,0.4813109728,-0.0464381419,0.5397554174,0.1954490260,-0.0458585198,0.2454735442,1.0247392775,0.4455925808,0.1157809587,0.2538321219,0.5765747834,0.5188744855,0.9538249318,0.5542901803,0.6217993744,0.7389148599,1.1055726869,0.8413598781,-0.0265059753,0.3574011866,1.9210771919,1.8556330402,0.3559188165,0.0246661814,0.5479273599,0.9405100065,0.5409927923,0.2146601245,1.2877959238,0.3493119074,1.0991194739,-0.0506619539,1.4193997886,3.0823179564,2.0128209990,3.8861452936,0.2041087145,0.1307295031,0.6237603474,0.7430942522,0.4098723066,0.0805035780,0.6086787910,-0.1869195461,0.1928195135,-0.0493174535,0.7880503898,0.8010663307,1.0840547086,1.4710577726,0.9908523523,0.9034816639,2.0394874661,1.1468315460,0.6617135230,1.5028773955,0.6884968201,0.2822151612,0.0095680614,1.9453416147,0.4596101454,0.5412993354,0.2286991815,0.3960243086,2.6905449628,-0.0625000057,0.4381850472,1.2825294479,Control
GSM480993,0.6524033558,1.6903067380,0.6702982026,2.7103066743,1.5603325564,0.3045151185,0.2011768828,0.5618893513,0.6675050478,0.1729756023,-0.1008080186,0.2232425609,0.7836148512,0.4587932572,-0.2469653262,1.0168038179,0.3676773707,0.7884631976,1.5869673565,0.7052419788,0.5689452010,1.1960502010,0.1923900254,0.2250391716,2.1836648658,1.0328789352,0.2439083853,1.2434106319,0.7155261789,-0.0484653959,3.7246564776,1.3381779529,0.3382211334,0.9454233330,1.2779296332,1.7694959269,0.9887021055,0.6775370245,0.4767308229,1.5053302049,0.9177788761,1.1220162888,1.2946975223,1.1605138183,0.6991254000,0.0065748730,0.5181170303,0.2596011450,-0.0240370255,0.4953490368,1.1828509866,0.6681712095,0.1734232856,0.2040139704,0.8754696113,0.7753788841,0.8852437508,0.6193341165,0.6116522995,0.6867501248,1.2367094916,0.8349784980,-0.0242258021,0.6128931355,1.8622661701,2.1322508257,0.5835478086,0.1895267602,1.2214706010,0.8964617675,0.9483153211,0.1564938422,1.7717089691,0.2084418686,1.0900611624,0.4141984251,1.5918771643,2.9598939657,2.5240129627,3.6253513395,0.2556822760,0.0812375307,0.6830126347,1.1340682969,0.7323081553,0.1030868223,0.9380837589,-0.1272781157,0.3397506859,0.0344588074,1.1154803497,1.0936671454,1.5817800603,1.8889057636,1.7259579934,0.7281148552,1.6855859384,1.2135973303,0.9745229781,1.4383683690,0.7606667034,0.4679560592,0.1897053587,2.3870361470,0.5397577281,0.8794380091,0.6276240052,0.6375025820,2.2501229578,0.2543221465,0.5287257336,1.5892600333,Control
