@relation data

@attribute id string
@attribute 107 numeric
@attribute 10746 numeric
@attribute 108 numeric
@attribute 1081 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1432 numeric
@attribute 163688 numeric
@attribute 1839 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 2002 numeric
@attribute 2185 numeric
@attribute 23236 numeric
@attribute 2488 numeric
@attribute 26279 numeric
@attribute 2767 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2796 numeric
@attribute 2797 numeric
@attribute 2798 numeric
@attribute 2885 numeric
@attribute 30814 numeric
@attribute 3265 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3725 numeric
@attribute 3845 numeric
@attribute 3972 numeric
@attribute 4214 numeric
@attribute 4215 numeric
@attribute 4216 numeric
@attribute 4313 numeric
@attribute 4323 numeric
@attribute 4893 numeric
@attribute 50487 numeric
@attribute 51806 numeric
@attribute 5319 numeric
@attribute 5320 numeric
@attribute 5321 numeric
@attribute 5322 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5580 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 5599 numeric
@attribute 5600 numeric
@attribute 5601 numeric
@attribute 5602 numeric
@attribute 5603 numeric
@attribute 5605 numeric
@attribute 5606 numeric
@attribute 5608 numeric
@attribute 5609 numeric
@attribute 5613 numeric
@attribute 5894 numeric
@attribute 6300 numeric
@attribute 6416 numeric
@attribute 64600 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6714 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 815 numeric
@attribute 81579 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 8398 numeric
@attribute 84647 numeric
@attribute 8681 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0213125190,0.1709742325,0.0324851423,-0.1587199451,0.6906278624,-0.1873276656,0.3041730966,0.6485430572,-0.0936600890,0.6758355689,0.4174692793,-0.1286174089,0.2930471870,0.1537555695,-0.0496203903,0.4598573640,0.0190152100,0.2858521625,-0.1703783210,-0.1405790460,1.2075416012,0.4478188096,1.6287773193,-0.0549706671,-0.1567928038,-0.1067459280,1.6104626348,-0.1904537968,0.8212452234,0.2178563230,-0.0355535233,0.0663673716,1.7024177213,0.1314761901,-0.2340588926,0.4242359363,0.8545833008,-0.0405010850,1.2914545985,0.4102327536,0.8848718814,0.2648592970,-0.0724848310,0.0724902563,0.3919864135,-0.0567561424,0.1942306542,-0.0931709614,1.4761069679,-0.1197500205,-0.0965538729,0.0740791118,0.9091838176,0.8322542454,-0.0220457165,0.2608651281,-0.0981862237,-0.2977016700,0.3768321643,1.1201675758,0.9189615026,0.6904673187,0.4517662190,0.2417233829,0.0663815941,0.5395283599,0.1390805759,2.1106193876,-0.0407187870,0.2973419841,0.0696381372,0.3860900013,0.6241121968,0.2565123712,-0.2286017106,-0.0234144181,0.2904654710,-0.0124092440,0.0616552577,-0.1493906910,-0.1655657803,-0.1343908462,1.3564936234,0.8265591783,2.7038153726,-0.1556674652,-0.0715993912,0.8918800157,-0.0731259508,0.5784964499,-0.0098517653,0.0096668727,-0.0773267898,-0.0101853435,0.2411862325,BRCA
GSM481003,-0.0692073683,0.0488270396,-0.0064876447,-0.1356473458,0.4153288136,-0.1628839508,0.2577621225,0.8073847730,-0.1100853766,0.4801001175,0.3061586227,-0.0698493385,0.6488378735,0.0484339897,-0.1103498666,0.5094530717,0.2214162592,0.1101227322,-0.0667625878,-0.1302135657,1.3259332918,0.2624370770,1.5822581693,-0.0751437353,-0.1237636340,-0.1036621160,1.7524189089,-0.1219833474,0.9474795161,0.0514344826,-0.0627746906,0.4280975269,2.4163282448,0.0738842817,-0.0944340721,0.4940745450,0.6505574387,-0.0907828882,1.2628027667,0.4361295318,0.9542065300,0.2367261773,-0.0365504050,-0.0359319534,0.0715840599,-0.0835485794,0.2958115291,-0.1266500411,1.5995909609,0.2789530126,-0.0396609936,0.0786821512,0.9189770192,0.6319902162,0.0102665505,0.2829620648,-0.0518483993,0.0215140560,0.4223379152,1.1333078442,1.4357728958,0.6729280780,0.4978785231,0.1985753451,0.0085564985,0.7071057357,0.1453346393,2.3991614866,-0.0629141957,0.2656726797,0.3544240996,0.2815908568,0.6049226272,0.2222999979,-0.1516569339,-0.0553885548,0.0839562974,-0.0016825477,0.0114212718,0.0389886080,-0.0596940244,-0.1179253610,1.1557139689,0.7173366560,2.6004273182,-0.0292245170,-0.0022023061,1.1356858278,0.0580019309,0.4392622436,0.0177999127,0.0912243185,-0.1046172373,-0.0306176476,0.1941480732,BRCA
GSM481004,-0.0682730252,0.1148037019,-0.0572336419,-0.1157818614,0.7538955795,-0.1865766728,0.4959490365,1.0032708717,-0.0400951271,0.5932523358,0.4136280409,-0.2321383340,0.4996805093,0.2059234660,0.0553660385,0.3519630753,0.1947660106,0.4210706907,-0.1245853845,-0.1334671667,1.0587875816,0.3193705141,1.6611578276,-0.0434492012,-0.1625909881,-0.1028363996,1.7306030480,-0.1383980732,0.8814408686,-0.0097076942,-0.0462495909,0.4999212028,1.9569436598,0.0657351969,-0.1214202430,0.2035975778,0.8055037210,0.1327196263,1.4357202308,0.5547297792,0.9630198516,0.4841016842,-0.1118533504,0.0367292284,0.3503516176,-0.0147714728,0.9263242449,-0.1195634382,1.5031896006,-0.0322893260,-0.0652699816,0.1528997510,0.6950635329,0.6800325786,-0.0396932616,0.4684481415,-0.1085750333,0.0147397074,0.5495924441,1.3982536542,1.3901392981,0.6871232500,0.4221550408,0.3435010134,0.2215437899,0.5545792864,0.0639251527,2.1534173294,-0.0351111331,0.1269719892,-0.0129986513,0.4157156661,0.4966396672,0.2880970038,-0.0981588746,-0.0500999228,0.1372055122,-0.0060122215,0.0692754934,-0.1091377224,-0.1834103518,-0.1191275287,1.0442493542,0.7713027104,2.5539644831,-0.0862486411,-0.0441430938,0.9571160324,-0.0617234432,0.5186807821,0.0930184553,0.0167640063,-0.0605252561,0.0138251425,0.2163254187,BRCA
GSM481005,-0.0925683750,0.1481691886,0.0108283770,-0.1617871445,0.8534066271,-0.1859157358,0.4385876315,1.1066493301,-0.0452075420,0.3788599880,0.3984561536,-0.2486192649,0.2384709230,0.2165325873,0.2799949490,0.4627470135,0.1301742138,0.2068608563,-0.0202543511,-0.0750139249,1.3188462358,0.5904648845,1.4807582746,-0.0402323941,-0.1570243885,-0.0970831022,1.6458761891,-0.1711450809,0.8521304950,0.1994229225,0.0021436654,0.1212341356,1.9105042447,0.1621117626,-0.2267522514,0.5196754609,0.8208012120,-0.0002581810,1.4806221995,0.4201241951,0.8978069759,0.2413362460,-0.0858997872,-0.0366886569,0.2416097289,0.0360093063,1.5309084753,-0.0819878108,1.3645848670,0.4609039199,-0.0490866930,0.0646837491,0.7765841372,1.2306991819,-0.0333261071,0.3166812967,-0.0871069950,-0.1249405209,0.4403047296,1.3712493853,1.2902179673,0.8086081992,0.4644701202,0.4124403786,-0.0083928048,0.6868093671,0.0764267961,2.4669886416,-0.0686842084,0.2336956347,0.0699015529,0.3888399490,0.4447447957,0.4676337253,-0.1681138359,0.0180744121,0.2881692323,0.0075601748,-0.0445056149,-0.1045152437,-0.1310550471,-0.0965664503,1.5244798356,0.8702989420,2.5885585249,-0.0754524312,-0.0436124759,1.0282304035,-0.0344820515,0.6463682539,0.0669458035,0.1013291268,-0.0551051659,0.0939124124,0.1866518880,BRCA
GSM481006,-0.0610226503,0.1243467600,-0.0522829933,-0.1103160821,1.2541987586,-0.1669847436,0.5766390173,0.8823370718,-0.1439105411,0.6523239961,0.3921763096,-0.1689911806,0.5035198889,0.1430200110,-0.0951017123,0.7458138092,0.2094965038,0.1912894818,-0.1274666446,-0.0912184608,1.4356097507,0.6643883944,1.3146320589,0.0349957959,-0.1214072304,-0.0796613029,1.6704388113,-0.1978774663,0.8876503406,0.1351932498,0.0168171378,0.2181934865,1.8248747664,0.1676137317,-0.0999755903,0.4536705289,0.7006376403,0.0245877221,1.2285786200,0.6523099833,0.6079864987,0.1678630912,-0.0696378198,-0.0627304080,0.3202906285,0.0852915491,0.5399629881,-0.1256054163,1.5441306196,-0.0461319976,-0.0859348176,0.1188522209,1.0743387982,0.9264100611,-0.0789564253,0.2588561041,-0.1044239603,-0.0314743914,0.3909603753,0.9865753614,1.0867871360,0.7695189350,0.5067868330,0.0839668039,0.0616213327,0.4674810317,0.1169393467,2.6787843870,-0.0781638251,0.3444300745,0.2576344930,0.3354175018,0.5143065399,0.3639865402,-0.0775579248,0.0128678733,0.2175775908,-0.0179128214,0.0959829012,-0.1013233678,-0.1325347712,-0.1005041568,1.3858446989,0.8328808705,2.7229726611,-0.0663055833,-0.0572130085,0.9375375463,-0.0572261756,0.6276549524,0.0269040916,-0.0030618567,-0.0416173076,0.0167937154,0.1984657517,BRCA
GSM481007,-0.1091924483,0.0248632680,-0.0409257532,-0.1200273781,0.8056753526,-0.0611303696,0.6382880130,0.5886042261,-0.0965363181,0.4626764772,0.2309822093,-0.2028048244,0.4381364232,0.1262126311,0.0258853085,0.6824327353,0.4677392068,0.1294501655,-0.0866338995,-0.1956158172,1.2181181839,0.3499374598,1.4150039667,-0.0605115038,-0.0890824108,-0.0615484589,1.7786090209,-0.1225340637,1.1560421735,0.0550178691,-0.0743076288,0.3613447715,2.0019709589,0.1433539864,-0.1389633820,0.3479610627,0.7297126970,-0.0103836844,1.3726604235,0.4639287442,0.8448888773,0.3013776672,-0.0462129366,0.2451748582,0.1465554425,0.2361062177,-0.1124364039,-0.0836514095,1.4868055220,0.1430614591,-0.0534508653,0.1867953683,0.9259418572,0.7558958770,0.0370700779,0.2214731303,-0.0580448157,-0.0982368374,0.2606000659,1.0516917631,0.7857901753,0.3326362380,0.4350651474,0.0752705452,-0.0035135532,1.1163454109,0.1837086821,2.6515267472,-0.0757599017,0.3625428115,0.1321595838,0.2957258879,0.5193731897,0.2094873252,-0.0877751080,-0.0621160632,0.2030390211,0.0468923578,0.0120281918,0.0822912043,-0.1165982584,-0.0872170766,0.8527704083,0.7908645495,2.4574012124,-0.0312364085,-0.0056203018,1.2202413425,-0.0304605411,0.5291107847,0.0170823853,0.0449932087,-0.0696049801,0.0332880970,0.2322261396,BRCA
GSM481008,-0.1022847509,0.1517540500,0.0073234723,-0.1542081549,0.9556061970,-0.0927685142,0.2863269619,0.7602961962,-0.0445672441,0.3568348908,0.3457279783,-0.1190311949,0.7422991239,0.2092566926,-0.0347283245,0.6088109500,-0.0168563599,0.1979250253,-0.0930621341,-0.1066421580,1.2615825528,0.3171693577,1.5773606507,-0.0530031936,-0.1615378910,-0.1131965108,1.6622805248,-0.1632898217,1.2938889639,0.0515839298,-0.0320775752,0.3614642392,2.1130765477,0.1743810166,-0.1739877827,0.3505251462,0.6563308535,0.1735749354,1.6192650958,0.5881252450,0.9191996994,0.3109411343,-0.1202880517,0.0617635319,-0.0294756517,0.3041578594,-0.1651714859,-0.1060613890,1.6687167920,0.0366716310,0.0303360646,0.1235528539,0.9102283842,0.7458980968,0.0274709704,0.2738108856,-0.1056714096,-0.0061865102,0.4047704326,1.0726860836,1.6272599519,0.7429268004,0.4865003888,0.5512299970,-0.0611492244,0.2473534204,0.1199409844,2.4015404396,0.0051592408,0.1903686590,0.1268309088,0.3589827556,0.5585720231,0.3020598857,-0.1806219434,0.0012555714,0.1490175020,-0.0086323968,-0.0574690060,-0.0676376425,-0.1599896951,-0.0672450389,0.9964291379,0.7930964681,2.4189842773,-0.0432700947,-0.0415118158,0.9744661360,-0.0830571034,0.1656969287,0.0952502571,0.0442506512,-0.0548871543,0.1876541325,0.1960819449,Control
GSM481009,-0.1314133674,0.1041715993,-0.0292480118,-0.1895970124,0.4983229081,-0.2549137573,-0.0641390445,0.8146943457,-0.1893536572,0.2691004176,0.2764711754,-0.3763604151,0.0788510341,0.0047963763,-0.0942478679,0.4693302326,0.1010262713,0.2812716372,-0.1853991469,-0.0463956869,1.1639748752,0.4197121219,1.4264966791,-0.1980629585,-0.2099182634,-0.1188728308,1.3427748691,-0.2374210076,0.5253295350,0.2000191124,-0.0548121327,0.1931102983,1.1429168019,0.1793832846,-0.6845189971,0.3211863863,0.5504313800,-0.0237933070,1.4156425380,0.1878670299,0.7767756040,0.0616922838,-0.1908497260,-0.0636470687,0.4092911698,0.1206036070,0.4025874838,-0.1955891928,1.2002787294,-0.0985022541,-0.1136806226,-0.0908015867,0.6558841348,0.8545450949,0.0046873059,0.3586061170,-0.1066654161,-0.3899831788,0.2795271149,0.7096309500,0.5833375380,0.6203827706,0.1471335525,0.0966468778,0.0261609364,0.2551399111,-0.0310865428,2.2685457769,-0.0175848331,0.0094476892,-0.0978849678,0.2270372226,0.2179962545,0.0517636729,-0.1908542063,-0.0048567386,0.0807280921,-0.0607615665,-0.0553855791,-0.1449972377,-0.1978353354,-0.0726911084,1.0664309090,0.7962288941,2.6979478374,-0.1461619418,-0.1110477333,0.8410133314,-0.0924537415,0.4795865551,-0.0723620999,-0.0454398805,-0.0924899587,-0.0391394026,0.2414110834,Control
GSM481010,-0.0856121376,0.2139586651,-0.0299397763,-0.1229849129,0.5580687042,-0.1150484082,0.2565518150,1.0041584842,-0.1091626319,0.3016868198,0.3582406002,-0.1971198924,0.3034783003,0.2403421661,-0.0356908833,0.4728208937,0.1708685404,0.3067598991,-0.1130718994,-0.1037507219,1.0892066083,0.6331500416,1.4701154121,-0.0409160574,-0.0352857504,-0.1306318450,1.7509254467,-0.1049189998,0.9039840400,0.4681226672,0.0048748811,0.1122889133,2.0214559557,0.1744263203,-0.0036717631,0.6825766645,0.5144760395,0.0462606255,0.8968330891,0.3368552696,1.2621549368,0.0982108879,0.0077531713,0.1075761976,0.0486381737,-0.0151800391,0.0399373054,-0.0872663059,1.3031095667,0.0225883950,-0.0288335194,0.0525125199,0.6685453986,1.0751941698,-0.0846129696,0.3844459151,-0.1128206664,0.0060768109,0.5158594621,1.1154199801,1.2934316381,0.8636795770,0.4636299179,0.4178132884,0.0607782995,0.3259510165,0.1620686616,2.2875249785,-0.0755643150,0.1599105977,0.0711872429,0.3965836786,0.4516097499,0.7657218578,-0.0974640826,0.0688335455,0.2435579410,-0.0237400801,-0.0453533062,-0.0724101748,-0.0598541774,-0.0734716319,1.4629609655,0.8582563715,2.5320026251,-0.0911880921,-0.0057435957,1.1378867638,-0.0126254933,0.7562955471,0.0440597638,0.0982792469,-0.0359266409,0.1038080066,0.2052486207,Control
GSM481011,-0.0661589997,0.0388236614,0.0080882865,-0.1604995188,1.1929691749,-0.1498224161,0.3705056948,0.6087986411,-0.0870217879,0.5806935298,0.1895736574,-0.1730886077,0.2159449384,0.1001883706,-0.0181835081,0.4902841595,0.3322452556,0.1974606326,-0.0980909650,-0.1059520594,1.4613334589,0.2530173084,1.5207398576,-0.0676763948,-0.1121105085,-0.1014171651,1.9492786230,-0.2251044646,1.1300241724,0.0141741859,-0.1155827556,0.0571182206,1.9929131126,0.1905613793,-0.1492693596,0.1779143085,0.9451415900,0.0251862099,1.2746300809,0.2745783491,0.7011700384,0.2946575154,-0.0055239440,-0.0610166781,0.0602992324,-0.0271469704,0.1297885573,-0.0478217234,1.4140396192,-0.0093488651,-0.1065715858,0.1506279079,0.8796043668,0.7629880970,0.0440684883,0.2189997299,-0.0728182171,-0.0719123300,0.3978262835,1.5733309313,1.2464563616,0.4733123278,0.6478326957,0.2790668897,0.0246392575,0.6543249066,0.2404869166,2.7065248585,-0.0282108063,0.2778184532,-0.0120833156,0.2711141126,0.6355269162,0.1213096739,-0.1592199401,-0.0475626586,0.0857347009,0.0394449375,0.0110394834,-0.0610902679,-0.1280837371,-0.0633816822,1.0243768138,0.8445791476,2.9243183808,-0.0738799619,-0.0260395241,1.3700665053,-0.0681232988,0.5062603640,0.0608758262,0.0436406151,-0.0414344758,-0.0462587857,0.2254770854,Control
